"TID_INTRO_MESSAGE_TITLE","WELCOME TO HADES' STAR"
"TID_CHAT_LOCAL_LOCKED_INFO","You have not established diplomatic relations with the owner of this star system."
"TID_CHAT_WS_LOCKED_INFO","Only participating Corporations can use the White Star chat."
"TID_CHAT_CORP_RED_STAR_SEARCH_IN_PROGRESS","Search in progress..."
"TID_CHAT_CORP_RED_STAR_IN_PROGRESS","Red Star in progress..."
"TID_CHAT_JOIN_IN_PROGRESS_CONFIRM","This Red Star is already in progress. Are you sure you want to join?"
"TID_CHAT_CORP_RED_STAR_ENDED","Red Star has gone Supernova."
"TID_CHAT_ENTRY_JOINED_RED_STAR","has joined a Level {0} Red Star."
"TID_CHAT_ENTRY_JOINED_DARK_RED_STAR","has joined a Level {0} Dark Red Star."
"TID_CHAT_ENTRY_JOIN_RED_STAR_SEARCH","JOIN"
"TID_CHAT_CANNOT_JOIN_RED_STAR_LEVEL","You need to upgrade your Red Star Scanner before you can join this higher level search"
"TID_CHAT_CANNOT_JOIN_RED_STAR_ALREADY_IN","You are already participating in a Red Star"
"TID_CHAT_CANNOT_JOIN_TIMER","You cannot join the Red Star this close to the Supernova"
"TID_CHAT_CANNOT_JOIN_FULL","This Red Star is full"
"TID_CHAT_ENTRY_VIEW_RED_STAR_IN_PROGRESS","VIEW"
"TID_CHAT_ENTRY_WATCH_OLD_RED_STAR_REPLAY","VIEW REPLAY"
"TID_CHAT_ENTRY_REPLAY_SHARED","has shared a Replay"
"TID_SELECT_PING_LOCATION","Select a location in this Star System to alert other players"
"TID_PING_DEFAULT_MESSAGE","Let's send our ships here!"
"TID_PING_RATE_LIMITED","You cannot send an alert that often"
"TID_CHAT_ENTRY_PING","has sent an alert"
"TID_LOCAL_STAR_CHAT_DISABLED","This star type does not support local chat."
"TID_CHAT_ENTRY_CORP_INACTIVITY","An active Corporation will help you progress faster. Maybe it's time to find a new Corporation?"
"TID_CHAT_ENTRY_FIND_NEW_CORP","FIND CORPORATION"
"TID_CHAT_ENTRY_CORP_LEADER_ROTATION_WARNING","Your First Officer ({0}) has been inactive for an extended period of time. If they remain inactive, a new First Officer will be appointed automatically."
"TID_CHAT_ENTRY_CORP_LEADER_ROTATION_EXECUTED","{0} has been appointed First Officer of the Corporation."
"TID_NOTIFICATIONS_DIALOG_TITLE","NOTIFICATIONS"
"TID_NOTIFICATIONS_DIALOG_HEADER_GENERAL","GENERAL"
"TID_NOTIFICATIONS_DIALOG_HEADER_CORP","CORPORATION"
"TID_CORP_PRS_NEW_RS_NOTIF","New Red Star search (Level {0})"
"TID_CORP_PRS_NEW_MESSAGE_NOTIF","New Message to Corporation members"
"TID_NOTIFICATIONS_DIALOG_FRIENDS_MESSAGE_TOGGLE","New Message from friend."
"TID_STAR_DLG_TITLE","CURRENT STAR"
"TID_STAR_DLG_OBJECTIVES_TAB","STAR INFO"
"TID_STAR_DLG_PLANET_LIST","PLANET LIST"
"TID_STAR_DLG_ECONOMY","ECONOMY"
"TID_STAR_DLG_STARLOG_TAB","STAR LOG"
"TID_STAR_GOALS_DESCR_HOMESTAR","This star has been assigned to you as the home base of your operations into the Hades Galaxy. Your goal here is to fully explore the star, eliminate any Cerberus forces, and build a solid economic infrastructure."
"TID_STAR_GOALS_DESCR_OTHER_PLAYER_HOMESTAR","This star belongs to another player. If you have diplomatic relations with this player you can send a limited number of ships here to trade Artifacts or help the owner player against Cerberus forces."
"TID_STAR_GOALS_DESCR_REDSTAR","Red Stars contain valuable Artifacts that can help you advance your Modules technology. Work with other players to destroy the Cerberus threat and retrieve the Artifacts from Red Star planets.\n\nRed Stars will go Supernova when the countdown timer reaches zero. Make sure your ships have safely jumped home by then, or they will be lost. Ships docked on the returning Jumpgate will automatically jump home during the Supernova."
"TID_STAR_GOALS_DESCR_DARK_REDSTAR","Dark Red Stars are more challenging versions of Red Stars. They contain better rewards but are also guarded by stronger Cerberus forces."
"TID_RS_PROGRESS_BAR","SCORE BAR"
"TID_RS_PROGRESS_BAR_HELP","Destroying Cerberus ships and transporting Artifacts out of the Red Star will increase the Score Bar. Fill the bar at least until the marked Threshold to gain EMPIRE POWER from this Red Star. The Threshold will increase as you gain more EMPIRE POWER.\n\nEMPIRE POWER is gained only by players who contribute by doing damage to Cerberus ships or by taking Artifacts. Until you contribute, the Score Bar will display faded out."
"TID_STAR_GOALS_HOMESTAR_PCT_EXPLORED","{0}% explored"
"TID_STAR_DLG_NO_LOG_ENTRIES","No log entries available for this star system"
"TID_SHIPMENT_ECONOMY_TITLE","SHIPMENT CAPACITY"
"TID_ASTEROIDS_ECONOMY_TITLE","MINING CAPACITY"
"TID_WARPLANE_ECONOMY_TITLE","WARP LANE NETWORK"
"TID_SHIPMENT_ECONOMY_POPUP","Indicates the current amount of Credits stored in Shipments on this Star System, compared to the overall amount of Shipment Credits this system generates per day.\n\nTo increase your daily Shipment income, regularly upgrade your planets and Trade Stations. A variety of Transport modules can also help significantly boost your actual daily income."
"TID_ASTEROIDS_ECONOMY_POPUP","Indicates the current amount of Hydrogen stored in Asteroid Fields on this Star System, compared to your maximum Hydrogen capacity. \n\nIncrease your daily Hydrogen income by exploring additional sectors, constructing and upgrading Hydrogen related Space Stations, allocating more Miner ships, and using upgraded Mining Modules.\n\nIncrease your Hydrogen capacity by upgrading Planets."
"TID_STAR_GOALS_DESCR_BLUESTAR","Keep your Battleship alive until all other player Battleships are destroyed. The star system is constantly collapsing from the outside towards the star. Ships caught in the collapsed area are instantly destroyed."
"TID_BOMBER_HEATMAP_SETTING","SHOW BOMBER COVERAGE"
"TID_RELINK_WARP_LANE_SINGLE","RELINK 1 WARP LANE"
"TID_RELINK_WARP_LANES_MULTIPLE","RELINK {0} WARP LANES"
"TID_RELINK_WARP_LANE_CONFIRM","Relink all warp lane hubs to their last connection? Only hubs that have been connected before and are in a valid position will be re-connected. Hubs currently connected will have their connections refreshed."
"TID_RELINK_SUCCESS","Warp lane re-link completed"
"TID_LOG_ENTRY_FLAGSHIP_SUMMONED","has summoned the Flagship"
"TID_LOG_ENTRY_FLAGSHIP_JUMP_AWAY","has jumped the Flagship away"
"TID_LOG_ENTRY_FLAGSHIP_DEPART_NOW","has commanded the Flagship to depart"
"TID_LOG_ENTRY_FLAGSHIP_CANCEL_WAYPOINT","has canceled a Flagship waypoint"
"TID_LOG_ENTRY_FLAGSHIP_CANCEL_DEPART","has canceled the Flagship departure"
"TID_LOG_ENTRY_FLAGSHIP_ADD_WAYPOINT","has added a waypoint for the Flagship"
"TID_LOG_ENTRY_FLAGSHIP_USE_MODULE","has activated the {0} module on the Flagship"
"TID_PLANET_SORT_MODE_0","SORTED BY NAME"
"TID_PLANET_SORT_MODE_1","SORTED BY UPGRADE STATUS"
"TID_PLANET_SORT_MODE_2","SORTED BY LEVEL"
"TID_PLANET_SORT_MODE_3","SORTED BY SHIPMENTS"
"TID_PLANET_AT_MAX_LEVEL","MAX UPGRADE LEVEL"
"TID_ECONOMY_EXPENSES_PER_STAR_TYPE","SHOW EXPENSES PER STAR TYPE"
"TID_PLANET_UPGRADE_TITLE","Upgrade {0} to level {1}"
"TID_PLANET_UPG_CREDIT_STORE","CREDIT STORAGE"
"TID_PLANET_UPG_CREDIT_STORE_DESCR","Contributes to the maximum amount of Credits your Empire can store"
"TID_PLANET_UPG_HYDROGEN_STORE","HYDROGEN STORAGE"
"TID_PLANET_UPG_HYDROGEN_STORE_DESCR","Contributes to the maximum amount of Hydrogen your Empire can store"
"TID_PLANET_UPG_SHIPMENT_YIELD","SHIPMENT YIELD"
"TID_PLANET_UPG_SHIPMENT_YIELD_DESCR","The total credit reward this planet's shipments generate, adjusted per day. Includes credit rewards for the planet's moons (if any)."
"TID_PLANET_UPG_CREDIT_YIELD","CREDIT YIELD"
"TID_PLANET_UPG_CREDIT_YIELD_DESCR","The amount of Credits per hour this planet earns for you"
"TID_PLANET_UPG_HYDROGEN_YIELD","HYDROGEN YIELD"
"TID_PLANET_UPG_HYDROGEN_YIELD_DESCR","The amount of Hydrogen per hour this planet earns for you"
"TID_PLANET_UPG_SPEED_UP_CONFIRM","Finish Planet Upgrade now?"
"TID_CHANGE_NAME_TITLE","CHANGE NAME"
"TID_CHANGE_NAME_PROMPT","Enter the name you want other players throughout the galaxy to know you by.\n\nNames are permanent, but you will have another chance to select your final name."
"TID_CHANGE_NAME_WARNING","WARNING: You will only be able to change your name once"
"TID_CHANGE_PLANET_NAME_PROMPT","Enter the name you want this planet to be known by:"
"TID_CHANGE_STATION_NAME_PROMPT","Enter the name you want this Station to be known by:"
"TID_CHANGE_SHIP_NAME_PROMPT","Enter the name you want this ship to be known by:"
"TID_ERROR_NAME_TOO_SHORT","Name too short"
"TID_ERROR_NAME_TOO_LONG","Name too long"
"TID_ERROR_SHIP_TOO_LOW_LEVEL_TO_RENAME","You can only rename ships that are level {0} or higher"
"TID_ERROR_SERVER_OP_FAIL","The operation has failed. Please try again later."
"TID_ERROR_NAME_CHANGE_BAD","You cannot use that name. Please try again with a different name."
"TID_SOCIAL_TITLE","SOCIAL"
"TID_SOCIAL_MSG_JUST_ARRIVED","Just Now"
"TID_SOCIAL_TAB_INCOMING","INBOX"
"TID_SOCIAL_NEWS_TAB","NEWS"
"TID_SOCIAL_TIMESTAMP","{0} ago"
"TID_SOCIAL_NO_MESSAGES","You have no messages."
"TID_SOCIAL_INCOMING_DIPLOMACY_REQUEST","{0} wants to establish diplomatic relations with you. Respond from your Diplomacy Station."
"TID_SOCIAL_DIPLOMACY_REQUEST_ACCEPTED","{0} has accepted your request to establish diplomatic relations"
"TID_SOCIAL_DIPLOMACY_REQUEST_REJECTED","{0} has rejected your request to establish diplomatic relations"
"TID_SOCIAL_DIPLOMACY_TERMINATED","{0} has ended diplomatic relations with you"
"TID_SOCIAL_DELETE_MESSAGE","DELETE"
"TID_SOCIAL_KICKED","{0} has kicked you out of the {1} Corporation"
"TID_SOCIAL_ALLIANCE_INVITE","{0} has invited you to join their Corporation, <style=Link><link=''corp''>{1}</link></style>"
"TID_SOCIAL_FRIENDS_TAB","FRIENDS"
"TID_SOCIAL_FRIENDS_TAB_PENDING_REQUESTS_HEADER","PENDING REQUESTS"
"TID_SOCIAL_NO_FRIENDS","No friends added.\n\nYou can send a friend request to any other player from their Player Profile window."
"TID_SOCIAL_REPLY_TO_FRIEND_BUTTON","REPLY"
"TID_RS_INVITE_ERROR_RS_LEVEL","This player does not have access to this Red Star level."
"TID_RS_INVITE_ERROR_IN_OTHER_RS","This player is already in another Red Star."
"TID_RS_INVITE_SUCCESS","The invite was sent successfully."
"TID_RS_INVITE_TEXT","You are invited to join my Red Star Level {0}."
"TID_RS_INVITE_BUTTON","INVITE TO CURRENT RED STAR"
"TID_INBOX_SYSTEM_MESSAGE_SENDER","SYSTEM MESSAGE"
"TID_BLOCKED_PLAYERS_TITLE","BLOCKED PLAYERS"
"TID_BLOCKED_PLAYERS_LABEL","Messages from blocked players will not show up in chat. Any friend requests from blocked players will be automatically declined."
"TID_BLOCKED_PLAYERS_UNBLOCK","UNBLOCK"
"TID_DISTINCTION_LEGACY_TITLE","(LEGACY)"
"TID_DISTINCTION_PIONEER","PIONEER"
"TID_DISTINCTION_PIONEER_DESCR","This player has been in the Hades Galaxy since it was first discovered."
"TID_DISTINCTION_TOP1","Admiral"
"TID_DISTINCTION_TOP1_DESCR","This player has reached the number 1 position globally"
"TID_DISTINCTION_TOP1_10D","Governor"
"TID_DISTINCTION_TOP1_10D_DESCR","This player has held the number 1 position globally for more than 10 days."
"TID_DISTINCTION_TOP1_30D","Emperor"
"TID_DISTINCTION_TOP1_30D_DESCR","This player has held the number 1 position globally for more than 30 days."
"TID_DISTINCTION_TOP10","Director"
"TID_DISTINCTION_TOP10_DESCR","This player has reached the top 10 players globally."
"TID_DISTINCTION_TOP50","Commander"
"TID_DISTINCTION_TOP50_DESCR","This player has reached the top 50 players globally."
"TID_INBOX_MESSAGE_DISTINCTION_UNLOCKED","Congratulations, you have unlocked a new distinction: {0}"
"TID_DISTINCTION_TOP1_DURATION","Number 1 position held for: {0}"
"TID_DISTINCTION_BS_TOP1","BLUE STAR MASTER"
"TID_DISTINCTION_BS_TOP1_DESCR","This player has reached the number 1 position on a Blue Star season."
"TID_DISTINCTION_BS_TOP10","BLUE STAR HERO"
"TID_DISTINCTION_BS_TOP10_DESCR","This player has reached the top 10 players on a Blue Star season."
"TID_DISTINCTION_BS_TOP50","BLUE STAR VETERAN"
"TID_DISTINCTION_BS_TOP50_DESCR","This player has reached the top 50 players on a Blue Star season."
"TID_DISTINCTION_WS_TOP1","WHITE STAR MASTER (LEGACY)"
"TID_DISTINCTION_WS_TOP1_DESCR","This player has reached the number 1 position on a Legacy White Star Season."
"TID_DISTINCTION_WS_TOP10","WHITE STAR HERO (LEGACY)"
"TID_DISTINCTION_WS_TOP10_DESCR","This player has reached the top 10 players on a Legacy White Star Season."
"TID_DISTINCTION_WS_TOP50","WHITE STAR VETERAN (LEGACY)"
"TID_DISTINCTION_WS_TOP50_DESCR","This player has reached the top 50 players on a Legacy White Star Season."
"TID_DISTINCTION_DN_PIONEER","DARK NEBULA PIONEER"
"TID_DISTINCTION_DN_PIONEER_DESCR","This player was one of the first to venture in Dark Nebula."
"TID_DISTINCTION_WS_WINS_TOP","WHITE STAR MASTER"
"TID_DISTINCTION_WS_WINS_TOP_DESCR","This player has won 4 White Stars during a single Season."
"TID_DISTINCTION_WS_WINS_2","WHITE STAR HERO"
"TID_DISTINCTION_WS_WINS_2_DESCR","This player has won 3 White Stars during a single Season."
"TID_DISTINCTION_WS_WINS_3","WHITE STAR VETERAN"
"TID_DISTINCTION_WS_WINS_3_DESCR","This player has won 2 White Stars during a single Season."
"TID_REPLAY_FAILED","This replay is no longer available"
"TID_REPLAY_ERROR","There was an error playing back this replay"
"TID_REPLAY_TIME_REMAINING","Replay done in:"
"NOTIF_PLANET_UPGRADE","Planet upgrade to level {0} is now completed"
"NOTIF_DIPLOMACY_REQUEST","{0} wants to establish diplomatic relations with your Empire"
"NOTIF_DIPLOMACY_ACCEPT","{0} has accepted your request to establish diplomatic relations"
"NOTIF_DIPLOMACY_END","{0} has ended diplomatic relations with your Empire"
"NOTIF_MINER","Your Miner ship needs new orders"
"NOTIF_SHIPMENTS","All your planets are full with shipments"
"NOTIF_NEW_SECTOR","A new sector is now available in your star system"
"NOTIF_ARTIFACT","Your Research Station has completed researching all Artifacts"
"NOTIF_NEW_RED_STAR","A new Red Star has been discovered"
"NOTIF_NEW_BLUE_STAR","A new Blue Star has been discovered"
"NOTIF_RED_STAR_JOINED","You have joined a Red Star in progress"
"NOTIF_RED_STAR_ENDING","Your Red Star is going Supernova soon"
"NOTIF_MODULE_DONE","Module Upgrade Complete"
"NOTIF_HYDROGEN_FULL","Hydrogen capacity is full. Your miner has stopped working."
"NOTIF_NEW_CRYSTAL_SHIPMENT","A new Crystal Shipment is available on your planet"
"NOTIF_WHITE_STAR_JOINED","A new White Star has been discovered"
"NOTIF_WHITE_STAR_PREP_OVER","Preparation period for the detected White Star is over"
"NOTIF_WHITE_STAR_ENDING","The White Star is ending in 48 hours"
"NOTIF_OBJECTIVE_REFRESH","A new Objective is now available"
"NOTIF_DAY1","Your Empire needs new orders to keep expanding in the Yellow Star"
"NOTIF_BLUE_STAR_UPDATE","Blue Stars are now accessible! View the Anomaly that appeared in your Yellow Star for more information."
"NOTIF_PRIVATE_RS","{0} has started a new search for Red Star Level {1}"
"NOTIF_PLAYER_NAME_AND_MESSAGE","{0} sent a message: {1}"
"TID_MONTH_1","JAN {0}"
"TID_MONTH_2","FEB {0}"
"TID_MONTH_3","MAR {0}"
"TID_MONTH_4","APR {0}"
"TID_MONTH_5","MAY {0}"
"TID_MONTH_6","JUN {0}"
"TID_MONTH_7","JUL {0}"
"TID_MONTH_8","AUG {0}"
"TID_MONTH_9","SEP {0}"
"TID_MONTH_10","OCT {0}"
"TID_MONTH_11","NOV {0}"
"TID_MONTH_12","DEC {0}"
"TID_ALPHA_RETURN_GIFT","Welcome back!\n\nAs a returning Alpha participant, you have unlocked the Pioneer distinction.\n\nWe have also added an extra 500 Crystals to your account, as special thanks for helping us fine tune the game very early on.\n\nWe hope you will enjoy your journey in the Hades Galaxy. Thank you for being an early supporter!\n\n- Hades' Star Team"
"TID_DN_RETURN_AWARD","Thank you for testing Hades' Star: DARK NEBULA before it was officially released. Your account has been awarded with a special Distinction."
"TID_SUPPORT_CRYSTALS_ADDED","We have reviewed your support ticket and added {0} Crystals to your account. We apologize for any inconvenience.\n\n- Hades' Star Support Team"
"TID_RELIC","RELIC"
"TID_RELIC_DLG_TITLE","RELICS"
"TID_NO_SHIPMENTS_WHITE_STAR","No Relics available."
"TID_MORE_RELICS_TIMER","Next Relic In:"
"TID_PLANET_DESCR_GENERATING_RELIC","Waiting for Hydrogen deposit."
"TID_STATUS_LOADING_RELIC","Loading Relic"
"TID_NEW_RELIC_CREATED","New Relic Created"
"TID_NEW_RELICS_CREATED","{0} New Relics Created"
"TID_STAR_GOALS_DESCR_WHITESTAR","Work with your Corporation members to retrieve Relics from this dying White Star.\n\nUse your Miners to deposit Hydrogen on Planets and generate Relics. Relics are claimed after the Transport ship carrying them jumps out of the system.\n\nAnother Corporation will be operating in this area. Battleships will open fire on ships from different Corporations.\n\nCollect more Relics than the enemy Corporation to maximize the amount of Corporation XP awarded at the end of the match."
"TID_WHITE_STAR_FOUND_HINT","Coordinate with your Corporation and decide what ships to send to this White Star to help retrieve Relics.\n\nShips move very slowly in White Stars. Any ships you send through may not be back for days."
"TID_WHITE_STAR_SPECTATOR_INFO","As a spectator, you cannot send ships to this White Star.\n\nTo actively participate on a White Star, you must be included in the participants list at the time of the search."
"TID_WHITE_STAR_SCAN_HINT","White Stars work best when all participants send in two ships."
"TID_WHITE_STAR_LBL_PARTICIPANTS","ELIGIBLE PARTICIPANTS"
"TID_WHITE_STAR_LBL_ACTIVE_PARTICIPANTS","PARTICIPANTS"
"TID_WS_PARTICIPANTS_HINT","Some eligible participants at the bottom of the list may be left out to match the detected Star size."
"TID_SCANNING_WS","SCANNING FOR WHITE STAR"
"TID_WS_SCAN_TIME_HINT","The search can take many hours. The mission will begin {0} hours after the Star is found."
"TID_UNABLE_TO_USE_WS_SCANNER","UNABLE TO SCAN"
"TID_WS_NO_CORP","Before you can use the White Star Scanner, you must join a Corporation."
"TID_WS_DIALOG_FIND_CORP","FIND CORPORATION"
"TID_WS_CANCEL_SEARCH","CANCEL SEARCH"
"TID_WS_CANCEL_SEARCH_CONFIRM","Are you sure you want to cancel the search for a White Star?"
"TID_WS_CANTSCAN_REASON_MEMBERS","You need at least {0} eligible participants before you can start a White Star."
"TID_WS_CANTSCAN_REASON_NOT_OFFICER","When ready, ask an Officer of your Corporation to start the White Star scan."
"TID_JUMP_CONFIRM_WS_CARGO_LOST","Transports and Miners will lose all cargo when jumping to a White Star. Proceed?"
"TID_JUMP_CONFIRM_MINER","Your Miner will lose all collected Hydrogen after jumping. Proceed?"
"TID_PLANET_INFO_HYDRO_PER_RELIC","HYDROGEN PER RELIC (FIRST {0} RELICS)"
"TID_PLANET_INFO_HYDRO_PER_RELIC_2","HYDROGEN PER RELIC (NEXT {0} RELICS)"
"TID_PLANET_INFO_HYDRO_PER_RELIC_3","HYDROGEN PER RELIC (ADDITIONAL RELICS)"
"TID_PLANET_INFO_NUM_RELICS_GENERATED","TOTAL RELICS GENERATED"
"TID_PLANET_INFO_HYDRO_PER_RELIC_DESCR","The amount of Hydrogen that needs to be deposited on this planet, for it to create a new Relic. Smaller deposited quantities will contribute towards the next Relic."
"TID_WHITE_STAR_PLANET_DESCR","White Star planets allow Miner ships to generate Relics. Any amount of Hydrogen deposited on a White Star planet will contribute towards the generation of the next Relic. Deposit large Hydrogen amounts to generate multiple Relics at once.\n\nOnce generated, Relics are stored on the planet until picked up by Transport ships. Relics that are safely transported out of the system contribute towards your Corporation's score for this match. The Corporation with the higher amount of retrieved Relics at Supernova wins the game.\n\nPlanet efficiency at generating Relics deteriorates as more Relics are created. Aim to control multiple White Star planets to retrieve the maximum possible amount of Relics."
"TID_JUMP_CMD_ERROR_TRANSPORT_TOO_SMALL_FOR_WS","Transports must have cargo capacity of at least {0} before they can jump to a White Star"
"TID_WHITE_STAR_SEARCH_HINT_1","Time passes by very slowly in White Stars. Use the extra time to coordinate your strategy with your fellow Corporation members."
"TID_WHITE_STAR_SEARCH_HINT_2","Miner ships will speed up Relic creation when depositing Hydrogen on White Star planets. Make sure your mining operations are adequately protected against enemy fire."
"TID_WHITE_STAR_SEARCH_HINT_3","You can only send a small number of ships to White Stars. Your Corporation may want to discuss in advance who jumps what ship, and when."
"TID_WHITE_STAR_SEARCH_HINT_4","Ships docked on the Corporation's return Stargate will automatically jump back to safety when the White Star goes Supernova."
"TID_WHITE_STAR_SEARCH_HINT_5","Use the Time Machine to preview combat results and see what state the system will be in once your ships arrive to their destination."
"TID_WHITE_STAR_SEARCH_HINT_6","Impulse Shield can allow your Battleship to arrive at strategic positions faster than ships with heavier shields."
"TID_WHITE_STAR_SEARCH_HINT_7","Players that can participate in a new White Star search will show a faded White Star icon around their player number in the Corporation members list. Players who are participating in an active White Star will show a solid icon."
"TID_WHITE_STAR_SEARCH_HINT_8","The more participating members you have in your Corporation, the more likely it will be to detect richer White Stars."
"TID_WHITE_STAR_SEARCH_HINT_9","Your transport ships are vulnerable while they are loading Relics. Have a plan to protect them during the entire load operation."
"TID_WHITE_STAR_SEARCH_HINT_10","Use the STAR SYSTEM chat tab while in the White Star to privately communicate with your Corporation members. Players from the competing Corporation cannot see your messages."
"TID_WHITE_STAR_SEARCH_HINT_11","You cannot upgrade your ships and their modules while they are on the White Star. Pending upgrades will apply when the ships return home."
"TID_CMD_ERROR_CANT_TELEPORT_IN_BARRIER","Cannot teleport inside an enemy Barrier area"
"TID_WSDIALOG_OPTIN_LABEL","PARTICIPATE IN WHITE STAR SEARCHES:"
"TID_WSDIALOG_OPTOUT_CONFIRM","Are you sure you want to opt out from White Star searches? You will not be included in your Corporation's future searches."
"TID_WS_PREPARATION_PERIOD","PREPARATION PERIOD"
"TID_WS_PREPARATION_ENDS_IN","Ends in {0}"
"TID_WS_PREPARATION_PERIOD_DESCR","During the Preparation period, you can jump ships in and give them an initial move order. Ships start moving once Preparation is over.\n\nUse this time to discuss tactics with your Corporation members. You can also schedule Future Orders for your ships, using the Time Machine."
"TIC_CMD_CANT_USE_MODULE_IN_PREPARATION","Cannot activate Modules during preparation"
"TID_WS_CANNOT_JUMP_MORE","You cannot jump more ships of this type for now"
"TID_WS_CANNOT_JUMP_COOLDOWN","You must wait for the cooldown to expire before you can jump more ships of this type"
"TID_WS_JUMP_SHIP_WARNING","Time passes by very slowly in White Stars. You may not get the ship back for days."
"TID_WS_HISTORIC_RESULTS","WHITE STAR HISTORIC RESULTS"
"TID_WS_ACTIVATE_MODULE_CONFIRM","Activate {0} now?"
"TID_WS_REWARDS_MSG_WINNER","Congratulations, your Corporation has won the White Star mission! You have received the following resources:\n\n<sprite name=''cr''> <c1>{0}</color>    <sprite name=''fuel''> <c2>{1}</color> "
"TID_WS_REWARDS_MSG_LOSS","The White Star mission is over. You have received the following resources:\n\n<sprite name=''cr''> <c1>{0}</color>    <sprite name=''fuel''> <c2>{1}</color>"
"TID_WS_REWARDS_CRYSTALS","Some rewards from your recent White Star mission could not fit in your storage. They have been converted to Crystals, at a reduced rate. You have been awarded <sprite name=''pc''> <c3>{0}</color>"
"TID_WS_REWARDS_OVERFLOW","Some rewards from your recent White Star mission could not fit in your storage. You can clear some space and claim them within 3 days.\n\n<sprite name=''cr''> <c1>{0}</color>    <sprite name=''fuel''> <c2>{1}</color>"
"TID_WS_REWARDS_MSG_DELETE_CONFIRM","This message contains unclaimed rewards. Are you sure you want to delete it?"
"TID_WS_REWARDS_OVERFLOW_WARNING","You do not have enough capacity to store all rewards. Are you sure you want to claim now?"
"TID_INFLUENCE_DECAY","You have lost EMPIRE POWER due to lack of Red Star wins. Make sure to win at least one Red Star at the maximum level allowed by your scanner every 3 days to avoid this penalty.\n\n<sprite name=''influence''> <c5>-{0}</color>"
"TID_JUMP_FAIL_NOT_IN_CORP","Cannot jump. You are not part of the participating Corporation."
"TID_JUMP_FAIL_DISABLED","Cannot jump a Disabled ship."
"TID_JUMP_FAILED_MODULE_PREP","Cannot jump a ship while a module is activating."
"TID_STAR_TIME_SLOWDOWN","TIME SLOWDOWN"
"TID_STAR_TIME_SLOWDOWN_DESCR","Time passes by slower than normal in this star. One second in a Yellow Star lasts {0} seconds here."
"TID_SHOW_WS_STAT_VALUES","SHOW WHITE STAR VALUES"
"TID_SHOW_BS_STAT_VALUES","SHOW BLUE STAR VALUES"
"TID_WS_VERSUS_BRACKET","{0} vs {0}"
"TID_CORP_LEVELS_LABEL","CORPORATION LEVELS"
"TID_CORP_LEVELS_PROGRESS_TO_NEXT_LEVEL","PROGRESS TO NEXT LEVEL"
"TID_CORP_LEVELS_PROGRESS_TO_NEXT_LEVEL_INFO","Collect Corporation XP in White Stars to upgrade your Corporation to the next level. Once you reach the required XP threshold, the Corporation will be upgraded automatically."
"TID_CORP_LEVEL_TITLE","LEVEL {0}"
"TID_CORP_MAX_MEMBERS","MAX MEMBERS"
"TID_CORP_MAX_MEMBERS_HINT","The maximum amount of members the Corporation can accept. Having more members will increase your Corporation POWER score."
"TID_CORP_PASSIVE_INCOME_BONUS","PASSIVE INCOME BONUS"
"TID_CORP_PASSIVE_INCOME_BONUS_HINT","While you are in the Corporation, a bonus will be applied to your hourly Credits and Hydrogen income."
"TID_CORP_ARTIFACT_YIELD_BONUS","MAX ARTIFACT BONUS"
"TID_CORP_ARTIFACT_YIELD_BONUS_HINT","Artifacts found in Red Stars by any Corporation member will have a bonus applied to their research. To maintain the maximum possible bonus, the Corporation needs to win a White Star regularly."
"TID_CORP_MAX_FLAGSHIP_LEVEL","MAX FLAGSHIP LEVEL"
"TID_CORP_MAX_FLAGSHIP_LEVEL_HINT","The maximum level the Corporation Flagship can be upgraded to. Members need to donate Credits to upgrade the Flagship up to this level."
"TID_CORP_NEW_FLAGSHIP_MODULE","NEW FLAGSHIP MODULE"
"TID_MSG_WHITE_STAR_BRACKET_NOT_SUPPORTED","Your White Star search has been cancelled as the {0}vs{0} bracket is no longer supported. For more information, see the release notes on blog.hadesstar.com"
"TID_WS_SCANNER_SLOT_1","SLOT 1"
"TID_WS_SCANNER_SLOT_2","SLOT 2"
"TID_WS_LABEL_STANDINGS","SCORE"
"TID_WS_LABEL_REWARDS_PROGRESS","REWARDS PROGRESS"
"TID_WS_LABEL_REWARDS_PROGRESS_DESCR","Increase the Economic Activity bar by depositing <#8C65FEFF>Hydrogen</color> on planets, or transferring <#FFB800FF>Relics</color> out of the system.\n\nFill the activity bar and win this White Star to maximize your Corporation XP reward."
"TID_WS_LABEL_SPECTATE","BROADCAST"
"TID_WS_TOGGLE_SPECTATE","Allow Spectators"
"TID_WS_TOGGLE_SPECTATE_DESCR","If enabled by both participating Corporations, this star will show on the ACTIVE WHITE STARS dialog and can be viewed by anyone."
"TID_ARTIFACT_BONUS_CORP_LABEL","ARTIFACT BONUS"
"TID_ARTIFACT_NO_BONUS_CORP_HINT","Retrieve your first Relic from a White Star to enable Artifact Bonus for your Corporation."
"TID_ARTIFACT_BONUS_CORP_HINT","The current Bonus applied to Artifacts found in Red Stars by any Corporation member."
"TID_ARTIFACT_BONUS_CORP_LOW","To increase the Bonus for a fixed period of time, your Corporation must win a White Star."
"TID_ARTIFACT_BONUS_CORP_HIGH","The Bonus will decrease in {0}. Winning another White Star will refill the timer."
"TID_CORP_FLAGSHIP_LABEL","CORPORATION FLAGSHIP"
