"TID_INTRO_MESSAGE_TITLE","WELCOME TO HADES' STAR"
"TID_MODULE_CANT_UPGRADE_NOT_ENOUGH_BLUEPRINTS","You need to collect more blueprints before you can increase the maximum level for this module"
"TID_MODULE_BLUEPRINTS_TITLE","MODULES UNLOCKED: <color>{0}/{1}</color>"
"TID_MODULE_BLUEPRINTS_LOCKED_MODULE_INFO","Research more {0} Artifacts for a chance to discover this Module"
"TID_MODULE_BLUEPRINTS_DLG_TITLE","MODULE BLUEPRINTS"
"TID_MODULE_BLUEPRINTS_INFO","This screen shows available Modules.\n\nTo discover new modules or upgrade existing ones, you need to find blueprints by researching Artifacts retrieved in Red Stars.\n\nNewly discovered modules must be researched before you can install them on your ships."
"TID_MODULE_DETAILS_UPGRADE_PROGRESS","Blueprint progress for next upgrade:"
"TID_MODULE_UPGRADE_IN_PROGRESS","UPGRADE IN PROGRESS"
"TID_MODULE_UPGRADE_FINISH_NOW","FINISH NOW"
"TID_MODULE_FULLY_UPGRADED","This Module is fully upgraded"
"TID_MODULE_UPGRADE_NEEDS_BLUEPRINTS","You must collect {0} blueprints before you can upgrade this Module"
"TID_MODULE_SPEED_UP_CONFIRM","Do you want to finish the upgrade now?"
"TID_MODULE_CANT_UPGRADE_OTHER_IN_PROGRESS","Cannot upgrade a module while another upgrade is in progress"
"TID_MODULE_LEVEL_0_DESCR","UNLOCK"
"TID_ACHIEVEMENT_LIST_VIEW_ON_GOOGLE_PLAY","View on Google Play"
"TID_PLAYER_INFO_STAR_FRAGMENTS_TITLE","STAR FRAGMENTS"
"TID_PLAYER_INFO_STAR_FRAGMENTS_DESCR","Star Fragments are earned by participating in Blue Star missions. They can be used to climb the monthly Blue Star leaderboards and to receive guaranteed Crystal rewards at the end of each Blue Star season."
"TID_PLAYER_INFO_WS_POINTS_TITLE","WHITE STAR POINTS"
"TID_PLAYER_INFO_WS_POINTS_DESCR","White Star points are earned by contributing in White Star missions. They can be used to climb the monthly White Star leaderboards and to receive guaranteed Crystal rewards at the end of each White Star season."
"TID_OTHER_PLAYER_INFO_PAGE_TITLE","PLAYER PROFILE"
"TID_OTHER_PLAYER_INFO_PAGE_STAR_SECTION","STAR"
"TID_OTHER_PLAYER_INFO_PAGE_CORP_SECTION","CORPORATION"
"TID_OTHER_PLAYER_INFO_PAGE_ACHIEVEMENTS_SECTION","ACHIEVEMENTS"
"TID_OTHER_PLAYER_INFO_VISIT_STAR_BUTTON","VISIT"
"TID_OTHER_PLAYER_INFO_INVITE","INVITE"
"TID_OTHER_PLAYER_DIPLOMACY_SECTION","DIPLOMACY"
"TID_OTHER_PLAYER_DIPLOMACY_REQUEST_BTN","REQUEST DIPLOMATIC RELATIONS"
"TID_OTHER_PLAYER_DIPLOMACY_CANNOT_LINK_NO_BUILDING","You need a free Diplomacy Station before you can send this request"
"TID_PRODUCTION_DLG_TITLE","PRODUCTION"
"TID_PRODUCTION_DLG_SHIPS","SHIPS"
"TID_PRODUCTION_DLG_STATIONS","SPACE STATIONS"
"TID_PRODUCTION_BUILDING_LOCKED","You must upgrade one of your planets to level {0} before you can construct this Station"
"TID_PRODUCTION_SPEED_UP_CONFIRM","Finish production now?"
"TID_PRODUCTION_SHIPS_BUILT","BUILT"
"TID_PRODUCTION_STATIONS_BUILT","BUILT"
"TID_PRODUCTION_DLG_FLEET_CAPACITY","FLEET CAPACITY"
"TID_PRODUCTION_DLG_FINISH_SHIP_NOW","FINISH NOW"
"TID_PRODUCTION_DLG_UPGRADE_SHIP","Upgrade Design"
"TID_UPGRADE_TRANSPORT_DESIGN","PERMANENTLY UPGRADE TRANSPORTS TO\nLEVEL {0}?"
"TID_UPGRADE_MINER_DESIGN","PERMANENTLY UPGRADE MINERS TO\nLEVEL {0}?"
"TID_UPGRADE_BS_DESIGN","PERMANENTLY UPGRADE BATTLESHIPS TO\nLEVEL {0}?"
"TID_MSG_SHIP_DESIGN_UPGRADE_COMPLETE","Ship Design has been upgraded"
"TID_STAT_SHIP_DESIGN_BUILD_COST","PRODUCTION COST"
"TID_STAT_SHIP_DESIGN_BUILD_COST_DESCR","The cost in Credits to produce a new ship of this type."
"TID_FINISH_SHIP_UPG_CONFIRM","Finish upgrading this ship design now?"
"TID_CANNOT_UPGRADE_SHIP_OTHER_IN_PROGRESS","Cannot start a new upgrade while another is in progress"
"TID_STARTER_PACK_ACTIVE","STARTER PACK DISCOUNT ACTIVE (-{0}%)"
"TID_TRADE_DLG_TITLE","SHIPMENTS"
"TID_TRADE_DLG_TITLE_REDSTAR","ARTIFACTS"
"TID_TRADE_DLG_ARTIFACTS_TITLE","ARTIFACTS ON PLANET"
"TID_TRADE_DLG_NO_TRANSPORT_IN_ORBIT","No Transport ships in orbit."
"TID_TRADE_DLG_BRING_TRANSPORT","You must bring a Transport ship to the surface before you can load shipments."
"TID_TRADE_DLG_NOT_ENOUGH_CAPACITY","Not enough capacity to load this shipment."
"TID_TRADE_DLG_CONFIRM_REFRESH","Add more shipments to this planet now?"
"TID_TRADE_DLG_ITEM_WEIGHT","{0} tons"
"TID_TRADE_DLG_ITEM_WEIGHT_1","1 ton"
"TID_TRADE_DLG_ITEM_DISTANCE","{0}AU away"
"TID_TRADE_DLG_CANNOT_PICK_SHIPMENTS","You can not pick up shipments from here until you establish Diplomatic Relations with the owning player."
"TID_TRADE_DLG_MORE_SHIPMENTS_PROMPT","More Shipments In:"
"TID_TRADE_DLG_ADD_MORE_NOW","ADD MORE"
"TID_NO_SHIPMENTS_INFO","No Shipments currently available. New shipments will appear over time.\n\nUpgrading the planet also adds more shipments on the planet and all its moons."
"TID_NO_SHIPMENTS_RED_STAR","No Artifacts available."
"TID_MUST_WAIT_UNTIL_ARTIFACT_LOADS","You must wait until the first Artifact is fully loaded"
"TID_TRADE_DLG_OTHER_PLAYER_SHIPMENTS_TITLE","SHIPMENTS IN DIPLOMACY SYSTEM"
"TID_TRADE_DLG_OTHER_PLAYER_SHIPMENTS_HINT","These shipments originate on another player's outpost. Any shipments you deliver will pay you a small commission, while the owner player still receives the full reward."
"TID_TRADE_DLG_SHIPMENT_COLUMN","SHIPMENT"
"TID_TRADE_DLG_DESTINATION_COLUMN","DESTINATION"
"TID_TRADE_DLG_DISTANCE_COLUMN","DISTANCE"
"TID_TRADE_DLG_REWARD_COLUMN","REWARD"
"TID_TRADE_DLG_COMISSION_COLUMN","COMISSION"
"TID_STORING_ARTIFACT_WARNING","Outposts that store one or more Artifacts do not generate new shipments"
"TID_CAPACITY_FULL_WARNING","Shipments full. Load some of the existing shipments to allow new ones to be generated."
"TID_LOADALL_TOOLTIP","Load as many shipments as possible, up to the Transport's capacity. Shipments are loaded in the order they appear in the sorted list above."
"TID_UNLOADALL_TOOLTIP","Unload all of the Transport's shipments"
"TID_ARTIFACT_QUEUED","IN QUEUE"
"TID_RESEARCH_DLG_TITLE","RESEARCH"
"TID_RESEARCH_DLG_HINT","Artifacts you find during missions are stored here and automatically researched, one at a time.\n\nThe rarer the Artifact, the more valuable and unique the rewards will be."
"TID_RESEARCH_ITEM_START_RESEARCH","START RESEARCH"
"TID_RESEARCH_ITEM_VIEW_RESULTS","VIEW RESULTS"
"TID_RESEARCH_ITEM_RUSH","FINISH NOW"
"TID_RESEARCH_ITEM_RUSH_CONFIRM","Finish researching this Artifact now?"
"TID_RESEARCH_REWARDS_LABEL_XP","XP GAINED:"
"TID_RESEARCH_REWARDS_LABEL_CREDITS","CREDITS GAINED:"
"TID_RESEARCH_REWARDS_LABEL_FUEL","HYDROGEN GAINED:"
"TID_RESEARCH_REWARDS_LABEL_MODULE_UNLOCKED","NEW MODULE AVAILABLE TO RESEARCH!"
"TID_RESEARCH_REWARDS_LABEL_MODULE_BLUEPRINTS","MODULE BLUEPRINTS RETRIEVED:"
"TID_RESEARCH_ITEM_SALVAGE","SALVAGE"
"TID_RESEARCH_ITEM_SALVAGE_CONFIRM","Do you want to destroy this Artifact in return for a smaller Credits and Hydrogen reward?"
"TID_SALVAGE_DOCKED_SHIP_ARTIFACTS_BUTTON","Salvage all Artifacts on docked Ships"
"TID_SALVAGE_SHIP_ARTIFACTS_CONFIRM","Are you sure you want to salvage all Artifacts carried on docked ships? You will receive the following resources:\n\n<quad class=''cr''> <c1>{0}</color>    <quad class=''fuel''> <c2>{1}</color>"
"TID_TECH_DLG_TITLE","TECHNOLOGY"
"TID_MODULE_DETAILS_LOCKED_LABEL","LOCKED"
"TID_MODULE_DETAILS_UNLOCK_BUTTON","UNLOCK"
"TID_BUY_ARTIFACT_DLG_TITLE","BUY ARTIFACT"
"TID_BUY_ARTIFACT_DLG_HINT","Select an Artifact to add to an empty slot in your Research Station"
"TID_BUY_ARTIFACT_YIELD_BONUS","Artifacts bought here will yield an extra {0}% rewards when researched."
"TID_BUY_ARTIFACT_DLG_DESCR_ORB","Research will yield <color>{0}</color> total Blueprints for Weapon or Shield modules"
"TID_BUY_ARTIFACT_CONFIRM","Buy this Artifact now?"
"TID_BUY_ARTIFACT_DLG_DESCR_BLUECRYSTAL","Research will yield <color>{0}</color> total Blueprints for Trade or Mining modules"
"TID_BUY_ARTIFACT_DLG_DESCR_TETRAHEDRON","Research will yield <color>{0}</color> total Blueprints for Support modules"
"TID_BUY_ARTIFACT_FAILED_NO_FREE_SLOTS","Cannot buy artifact, no storage slot available"
"TID_BUY_ARTIFACT_FAILED_RS_LEVEL","Buying this artifact requires a level {0} Red Star Scanner "
"TID_SHIP_UPGRADE_DLG_TITLE","MODULES"
"TID_SHIP_UPGRADE_DLG_MODULE_INSTALL_BTN","INSTALL"
"TID_SHIP_UPGRADE_DLG_MODULE_UPGRADE_BTN","UPGRADE"
"TID_SHIP_UPGRADE_DLG_CANT_UPGRADE_WHILE_MOVING","Wait until the ship stops moving before starting an upgrade."
"TID_SHIP_UPGRADE_CANT_INSTALL_SAME_MODULE_TWICE","Cannot install the same module twice"
"TID_MODULE_ONLY_FOR_BS","This module can only be installed on a Battleship"
"TID_SHIP_UPGRADE_MODULE_ALREADY_INSTALLED","Module is already installed"
"TID_SHIP_UPGRADE_DLG_FINISH_NOW_BUTTON","FINISH NOW"
"TID_SHIP_UPGRADE_EFFECT_JOB_PAYOUT_INCREASE","SHIPMENT REWARD BONUS"
"TID_SHIP_UPGRADE_EFFECT_TRADE_SLOTS","ADDITIONAL SLOTS"
"TID_MODULE_MINERAL_STORAGE_STAT","ADDITIONAL STORAGE"
"TID_MODULE_MINING_SPEED_STAT","MINING SPEED"
"TID_MODULE_COOLDOWN_STAT","COOLDOWN"
"TID_MODULE_AOE_STAT","AREA DAMAGE"
"TID_MODULE_REPAIR_STAT","HP REPAIRED"
"TID_MODULE_TIME_WARP_STAT","TIME FACTOR"
"TID_MODULE_RED_STAR_EXTENSION_STAT","LIFE EXTENSION"
"TID_MODULE_INSTALL_PRICE_STAT","INSTALL PRICE"
"TID_MODULE_MAX_TARGETS","MAX TARGETS"
"TID_SHIP_UPGRADE_EFFECT_BONUS_REWARD","BONUS REWARD"
"TID_SHIP_UPGRADE_EFFECT_SPEED_INCREASE","TRAVEL SPEED"
"TID_SHIP_UPGRADE_EFFECT_FUEL_INCREASE","ADDITIONAL HYDROGEN USE"
"TID_MODULE_DESCR_ACTIVATION_COST","ACTIVATION COST"
"TID_MODULE_DESCR_DPS","DAMAGE PER SECOND"
"TID_MODULE_DESCR_DPS_PER_HR","DAMAGE PER HOUR"
"TID_MODULE_DESCR_DPADT","ADDITIONAL DAMAGE"
"TID_MODULE_DESCR_DPADT_VALUE","+{0}/enemy"
"TID_MODULE_DESCR_MAX_DPS","MAXIMUM DAMAGE PER SECOND"
"TID_MODULE_DESCR_TARGET_SWITCH_DELAY","TARGET SWITCH DELAY"
"TID_MODULE_DESCR_MAX_DPS_HR","MAXIMUM DAMAGE PER HOUR"
"TID_MODULE_DESCR_MAX_DPS_TIME","TIME TO MAXIMUM DAMAGE"
"TID_MODULE_SALVAGE_HULL_DESCR","HULL REPAIRED PER DESTROYED SHIP"
"TID_MODULE_DESCR_UNITY","DAMAGE INCREASE PER PLAYER"
"TID_MODULE_UNITY_MAX_INCREASE","MAX DAMAGE INCREASE"
"TID_MODULE_DESCR_UNITY_MINER","SPEED INCREASE PER PLAYER"
"TID_MODULE_SPEED_INCR_ACTIVATION","SPEED INCREASE"
"TID_MODULE_DAMAGE_REDUCTION_PCT","DAMAGE REDUCTION"
"TID_MODULE_SHIELD_STRENGTH_STAT","SHIELD STRENGTH"
"TID_MODULE_MIRROR_DAMAGE_STAT","DAMAGE MIRRORED"
"TID_MODULE_ATTACK_RANGE_DESCR","ATTACK RANGE"
"TID_MODULE_EFFECT_RANGE_DESCR","EFFECT RANGE"
"TID_MODULE_EFFECT_DURATION_DESCR","EFFECT DURATION"
"TID_MODULE_HYDRO_UPLOAD_PERCENT","PERCENT UPLOADED"
"TID_MODULE_TRADEBURST_THRESHOLD","THRESHOLD"
"TID_MODULE_TRADEBURST_BONUS","BONUS REWARD"
"TID_MODULE_BONUS_PER_SHIPMENT","BONUS PER ADDITIONAL SHIPMENT"
"TID_MODULE_SHIPMENTBEAM_MAX_SHIPMENTS","MAX SHIPMENTS"
"TID_SHIP_MODULE_TITLE","{0} Level {1}"
"TID_SHIP_MODULE_SLOT_TYPE_0","Trade"
"TID_SHIP_MODULE_SLOT_TYPE_1","Mining"
"TID_SHIP_MODULE_SLOT_TYPE_2","Support"
"TID_SHIP_MODULE_SLOT_TYPE_3","Weapon"
"TID_SHIP_MODULE_SLOT_TYPE_4","Shield"
"TID_SHIP_UPGRADE_DLG_MODULE_INSTALLING","UNDER CONSTRUCTION"
"TID_SHIP_UPGRADE_DLG_MODULE_UPGRADE_LABEL","UPGRADE"
"TID_SHIP_UPGRADE_DLG_MODULE_REPLACE_LABEL","REPLACE"
"TID_SHIP_UPGRADE_DLG_MODULE_NOT_INSTALLED","EMPTY MODULE SLOT"
"TID_SHIP_UPGRADE_DLG_INSTALL_NEW_MODULE","INSTALL NEW MODULE"
"TID_ADD_MODULE_DLG_TITLE","INSTALL MODULE"
"TID_ADD_MODULE_DLG_PROMPT","Select a module to install in this slot"
"TID_UNINSTALL_MODULE_LABEL","UNINSTALL"
"TID_UNINSTALL_MODULE_CONFIRM","Are you sure you want to uninstall the module in this slot?"
"TID_ADD_MODULE_DLG_ALREADY_INSTALLED","ALREADY INSTALLED"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_XP","XP: {0}/{1}"
"TID_MODULE_LEVEL_INDICATOR","LEVEL {0}"
"TID_SHIP_UPGRADE_DLG_SUPPORTED_MODULE_TYPES_LABEL","Supported Module Type:"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_TRANSPORT","This ship gains XP by delivering shipments and artifacts.\n\nFill the XP bar to upgrade to the next level and unlock a new module slot."
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_MINER","This ship gains XP by collecting and delivering Hydrogen.\n\nFill the XP bar to upgrade to the next level and unlock a new module slot."
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_BATTLESHIP","This ship gains XP by dealing damage to other ships.\n\nFill the XP bar to upgrade to the next level and unlock a new module slot."
"TID_SHIP_UPGRADE_DLG_UPGRADE_SLOT_LEVEL_PROMPT","ADD SLOT"
"TID_SHIP_UPGRADE_DLG_MAX_SLOT_LEVEL","This ship is at the maximum upgrade level"
"TID_SHIP_UPGRADE_DLG_MAX_MODULE_LEVEL","This module is at the maximum upgrade level"
"TID_SHIP_UPGRADE_DLG_CANNOT_UPGRADE_MODULE_LEVEL_LOCKED","Command Failed: Wrong Module Level"
"TID_MODULE_TYPE","TYPE"
"TID_MODULE_TYPE_PASSIVE","Passive"
"TID_MODULE_TYPE_ACTIVATED","Activated"
"TID_MODULE_SHIELD_REGEN_DELAY","REGENERATION DELAY"
"TID_MODULE_SHIELD_FULL_REGEN_TIME","FULL REGENERATION TIME"
"TID_MODULE_MASS_BATTERY","MASS BATTERY"
"TID_MODULE_MASS_BATTERY_DESCR","Simultaneously fires on multiple enemies within firing range."
"TID_MODULE_DUAL_LASER","DUAL LASER"
"TID_MODULE_DUAL_LASER_DESCR","Fires a laser beam against up to two enemies within range. Damage ramps up over time if both beams are active."
"TID_INFO_NO_MODULES_AVAILABLE_TO_INSTALL","Research more Artifacts to unlock modules that can be installed on this slot."
"TID_INFO_MODULES_AVAILABLE_BUT_LOCKED","You can unlock modules to install on this slot in the Technology window."
"TID_INFO_MODULES_OPEN_TECH_WINDOW","<a name=''tech''>Open Technology Window</a>"
"TID_MODULE_LEAP_DISABLE_STAT","DISABLE TIME"
"TID_MODULE_CRUNCH_MAX_AMOUNT","MAX AMOUNT"
"TID_MODULE_TRIGGER_TIME","TRIGGER TIME"
"TID_MODULE_PROJECTILE_DAMAGE","EXPLOSION DAMAGE"
"TID_MODULE_PROJECTILE_DAMAGERANGE","EXPLOSION RANGE"
"TID_MODULE_SECONDARY_DAMAGE","NEUTRALIZED DAMAGE"
"TID_MODULE_SECONDARY_RANGE","NEUTRALIZED DAMAGE RANGE"
"TID_MODULE_ENRICH_INCREASE","HYDROGEN INCREASE"
"TID_MODULE_ENRICH_MAX_CAPACITY_PER_ASTEROID","MAX ENRICH AMOUNT"
"TID_MODULE_RUSH_SPEED_INCR","SPEED INCREASE"
"TID_MODULE_RUSH_SPEED_INCR_VAL_PER_SHIPMENT","+{0}% / SHIPMENT"
"TID_MODULE_GENESIS_MAX_ASTEROIDS","MAX NEW ASTEROIDS"
"TID_MODULE_GENESIS_MAX_HYDRO","MAX NEW HYDROGEN"
"TID_OFFLOAD_MODULE_PAYOFF","PAYOFF"
"TID_DESTINY_DISABLE_DURATION","DISABLE DURATION"
"TID_MODULE_ACTIVATION_PREP_TIME","ACTIVATION DELAY"
"TID_MODULE_SECTOR_COOLDOWN","SECTOR COOLDOWN"
"TID_MODULE_HULL_THRESHOLD_STAT","HULL STRENGTH THRESHOLD"
"TID_DISPATCH_PREP_TIME","PREPARATION TIME PER ITEM"
"TID_REQUIRED_HYDROGEN","REQUIRED HYDROGEN"
"TID_JUMP_DLG_TITLE","CONFIRM JUMP"
"TID_JUMP_DLG_INFO_SINGLE","Jump selected ship to the linked star system?"
"TID_JUMP_DLG_INFO_ALL","Jump {0} docked ships to the linked star system?"
"TID_JUMP_FLAGSHIP","Jump the Flagship away from this White Star?"
"TID_JUMP_DLG_JUMP_ALL","Jump all docked ships"
"TID_JUMP_DLG_FOLLOW_PROMPT","Follow To Target Star"
"TID_JUMP_TRADE_ITEMS_LOST_CONFIRM","All shipments carried will be lost during the jump. Are you sure you want to go through with the jump?"
"TID_MISSIONS_ITEM_SEARCH_BUTTON","START SCANNING"
"TID_MISSIONS_ITEM_SEARCH_NOW_BUTTON","SCAN NOW"
"TID_MISSIONS_ITEM_VIEWSTAR_BUTTON","VISIT"
"TID_MISSIONS_ITEM_STATUS_AVAILABLE","Available"
"TID_MISSIONS_DLG_RED_STAR_DETECTED","DETECTED STAR"
"TID_MISSIONS_DLG_RED_STAR_SUPERNOVA_TIMER","SUPERNOVA IN {0}"
"TID_MISSIONS_DLG_MISSION_HINT","You can send ships through this Station to retrieve artifacts from the detected Red Star.\n\nBe careful: Any ships that do not make it back before the star goes Supernova will be lost forever."
"TID_MISSIONS_ITEM_STATUS_SEARCHING_FOR_RED_STAR","SCANNING FOR RED STAR\n(LEVEL {0})"
"TID_MISSIONS_DLG_ABANDON_STAR","ABANDON"
"TID_MISSIONS_DLG_ABANDON_STAR_CONFIRM","Are you sure you want to abandon this star? You will lose access to it permanently."
"TID_MISSIONS_DLG_ABANDON_FAIL","You still have ships in this star. You cannot abandon it until you return the ships to your home star."
"TID_MISSIONS_DLG_NEW_SCAN_TIME","Scanner is Cooling Down. New Scan Available In:"
"TID_MISSIONS_DLG_SCANNER_READY","READY TO SCAN"
"TID_MISSIONS_DLG_RED_STAR_LEVEL_PROMPT","STAR LEVEL:"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE","SEARCH TYPE:"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PUBLIC","Public"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PUBLIC_DESCR","Anyone can join this Red Star."
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PRIVATE","Private"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PRIVATE_DESCR","Only Corporation members can join this Red Star. The scan will be posted on the Corporation chat page."
"TID_MISSIONS_DLG_JOIN_CORP_PROMPT","<a name=''__joincorp''>Join a Corporation</a> to unlock private Red Stars."
"TID_MISSIONS_DLG_MAX_SEARCH_TIME","Maximum Time Remaining: "
"TID_MISSIONS_DIALOG_SEARCH_HINT","This scanner allows you to find distant Red Stars. These stars have a very small lifetime, contain valuable Artifacts that you can research, and are usually guarded by Cerberus forces."
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE","You cannot receive any more influence from this Red Star level."
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE_UPGRADE","You cannot receive any more influence from this Red Star level. Upgrade the Scanner to gain access to higher level Stars that can give you more Influence."
"TID_MISSIONS_DIALOG_SEARCH_INFLUENCE_INFO","Destroy enough Cerberus ships and retrieve artifacts in this Red Star to receive {0}-{1} Influence."
"TID_MISSIONS_DLG_SEARCHING_HINT_1","Each player gets their own Artifacts in Red Stars. You cannot steal other player's Artifacts. Defeating the Cerberus forces together is the best strategy."
"TID_MISSIONS_DLG_SEARCHING_HINT_2","There is no combat between player ships in Red Stars. Your Battleships will only fire against Cerberus forces."
"TID_MISSIONS_DLG_SEARCHING_HINT_3","Upgrading your Red Star Scanner allows it to find higher level Red Stars. Higher level stars contain better Artifacts, but are also guarded by stronger Cerberus forces."
"TID_MISSIONS_DLG_SEARCHING_HINT_4","Use the Chat window to coordinate strategies with other players. "
"TID_MISSIONS_DLG_SEARCHING_HINT_5","Though retrieving Artifacts is the primary goal, Red Stars are also rich in Asteroid Fields. Just make sure your Miner ships stay out of harm's way, or protect them with Battleships."
"TID_MISSIONS_DLG_SEARCHING_HINT_6","Participating in Red Star missions is a great way to gain Influence, which can help you and your Corporation climb higher on the leaderboards."
"TID_MISSIONS_DLG_SEARCHING_HINT_7","It's a good idea to move some ships to the Red Star Scanner while the search is in progress. That way you'll be ready to jump them immediately when the star is found, without losing valuable time."
"TID_MISSIONS_DLG_SEARCHING_HINT_8","Keep an eye on your empire Hydrogen levels, to make sure you have enough to jump all your ships to the Red Star and back to safety."
"TID_MISSIONS_DLG_SEARCHING_HINT_9","Position your undamaged Battleships in the front lines so they take most enemy fire and protect more vulnerable ships behind them."
"TID_MISSIONS_DLG_SEARCHING_HINT_10","Some modules work best when other players' ships are nearby."
"TID_MISSIONS_DLG_SEARCHING_HINT_11","You can only have one Artifact loading on a Transport ship at a time."
"TID_MISSIONS_DLG_SEARCHING_HINT_12","The bigger the artifact, the more resources and Blueprints it will provide when researched."
"TID_MISSIONS_DLG_SEARCHING_HINT_13","Orb Artifacts contain Blueprints for Weapon and Shield modules that you can fit on your Battleships."
"TID_MISSIONS_DLG_SEARCHING_HINT_14","Blue Crystal Artifacts contain Blueprints for modules that increase efficiency of your Transport and Miner ships."
"TID_MISSIONS_DLG_SEARCHING_HINT_15","Tetrahedron Artifacts contain Blueprints for powerful support modules that can be equipped on Battleships and higher level Transports or Miners."
"TID_MSG_CANNOT_START_RED_STAR_SEARCH_DURING_MAINTENANCE","Cannot start new Red Star search during planned server maintenance."
"TID_MISSIONS_DLG_LAST_RESULT_TITLE","LAST RED STAR RESULTS"
"TID_MISSIONS_DLG_LAST_RESULT_DISMISS_BTN","DISMISS"
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_NOT_PARTICIPATED","You did not participate in operations for this star."
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_WON","Based on your activity in this Red Star, you have increased your Influence."
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_LOST","Your activity in this Red Star was not enough to increase your Influence."
"TID_MISSIONS_DLG_VIEW_REPLAY","VIEW REPLAY"
"TID_MISSIONS_DLG_SHARE_REPLAY","SHARE REPLAY"
"TID_MISSIONS_DLG_SHARE_REPLAY_CONFIRM","Are you sure you want to share this replay with your Corporation?"
"TID_MISSIONS_DLG_REPLAY_SHARED","Your replay has been shared"
"TID_RED_STAR_DIALOG_INFLUENCE_REWARDS","INFLUENCE REWARDS"
"TID_RS_DIALOG_INFLUENCE_REWARDS_TOOLTIP","Every Red Star can award or take away Influence points. To gain Influence, destroy enough Cerberus ships and take Artifacts to meet the score Threshold displayed under the star icon."
"TID_RS_INFLUENCE_REWARD_VICTORY","VICTORY"
"TID_RS_INFLUENCE_REWARD_DEFEAT","DEFEAT"
"TID_RS_CURRENT_INFLUENCE","CURRENT INFLUENCE"
"TID_RS_INFLUENCE_GAIN_SLOW","You are earning Influence at a reduced rate. Upgrade your Red Star Scanner to progress faster."
"TID_BS_SCANNER_BRING_SHIP","Bring a Battleship to this station to enable scanning for a Blue Star."
"TID_BS_SCANNER_BRING_OR_SELECT_SHIP","Bring a Battleship to this station, or rebuild one of the previously used ones:"
"TID_BS_SCANNER_CONFIRM_REBUILD","Rebuild a new Battleship with a previously used design?"
"TID_BS_SCANNING","SCANNING FOR BLUE STAR"
"TID_BS_LAST_RESULTS","LAST BLUE STAR RESULTS"
"TID_BS_FINAL_POSITIONS","FINAL STANDINGS"
"TID_BS_NO_WINNER","NO WINNER"
"TID_BS_BOT_SHIP_NAME","Lone Battleship"
"TID_BS_SHIP_JUMP_INFO","Your ship will jump automatically when the Blue Star is discovered."
"TID_BS_CREDIT_REWARD_TITLE","CREDIT REWARD"
"TID_BS_CREDIT_REWARD_DISABLED","Your Battleship is not eligible for Credit rewards because it has SANCTUARY installed.\n\nReplace SANCTUARY with another Module to increase your chances of winning the Blue Star, and to receive credit rewards in any outcome."
"TID_BS_CREDIT_REWARD_DESCR","The Credit reward is calculated as {0}% of the rebuild cost for the Battleship sent to the Blue Star.\n\nYou will always receive the reward if you lose your ship in the Blue Star. You will also receive it for the first Blue Star win every {1}."
"TID_BS_CREDIT_REWARD_1ST_ACTIVE","You will receive the full Credit reward regardless of outcome in the next Blue Star mission."
"TID_BS_CREDIT_REWARD_1ST_INACTIVE","You will not receive any Credit reward if you win the next Blue Star mission. You will still get the reward if you lose your ship. The next win Credit reward will be available in {0}"
"TID_BS_CANT_SEARCH_MAINTENANCE","Cannot start a new Blue Star search this close to planned maintenance."
"TID_BS_HYDRO_REWARD_TITLE","HYDROGEN REWARD"
"TID_BS_HYDRO_REWARD_INFO","The Hydrogen awarded depends on your final standing in the Blue Star, and your Empire's maximum storage capacity. There is also a maximum amount of Hydrogen that can be earned per day."
"TID_BS_HYDRO_REWARD_PROGRESS","You have earned {0}/{1} Hydrogen for the day."
"TID_BS_HYDRO_REWARD_FULL","You will start earning Hydrogen rewards in Blue Stars again in {0}."
"TID_BS_FRAGMENTS_REWARD_TITLE","BLUE STAR FRAGMENTS"
"TID_BS_FRAGMENTS_REWARD_DESCR","Every Blue Star mission will award Blue Star Fragments according to your final standing. Collect these Fragments to power the Shipment Relay station, climb the Blue Star leaderboards, and to receive guaranteed Crystal rewards at the end of every season.\n\nFor more information, <a name=''__bsldb''>see the Blue Star Leaderboards</a>."
"TID_BS_SEASON_AWARD","A Blue Star Event season is over! You have exceeded {0} Blue Star Fragments and awarded <quad class=''pc''> <c3>{1}</color>"
"TID_WS_SEASON_AWARD","A White Star Event season is over! Your score exceeds {0}, and you are awarded <quad class=''pc''> <c3>{1}</color>"
"TID_BS_SEASON_TOP_AWARD","A Blue Star Event season is over! You are at position {0} of the leaderboards and have received <quad class=''pc''> <c3>{1}</color>"
