"TID_INTRO_MESSAGE_TITLE","BOAS-VINDAS AO HADES' STAR"
"TID_LINK_DEVICE_ERR_SIGN_GP","Faça login no Google Play antes de vincular outro dispositivo."
"TID_LINK_DEVICE_ERR_SIGN_GC","Faça login no GameCenter antes de vincular outro dispositivo."
"TID_SETTINGS_FULLSCREEN","Tela inteira"
"TID_SETTINGS_DLG_CREDITS","Créditos"
"TID_CREDITS_SCREEN_SPECIAL_THANKS","AGRADECIMENTOS"
"TID_CREDITS_SCREEN_DESIGN_SECTION","IU & DESIGN DE MARCA"
"TID_CREDITS_SCREEN_FOOTER","(c) 2016-2020 Parallel Space Inc. Todos os direitos reservados"
"TID_CREDITS_PC_MUSIC","Música original criada por\nWinifred Phillips\n\nMúsica produzida por Winnie Waldron"
"TID_SETTINGS_SUPPORT_EMAIL_HEADER","Solicitação de suporte no jogo"
"TID_SETTINGS_SUPPORT_EMAIL_BODY1","Descreva o problema aqui:"
"TID_SETTINGS_SUPPORT_EMAIL_BODY2","Não exclua o conteúdo abaixo desta linha."
"TID_SETTINGS_DLG_MUSIC","Música"
"TID_SETTINGS_DLG_BATTERY_SAVER","Economizar bateria"
"TID_SETTINGS_DLG_LANDSCAPE","Modo Paisagem"
"TID_HIGH_QUALITY_RENDERING","Renderização de Alta Qualidade"
"TID_SETTINGS_DLG_SFX","Sons"
"TID_SETTINGS_DLG_BTN_PRIVACY","Pol. de Privacidade"
"TID_SETTINGS_DLG_BTN_TERMS","Termos de serviço"
"TID_SETTINGS_DLG_SIGN_IN_TO_GAMECENTER","Faça login no GameCenter antes de iniciar o jogo para salvar seu progresso e jogar de vários dispositivos."
"TID_SETTINGS_DLG_SIGN_IN_TO_GOOGLE_PLAY","Faça login no Google Play Games antes de iniciar o jogo para salvar seu progresso e jogar de vários dispositivos."
"TID_SETTINGS_DLG_ACCOUNT_STATUS_SYNCED","Seu progresso está sendo salvo."
"TID_SETTINGS_DLG_LANGUAGE","Alterar idioma"
"TID_SETTINGS_QUIT_GAME","Sair do jogo"
"TID_SETTINGS_DLG_RATE_US","Classifique o Hades' Star"
"TID_LANDSCAPE_WARNING","O suporte ao modo paisagem é experimental e pode ocasionar problemas. É apenas recomendado para dispositivos maiores como tablets."
"TID_LANDSCAPE_CONFIRM","Deseja mesmo mudar a orientação da tela? O jogo será reiniciado."
"TID_UNLINK_STEAM","Reiniciar jogo"
"TID_UNLINK_STEAM_DONE","O jogo será encerrado. Reabra Hades' Star no Steam para começar a jogar da sua nova estrela."
"TID_UNLINK_STEAM_PROMPT_1","Esse processo apaga todo o progresso feito no Steam e inicia um novo jogo com sua conta do Steam atual. Você perderá acesso a este jogo para sempre."
"TID_UNLINK_STEAM_PROMPT_2","Você não poderá transferir recursos, incluindo recursos adquiridos por meio de compras no jogo, ao novo jogo."
"TID_UNLINK_STEAM_PROMPT_3","Apenas seu progresso no Steam será zerado. Se tiver outras plataformas associadas com este jogo, você ainda poderá acessá-lo em tais plataformas. Não é possível reiniciar o jogo em outras plataformas. Para mais informações, confira o link AJUDA E SUPORTE na janela de CONFIGURAÇÕES."
"TID_UNLINK_STEAM_PROMPT_4","Essa é sua confirmação final. Ao continuar, o progresso no jogo atual será perdido."
"TID_UNLINK_STEAM_PROMPT_TOGGLE","Estou ciente e desejo continuar."
"TID_SETTINGS_SCREEN_RES","Resolução"
"TID_RESOLUTION_DIALOG_TITLE","SELECIONAR RESOLUÇÃO"
"TID_CURRENT_RESOLUTION","Resolução atual:\n{0} x {1}"
"TID_SETTINGS_DLG_NEWSLETTER","Informativo"
"TID_LANG_DLG_TITLE","SELECIONAR IDIOMA"
"TID_CHANGE_LANGUAGE_CONFIRM","Deseja mesmo mudar o idioma? O jogo será reiniciado."
"TID_LINK_DEVICE_DLG_TITLE","VINCULAR OUTRO DISPOSITIVO"
"TID_LINK_DEVICE_DLG_FIRSTPAGE_DESCR","Use esta página se quiser ter acesso a sua conta de outro dispositivo.\n\nEm qual dispositivo está agora?"
"TID_LINK_DEVICE_DLG_FIRSTPAGE_OLD_DEVICE_BUTTON","Este é o dispositivo ANTIGO"
"TID_LINK_DEVICE_DLG_FIRSTPAGE_NEW_DEVICE_BUTTON","Este é o dispositivo NOVO"
"TID_LINK_DEVICE_DLG_PLATFORM_SELECTION_PROMPT","Qual é o tipo do novo dispositivo que deseja vincular?"
"TID_LINK_DEVICE_TYPE_IOS","iPhone ou iPad"
"TID_LINK_DEVICE_TYPE_ANDROID","Android"
"TID_LINK_DEVICE_TYPE_PC_OR_MAC","PC ou Mac"
"TID_LINK_DEVICE_TYPE_OTHER","Outro"
"TID_LINK_DEVICE_DLG_INFO_ANDROID","Para jogar em vários dispositivos Android, não esqueça de conectar sua conta Google primeiro.\n\nNo novo dispositivo, entre na sua conta Google antes de entrar no jogo. Perguntaremos se deseja mudar para sua outra conta. Selecione OK e seu progresso será sincronizado."
"TID_LINK_DEVICE_DLG_INFO_IOS","Para jogar em vários dispositivos iOS, não esqueça de se conectar ao GameCenter primeiro.\n\nNo novo dispositivo, entre na sua conta do GameCenter antes de abrir o jogo. Perguntaremos se deseja mudar para sua outra conta. Selecione OK e seu progresso será sincronizado."
"TID_LINK_DEVICE_DLG_INFO_STEAM","Você pode acessar seu jogo do Steam em qualquer PC ou Mac. Basta iniciar sessão com sua conta do Steam e executar o jogo."
"TID_LINK_DEVICE_ENTER_CODE_PAGE_PROMPT","Insira código de vinculação:"
"TID_LINK_DEVICE_ENTER_CODE_PAGE_HINT","Para obter um código de vinculação, acesse a janela de configuração no seu dispositivo antigo, selecione "
"TID_LINK_DEVICE_DLG_VIEW_CODE_PROMPT","Deixe esta tela aberta. No novo dispositivo, selecione a opção 'Este é o dispositivo NOVO'.\n\nDepois, insira este código:"
"TID_LINK_DEVICE_DLG_CODE_EXPIRES","O código expira em: "
"TID_MSG_DEVICE_LINK_CODE_NOT_FOUND","Código de vinculação não encontrado"
"TID_MSG_ACCOUNT_ALREADY_LINKED","Conta já vinculada"
"TID_MSG_CANT_LINK_NOT_LOGGEDIN","Impossível vincular. Conta não conectada."
"TID_MSG_ERROR_GENERATING_CODE","Erro ao gerar código de vinculação"
"TID_LINK_DEVICE_DLG_SUBMIT_CODE_BTN","ENVIAR"
"TID_LINK_DEVICE_WARNING","Seu jogo atual (<color>{0}</color>, nível <color>{1}</color>) será perdido.\n\nProsseguir com a operação "
"TID_CORP_DIALOG_TITLE","CORPORAÇÕES"
"TID_CORP_TAB_MY_CORP","MINHA CORPORAÇÃO"
"TID_CORP_TAB_OTHER_CORP","INFO DA CORPORAÇÃO"
"TID_CORP_TAB_SEARCH_CORP","RECOMENDAÇÕES"
"TID_CORP_TAB_SEARCH_NEW","PESQUISAR"
"TID_CORP_TAB_CREATE_CORP","CRIAR"
"TID_CORP_CREATE_BUTTON","CRIAR"
"TID_CORP_APPLY_CHANGES_BUTTON","USAR"
"TID_HUD_CORP_NAME_TOO_SHORT","O nome da Corporação é muito curto"
"TID_CORP_NAME_LABEL","NOME"
"TID_CORP_DESCR_LABEL","DESCRIÇÃO"
"TID_CORP_JOIN_TYPE_LABEL","TIPO DE ENTRADA"
"TID_CORP_REGION_LABEL","REGIÃO"
"TID_CORP_MININFLUENCE_LABEL","INFLUÊNCIA NECESSÁRIA"
"TID_CORP_INFO_MININFLUENCE_VAL","INFLUÊNCIA NECESSÁRIA: {0}"
"TID_CORP_INFO_WS_WINS","VITÓRIAS EM EST. BRANCA: {0}"
"TID_CORP_SELECT_REGION","SELECIONAR REGIÃO"
"TID_RECOMMENDED_CORPS_REGION","REGIÃO:"
"TID_NO_RECOMMENDED_FOUND","Não encontramos Corporações recomendadas.\n\nTente selecionar outra região."
"TID_CORP_TYPE_OPEN","ABERTA A TODOS"
"TID_CORP_TYPE_REQUEST","ENTRADA POR SOLICITAÇÃO"
"TID_CORP_TYPE_CLOSED","FECHADA"
"TID_CORP_EMBLEM_LABEL","EMBLEMA"
"TID_ALLIANCE_ITEM_MEMBERS_COUNT","{0} membros"
"TID_ALLIANCE_ITEM_VIEW","VER"
"TID_CORP_DIALOG_EDIT","EDITAR"
"TID_CORP_DIALOG_LEAVE","SAIR"
"TID_CORP_LEAVE_WS_WARNING","Se sair da Corporação enquanto participa de uma Estrela Branca, você pode perder as recompensas da Estrela Branca, mesmo se voltar depois. Continuar?"
"TID_CORP_DIALOG_JOIN","ENTRAR"
"TID_CORP_DIALOG_SEND_MESSAGE","MENSAGEM"
"TID_CORP_LEAVE_CONFIRM","Deseja mesmo sair da Corporação?"
"TID_CORP_EDIT_BADGE","EDITAR"
"TID_CORP_EDIT_BADGE_DONE","USAR"
"TID_CORP_EDIT_BADGE_SYMBOL","SÍMBOLO"
"TID_CORP_EDIT_BADGE_SHAPE","FORMATO"
"TID_CORP_EDIT_BADGE_COLOR1","COR 1"
"TID_CORP_EDIT_BADGE_COLOR2","COR 2"
"TID_CORP_SEND_MESSAGE_TITLE","ENVIAR MENSAGEM"
"TID_CORP_SEND_MESSAGE_HINT","Insira uma mensagem para enviar a todos os membros da Corporação:"
"TID_CORP_MESSAGE_ERROR_TOO_SHORT","Mensagem curta demais."
"TID_CORP_MESSAGE_ERROR_TOO_LONG","Mensagem longa demais."
"TID_CORP_MESSAGE_SENT","Mensagem enviada."
"TID_CORP_SEARCH_NAME_CONTAINS","NOME CONTÉM"
"TID_CORP_SEARCH_INFLUENCE_RANGE","INFLUÊNCIA"
"TID_CORP_SEARCH_MEMBERS_RANGE","MEMBROS"
"TID_CORP_SEARCH_RECENT_ACTIVITY","ATIVIDADE RECENTE"
"TID_CORP_BUTTON_SEARCH","PESQUISAR"
"TID_CORP_NO_SEARCH_RESULTS_FOUND","Nenhum resultado encontrado."
"TID_CORP_REGION_ANY","QUALQUER"
"TID_CORP_LEVEL","CORPORAÇÃO NÍVEL {0}"
"TID_INACTIVITY_TOLERANCE","TOLERÂNCIA DE INATIVIDADE"
"TID_INACTIVITY_TOLERANCE_NONE","Permitir inatividade"
"TID_INACTIVITY_RESET_WARNING","Alterar a configuração Tolerância de Inatividade para um valor mais restrito reiniciará o contador de inatividade para todos os membros da Corporação. Deseja continuar?"
"TID_PLAYER_INFO_DLG_TAB_EMPIRE_OVERVIEW","SEU IMPÉRIO"
"TID_SHIP_PLANET_PLAYER_RENAME_BUTTON","Renomear"
"TID_PLAYER_INFO_XP_TITLE","NÍVEL DE EXP"
"TID_PLAYER_INFO_XP_DESCR","O nível de EXP indica o progresso geral do jogador na galáxia. Entregar cargas e elevar o nível dos planetas aumenta o nível de EXP."
"TID_PLAYER_INFO_INFLUENCE_TITLE","INFLUÊNCIA"
"TID_PLAYER_INFO_INFLUENCE_DESCR","A influência indica a capacidade operacional do jogador. Ganhe (ou perca) influência participando de missões nas Estrelas Vermelhas."
"TID_PLAYER_INFO_DLG_TAB_ACHIEVEMENTS","CONQUISTAS"
"TID_PLAYER_INFO_CORP_NONE","NENHUMA"
"TID_PLAYER_INFO_CORP_VIEW","VER"
"TID_PLAYER_INFO_DLG_CREDIT_INCOME","RENDA E GASTOS: CRÉDITOS"
"TID_PLAYER_INFO_DLG_HYDRO_INCOME","RENDA E GASTOS: HIDROGÊNIO"
"TID_ACHIEVEMENT_COMPLETE","Esta conquista foi alcançada."
"TID_PLAYER_INFO_SECTION_BADGES","CONDECORAÇÕES"
"TID_ACHIEVEMENT_CLAIM_REWARD","RESGATAR"
"TID_ACHIEVEMENT_REWARD_LABEL","PRÊMIOS:"
"TID_ACHIEVEMENT_REWARD_XP_LABEL","EXP:"
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_WEAPONS","ARMAS"
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_SHIELDS","ESCUDOS"
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_TRADE","COMÉRCIO"
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_MINING","MINERAÇÃO"
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_SUPPORT","SUPORTE"
"TID_MODULE_BLUEPRINT_POPUP_MAX_LEVEL","Nível máx.: {0}"
"TID_MODULE_CANT_UPGRADE_NOT_ENOUGH_BLUEPRINTS","Você precisa coletar mais planos antes de aumentar o nível máximo deste módulo."
"TID_MODULE_BLUEPRINTS_TITLE","MÓDULOS DESBLOQUEADOS: <color>{0}/{1}</color>"
"TID_MODULE_BLUEPRINTS_LOCKED_MODULE_INFO","Pesquise mais Artefatos de {0} para uma chance de descobrir este Módulo."
"TID_MODULE_BLUEPRINTS_DLG_TITLE","PLANOS DE MÓDULOS"
"TID_MODULE_BLUEPRINTS_INFO","Esta tela exibe os módulos disponíveis\n\nPara descobrir novos módulos ou melhorar os existentes, você precisa encontrar planos ao pesquisar Artefatos recuperados perto de Estrelas Vermelhas.\n\nMódulos recém-descobertos precisam ser pesquisados antes de serem instalados nas naves."
"TID_MODULE_DETAILS_UPGRADE_PROGRESS","Progresso de planos para a próxima melhoria:"
"TID_MODULE_UPGRADE_IN_PROGRESS","MELHORA EM ANDAMENTO"
"TID_MODULE_UPGRADE_FINISH_NOW","CONCLUIR AGORA"
"TID_MODULE_FULLY_UPGRADED","Este módulo foi melhorado ao máximo."
"TID_MODULE_UPGRADE_NEEDS_BLUEPRINTS","Você precisa coletar {0} planos para melhorar este módulo."
"TID_MODULE_SPEED_UP_CONFIRM","Deseja concluir o processo de melhoria agora?"
"TID_MODULE_CANT_UPGRADE_OTHER_IN_PROGRESS","Não é possível melhorar um módulo enquanto outra melhoria está em andamento."
"TID_MODULE_LEVEL_0_DESCR","DESBLOQUEAR"
"TID_ACHIEVEMENT_LIST_VIEW_ON_GOOGLE_PLAY","Ver no Google Play"
"TID_PLAYER_INFO_STAR_FRAGMENTS_TITLE","FRAGMENTOS ESTELARES"
"TID_PLAYER_INFO_STAR_FRAGMENTS_DESCR","Obtenha Fragmentos Estelares participando de missões nas Estrelas Azuis. Use-os para avançar nos placares de Estrelas Azuis mensais e receber recompensa de Cristais garantida no fim de cada temporada de Estrela Azul."
"TID_PLAYER_INFO_WS_POINTS_TITLE","PONTOS DE ESTRELA BRANCA"
"TID_PLAYER_INFO_WS_POINTS_DESCR","Você consegue Pontos de Estrela Branca contribuindo nas missões em Estrelas Brancas. Use-os para avançar nos placares de Estrela Branca mensais e receber recompensas garantidas em Cristais ao fim de cada temporada de Estrela Branca."
"TID_OTHER_PLAYER_INFO_PAGE_TITLE","PERFIL DO JOGADOR"
"TID_OTHER_PLAYER_INFO_PAGE_STAR_SECTION","ESTRELA"
"TID_OTHER_PLAYER_INFO_PAGE_CORP_SECTION","CORPORAÇÃO"
"TID_OTHER_PLAYER_INFO_PAGE_ACHIEVEMENTS_SECTION","CONQUISTAS"
"TID_OTHER_PLAYER_INFO_VISIT_STAR_BUTTON","VISITAR"
"TID_OTHER_PLAYER_INFO_INVITE","CONVIDAR"
"TID_OTHER_PLAYER_DIPLOMACY_SECTION","DIPLOMACIA"
"TID_OTHER_PLAYER_DIPLOMACY_REQUEST_BTN","SOLICITAR RELAÇÕES DIPLOMÁTICAS"
"TID_OTHER_PLAYER_DIPLOMACY_CANNOT_LINK_NO_BUILDING","Você precisa de uma Estação Diplomática livre para enviar esta solicitação."
"TID_PRODUCTION_DLG_TITLE","PRODUÇÃO"
"TID_PRODUCTION_DLG_SHIPS","NAVES"
"TID_PRODUCTION_DLG_STATIONS","ESTAÇÕES ESPACIAIS"
"TID_PRODUCTION_BUILDING_LOCKED","Melhore um dos seus planetas para o nível {0} para poder construir esta estação"
"TID_PRODUCTION_SPEED_UP_CONFIRM","Concluir a produção agora?"
"TID_PRODUCTION_SHIPS_BUILT","CONSTRUÍDA"
"TID_PRODUCTION_STATIONS_BUILT","CONSTRUÍDA"
"TID_PRODUCTION_DLG_FLEET_CAPACITY","CAPACIDADE DA FROTA"
"TID_PRODUCTION_DLG_FINISH_SHIP_NOW","CONCLUIR AGORA"
"TID_PRODUCTION_DLG_UPGRADE_SHIP","Melhorar modelo"
"TID_UPGRADE_TRANSPORT_DESIGN","MELHORAR CARGUEIROS PARA\nO NÍVEL {0}?"
"TID_UPGRADE_MINER_DESIGN","MELHORAR MINEIRADORAS PARA\nO NÍVEL {0}?"
"TID_UPGRADE_BS_DESIGN","MELHORAR ENCOURAÇADOS PARA\nO NÍVEL {0}?"
"TID_MSG_SHIP_DESIGN_UPGRADE_COMPLETE","O modelo da nave foi melhorado."
"TID_STAT_SHIP_DESIGN_BUILD_COST","CUSTO DE PRODUÇÃO"
"TID_STAT_SHIP_DESIGN_BUILD_COST_DESCR","O custo em Créditos para produzir uma nova nave deste tipo."
"TID_FINISH_SHIP_UPG_CONFIRM","Concluir a melhoria deste modelo agora?"
"TID_CANNOT_UPGRADE_SHIP_OTHER_IN_PROGRESS","Não é possível iniciar uma nova melhoria enquanto outra está em andamento."
"TID_STARTER_PACK_ACTIVE","DESCONTO DE PACOTE INICIAL ATIVO (-{0}%)"
"TID_TRADE_DLG_TITLE","CARREGAMENTOS"
"TID_TRADE_DLG_TITLE_REDSTAR","ARTEFATOS"
"TID_TRADE_DLG_ARTIFACTS_TITLE","ARTEFATOS NO PLANETA"
"TID_TRADE_DLG_NO_TRANSPORT_IN_ORBIT","Nenhum cargueiro em órbita."
"TID_TRADE_DLG_BRING_TRANSPORT","O cargueiro precisa estar na superfície para que você possa adicionar carregamentos."
"TID_TRADE_DLG_NOT_ENOUGH_CAPACITY","Não há espaço para transportar este carregamento."
"TID_TRADE_DLG_CONFIRM_REFRESH","Adicionar mais carregamentos a este planeta agora?"
"TID_TRADE_DLG_ITEM_WEIGHT","{0} toneladas"
"TID_TRADE_DLG_ITEM_WEIGHT_1","1 tonelada"
"TID_TRADE_DLG_ITEM_DISTANCE","{0}UA de distância"
"TID_TRADE_DLG_CANNOT_PICK_SHIPMENTS","Não é possível buscar carregamentos daqui antes de estabelecer Relações Diplomáticas com o proprietário."
"TID_TRADE_DLG_MORE_SHIPMENTS_PROMPT","Mais carregamentos em:"
"TID_TRADE_DLG_ADD_MORE_NOW","ADICIONAR"
"TID_NO_SHIPMENTS_INFO","Nenhum carregamento disponível no momento. Novos carregamentos aparecerão ao longo do tempo.\n\nMelhorar o planeta também adiciona mais carregamentos ao planeta e a suas luas."
"TID_NO_SHIPMENTS_RED_STAR","Nenhum Artefato disponível."
"TID_MUST_WAIT_UNTIL_ARTIFACT_LOADS","Aguarde até que o primeiro Artefato seja carregado por completo."
"TID_TRADE_DLG_OTHER_PLAYER_SHIPMENTS_TITLE","CARREGAMENTOS DO SISTEMA DIPLOMÁTICO"
"TID_TRADE_DLG_OTHER_PLAYER_SHIPMENTS_HINT","Estes carregamentos vêm do posto avançado de outro jogador. Quando você faz a entrega, recebe uma pequena comissão, e o jogador proprietário recebe a recompensa inteira."
"TID_TRADE_DLG_SHIPMENT_COLUMN","CARREGAMENTO"
"TID_TRADE_DLG_DESTINATION_COLUMN","DESTINO"
"TID_TRADE_DLG_DISTANCE_COLUMN","DISTÂNCIA"
"TID_TRADE_DLG_REWARD_COLUMN","RECOMPENSA"
"TID_TRADE_DLG_COMISSION_COLUMN","COMISSÃO"
"TID_STORING_ARTIFACT_WARNING","Postos avançados com um ou mais Artefatos não geram novos carregamentos."
"TID_CAPACITY_FULL_WARNING","Lotado de carregamentos. Coloque alguns desses carregamentos em uma nave para permitir que novos sejam gerados."
"TID_LOADALL_TOOLTIP","Aloque o tanto de carregamentos quanto possível, até o limite do cargueiro. Os carregamentos são alocados na ordem que aparecem na lista organizada acima."
"TID_UNLOADALL_TOOLTIP","Retire todos os carregamentos do cargueiro"
"TID_ARTIFACT_QUEUED","NA FILA"
"TID_RESEARCH_DLG_TITLE","PESQUISAR"
"TID_RESEARCH_DLG_HINT","Artefatos encontrados em missões são armazenados aqui e automaticamente pesquisados um por vez.\n\nQuanto mais raro o artefato, mais valiosas e exclusivas serão as recompensas."
"TID_RESEARCH_ITEM_START_RESEARCH","INICIAR PESQUISA"
"TID_RESEARCH_ITEM_VIEW_RESULTS","VER RESULTADOS"
"TID_RESEARCH_ITEM_RUSH","CONCLUIR AGORA"
"TID_RESEARCH_ITEM_RUSH_CONFIRM","Concluir a pesquisa deste Artefato agora?"
"TID_RESEARCH_REWARDS_LABEL_XP","EXP RECEBIDA:"
"TID_RESEARCH_REWARDS_LABEL_CREDITS","CRÉDITOS RECEBIDOS:"
"TID_RESEARCH_REWARDS_LABEL_FUEL","HIDROGÊNIO RECEBIDO:"
"TID_RESEARCH_REWARDS_LABEL_MODULE_UNLOCKED","NOVO MÓDULO DISPONÍVEL PARA PESQUISA!"
"TID_RESEARCH_REWARDS_LABEL_MODULE_BLUEPRINTS","PLANOS DE MÓDULOS COLETADOS:"
"TID_RESEARCH_ITEM_SALVAGE","RECICLAR"
"TID_RESEARCH_ITEM_SALVAGE_CONFIRM","Deseja destruir este Artefato para obter uma pequena quantia de Créditos e Hidrogênio?"
"TID_SALVAGE_DOCKED_SHIP_ARTIFACTS_BUTTON","Reciclar todos os artefatos em naves ancoradas"
"TID_SALVAGE_SHIP_ARTIFACTS_CONFIRM","Deseja mesmo reciclar todos os artefatos armazenados nas naves ancoradas? Você receberá os seguintes recursos:\n\n<quad class=''cr''> <c1>{0}</color>    <quad class=''fuel''> <c2>{1}</color>"
"TID_TECH_DLG_TITLE","TECNOLOGIA"
"TID_MODULE_DETAILS_LOCKED_LABEL","BLOQUEADO"
"TID_MODULE_DETAILS_UNLOCK_BUTTON","DESBLOQUEAR"
"TID_BUY_ARTIFACT_DLG_TITLE","COMPRAR ARTEFATO"
"TID_BUY_ARTIFACT_DLG_HINT","Selecione um Artefato para colocar em uma vaga da sua Estação de Pesquisa."
"TID_BUY_ARTIFACT_YIELD_BONUS","Artefatos adquiridos aqui conferem {0}% de recompensas a mais quando pesquisados."
"TID_BUY_ARTIFACT_DLG_DESCR_ORB","A pesquisa concederá <color>{0}</color> planos para módulos de armas ou escudos."
"TID_BUY_ARTIFACT_CONFIRM","Comprar este Artefato agora?"
"TID_BUY_ARTIFACT_DLG_DESCR_BLUECRYSTAL","A pesquisa concederá <color>{0}</color> planos para módulos de comércio ou mineração."
"TID_BUY_ARTIFACT_DLG_DESCR_TETRAHEDRON","A pesquisa concederá <color>{0}</color> planos para módulos de suporte."
"TID_BUY_ARTIFACT_FAILED_NO_FREE_SLOTS","Não é possível comprar o Artefato, não há espaço."
"TID_BUY_ARTIFACT_FAILED_RS_LEVEL","Comprar este artefato exige um Sensor de Estrelas Vermelhas nível {0}. "
"TID_SHIP_UPGRADE_DLG_TITLE","MÓDULOS"
"TID_SHIP_UPGRADE_DLG_MODULE_INSTALL_BTN","INSTALAR"
"TID_SHIP_UPGRADE_DLG_MODULE_UPGRADE_BTN","MELHORAR"
"TID_SHIP_UPGRADE_DLG_CANT_UPGRADE_WHILE_MOVING","Aguarde a nave chegar ao destino atual para iniciar a melhoria."
"TID_SHIP_UPGRADE_CANT_INSTALL_SAME_MODULE_TWICE","Não é possível instalar o mesmo módulo duas vezes."
"TID_MODULE_ONLY_FOR_BS","Este módulo só pode ser instalado em um encouraçado"
"TID_SHIP_UPGRADE_MODULE_ALREADY_INSTALLED","Este módulo já está instalado."
"TID_SHIP_UPGRADE_DLG_FINISH_NOW_BUTTON","CONCLUIR AGORA"
"TID_SHIP_UPGRADE_EFFECT_JOB_PAYOUT_INCREASE","BÔNUS DE CARREGAMENTO"
"TID_SHIP_UPGRADE_EFFECT_TRADE_SLOTS","VAGAS ADICIONAIS"
"TID_MODULE_MINERAL_STORAGE_STAT","ARMAZENAMENTO ADICIONAL"
"TID_MODULE_MINING_SPEED_STAT","VELOCIDADE DE MINERAÇÃO"
"TID_MODULE_COOLDOWN_STAT","REATIVAÇÃO"
"TID_MODULE_AOE_STAT","DANO DE ÁREA"
"TID_MODULE_REPAIR_STAT","PV RECUPERADO"
"TID_MODULE_TIME_WARP_STAT","FATOR TEMPO"
"TID_MODULE_RED_STAR_EXTENSION_STAT","EXTENSÃO DE VIDA"
"TID_MODULE_INSTALL_PRICE_STAT","CUSTO DA INSTALAÇÃO"
"TID_MODULE_MAX_TARGETS","MÁXIMO DE ALVOS"
"TID_SHIP_UPGRADE_EFFECT_BONUS_REWARD","RECOMPENSA BÔNUS"
"TID_SHIP_UPGRADE_EFFECT_SPEED_INCREASE","VELOCIDADE DE VIAGEM"
"TID_SHIP_UPGRADE_EFFECT_FUEL_INCREASE","USO ADICIONAL DE HIDROGÊNIO"
"TID_MODULE_DESCR_ACTIVATION_COST","CUSTO DE ATIVAÇÃO"
"TID_MODULE_DESCR_DPS","DANO POR SEGUNDO"
"TID_MODULE_DESCR_DPS_PER_HR","DANO POR HORA"
"TID_MODULE_DESCR_DPADT","DANO ADICIONAL"
"TID_MODULE_DESCR_DPADT_VALUE","+{0}/inimigo"
"TID_MODULE_DESCR_MAX_DPS","DANO MÁX. POR SEGUNDO"
"TID_MODULE_DESCR_TARGET_SWITCH_DELAY","TROCA ATRASADA DE ALVO"
"TID_MODULE_DESCR_MAX_DPS_HR","DANO MÁX. POR HORA"
"TID_MODULE_DESCR_MAX_DPS_TIME","TEMPO PARA DANO MÁX."
"TID_MODULE_SALVAGE_HULL_DESCR","REPARO DE FUSEL. POR NAVE DESTRUÍDA"
"TID_MODULE_DESCR_UNITY","AUMENTO DE DANO POR JOGADOR"
"TID_MODULE_UNITY_MAX_INCREASE","AUMENTO DE DANO MÁX."
"TID_MODULE_DESCR_UNITY_MINER","AUMENTO DE VELOCIDADE POR JOGADOR"
"TID_MODULE_SPEED_INCR_ACTIVATION","AUMENTO DE VELOCIDADE"
"TID_MODULE_DAMAGE_REDUCTION_PCT","REDUÇÃO DE DANO"
"TID_MODULE_SHIELD_STRENGTH_STAT","POTÊNCIA DO ESCUDO"
"TID_MODULE_MIRROR_DAMAGE_STAT","DANO REFLETIDO"
"TID_MODULE_ATTACK_RANGE_DESCR","ALCANCE DO ATAQUE"
"TID_MODULE_EFFECT_RANGE_DESCR","ALCANCE DO EFEITO"
"TID_MODULE_EFFECT_DURATION_DESCR","DURAÇÃO DO EFEITO"
"TID_MODULE_HYDRO_UPLOAD_PERCENT","PORCENTAGEM ENVIADA"
"TID_MODULE_TRADEBURST_THRESHOLD","LIMITE"
"TID_MODULE_TRADEBURST_BONUS","RECOMPENSA BÔNUS"
"TID_MODULE_BONUS_PER_SHIPMENT","BÔNUS POR CARREGAMENTO ADICIONAL"
"TID_MODULE_SHIPMENTBEAM_MAX_SHIPMENTS","MÁX. DE CARREGAMENTOS"
"TID_SHIP_MODULE_TITLE","{0} Nível {1}"
"TID_SHIP_MODULE_SLOT_TYPE_0","Comércio"
"TID_SHIP_MODULE_SLOT_TYPE_1","Mineração"
"TID_SHIP_MODULE_SLOT_TYPE_2","Suporte"
"TID_SHIP_MODULE_SLOT_TYPE_3","Arma"
"TID_SHIP_MODULE_SLOT_TYPE_4","Escudo"
"TID_SHIP_UPGRADE_DLG_MODULE_INSTALLING","EM CONSTRUÇÃO"
"TID_SHIP_UPGRADE_DLG_MODULE_UPGRADE_LABEL","MELHORAR"
"TID_SHIP_UPGRADE_DLG_MODULE_REPLACE_LABEL","SUBSTITUIR"
"TID_SHIP_UPGRADE_DLG_MODULE_NOT_INSTALLED","ESVAZIAR NICHO DE MÓDULO"
"TID_SHIP_UPGRADE_DLG_INSTALL_NEW_MODULE","INSTALAR NOVO MÓDULO"
"TID_ADD_MODULE_DLG_TITLE","INSTALAR MÓDULO"
"TID_ADD_MODULE_DLG_PROMPT","Selecione um módulo para instalar neste nicho."
"TID_UNINSTALL_MODULE_LABEL","DESINSTALAR"
"TID_UNINSTALL_MODULE_CONFIRM","Deseja mesmo desinstalar o módulo deste nicho?"
