"TID_INTRO_MESSAGE_TITLE","欢迎来到HADES' STAR"
"TID_MODULE_SPEED_UP_CONFIRM","您想立刻完成升级吗？"
"TID_MODULE_CANT_UPGRADE_OTHER_IN_PROGRESS","不能在另一个升级进行时升级其他模组"
"TID_MODULE_LEVEL_0_DESCR","解锁"
"TID_ACHIEVEMENT_LIST_VIEW_ON_GOOGLE_PLAY","在Google Play上查看"
"TID_PLAYER_INFO_STAR_FRAGMENTS_TITLE","恒星碎片"
"TID_PLAYER_INFO_STAR_FRAGMENTS_DESCR","参加蓝星任务可赢得恒星碎片。您获得的恒星碎片越多，在每月蓝星排行榜上的排名就越高，并在每个蓝星赛季结束时100%获取水晶奖励。"
"TID_PLAYER_INFO_WS_POINTS_TITLE","白星点数"
"TID_PLAYER_INFO_WS_POINTS_DESCR","在白星任务中做出贡献，就能赚取白星点数。您获得的白星点数越多，在每月白星排行榜上的排名就越高，此外每个白星赛季结束时，保证能获取水晶奖励。"
"TID_OTHER_PLAYER_INFO_PAGE_TITLE","玩家档案"
"TID_OTHER_PLAYER_INFO_PAGE_STAR_SECTION","恒星"
"TID_OTHER_PLAYER_INFO_PAGE_CORP_SECTION","星际集团"
"TID_OTHER_PLAYER_INFO_PAGE_ACHIEVEMENTS_SECTION","成就"
"TID_OTHER_PLAYER_INFO_VISIT_STAR_BUTTON","访问"
"TID_OTHER_PLAYER_INFO_INVITE","邀请"
"TID_OTHER_PLAYER_DIPLOMACY_SECTION","外交"
"TID_OTHER_PLAYER_DIPLOMACY_REQUEST_BTN","请求建立外交关系"
"TID_OTHER_PLAYER_DIPLOMACY_CANNOT_LINK_NO_BUILDING","您需要一处空闲的太空外交站才能发送请求"
"TID_PRODUCTION_DLG_TITLE","生产"
"TID_PRODUCTION_DLG_SHIPS","船舰"
"TID_PRODUCTION_DLG_STATIONS","太空站"
"TID_PRODUCTION_BUILDING_LOCKED","您必须先将自己的一颗星球升至等级{0}，才能建设该太空站。"
"TID_PRODUCTION_SPEED_UP_CONFIRM","立刻完成生产？"
"TID_PRODUCTION_SHIPS_BUILT","建造"
"TID_PRODUCTION_STATIONS_BUILT","建造"
"TID_PRODUCTION_DLG_FLEET_CAPACITY","船舰上限"
"TID_PRODUCTION_DLG_FINISH_SHIP_NOW","立刻完成"
"TID_PRODUCTION_DLG_UPGRADE_SHIP","升级船舰模板"
"TID_UPGRADE_TRANSPORT_DESIGN","要永久升级运输舰至\n等级{0}吗？"
"TID_UPGRADE_MINER_DESIGN","要永久升级采矿舰至\n等级{0}吗？"
"TID_UPGRADE_BS_DESIGN","要永久升级战斗舰至\n等级{0}吗？"
"TID_MSG_SHIP_DESIGN_UPGRADE_COMPLETE","船舰模板已升级"
"TID_STAT_SHIP_DESIGN_BUILD_COST","生产成本"
"TID_STAT_SHIP_DESIGN_BUILD_COST_DESCR","生产新的此类船舰所要花费的星币。"
"TID_FINISH_SHIP_UPG_CONFIRM","立刻完成船舰模板升级吗？"
"TID_CANNOT_UPGRADE_SHIP_OTHER_IN_PROGRESS","已有升级在进行中，不能开始新的升级"
"TID_STARTER_PACK_ACTIVE","新手包折扣已激活（-{0}%）"
"TID_TRADE_DLG_TITLE","货物"
"TID_TRADE_DLG_TITLE_REDSTAR","神器"
"TID_TRADE_DLG_ARTIFACTS_TITLE","星球上的神器"
"TID_TRADE_DLG_NO_TRANSPORT_IN_ORBIT","轨道上无运输舰。"
"TID_TRADE_DLG_BRING_TRANSPORT","您必须将一艘运输舰移动至星球表面才能装载货物。"
"TID_TRADE_DLG_NOT_ENOUGH_CAPACITY","容量不足，不能装载这批货物。"
"TID_TRADE_DLG_CONFIRM_REFRESH","立刻向此星球添加更多货物？"
"TID_TRADE_DLG_ITEM_WEIGHT","{0}吨"
"TID_TRADE_DLG_ITEM_WEIGHT_1","1吨"
"TID_TRADE_DLG_ITEM_DISTANCE","距离{0}天文单位"
"TID_TRADE_DLG_CANNOT_PICK_SHIPMENTS","在与货物拥有者建立外交关系之前，您不能装载这里的货物。"
"TID_TRADE_DLG_MORE_SHIPMENTS_PROMPT","更多货物出现时间："
"TID_TRADE_DLG_ADD_MORE_NOW","添加更多"
"TID_NO_SHIPMENTS_INFO","当前无可用货物。新的货物会随时间流逝逐渐出现。\n\n升级星球也可增加此星球和其所有卫星的货物量。"
"TID_NO_SHIPMENTS_RED_STAR","无可用神器。"
"TID_MUST_WAIT_UNTIL_ARTIFACT_LOADS","您必须等待上一个神器装载完毕"
"TID_TRADE_DLG_OTHER_PLAYER_SHIPMENTS_TITLE","外交系统中货物"
"TID_TRADE_DLG_OTHER_PLAYER_SHIPMENTS_HINT","这些货物来自另一个玩家的哨站。您可从任何运送的货物中获得一小笔佣金，而货物拥有者会收到全额奖励。"
"TID_TRADE_DLG_SHIPMENT_COLUMN","货物"
"TID_TRADE_DLG_DESTINATION_COLUMN","目的地"
"TID_TRADE_DLG_DISTANCE_COLUMN","距离"
"TID_TRADE_DLG_REWARD_COLUMN","奖励"
"TID_TRADE_DLG_COMISSION_COLUMN","佣金"
"TID_STORING_ARTIFACT_WARNING","储存有至少一个神器的哨站不会生成新货物"
"TID_CAPACITY_FULL_WARNING","货物已满。装载一部分以继续生成新的货物。"
"TID_LOADALL_TOOLTIP","尽可能多地装载货物，用尽运输舰的容量。货物将按照上方排序表的顺序装载。"
"TID_UNLOADALL_TOOLTIP","卸载运输舰上的所有货物"
"TID_ARTIFACT_QUEUED","排队中"
"TID_RESEARCH_DLG_TITLE","研究"
"TID_RESEARCH_DLG_HINT","您在任务中找到的神器将被储存在这里，并自动进行研究，每次研究一个。\n\n神器越罕见，奖励就越高、越独特。"
"TID_RESEARCH_ITEM_START_RESEARCH","开始研究"
"TID_RESEARCH_ITEM_VIEW_RESULTS","查看成果"
"TID_RESEARCH_ITEM_RUSH","立刻完成"
"TID_RESEARCH_ITEM_RUSH_CONFIRM","立刻完成该神器的研究吗？"
"TID_RESEARCH_REWARDS_LABEL_XP","获得经验："
"TID_RESEARCH_REWARDS_LABEL_CREDITS","获得星币："
"TID_RESEARCH_REWARDS_LABEL_FUEL","获得氢气："
"TID_RESEARCH_REWARDS_LABEL_MODULE_UNLOCKED","有新模组可研究！"
"TID_RESEARCH_REWARDS_LABEL_MODULE_BLUEPRINTS","获得模组蓝图："
"TID_RESEARCH_ITEM_SALVAGE","分解"
"TID_RESEARCH_ITEM_SALVAGE_CONFIRM","您想要分解该神器，获取较少量星币和氢气吗？"
"TID_SALVAGE_DOCKED_SHIP_ARTIFACTS_BUTTON","分解泊靠船舰上所有的神器"
"TID_SALVAGE_SHIP_ARTIFACTS_CONFIRM","您确定要分解泊靠船舰上搭载的所有神器吗？您将获得下列资源：\n\n<quad class=''cr''><c1>{0}</color><quad class=''fuel''><c2>{1}</color>"
"TID_TECH_DLG_TITLE","科技"
"TID_MODULE_DETAILS_LOCKED_LABEL","锁定"
"TID_MODULE_DETAILS_UNLOCK_BUTTON","解锁"
"TID_BUY_ARTIFACT_DLG_TITLE","购买神器"
"TID_BUY_ARTIFACT_DLG_HINT","选择一个神器加入您太空研究站的空栏位之中"
"TID_BUY_ARTIFACT_YIELD_BONUS","在此购买的神器在研究完成后，会产出{0}%的额外奖励。"
"TID_BUY_ARTIFACT_DLG_DESCR_ORB","研究将生成总计<color>{0}</color>张武器或护盾模组蓝图"
"TID_BUY_ARTIFACT_CONFIRM","立刻购买该神器吗？"
"TID_BUY_ARTIFACT_DLG_DESCR_BLUECRYSTAL","研究将生成总计<color>{0}</color>张贸易或采矿模组蓝图"
"TID_BUY_ARTIFACT_DLG_DESCR_TETRAHEDRON","研究将生成总计<color>{0}</color>张支持模组蓝图"
"TID_BUY_ARTIFACT_FAILED_NO_FREE_SLOTS","没有可用栏位，不能购买神器"
"TID_BUY_ARTIFACT_FAILED_RS_LEVEL","需要等级{0}的红巨星扫描仪才能购买该神器 "
"TID_SHIP_UPGRADE_DLG_TITLE","模组"
"TID_SHIP_UPGRADE_DLG_MODULE_INSTALL_BTN","安装"
"TID_SHIP_UPGRADE_DLG_MODULE_UPGRADE_BTN","升级"
"TID_SHIP_UPGRADE_DLG_CANT_UPGRADE_WHILE_MOVING","等待船舰停止移动后再开始升级。"
"TID_SHIP_UPGRADE_CANT_INSTALL_SAME_MODULE_TWICE","无法再次安装同一个模组"
"TID_MODULE_ONLY_FOR_BS","该模组只能安装在战斗舰上。"
"TID_SHIP_UPGRADE_MODULE_ALREADY_INSTALLED","模组已经安装"
"TID_SHIP_UPGRADE_DLG_FINISH_NOW_BUTTON","立刻完成"
"TID_SHIP_UPGRADE_EFFECT_JOB_PAYOUT_INCREASE","货物额外奖励"
"TID_SHIP_UPGRADE_EFFECT_TRADE_SLOTS","额外栏位"
"TID_MODULE_MINERAL_STORAGE_STAT","额外储量"
"TID_MODULE_MINING_SPEED_STAT","采矿速度"
"TID_MODULE_COOLDOWN_STAT","冷却"
"TID_MODULE_AOE_STAT","区域性伤害"
"TID_MODULE_REPAIR_STAT","船体强度恢复"
"TID_MODULE_TIME_WARP_STAT","时间因素"
"TID_MODULE_RED_STAR_EXTENSION_STAT","寿命延长"
"TID_MODULE_INSTALL_PRICE_STAT","安装价格"
"TID_MODULE_MAX_TARGETS","最大目标"
"TID_SHIP_UPGRADE_EFFECT_BONUS_REWARD","额外奖励"
"TID_SHIP_UPGRADE_EFFECT_SPEED_INCREASE","航行速度"
"TID_SHIP_UPGRADE_EFFECT_FUEL_INCREASE","额外氢气使用"
"TID_MODULE_DESCR_ACTIVATION_COST","激活成本"
"TID_MODULE_DESCR_DPS","每秒伤害"
"TID_MODULE_DESCR_DPS_PER_HR","每小时伤害"
"TID_MODULE_DESCR_DPADT","额外伤害"
"TID_MODULE_DESCR_DPADT_VALUE","+{0}/敌人"
"TID_MODULE_DESCR_MAX_DPS","最大每秒伤害"
"TID_MODULE_DESCR_TARGET_SWITCH_DELAY","目标切换延迟"
"TID_MODULE_DESCR_MAX_DPS_HR","最大每小时伤害"
"TID_MODULE_DESCR_MAX_DPS_TIME","最大伤害用时"
"TID_MODULE_SALVAGE_HULL_DESCR","每摧毁船舰获得维修"
"TID_MODULE_DESCR_UNITY","每额外玩家伤害增加"
"TID_MODULE_UNITY_MAX_INCREASE","最大伤害增加"
"TID_MODULE_DESCR_UNITY_MINER","每额外玩家速度提高"
"TID_MODULE_SPEED_INCR_ACTIVATION","速度提高"
"TID_MODULE_DAMAGE_REDUCTION_PCT","伤害减免"
"TID_MODULE_SHIELD_STRENGTH_STAT","护盾强度"
"TID_MODULE_MIRROR_DAMAGE_STAT","伤害反射"
"TID_MODULE_ATTACK_RANGE_DESCR","攻击距离"
"TID_MODULE_EFFECT_RANGE_DESCR","效果范围"
"TID_MODULE_EFFECT_DURATION_DESCR","效果时长"
"TID_MODULE_HYDRO_UPLOAD_PERCENT","上传百分比"
"TID_MODULE_TRADEBURST_THRESHOLD","阈值"
"TID_MODULE_TRADEBURST_BONUS","额外奖励"
"TID_MODULE_BONUS_PER_SHIPMENT","每个额外货物奖励"
"TID_MODULE_SHIPMENTBEAM_MAX_SHIPMENTS","最大货物量"
"TID_SHIP_MODULE_TITLE","{0} 等级{1}"
"TID_SHIP_MODULE_SLOT_TYPE_0","交易"
"TID_SHIP_MODULE_SLOT_TYPE_1","采矿"
"TID_SHIP_MODULE_SLOT_TYPE_2","支持"
"TID_SHIP_MODULE_SLOT_TYPE_3","武器"
"TID_SHIP_MODULE_SLOT_TYPE_4","护盾"
"TID_SHIP_UPGRADE_DLG_MODULE_INSTALLING","正在建造"
"TID_SHIP_UPGRADE_DLG_MODULE_UPGRADE_LABEL","升级"
"TID_SHIP_UPGRADE_DLG_MODULE_REPLACE_LABEL","替换"
"TID_SHIP_UPGRADE_DLG_MODULE_NOT_INSTALLED","空模组栏"
"TID_SHIP_UPGRADE_DLG_INSTALL_NEW_MODULE","安装新模组"
"TID_ADD_MODULE_DLG_TITLE","安装模组"
"TID_ADD_MODULE_DLG_PROMPT","选择模组安装至该栏"
"TID_UNINSTALL_MODULE_LABEL","卸载"
"TID_UNINSTALL_MODULE_CONFIRM","您确定要卸载此栏位中的模组吗？"
"TID_ADD_MODULE_DLG_ALREADY_INSTALLED","已安装"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_XP","经验：{0}/{1}"
"TID_MODULE_LEVEL_INDICATOR","等级{0}"
"TID_SHIP_UPGRADE_DLG_SUPPORTED_MODULE_TYPES_LABEL","支持模组类型："
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_TRANSPORT","这种船舰靠运送货物和神器赚取经验。\n\n填满经验条以升至下个等级，解锁一个新模组栏位。"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_MINER","这种船舰靠采集和运送氢气赚取经验。\n\n填满经验条以升至下个等级，解锁一个新模组栏位。"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_BATTLESHIP","这种船舰靠伤害其他船舰赚取经验。\n\n填满经验条以升至下个等级，解锁一个新模组栏位。"
"TID_SHIP_UPGRADE_DLG_UPGRADE_SLOT_LEVEL_PROMPT","添加栏位"
"TID_SHIP_UPGRADE_DLG_MAX_SLOT_LEVEL","该舰已达最高等级"
"TID_SHIP_UPGRADE_DLG_MAX_MODULE_LEVEL","该模组已达最高等级"
"TID_SHIP_UPGRADE_DLG_CANNOT_UPGRADE_MODULE_LEVEL_LOCKED","命令失败：错误模组等级"
"TID_MODULE_TYPE","类型"
"TID_MODULE_TYPE_PASSIVE","被动"
"TID_MODULE_TYPE_ACTIVATED","主动"
"TID_MODULE_SHIELD_REGEN_DELAY","再生延迟"
"TID_MODULE_SHIELD_FULL_REGEN_TIME","完全再生时间"
"TID_MODULE_MASS_BATTERY","大型火炮"
"TID_MODULE_MASS_BATTERY_DESCR","同时向射程内多个敌人开火。"
"TID_MODULE_DUAL_LASER","双重激光"
"TID_MODULE_DUAL_LASER_DESCR","向射程内最多两个敌人发射激光束。如果两个光束都被激活，伤害会随时间大量增加。"
"TID_INFO_NO_MODULES_AVAILABLE_TO_INSTALL","研究更多神器以解锁可安装至该栏位的模组。"
"TID_INFO_MODULES_AVAILABLE_BUT_LOCKED","您可以在科技窗口解锁模组，安装至此栏位。"
"TID_INFO_MODULES_OPEN_TECH_WINDOW","<a name=''tech''>打开科技窗口</a>"
"TID_MODULE_LEAP_DISABLE_STAT","瘫痪时间"
"TID_MODULE_CRUNCH_MAX_AMOUNT","最大数量"
"TID_MODULE_TRIGGER_TIME","触发时间"
"TID_MODULE_PROJECTILE_DAMAGE","爆炸伤害"
"TID_MODULE_PROJECTILE_DAMAGERANGE","爆炸范围"
"TID_MODULE_SECONDARY_DAMAGE","压制伤害"
"TID_MODULE_SECONDARY_RANGE","压制伤害范围"
"TID_MODULE_ENRICH_INCREASE","氢气增加"
"TID_MODULE_ENRICH_MAX_CAPACITY_PER_ASTEROID","最大富集量"
"TID_MODULE_RUSH_SPEED_INCR","速度提高"
"TID_MODULE_RUSH_SPEED_INCR_VAL_PER_SHIPMENT","+{0}%/货物"
"TID_MODULE_GENESIS_MAX_ASTEROIDS","最大新小行星"
"TID_MODULE_GENESIS_MAX_HYDRO","最多新氢气"
"TID_OFFLOAD_MODULE_PAYOFF","奖励"
"TID_DESTINY_DISABLE_DURATION","瘫痪时间"
"TID_MODULE_ACTIVATION_PREP_TIME","启动延迟"
"TID_MODULE_SECTOR_COOLDOWN","星区冷却"
"TID_MODULE_HULL_THRESHOLD_STAT","船体强度阈值"
"TID_DISPATCH_PREP_TIME","每件物品的准备时间"
"TID_REQUIRED_HYDROGEN","需要氢气"
"TID_JUMP_DLG_TITLE","确认星际跳跃"
"TID_JUMP_DLG_INFO_SINGLE","让选定船舰跳跃至已链接的恒星系统？"
"TID_JUMP_DLG_INFO_ALL","让{0}艘泊靠船舰跳跃至已链接的恒星系统？"
"TID_JUMP_FLAGSHIP","要命令旗舰进行星际跳跃，离开此白星吗？"
"TID_JUMP_DLG_JUMP_ALL","跳跃所有泊靠舰"
"TID_JUMP_DLG_FOLLOW_PROMPT","跟随至目标恒星"
"TID_JUMP_TRADE_ITEMS_LOST_CONFIRM","船舰搭载的所有货物都会在跳跃中失去。您确定要进行星际跳跃吗？"
"TID_MISSIONS_ITEM_SEARCH_BUTTON","开始扫描"
"TID_MISSIONS_ITEM_SEARCH_NOW_BUTTON","立刻扫描"
"TID_MISSIONS_ITEM_VIEWSTAR_BUTTON","访问"
"TID_MISSIONS_ITEM_STATUS_AVAILABLE","可用"
"TID_MISSIONS_DLG_RED_STAR_DETECTED","侦测到恒星"
"TID_MISSIONS_DLG_RED_STAR_SUPERNOVA_TIMER","{0}后超新星爆炸"
"TID_MISSIONS_DLG_MISSION_HINT","您可以通过该太空站向已侦测到的红巨星派遣船舰，获取神器。\n\n要当心：您会永远失去未在超新星爆炸之前及时撤离的船舰。"
"TID_MISSIONS_ITEM_STATUS_SEARCHING_FOR_RED_STAR","正在扫描红巨星\n（等级{0}）"
"TID_MISSIONS_DLG_ABANDON_STAR","放弃"
"TID_MISSIONS_DLG_ABANDON_STAR_CONFIRM","您确定要放弃该恒星吗？您将永远无法访问它。"
"TID_MISSIONS_DLG_ABANDON_FAIL","您在这颗恒星上还有船舰。在您的船舰返回母星之前，您不能放弃它。"
"TID_MISSIONS_DLG_NEW_SCAN_TIME","扫描仪正在冷却。新扫描可用时间："
"TID_MISSIONS_DLG_SCANNER_READY","扫描准备就绪"
"TID_MISSIONS_DLG_RED_STAR_LEVEL_PROMPT","恒星等级："
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE","搜索类型："
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PUBLIC","公共"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PUBLIC_DESCR","任何人可加入该红巨星。"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PRIVATE","私人"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PRIVATE_DESCR","只有星际集团成员可加入该红巨星。扫描将被发布至星际集团聊天页。"
"TID_MISSIONS_DLG_JOIN_CORP_PROMPT","<a name=''__joincorp''>加入一个星际集团</a>以解锁私人红巨星。"
"TID_MISSIONS_DLG_MAX_SEARCH_TIME","最大剩余时间： "
"TID_MISSIONS_DIALOG_SEARCH_HINT","该扫描仪能让您找到遥远的红巨星。红巨星寿命很短，拥有可研究的珍贵神器，但经常有冥犬舰队护卫。"
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE","您不能从该等级红巨星获得更多影响力。"
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE_UPGRADE","您不能从该等级红巨星获得更多影响力。升级扫描仪以找到更高等级的红巨星，获得更多影响力。"
"TID_MISSIONS_DIALOG_SEARCH_INFLUENCE_INFO","摧毁足够的冥犬船舰并获取红巨星中的神器，以赢得{0}-{1}影响力。"
"TID_MISSIONS_DLG_SEARCHING_HINT_1","每个玩家在红巨星中都会获得自己的神器。您不可窃取其他玩家的神器。要击败冥犬势力，团结合作才是上上之策。"
"TID_MISSIONS_DLG_SEARCHING_HINT_2","红巨星中玩家不能对战。您的战斗舰只会向冥犬舰队开火。"
"TID_MISSIONS_DLG_SEARCHING_HINT_3","升级红巨星扫描仪可找到更高等级的红巨星。更高等级的红巨星中有更好的神器，但守卫的冥犬舰队也更强大。"
"TID_MISSIONS_DLG_SEARCHING_HINT_4","使用聊天窗口与其他玩家协调战略。 "
"TID_MISSIONS_DLG_SEARCHING_HINT_5","虽然获取神器是首要目标，红巨星中也蕴含众多的小行星带。请确保您的采矿舰避开伤害，或用战斗舰保护它们。"
"TID_MISSIONS_DLG_SEARCHING_HINT_6","参加红巨星任务是赢得影响力的好方法，能帮助您和您的星际集团在排行榜上爬升更高。"
"TID_MISSIONS_DLG_SEARCHING_HINT_7","最好在搜索正在进行的时候将部分船舰移至红巨星扫描仪。这样一发现红巨星就可以立即进行跳跃，不必浪费宝贵的时间。"
"TID_MISSIONS_DLG_SEARCHING_HINT_8","要注意您帝国的氢气储量，保证您有足够的氢气，支持您所有的船舰从红巨星中安全返回。"
"TID_MISSIONS_DLG_SEARCHING_HINT_9","将您完好的战斗舰派遣至前线，承受大部分敌人火力，保护身后其他脆弱的船舰。"
"TID_MISSIONS_DLG_SEARCHING_HINT_10","有的模组在附近有其他玩家船舰时效果最好。"
"TID_MISSIONS_DLG_SEARCHING_HINT_11","您一次只能往运输舰上装载一个神器。"
"TID_MISSIONS_DLG_SEARCHING_HINT_12","神器越大，研究时能产生的资源和蓝图就越多。"
"TID_MISSIONS_DLG_SEARCHING_HINT_13","星珠神器中含有武器和护盾模组蓝图，可以用于您的战斗舰。"
"TID_MISSIONS_DLG_SEARCHING_HINT_14","蓝水晶神器中含有的模组蓝图能增加您运输舰和采矿舰的效率。"
"TID_MISSIONS_DLG_SEARCHING_HINT_15","四面体神器中还有强大支持模组的蓝图，能用于战斗舰和高等级运输舰或采矿舰上。"
"TID_MSG_CANNOT_START_RED_STAR_SEARCH_DURING_MAINTENANCE","无法在计划服务器维护期间开始新的红巨星搜索。"
"TID_MISSIONS_DLG_LAST_RESULT_TITLE","上次红巨星行动成果"
"TID_MISSIONS_DLG_LAST_RESULT_DISMISS_BTN","关闭"
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_NOT_PARTICIPATED","您未参加该恒星行动。"
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_WON","基于您在该红巨星中的活动，您的影响力增加了。"
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_LOST","您在该红巨星中的活动不足以赢得影响力。"
"TID_MISSIONS_DLG_VIEW_REPLAY","查看回放"
"TID_MISSIONS_DLG_SHARE_REPLAY","分享回放"
"TID_MISSIONS_DLG_SHARE_REPLAY_CONFIRM","您确定与自己的星际集团分享该回放吗？"
"TID_MISSIONS_DLG_REPLAY_SHARED","您的回放已分享"
"TID_RED_STAR_DIALOG_INFLUENCE_REWARDS","影响力奖励"
"TID_RS_DIALOG_INFLUENCE_REWARDS_TOOLTIP","您每次参加红巨星任务，都可能获得或丧失影响力点数。要赚取影响力点数，请摧毁足够数量的冥犬船舰，并夺取神器，满足恒星图标下方显示的得分阙值要求。"
"TID_RS_INFLUENCE_REWARD_VICTORY","胜利"
"TID_RS_INFLUENCE_REWARD_DEFEAT","失败"
"TID_RS_CURRENT_INFLUENCE","当前影响力"
"TID_RS_INFLUENCE_GAIN_SLOW","您赚取影响力的速度已降低。升级您的红巨星扫描仪，更快地取得进展。"
"TID_BS_SCANNER_BRING_SHIP","派遣一艘战斗舰至此扫描站，激活蓝星扫描。"
"TID_BS_SCANNER_BRING_OR_SELECT_SHIP","派遣一艘战斗舰至此扫描站，或按先前的设计重建战斗舰："
"TID_BS_SCANNER_CONFIRM_REBUILD","要按照之前使用过的设计重建一艘新的战斗舰吗？"
"TID_BS_SCANNING","正在扫描寻找蓝星"
"TID_BS_LAST_RESULTS","最近蓝星任务结果"
"TID_BS_FINAL_POSITIONS","最终排名"
"TID_BS_NO_WINNER","没有赢家"
"TID_BS_BOT_SHIP_NAME","独狼战斗舰"
"TID_BS_SHIP_JUMP_INFO","发现蓝星时，您的船舰会自动进行星际跳跃。"
"TID_BS_CREDIT_REWARD_TITLE","星币奖励"
"TID_BS_CREDIT_REWARD_DISABLED","您的战斗舰上安装了避难圣所，所以没有资格获得星币奖励。\n\n请用其他模组替换避难圣所。这样既能提高您在蓝星中获胜的几率，亦能确保您获得星币奖励，无论结果如何。"
"TID_BS_CREDIT_REWARD_DESCR","星币奖励数量按照派遣至蓝星的战斗舰重建成本的{0}%计算。\n\n即便您的战舰在蓝星不幸损失，也总是可以获得奖励。每{1}的蓝星任务首胜也可获得奖励。"
"TID_BS_CREDIT_REWARD_1ST_ACTIVE","无论下一次蓝星任务结果如何，您都可以获得全额星币奖励。"
"TID_BS_CREDIT_REWARD_1ST_INACTIVE","即便您在下一次蓝星任务中获胜，也不能获得任何星币奖励。即便损失了船舰，您也依旧可以获得奖励。下一个胜利星币奖励将在{0}后可用"
"TID_BS_CANT_SEARCH_MAINTENANCE","距离计划维护过近，无法开始新的蓝星搜索。"
"TID_BS_HYDRO_REWARD_TITLE","氢气奖励"
"TID_BS_HYDRO_REWARD_INFO","氢气奖励的数量取决于您在蓝星任务中的最终排名与您帝国的氢气最大储存空间。每天能赢得的氢气最大量是有上限的。"
"TID_BS_HYDRO_REWARD_PROGRESS","您今天赢得了{0}/{1}单位的氢气。"
"TID_BS_HYDRO_REWARD_FULL","{0}后可再次于蓝星任务中赢取氢气奖励。"
"TID_BS_FRAGMENTS_REWARD_TITLE","蓝星碎片"
"TID_BS_FRAGMENTS_REWARD_DESCR","根据您的最终排名，每次蓝星任务都会提供蓝星碎片。收集碎片，为货物中继站供能，冲击每月蓝星排行榜排名，并在每个蓝星赛季结束时100%获取水晶奖励。\n\n详细信息请<a name=''__bsldb''>查看蓝星排行榜</a>。"
"TID_BS_SEASON_AWARD","蓝星活动赛季已结束！您赢得了{0}以上的蓝星碎片，获得了<quad class=''pc''><c3>{1}</color>"
"TID_WS_SEASON_AWARD","白星活动赛季已结束！您的得分超过了{0}，赢得奖励<quad class=''pc''><c3>{1}</color>"
"TID_BS_SEASON_TOP_AWARD","蓝星活动赛季已结束！您在排行榜上荣登第{0}位，获得了<quad class=''pc''><c3>{1}</color>"
"TID_WS_SEASON_TOP_AWARD","白星活动赛季已结束！您在排行榜上荣登第{0}位，获得了<quad class=''pc''><c3>{1}</color>"
"TID_BS_FINAL_STANDING","最终排名："
"TID_BS_REWARDS_RECEIVED","获得奖励"
"TID_BS_PARTICIPATING_SHIP","参与船舰"
"TID_BS_REWARDS_OVERFLOW","由于存储空间不足，部分奖励可能会丢失。在开始搜索蓝星前，请务必确保您有足够的星币和氢气存储空间。"
"TID_BS_SEARCHING_HINT_1","蓝星是一种在不断地坍缩的星系。请待在恒星中心附近的安全区域内。不慎落入坍缩危险区的船舰将会被瞬间摧毁。"
"TID_BS_SEARCHING_HINT_2","除非万不得已，请勿贸然进入存在蓝星的中心星区。处于蓝星星区内的船舰会持续受到蓝星的伤害。"
"TID_BS_SEARCHING_HINT_3","存活时间最长的战斗舰即为蓝星任务赢家。如果最后的若干艘战斗舰被同时摧毁，那么比赛以平局结束，没有赢家。"
"TID_BS_SEARCHING_HINT_4","要想赢得蓝星任务，安装适当的战斗舰模组是关键。请查看回放，分析其他玩家的战略，大胆尝试新的模组。"
"TID_BS_SEARCHING_HINT_5","蓝星任务的目标是比其他战斗舰的存活时间更长。请避免与冥犬船舰交火，或者利用冥犬船舰对付其他玩家。"
"TID_RELAY_HUD_SELECT_SECTOR","选择一个星区激活货运中继站"
"TID_OBJECT_ACTION_RELAY_STATUS","货运中继状态"
"TID_RELAY_DLG_COLLECT_MORE_FRAGMENTS","要在新的星区中激活货运中继站，请参加蓝星任务，收集更多的恒星碎片。"
"TID_ERR_SECTOR_ALREADY_IN_RELAY","该星区已激活货运中继。"
"TID_ERR_SECTOR_NO_SHIPMENTS","该星区无货物产出。"
"TID_ACTIVATE_RELAY","在新星区中激活"
"TID_RELAY_NUM_SHIPMENTS","星区中{0}批货物"
"TID_RELAY_EXPIRE_TIME","剩余时间：{0}"
"TID_RELAY_NEXT_SHIPMENT","下批货物出现时间：{0}"
"TID_PLAYER_DETAILS_VISIT","访问恒星"
"TID_PLAYER_DETAILS_VIEW","玩家详情"
"TID_PLAYER_DETAILS_VIEWCORP","查看星际集团"
"TID_PLAYER_DETAILS_INVITE","邀请"
"TID_PLAYER_DETAILS_INVITE_SENT","您已邀请了该玩家加入您的星际集团"
"TID_PLAYER_DETAILS_INVITE_FAIL_1","邀请失败，玩家已参加一个星际集团"
"TID_PLAYER_DETAILS_YOUR_PROFILE","您的档案"
