"TID_INTRO_MESSAGE_TITLE","Hades' Starへようこそ"
"TID_CHAT_JOINCORP_INFO","コーポレーションに参加することで他のプレーヤーと知識を共有したり、共闘したりすることができます。\n\nまた、コーポレーションに参加することでホワイトスターと「プライベート」なレッドスターに行けるようになります。"
"TID_CORP_UNLOCK_INFO","コーポレーションはレベル{0}でアンロックされます"
"TID_CHAT_SEARCH_ALLIANCES_BUTTON","推薦コーポレーション"
"TID_CHAT_ENTRY_JUMP","が新たな船を{0}の近くのシステムにジャンプさせました。"
"TID_CHAT_ENTRY_JOIN","がコーポレーションに参加しました"
"TID_CHAT_ENTRY_LEFT","がコーポレーションを脱退しました"
"TID_CHAT_ENTRY_PROMOTED","の昇格を{0}が実施しました"
"TID_CHAT_ENTRY_DEMOTED","の降格を{0}が実施しました"
"TID_CHAT_ENTRY_KICK","は{0}によってコーポレーションからキックされました"
"TID_CHAT_ENTRY_CORP_SETTINGS_CHANGED","がコーポレーションの設定を編集しました"
"TID_CHAT_ENTRY_REQUEST_JOIN","がコーポレーションへの参加をリクエストしています"
"TID_CHAT_ENTRY_DESTROYED_BASE","が{0}の近くのケルベロス基地を破壊しました"
"TID_CHAT_ENTRY_COLONIZED","が惑星{0}に入植しました"
"TID_CHAT_ENTRY_LOST_FLEET","が{1}周辺で{0}を失いました"
"TID_CHAT_ENTRY_DESTROYED_CERB_FLEET","が{0}周辺でケルベロスの戦艦を破壊しました"
"TID_CHAT_ENTRY_ABANDONED_SYSTEM","がこの恒星系を放棄しました。"
"TID_CHAT_ENTRY_SEARCH_PVP","がホワイトスターの探査を開始しました"
"TID_CHAT_ENTRY_FLAGSHIP_CONTRIB","がフラグシップに{0}クレジットを貢献しました。"
"TID_CHAT_ENTRY_SHARE_VIEW","が恒星系の展望図をシェアしました"
"TID_CHAT_ENTRY_SEARCH_PVP_COMPLETE","コーポレーションが新たなホワイトスターを発見しました。"
"TID_CHAT_ENTRY_CORP_LEVEL_UP","あなたのコーポレーションがレベル{0}にアップグレードしました"
"TID_CHAT_ENTRY_FLAGSHIP_LEVEL_UP","次回の再展開でコーポレーションフラグシップがレベル{0}にアップグレードします。"
"TID_CHAT_ENTRY_FLAGSHIP_UNLOCKED","コーポレーションフラグシップを展開できます。"
"TID_CHAT_ENTRY_SEARCH_PVP_CANCELLED","がホワイトスターの探査をキャンセルしました。"
"TID_CHAT_REQUEST_ACCEPT","{0}が承認"
"TID_CHAT_REQUEST_REJECT","{0}が拒否"
"TID_CHAT_REQUEST_CORP_FULL","失敗：コーポレーションは満員です"
"TID_CHAT_REQUEST_FAIL_PLAYER_JOINED_ANOTHER","失敗：プレーヤーは別のコーポレーションに参加中です"
"TID_CHAT_POPUP_VIEW_LOCATION","位置を表示"
"TID_STREAMENTRY_ALLIANCE_REQUEST_ACCEPT","承認"
"TID_STREAMENTRY_ALLIANCE_REQUEST_REJECT","拒否"
"TID_STREAMENTRY_ALLIANCE_SHARE_SYSTEM_VIEW","表示"
"TID_CHAT_POPUP_REPORT_PLAYER","報告"
"TID_CHAT_POPUP_BLOCK_PLAYER","ブロック"
"TID_CHAT_POPUP_REPORT_PLAYER_CONFIRM","本当に{0}を不適切または侮辱的な行為を行ったとして報告しますか？"
"TID_CHAT_POPUP_VIEW_WS_SHIPS","次の船"
"TID_HUD_MSG_NO_SHIPS","このプレーヤーはこの恒星系内に船を持っていません。"
"TID_CHAT_REPORT_PLAYER_MODERATOR","仲裁者であるあなたの操作によって、このプレーヤーは今から24時間銀河チャットを利用できなくなります"
"TID_CHAT_POPUP_REPORT_SENT","報告が送信されました"
"TID_CHAT_POPUP_PLAYER_BLOCKED","アプリを再起動するまで{0}のメッセージは表示されません。"
"TID_CHAT_LOCAL_CHAT_LOCKED","恒星系チャットが利用できません"
"TID_CHAT_LOCAL_LOCKED_INFO","この恒星系の所有者との外交関係を樹立していません。"
"TID_CHAT_WS_LOCKED_INFO","参加コーポレーションのみがホワイトスターチャットを使用できます。"
"TID_CHAT_CORP_RED_STAR_SEARCH_IN_PROGRESS","探査中…"
"TID_CHAT_CORP_RED_STAR_IN_PROGRESS","レッドスター・ミッションの実行中…"
"TID_CHAT_JOIN_IN_PROGRESS_CONFIRM","このレッドスター・ミッションは既に実行中です。本当に参加しますか？"
"TID_CHAT_CORP_RED_STAR_ENDED","レッドスターはスーパーノヴァを引き起こしました"
"TID_CHAT_ENTRY_STARTED_RED_STAR_SEARCH","がレベル{0}のレッドスターの探査を開始しました"
"TID_CHAT_ENTRY_JOIN_RED_STAR_SEARCH","参加"
"TID_CHAT_CANNOT_JOIN_RED_STAR_LEVEL","よりレベルの高い探査に参加するためには、レッドスター・スキャナーをアップグレードする必要があります"
"TID_CHAT_CANNOT_JOIN_RED_STAR_ALREADY_IN","レッドスター・ミッションに参加中です"
"TID_CHAT_CANNOT_JOIN_TIMER","超新星の至近距離にあるレッドスターに参加することはできません"
"TID_CHAT_CANNOT_JOIN_FULL","このレッドスターは一杯です"
"TID_CHAT_ENTRY_VIEW_RED_STAR_IN_PROGRESS","表示"
"TID_CHAT_ENTRY_WATCH_OLD_RED_STAR_REPLAY","リプレイを見る"
"TID_CHAT_ENTRY_REPLAY_SHARED","がリプレイをシェアしました"
"TID_SELECT_PING_LOCATION","アラートしたい場所を恒星系内から選んでください"
"TID_PING_DEFAULT_MESSAGE","船をここに送りましょう！"
"TID_PING_RATE_LIMITED","アラートを短時間に何度も送信することはできません"
"TID_CHAT_ENTRY_PING","がアラートを送信しました"
"TID_LOCAL_STAR_CHAT_DISABLED","この恒星タイプはローカルチャットをサポートしていません。"
"TID_CORP_NOTIFICATIONS_TITLE","コーポレーションからの通知"
"TID_CORP_PRS_NOTIFICATION_LBL","以下のイベントについて通知を受け取る："
"TID_CORP_PRS_NEW_RS_NOTIF","新しいレッドスターの探査（レベル{0}）"
"TID_CORP_PRS_NEW_MESSAGE_NOTIF","コーポレーションメンバーへの新しいメッセージ"
"TID_STAR_DLG_TITLE","この恒星系について"
"TID_STAR_DLG_OBJECTIVES_TAB","恒星情報"
"TID_STAR_DLG_STARLOG_TAB","恒星系ログ"
"TID_STAR_GOALS_DESCR_HOMESTAR","この恒星系はハデス銀河における活動拠点としてあなたに割り当てられました。この恒星系における目標は、恒星系を隅々まで調査し、ケルベロス軍を撃退し、強固な経済インフラを築くことです。"
"TID_STAR_GOALS_DESCR_OTHER_PLAYER_HOMESTAR","この恒星系は別のプレーヤーに所属しています。このプレーヤーとの外交関係を樹立している場合は、一定数の艦船を送って交易したり、ケルベロス軍との戦闘に協力したりできます。"
"TID_STAR_GOALS_DESCR_REDSTAR","他のプレイヤーと協力してケルベロス船を破壊し、このレッドスター内のアーティファクトを回収する。破壊されたケルベロス船と回収されたアーティファクトは、進捗バーを増加させる。進捗バーがしきい値を超えると、レッドスターが終わったときに影響力を得る。"
"TID_STAR_GOALS_HOMESTAR_PCT_EXPLORED","{0}%調査完了"
"TID_STAR_DLG_NO_LOG_ENTRIES","この恒星系にはログがありません"
"TID_STAR_TOTAL_CREDITS","この恒星系には貨物が<color>{0}クレジット</color>が貯蔵されています。"
"TID_STAR_TOTAL_HYDRO","この恒星系の小惑星帯には<color>{0}水素</color>が貯蔵されています。"
"TID_STAR_GOALS_DESCR_BLUESTAR","他のプレーヤーの戦艦が撃沈するまで、自分の戦艦を生存させてください。この恒星系は、外側から恒星に向かって絶えず崩壊していきます。船は崩壊エリアに入った瞬間、破壊されます。"
"TID_BOMBER_HEATMAP_ENABLED","爆撃機カバレッジヒートマップON"
"TID_BOMBER_HEATMAP_DISABLED","爆撃機カバレッジヒートマップOFF"
"TID_RELINK_WARP_LANE_SINGLE","1本のワープレーンを再リンク"
"TID_RELINK_WARP_LANES_MULTIPLE","{0}本のワープレーンを再リンク"
"TID_RELINK_WARP_LANE_CONFIRM","全てのワープレーンハブを前のコネクションに再リンクしますか？以前に接続され、有効な位置にあるハブのみ再接続されます。"
"TID_RELINK_SUCCESS","ワープレーンの再リンクが完了しました"
"TID_LOG_ENTRY_FLAGSHIP_SUMMONED","がフラグシップを召喚しました"
"TID_LOG_ENTRY_FLAGSHIP_JUMP_AWAY","がフラグシップをジャンプさせました"
"TID_LOG_ENTRY_FLAGSHIP_DEPART_NOW","がフラグシップの出航を司令しました"
"TID_LOG_ENTRY_FLAGSHIP_CANCEL_WAYPOINT","がフラグシップのウェイポイントを取り消しました"
"TID_LOG_ENTRY_FLAGSHIP_CANCEL_DEPART","がフラグシップの出航を取り消しました"
"TID_LOG_ENTRY_FLAGSHIP_ADD_WAYPOINT","がフラグシップのウェイポイントを追加しました"
"TID_LOG_ENTRY_FLAGSHIP_USE_MODULE","がフラグシップの{0}を作動させました"
"TID_PLANET_UPGRADE_TITLE","{0}をレベル{1}にアップグレード"
"TID_PLANET_UPG_CREDIT_STORE","クレジット貯蔵容量"
"TID_PLANET_UPG_CREDIT_STORE_DESCR","帝国が貯蔵できるクレジットの合計容量に寄与する"
"TID_PLANET_UPG_HYDROGEN_STORE","水素貯蔵容量"
"TID_PLANET_UPG_HYDROGEN_STORE_DESCR","帝国が貯蔵できる水素の合計容量に寄与する"
"TID_PLANET_UPG_SHIPMENT_YIELD","貨物生産率"
"TID_PLANET_UPG_SHIPMENT_YIELD_DESCR","この惑星が生産する貨物によって得られる、1時間あたりの合計クレジット報酬。"
"TID_PLANET_UPG_CREDIT_YIELD","クレジット生産率"
"TID_PLANET_UPG_CREDIT_YIELD_DESCR","この惑星が生み出す、1時間あたりのクレジット"
"TID_PLANET_UPG_HYDROGEN_YIELD","水素生産率"
"TID_PLANET_UPG_HYDROGEN_YIELD_DESCR","この惑星が生み出す、1時間あたりの水素"
"TID_PLANET_UPG_SPEED_UP_CONFIRM","惑星のアップグレードを今すぐ完了しますか？"
"TID_CHANGE_NAME_TITLE","名前の変更"
"TID_CHANGE_NAME_PROMPT","他のプレーヤーに対して表示する自分の名前を入力してください："
"TID_CHANGE_NAME_WARNING","注意：名前の変更は1回限りです"
"TID_CHANGE_PLANET_NAME_PROMPT","この惑星の名前を入力してください："
"TID_CHANGE_STATION_NAME_PROMPT","このステーションの名前を入力してください："
"TID_CHANGE_SHIP_NAME_PROMPT","この船の名前を入力してください："
"TID_ERROR_NAME_TOO_SHORT","名前が短すぎます"
"TID_ERROR_NAME_TOO_LONG","名前が長すぎます"
"TID_ERROR_SHIP_TOO_LOW_LEVEL_TO_RENAME","艦船の名前は、レベル{0}以上で変更できるようになります"
"TID_INBOX_TITLE","メッセージ"
"TID_INBOX_MSG_JUST_ARRIVED","たった今"
"TID_INBOX_TAB_INCOMING","受信箱"
"TID_INBOX_NEWS_TAB","ニュース"
"TID_INBOX_TIMESTAMP","{0}前"
"TID_INBOX_NO_MESSAGES","メッセージはありません。"
"TID_INBOX_INCOMING_DIPLOMACY_REQUEST","{0}が外交関係の樹立を希望しています。外交ステーションから返信してください。"
"TID_INBOX_DIPLOMACY_REQUEST_ACCEPTED","{0}が外交関係樹立のリクエストを承認しました"
"TID_INBOX_DIPLOMACY_REQUEST_REJECTED","{0}が外交関係樹立のリクエストを拒否しました"
"TID_INBOX_DIPLOMACY_TERMINATED","{0}があなたとの外交関係を終了しました"
"TID_INBOX_DELETE_MESSAGE","削除"
"TID_INBOX_KICKED","{0}があなたをコーポレーション"
"TID_INBOX_ALLIANCE_INVITE","{0}があなたをコーポレーション"
"TID_DISTINCTION_PIONEER","パイオニア"
"TID_DISTINCTION_PIONEER_DESCR","このプレーヤーはハデス銀河が最初に発見された時から、この銀河にいます"
"TID_DISTINCTION_TOP1","アドミラル"
"TID_DISTINCTION_TOP1_DESCR","このプレーヤーは世界ナンバー1になったことがあります"
"TID_DISTINCTION_TOP1_10D","ガバナー"
"TID_DISTINCTION_TOP1_10D_DESCR","このプレーヤーは世界ナンバー1を10日以上維持したことがあります"
"TID_DISTINCTION_TOP1_30D","エンペラー"
"TID_DISTINCTION_TOP1_30D_DESCR","このプレーヤーは世界ナンバー1を30日以上維持したことがあります"
"TID_DISTINCTION_TOP10","ディレクター"
"TID_DISTINCTION_TOP10_DESCR","このプレーヤーは世界トップ10に入ったことがあります"
"TID_DISTINCTION_TOP50","コマンダー"
"TID_DISTINCTION_TOP50_DESCR","このプレーヤーは世界トップ50に入ったことがあります"
"TID_INBOX_MESSAGE_DISTINCTION_UNLOCKED","おめでとうございます。新たな称号がアンロックされました：{0}"
"TID_DISTINCTION_TOP1_DURATION","1位を持続した時間：{0}"
"TID_DISTINCTION_BS_TOP1","ブルースター・マスター"
"TID_DISTINCTION_BS_TOP1_DESCR","このプレーヤーはブルースター・シーズンにおいてナンバー1になったことがあります。"
"TID_DISTINCTION_BS_TOP10","ブルースター・ヒーロー"
"TID_DISTINCTION_BS_TOP10_DESCR","このプレーヤーはブルースター・シーズンにおいてトップ10になったことがあります。"
"TID_DISTINCTION_BS_TOP50","ブルースター・ベテラン"
"TID_DISTINCTION_BS_TOP50_DESCR","このプレーヤーはブルースター・シーズンにおいてトップ50になったことがあります。"
"TID_DISTINCTION_WS_TOP1","ホワイトスターマスター"
"TID_DISTINCTION_WS_TOP1_DESCR","このプレイヤーは、ホワイトスターシーズンで1位に到達しました。"
"TID_DISTINCTION_WS_TOP10","ホワイトスターヒーロー"
"TID_DISTINCTION_WS_TOP10_DESCR","このプレイヤーは、ホワイトスターシーズンでトップ10に到達しました。"
"TID_DISTINCTION_WS_TOP50","ホワイトスターベテラン"
"TID_DISTINCTION_WS_TOP50_DESCR","このプレイヤーは、ホワイトスターシーズンでトップ50に到達しました。"
"TID_REPLAY_FAILED","このリプレイはもう表示できません"
"TID_REPLAY_ERROR","リプレイの再生中にエラーが発生しました"
"TID_REPLAY_TIME_REMAINING","リプレイまで："
"NOTIF_PLANET_UPGRADE","惑星がレベル{0}へアップグレードしました"
"NOTIF_DIPLOMACY_REQUEST","{0}が外交関係の樹立を希望しています"
"NOTIF_DIPLOMACY_ACCEPT","{0}が外交関係樹立のリクエストを承認しました"
"NOTIF_DIPLOMACY_END","{0}があなたの帝国との外交関係を終了しました"
"NOTIF_MINER","採掘船に新たな指令を出す必要があります"
"NOTIF_SHIPMENTS","全ての惑星で貨物が満杯です"
"NOTIF_NEW_SECTOR","恒星系内の新たなセクターを利用できるようになりました"
"NOTIF_ARTIFACT","研究ステーションの全アーティファクトの研究が完了しました"
"NOTIF_NEW_RED_STAR","新たなレッドスターが発見されました"
"NOTIF_NEW_BLUE_STAR","新たなブルースターが発見されました"
"NOTIF_RED_STAR_JOINED","進行中のレッドスター・ミッションに参加しました"
"NOTIF_RED_STAR_ENDING","レッドスターは間もなくスーパーノヴァを引き起こします"
"NOTIF_MODULE_DONE","モジュールのアップグレードが完了しました"
"NOTIF_HYDROGEN_FULL","水素キャパシティの限界に達しました。採掘船は作業を停止しました。"
"NOTIF_NEW_CRYSTAL_SHIPMENT","新たなクリスタル貨物が惑星にあります"
"NOTIF_WHITE_STAR_JOINED","新たなホワイトスターが発見されました"
"NOTIF_WHITE_STAR_PREP_OVER","発見したホワイトスターの準備期間が終了しました"
"NOTIF_WHITE_STAR_ENDING","ホワイトスター・ミッションは48時間以内に終了します"
"NOTIF_OBJECTIVE_REFRESH","新たな目標が登場しました"
"NOTIF_DAY1","イエロースター内で勢力を拡大するために帝国に指示を与えてください"
"NOTIF_BLUE_STAR_UPDATE","ブルースターにアクセスできます！詳細を確認するには、イエロースターに現れたアノマリーを見てください。"
"NOTIF_PRIVATE_RS","{0}がレッドスターレベルの新しい探査を開始しました{1}"
"NOTIF_PLAYER_NAME_AND_MESSAGE","{0}がメッセージを送信しました：{1}"
"TID_MONTH_1","1月{0}日"
"TID_MONTH_2","2月{0}日"
"TID_MONTH_3","3月{0}日"
"TID_MONTH_4","4月{0}日"
"TID_MONTH_5","5月{0}日"
"TID_MONTH_6","6月{0}日"
"TID_MONTH_7","7月{0}日"
"TID_MONTH_8","8月{0}日"
"TID_MONTH_9","9月{0}日"
"TID_MONTH_10","10月{0}日"
"TID_MONTH_11","11月{0}日"
"TID_MONTH_12","12月{0}日"
"TID_ALPHA_RETURN_GIFT","おかえりなさい！\n\nアルファ版の参加者として、あなたに「パイオニア」の称号が授けられました。\n\nまた、ゲームの初期段階における微調整に協力して頂いたお礼として、アカウントに500クリスタルを追加させて頂きました。\n\nあなたがハデス銀河の旅を楽しめることを願っています。ゲームを初期段階からサポートして頂き、ありがとうございます！\n\n――Hades' Starチーム"
"TID_SUPPORT_CRYSTALS_ADDED","サポートチケットを確認し、アカウントに{0}クリスタルを追加させて頂きました。ご迷惑をお掛けしたことをお詫び申し上げます。\n\n――Hades' Starサポートチーム"
"TID_RELIC","レリック"
"TID_RELIC_DLG_TITLE","レリック"
"TID_NO_SHIPMENTS_WHITE_STAR","レリックはありません。"
"TID_MORE_RELICS_TIMER","次のレリックまで："
"TID_PLANET_DESCR_GENERATING_RELIC","レリックを生成中"
"TID_STATUS_LOADING_RELIC","レリックを積み込み中"
"TID_NEW_RELIC_CREATED","新たなレリックが1個生成されました"
"TID_NEW_RELICS_CREATED","新たなレリックが{0}個生成されました"
"TID_PARTIAL_PROGRESS_TO_NEW_RELIC","次のレリックまでの進捗：+{0}%"
"TID_STAR_GOALS_DESCR_WHITESTAR","コーポレーションのメンバーと協力して、消滅間近のホワイトスターへ行きレリックを回収してください。\n\n全ての惑星が少しずつレリックを生成します。レリックは、レリックを輸送する輸送船が恒星系の外にジャンプすることで獲得できます。\n\nレリックの生成は、採掘船を使って惑星に水素を供給することでスピードアップさせられます。\n\n別のコーポレーションがこのエリアで活動している可能性があります。戦艦は別のコーポレーションの艦船に対して攻撃を行います。"
"TID_WHITE_STAR_FOUND_HINT","コーポレーションのメンバーと相談して、レリック回収を実施するためにホワイトスターへ送る艦船を決定してください。\n\nホワイトスター周辺では、艦船の移動が非常に遅くなります。送り出した艦船を帰還させるまでに数日間かかる場合があります。"
"TID_WHITE_STAR_SPECTATOR_INFO","スペクテイター状態のため、このホワイトスターに船を送ることはできません。\n\nホワイトスターに積極的に参加するには、探査時に参加者リストに含まれている必要があります。"
"TID_WHITE_STAR_SCAN_HINT","ホワイトスター・ミッションは、全ての参加者が2隻の艦船を送り出した時、最も成功に近づきます。"
"TID_WHITE_STAR_LBL_PARTICIPANTS","参加条件を満たすメンバー"
"TID_WHITE_STAR_LBL_ACTIVE_PARTICIPANTS","参加者"
"TID_WS_PARTICIPANTS_HINT","発見した恒星の規模によっては、リストの下部にいるメンバーは参加できない可能性があります。"
"TID_WS_NEXT_PARTICIPANT_LEVEL","{0}への資格を満たす参加者数を増やし、ホワイトスターの成功から獲得できる報酬を増やそう。"
"TID_SCANNING_WS","ホワイトスターをスキャン中"
"TID_WS_SCAN_TIME_HINT","探査には数時間かかる場合があります。ミッションは恒星を発見してから{0}時間後に始まります。"
"TID_UNABLE_TO_USE_WS_SCANNER","スキャン不可"
"TID_WS_NO_CORP","ホワイトスター・スキャナーを使用するには、コーポレーションに参加していなければなりません。"
"TID_WS_DIALOG_FIND_CORP","コーポレーションを探す"
"TID_WS_CANCEL_SEARCH","探査をキャンセル"
"TID_WS_CANCEL_SEARCH_CONFIRM","本当にホワイトスターの探査をキャンセルしますか？"
"TID_WS_CANTSCAN_REASON_MEMBERS","ホワイトスター・ミッションを開始するには、参加条件を満たすメンバーが最低{0}人必要です。"
"TID_WS_CANTSCAN_REASON_NOT_OFFICER","準備が整ったら、コーポレーションのオフィサーにホワイトスターのスキャンを開始するよう依頼してください。"
"TID_JUMP_CONFIRM_WS_CARGO_LOST","ホワイトスターにジャンプした輸送船と採掘船は、全ての積荷を失います。続けますか？"
"TID_PLANET_INFO_RELIC_GENERATION_RATE","1日あたりのレリック数"
"TID_PLANET_INFO_RELIC_GENERATION_RATE_DESCR","この惑星が自力でレリックを生成する場合の、1日あたりのレリック生成数"
"TID_PLANET_INFO_HYDRO_PER_RELIC","1レリックあたりの水素量"
"TID_PLANET_INFO_HYDRO_PER_RELIC_DESCR","新たなレリックを1個生成するためにこの惑星が必要とする水素量この量に満たない水素を供給した場合でも、レリックの生成を早めることができる。"
"TID_WHITE_STAR_PLANET_DESCR","この惑星は毎日一定数のレリックを生成する。レリックは輸送船に積み込むことができる。採掘船を使って惑星に水素を供給すれば、レリックがより早く生成される。"
"TID_JUMP_CMD_ERROR_TRANSPORT_TOO_SMALL_FOR_WS","輸送船がホワイトスターへジャンプするには、貨物キャパシティが最低{0}必要です"
"TID_WHITE_STAR_SEARCH_HINT_1","ホワイトスターでは、時間が非常に遅く進みます。これによって生まれる余裕時間を利用して、コーポレーションのメンバー間で戦略を立ててください。"
"TID_WHITE_STAR_SEARCH_HINT_2","採掘船を使ってホワイトスター周辺の惑星に水素を供給することで、レリックの生成を早めることができます。採掘船の作業中は、船を敵艦の攻撃から守るようにしてください。"
"TID_WHITE_STAR_SEARCH_HINT_3","ホワイトスターには限られた数の艦船のみを送ることができます。コーポレーション内で、どの船を、いつ送るか前もって検討すると良いでしょう。"
"TID_WHITE_STAR_SEARCH_HINT_4","コーポレーションの帰還用スターゲートに停泊している艦船は、ホワイトスターがスーパーノヴァを迎えた際に安全に帰還できます。"
"TID_WHITE_STAR_SEARCH_HINT_5","タイムマシンを利用して戦闘結果をプレビューしたり、艦船が目的地に到着した時の状態を推定したりしてみてください。"
"TID_WHITE_STAR_SEARCH_HINT_6","戦艦を作戦遂行地点に移動させる際はデルタシールドを使用することで、その他の重いシールドを使用した場合よりも早く移動できます。"
"TID_WHITE_STAR_SEARCH_HINT_7","プレイヤーが新たなホワイトスター探査に参加できる場合、コーポレーションメンバーリストのプレイヤー番号の周りに、半透明のホワイトスターアイコンが表示されます。アクティブなホワイトスターに参加しているプレイヤーには、不透明のアイコンが表示されます。"
"TID_WHITE_STAR_SEARCH_HINT_8","参加メンバーが増えれば増えるほど、より豊かなホワイトスターを発見できる可能性が高まります。"
"TID_WHITE_STAR_SEARCH_HINT_9","レリックを積み込んでいる輸送船は無防備です。積み込み作業中の輸送船を守る作戦を立てましょう。"
"TID_WHITE_STAR_SEARCH_HINT_10","ホワイトスター・ミッション中におけるコーポレーションメンバーとの会話を知られたくない場合は、恒星系チャットを利用しましょう。これにより、相手コーポレーションのプレーヤーはメッセージを見ることができなくなります。"
"TID_WHITE_STAR_SEARCH_HINT_11","ホワイトスターにいる艦船やそのモジュールをアップグレードすることはできません。実行待ち状態のアップグレードは艦船の帰還後に適用されます。"
"TID_CMD_ERROR_CANT_TELEPORT_IN_BARRIER","敵のバリア範囲内にテレポートすることはできません。"
"TID_WSDIALOG_OPTIN_LABEL","ホワイトスター探索に参加する："
"TID_WSDIALOG_OPTOUT_CONFIRM","本当にホワイトスター探索を辞めますか？コーポレーションの今後の探索に参加できなくなります。"
"TID_WS_PREPARATION_PERIOD","準備期間"
"TID_WS_PREPARATION_ENDS_IN","終了まであと{0}"
"TID_WS_PREPARATION_PERIOD_DESCR","準備期間中は、艦船をジャンプさせることや最初の移動指示を出すことが可能です。艦船は準備期間の終了後に移動を開始します。\n\n準備期間を利用して、コーポレーションメンバーと戦術を検討してください。また、タイムマシンを使えば、艦船の未来の操作を計画することもできます。"
"TIC_CMD_CANT_USE_MODULE_IN_PREPARATION","準備期間中にモジュールを作動させることはできません"
"TID_WS_CANNOT_JUMP_MORE","このタイプの艦船をこれ以上ジャンプさせることはできません"
"TID_WS_CANNOT_JUMP_COOLDOWN","このタイプの艦船をさらにジャンプさせるには、クールダウンの終了を待つ必要があります"
"TID_WS_JUMP_SHIP_WARNING","ホワイトスターでは、時間が非常に遅く進みます。艦船を帰還させるまでに数日間かかる場合があります。"
"TID_WS_HISTORIC_RESULTS","過去のホワイトスター・ミッション"
"TID_WS_ACTIVATE_MODULE_CONFIRM","{0}を今すぐ作動させますか？"
"TID_WS_REWARDS_MSG_WINNER","おめでとうございます、あなたのコーポレーションがホワイトスターミッションに優勝しました！以下の資源を獲得しました：\n\n<quad class=''cr''><c1>{0}</color><quad class=''fuel''><c2>{1}</color> "
"TID_WS_REWARDS_MSG_LOSS","ホワイトスターミッションが終了しました。以下の資源を獲得しました：\n\n<quad class=''cr''><c1>{0}</color><quad class=''fuel''><c2>{1}</color>"
"TID_WS_REWARDS_CRYSTALS","前回のホワイトスター・ミッションの報酬がストレージの上限を超えました。超過分は通常より低いレートでクリスタルに変換されました。<quad class=''pc''> <c3>{0}</color> を獲得しました"
"TID_WS_REWARDS_OVERFLOW","最近のホワイトスターミッションから得られた報酬がストレージに収まりません。受け取るには3日以内にスペースを作ってください。\n\n<quad class=''cr''><c1>{0}</color><quad class=''fuel''><c2>{1}</color>"
"TID_WS_REWARDS_MSG_DELETE_CONFIRM","このメッセージには、未回収の報酬が入っています。本当に削除しますか？"
"TID_WS_REWARDS_OVERFLOW_WARNING","あなたはすべての報酬を保管するのに十分な容量がありません。今すぐ受け取りますか？"
"TID_INFLUENCE_DECAY","レッドスターを獲得していないため、影響力を失いました。このペナルティを回避するには、3日ごとにスキャナが許可する最大レベルで、少なくとも1つのレッドスターを獲得してください。\n\n<quad class=''influence''><c5>-{0}</color>"
"TID_JUMP_FAIL_NOT_IN_CORP","ジャンプできません。そのコーポレーションには参加していません。"
"TID_JUMP_FAIL_DISABLED","無力化した艦船はジャンプできません。"
"TID_JUMP_FAILED_MODULE_PREP","モジュールの起動中には離脱できません。"
"TID_STAR_TIME_SLOWDOWN","タイムスローダウン"
"TID_STAR_TIME_SLOWDOWN_DESCR","この恒星系では、時間が通常より遅く流れる。イエロースターにおける1秒は、ここでは{0}秒になる。"
"TID_SHOW_WS_STAT_VALUES","ホワイトスターの数値を表示"
"TID_SHOW_BS_STAT_VALUES","ブルースターの値を表示"
"TID_WS_VERSUS_BRACKET","{0} vs {0}"
"TID_CORP_LEVELS_LABEL","コーポレーションレベル"
"TID_CORP_LEVEL_TITLE","レベル{0}"
"TID_CORP_MAX_MEMBERS","最大メンバー数"
"TID_CORP_PASSIVE_INCOME_BONUS","パッシブ収入ボーナス"
"TID_CORP_ARTIFACT_YIELD_BONUS","個人レッドスター・アーティファクト研究ボーナス"
"TID_CORP_MAX_FLAGSHIP_LEVEL","最大フラグシップレベル"
"TID_CORP_NEW_FLAGSHIP_MODULE","新しいフラグシップモジュール"
"TID_MSG_WHITE_STAR_BRACKET_NOT_SUPPORTED","{0}対{0}ブラケットはサポートされなくなったため、ホワイトスターの探査がキャンセルされました。詳しくはblog.hadesstar.comのリリースノートをご覧ください。"
"TID_WS_SCANNER_SLOT_1","スロット1"
"TID_WS_SCANNER_SLOT_2","スロット2"
"TID_WS_LABEL_STANDINGS","スコア"
"TID_WS_LABEL_REWARDS_PROGRESS","報酬までの進捗状況"
"TID_WS_LABEL_REWARDS_PROGRESS_DESCR","敵の戦艦に<color=''red''>ダメージ</color>を与えてアクティビティバーを伸ばし、<color=''#8C65FEFF''>水素</color> を保管するか、<color=''#FFB800FF''>レリック</color>を星系の外に輸送します。\n\nアクティビティバーを満タンにし、このホワイトスターを獲得して報酬を最大化しましょう。"
"TID_WS_OBJECTIVE","ホワイトスターの目的"
"TID_WS_LABEL_SPECTATE","放送"
"TID_WS_TOGGLE_SPECTATE","スペクテイターを許可する"
"TID_WS_TOGGLE_SPECTATE_DESCR","両方の参加コーポレーションが有効にした場合、このスターは「アクティブなホワイトスター」ダイアログに表示され、誰でも見ることができます。"
"TID_CORP_FLAGSHIP_LABEL","コーポレーションフラグシップ"
"TID_CORP_FLAGSHIP_CURRENT_LOCATION","この恒星系について"
"TID_CORP_FLAGSHIP_NO_LOCATION","なし"
"TID_CORP_FLAGSHIP_NO_LOCATION_HINT","全てのオフィサーがコーポレーションの内向きのジャンプゲートを経由してフラグシップをアクティブなホワイトスターに召喚できます。"
