"TID_INTRO_MESSAGE_TITLE","BIENVENIDO A HADES' STAR"
"TID_CHAT_ENTRY_JOIN","se ha unido a la corporación."
"TID_CHAT_ENTRY_LEFT","ha dejado la corporación."
"TID_CHAT_ENTRY_PROMOTED","ha recibido un ascenso por parte de {0}."
"TID_CHAT_ENTRY_DEMOTED","ha recibido una degradación por parte de {0}."
"TID_CHAT_ENTRY_KICK","ha recibido una expulsión por parte de {0}."
"TID_CHAT_ENTRY_CORP_SETTINGS_CHANGED","ha editado los ajustes de la corporación."
"TID_CHAT_ENTRY_REQUEST_JOIN","solicita unirse a la corporación."
"TID_CHAT_ENTRY_DESTROYED_BASE","ha destruido una base de Cerbero cerca de {0}."
"TID_CHAT_ENTRY_COLONIZED","ha colonizado el planeta {0}."
"TID_CHAT_ENTRY_LOST_FLEET","ha perdido una {0} cerca de {1}."
"TID_CHAT_ENTRY_DESTROYED_CERB_FLEET","ha destruido una flota de Cerbero cerca de {0}."
"TID_CHAT_ENTRY_ABANDONED_SYSTEM","ha abandonado este sistema estelar."
"TID_CHAT_ENTRY_SEARCH_PVP","ha iniciado la búsqueda de una estrella blanca."
"TID_CHAT_ENTRY_FLAGSHIP_CONTRIB","ha contribuido con {0} créditos para la nave insignia."
"TID_CHAT_ENTRY_SHARE_VIEW","ha compartido la vista de un sistema estelar."
"TID_CHAT_ENTRY_SEARCH_PVP_COMPLETE","Tu corporación ha descubierto una estrella blanca nueva."
"TID_CHAT_ENTRY_CORP_LEVEL_UP","Tu corporación se ha mejorado al nivel {0}"
"TID_CHAT_ENTRY_FLAGSHIP_LEVEL_UP","Tu nave insignia de la corporación subirá al nivel {0} la próxima vez que la despliegues."
"TID_CHAT_ENTRY_FLAGSHIP_UNLOCKED","Tu nave insignia de la corporación ya está lista para el despliegue."
"TID_CHAT_ENTRY_SEARCH_PVP_CANCELLED","ha cancelado la búsqueda de estrellas blancas."
"TID_CHAT_REQUEST_ACCEPT","Aceptada por {0}"
"TID_CHAT_REQUEST_REJECT","Rechazada por {0}"
"TID_CHAT_REQUEST_CORP_FULL","Error: corporación completa"
"TID_CHAT_REQUEST_FAIL_PLAYER_JOINED_ANOTHER","Error: el jugador está en otra corporación."
"TID_CHAT_POPUP_VIEW_LOCATION","Ver ubicación"
"TID_STREAMENTRY_ALLIANCE_REQUEST_ACCEPT","ACEPTAR"
"TID_STREAMENTRY_ALLIANCE_REQUEST_REJECT","RECHAZAR"
"TID_STREAMENTRY_ALLIANCE_SHARE_SYSTEM_VIEW","VER"
"TID_CHAT_POPUP_REPORT_PLAYER","Denunciar"
"TID_CHAT_POPUP_BLOCK_PLAYER","Bloquear"
"TID_CHAT_POPUP_REPORT_PLAYER_CONFIRM","¿Seguro que quieres denunciar a {0} por comportamiento inapropiado u ofensivo?"
"TID_CHAT_POPUP_VIEW_WS_SHIPS","Siguiente nave"
"TID_HUD_MSG_NO_SHIPS","Este jugador no tiene naves en este sistema"
"TID_CHAT_REPORT_PLAYER_MODERATOR","Como moderador, tu acción expulsará inmediatamente al jugador del chat galáctico durante 24 horas."
"TID_CHAT_POPUP_REPORT_SENT","Tu denuncia se ha enviado."
"TID_CHAT_POPUP_PLAYER_BLOCKED","No verás ningún mensaje de {0} hasta que la aplicación se vuelva a cargar."
"TID_CHAT_LOCAL_CHAT_LOCKED","CHAT DE ESTRELLA NO DISPONIBLE"
"TID_CHAT_LOCAL_LOCKED_INFO","No has establecido relaciones diplomáticas con el propietario de este sistema estelar."
"TID_CHAT_WS_LOCKED_INFO","Solo las corporaciones que participan pueden usar el chat de estrella blanca."
"TID_CHAT_CORP_RED_STAR_SEARCH_IN_PROGRESS","Búsqueda en curso..."
"TID_CHAT_CORP_RED_STAR_IN_PROGRESS","Estrella roja en curso..."
"TID_CHAT_JOIN_IN_PROGRESS_CONFIRM","Esta estrella roja ya está en curso... ¿Seguro que quieres unirte?"
"TID_CHAT_CORP_RED_STAR_ENDED","La estrella roja se ha convertido en supernova."
"TID_CHAT_ENTRY_STARTED_RED_STAR_SEARCH","ha iniciado una búsqueda de estrella roja (nvl. {0})."
"TID_CHAT_ENTRY_JOIN_RED_STAR_SEARCH","UNIRSE"
"TID_CHAT_CANNOT_JOIN_RED_STAR_LEVEL","Debes mejorar tu escáner de estrellas rojas para unirte a una búsqueda de nivel superior."
"TID_CHAT_CANNOT_JOIN_RED_STAR_ALREADY_IN","Ya estás participando en una estrella roja."
"TID_CHAT_CANNOT_JOIN_TIMER","No puedes unirte a la estrella roja al estar tan cerca de la supernova"
"TID_CHAT_CANNOT_JOIN_FULL","Esta estrella roja está llena"
"TID_CHAT_ENTRY_VIEW_RED_STAR_IN_PROGRESS","VER"
"TID_CHAT_ENTRY_WATCH_OLD_RED_STAR_REPLAY","VER REPETICIÓN"
"TID_CHAT_ENTRY_REPLAY_SHARED","ha compartido una repetición."
"TID_SELECT_PING_LOCATION","Elige un lugar de este sistema estelar para avisar a otros jugadores."
"TID_PING_DEFAULT_MESSAGE","¡Enviemos nuestras naves aquí!"
"TID_PING_RATE_LIMITED","No puedes enviar avisos tan a menudo."
"TID_CHAT_ENTRY_PING","ha enviado un aviso."
"TID_LOCAL_STAR_CHAT_DISABLED","Esta estrella no es compatible con el chat local."
"TID_CORP_NOTIFICATIONS_TITLE","NOTIFICACIONES DE CORPORACIÓN"
"TID_CORP_PRS_NOTIFICATION_LBL","Notificarme de los eventos siguientes:"
"TID_CORP_PRS_NEW_RS_NOTIF","Nueva búsqueda de estrellas rojas (nivel {0})"
"TID_CORP_PRS_NEW_MESSAGE_NOTIF","Nuevo mensaje para los miembros de la corporación"
"TID_STAR_DLG_TITLE","ESTRELLA ACTUAL"
"TID_STAR_DLG_OBJECTIVES_TAB","DATOS DE LA ESTRELLA"
"TID_STAR_DLG_STARLOG_TAB","REGISTRO DE ESTRELLAS"
"TID_STAR_GOALS_DESCR_HOMESTAR","Se te ha asignado esta estrella como base de operaciones en la galaxia de Hades. Tu meta es explorar toda la estrella, eliminar todas las fuerzas de Cerbero y construir una infraestructura económica sólida."
"TID_STAR_GOALS_DESCR_OTHER_PLAYER_HOMESTAR","Esta estrella pertenece a otro jugador. Si tienes relaciones diplomáticas con este jugador, puedes enviar un número limitado de naves aquí para comerciar o ayudar al propietario contra las fuerzas de Cerbero."
"TID_STAR_GOALS_DESCR_REDSTAR","Colabora con otros jugadores para destruir naves Cerbero y recuperar artefactos en esta estrella roja. Destruir naves Cerbero y recuperar artefactos aumentará la barra de progreso. Llena la barra de progreso por encima de tu umbral para ganar influencia cuando acabe la estrella roja."
"TID_STAR_GOALS_HOMESTAR_PCT_EXPLORED","{0} % explorado"
"TID_STAR_DLG_NO_LOG_ENTRIES","No hay entradas de registro disponibles en este sistema estelar."
"TID_STAR_TOTAL_CREDITS","<color>{0} créditos</color> almacenados en envíos en este sistema estelar."
"TID_STAR_TOTAL_HYDRO","<color>{0} de hidrógeno</color> almacenado en campos de asteroides en este sistema estelar."
"TID_STAR_GOALS_DESCR_BLUESTAR","Mantén tu nave de combate con vida hasta que todas las de los demás jugadores sean destruidas. El sistema estelar implosiona constantemente desde el exterior hacia la estrella. Las naves dentro de la zona implosionada serán destruidas de inmediato."
"TID_BOMBER_HEATMAP_ENABLED","Mapa térmico de impacto de Bombardero ACTIVADO"
"TID_BOMBER_HEATMAP_DISABLED","Mapa térmico de impacto de Bombardero DESACTIVADO"
"TID_RELINK_WARP_LANE_SINGLE","VOLVER A ENLAZAR 1 RUTA DE SALTO"
"TID_RELINK_WARP_LANES_MULTIPLE","VOLVER A ENLAZAR {0} RUTAS DE SALTO"
"TID_RELINK_WARP_LANE_CONFIRM","¿Quieres volver a enlazar los hubs de las rutas de salto con su última conexión? Solo se reconectarán los hubs que ya se hayan conectado anteriormente y estén en una posición válida."
"TID_RELINK_SUCCESS","La ruta de salto se ha vuelto a enlazar"
"TID_LOG_ENTRY_FLAGSHIP_SUMMONED","ha convocado la nave insignia"
"TID_LOG_ENTRY_FLAGSHIP_JUMP_AWAY","ha ordenado saltar a la nave insignia"
"TID_LOG_ENTRY_FLAGSHIP_DEPART_NOW","ha ordenado despegar a la nave insignia"
"TID_LOG_ENTRY_FLAGSHIP_CANCEL_WAYPOINT","ha cancelado un punto de ruta de la nave insignia"
"TID_LOG_ENTRY_FLAGSHIP_CANCEL_DEPART","ha cancelado el despegue de la nave insignia"
"TID_LOG_ENTRY_FLAGSHIP_ADD_WAYPOINT","ha añadido un punto de ruta para la nave insignia"
"TID_LOG_ENTRY_FLAGSHIP_USE_MODULE","ha activado el módulo {0} en la nave insignia"
"TID_PLANET_UPGRADE_TITLE","Mejora {0} al nivel {1}."
"TID_PLANET_UPG_CREDIT_STORE","ALMACENAMIENTO DE CRÉDITOS"
"TID_PLANET_UPG_CREDIT_STORE_DESCR","Contribuye a la cantidad máxima de créditos que tu imperio puede almacenar."
"TID_PLANET_UPG_HYDROGEN_STORE","ALMACENAMIENTO DE HIDRÓGENO"
"TID_PLANET_UPG_HYDROGEN_STORE_DESCR","Contribuye a la cantidad máxima de hidrógeno que tu imperio puede almacenar."
"TID_PLANET_UPG_SHIPMENT_YIELD","PRODUCCIÓN DE ENVÍOS"
"TID_PLANET_UPG_SHIPMENT_YIELD_DESCR","La recompensa total de créditos que generan los envíos de este planeta cada hora."
"TID_PLANET_UPG_CREDIT_YIELD","PRODUCCIÓN DE CRÉDITOS"
"TID_PLANET_UPG_CREDIT_YIELD_DESCR","La cantidad de créditos por hora que te genera este planeta."
"TID_PLANET_UPG_HYDROGEN_YIELD","PRODUCCIÓN DE HIDRÓGENO"
"TID_PLANET_UPG_HYDROGEN_YIELD_DESCR","La cantidad de hidrógeno por hora que genera este planeta."
"TID_PLANET_UPG_SPEED_UP_CONFIRM","¿Finalizar mejora del planeta ahora?"
"TID_CHANGE_NAME_TITLE","CAMBIAR NOMBRE"
"TID_CHANGE_NAME_PROMPT","Introduce el nombre por el que te conocerán otros jugadores de la galaxia:"
"TID_CHANGE_NAME_WARNING","AVISO: solo podrás cambiar el nombre una vez."
"TID_CHANGE_PLANET_NAME_PROMPT","Introduce el nombre por el que conocerán este planeta:"
"TID_CHANGE_STATION_NAME_PROMPT","Introduce el nombre por el que conocerán esta estación:"
"TID_CHANGE_SHIP_NAME_PROMPT","Introduce el nombre por el que conocerán esta nave:"
"TID_ERROR_NAME_TOO_SHORT","Nombre demasiado corto"
"TID_ERROR_NAME_TOO_LONG","Nombre demasiado largo"
"TID_ERROR_SHIP_TOO_LOW_LEVEL_TO_RENAME","Solo puedes renombrar las naves de nivel {0} o superior."
"TID_INBOX_TITLE","MENSAJES"
"TID_INBOX_MSG_JUST_ARRIVED","Justo ahora"
"TID_INBOX_TAB_INCOMING","BUZÓN"
"TID_INBOX_NEWS_TAB","NOVEDADES"
"TID_INBOX_TIMESTAMP","Hace {0}"
"TID_INBOX_NO_MESSAGES","No tienes mensajes."
"TID_INBOX_INCOMING_DIPLOMACY_REQUEST","{0} quiere establecer relaciones diplomáticas contigo. Responde desde tu estación diplomática."
"TID_INBOX_DIPLOMACY_REQUEST_ACCEPTED","{0} ha aceptado tu solicitud para establecer relaciones diplomáticas."
"TID_INBOX_DIPLOMACY_REQUEST_REJECTED","{0} ha rechazado tu solicitud para establecer relaciones diplomáticas."
"TID_INBOX_DIPLOMACY_TERMINATED","{0} ha finalizado vuestras relaciones diplomáticas."
"TID_INBOX_DELETE_MESSAGE","BORRAR"
"TID_INBOX_KICKED","{0} te ha expulsado de la corporación {1}."
"TID_INBOX_ALLIANCE_INVITE","{0} te ha invitado a unirte a su corporación, <a name=''corp''>{1}</a>"
"TID_DISTINCTION_PIONEER","PIONERO"
"TID_DISTINCTION_PIONEER_DESCR","Este jugador lleva en la galaxia de Hades desde que se descubrió."
"TID_DISTINCTION_TOP1","Almirante"
"TID_DISTINCTION_TOP1_DESCR","Este jugador ha alcanzado la 1.ª posición a nivel global."
"TID_DISTINCTION_TOP1_10D","Gobernador"
"TID_DISTINCTION_TOP1_10D_DESCR","Este jugador ha defendido la 1.ª posición a nivel global durante más de 10 días."
"TID_DISTINCTION_TOP1_30D","Emperador"
"TID_DISTINCTION_TOP1_30D_DESCR","Este jugador ha defendido la 1.ª posición a nivel global durante más de 30 días."
"TID_DISTINCTION_TOP10","Director"
"TID_DISTINCTION_TOP10_DESCR","Este jugador se ha colocado entre los 10 primeros a nivel global."
"TID_DISTINCTION_TOP50","Comandante"
"TID_DISTINCTION_TOP50_DESCR","Este jugador se ha colocado entre los 50 primeros a nivel global."
"TID_INBOX_MESSAGE_DISTINCTION_UNLOCKED","Enhorabuena, has desbloqueado una nueva distinción: {0}"
"TID_DISTINCTION_TOP1_DURATION","1.ª posición defendida durante: {0}"
"TID_DISTINCTION_BS_TOP1","AS DE ESTRELLA AZUL"
"TID_DISTINCTION_BS_TOP1_DESCR","Este jugador ha conseguido la 1.ª posición en una temporada de estrellas azules."
"TID_DISTINCTION_BS_TOP10","HÉROE DE ESTRELLA AZUL"
"TID_DISTINCTION_BS_TOP10_DESCR","Este jugador ha quedado entre los 10 primeros en una temporada de estrellas azules."
"TID_DISTINCTION_BS_TOP50","VETERANO DE ESTRELLA AZUL"
"TID_DISTINCTION_BS_TOP50_DESCR","Este jugador ha quedado entre los 50 primeros en una temporada de estrellas azules."
"TID_DISTINCTION_WS_TOP1","AS DE ESTRELLAS BLANCAS"
"TID_DISTINCTION_WS_TOP1_DESCR","Este jugador ha conseguido la 1.ª posición en una temporada de estrellas blancas."
"TID_DISTINCTION_WS_TOP10","HÉROE DE ESTRELLAS BLANCAS"
"TID_DISTINCTION_WS_TOP10_DESCR","Este jugador ha quedado entre los 10 primeros en una temporada de estrellas blancas."
"TID_DISTINCTION_WS_TOP50","VETERANO DE ESTRELLAS BLANCAS"
"TID_DISTINCTION_WS_TOP50_DESCR","Este jugador ha quedado entre los 50 primeros en una temporada de estrellas blancas."
"TID_REPLAY_FAILED","Esta repetición ya no está disponible."
"TID_REPLAY_ERROR","Error al reproducir esta repetición."
"TID_REPLAY_TIME_REMAINING","Repetición terminada en:"
"NOTIF_PLANET_UPGRADE","Se ha completado la mejora del planeta al nivel {0}."
"NOTIF_DIPLOMACY_REQUEST","{0} quiere establecer relaciones diplomáticas con tu imperio."
"NOTIF_DIPLOMACY_ACCEPT","{0} ha aceptado tu solicitud para establecer relaciones diplomáticas."
"NOTIF_DIPLOMACY_END","{0} ha puesto fin a las relaciones diplomáticas con tu imperio."
"NOTIF_MINER","Tu nave minera necesita nuevas órdenes."
"NOTIF_SHIPMENTS","Todos tus planetas están llenos de envíos."
"NOTIF_NEW_SECTOR","Ya hay un nuevo sector disponible en tu sistema solar."
"NOTIF_ARTIFACT","Tu estación de investigación ha terminado de investigar todos los artefactos."
"NOTIF_NEW_RED_STAR","Se ha descubierto una nueva estrella roja."
"NOTIF_NEW_BLUE_STAR","Nueva estrella azul descubierta"
"NOTIF_RED_STAR_JOINED","Te has unido a una estrella roja en curso."
"NOTIF_RED_STAR_ENDING","Tu estrella roja se convertirá pronto en supernova."
"NOTIF_MODULE_DONE","Mejora del módulo completada"
"NOTIF_HYDROGEN_FULL","Capacidad de hidrógeno al máximo. Tu nave minera ha dejado de trabajar."
"NOTIF_NEW_CRYSTAL_SHIPMENT","Un nuevo envío de cristales ha llegado a tu planeta."
"NOTIF_WHITE_STAR_JOINED","Se ha descubierto una nueva estrella blanca."
"NOTIF_WHITE_STAR_PREP_OVER","Se acabó el periodo de preparación para la estrella blanca detectada."
"NOTIF_WHITE_STAR_ENDING","La estrella blanca acaba en 48 horas."
"NOTIF_OBJECTIVE_REFRESH","Hay un nuevo objetivo disponible."
"NOTIF_DAY1","Tu imperio necesita nuevas órdenes para seguir expandiéndose en la estrella amarilla."
"NOTIF_BLUE_STAR_UPDATE","¡Ya puedes acceder a las estrellas azules! Mira la anomalía aparecida en tu estrella amarilla para ver más información."
"NOTIF_PRIVATE_RS","{0} ha comenzado una nueva búsqueda de estrellas rojas de nivel {1}"
"NOTIF_PLAYER_NAME_AND_MESSAGE","{0} ha enviado un mensaje: {1}"
"TID_MONTH_1","{0} ENE"
"TID_MONTH_2","{0} FEB"
"TID_MONTH_3","{0} MAR"
"TID_MONTH_4","{0} ABR"
"TID_MONTH_5","{0} MAY"
"TID_MONTH_6","{0} JUN"
"TID_MONTH_7","{0} JUL"
"TID_MONTH_8","{0} AGO"
"TID_MONTH_9","{0} SEP"
"TID_MONTH_10","{0} OCT"
"TID_MONTH_11","{0} NOV"
"TID_MONTH_12","{0} DIC"
"TID_ALPHA_RETURN_GIFT","¡Hola de nuevo!\n\nPor ser un participante de la fase Alfa que regresa, has desbloqueado la distinción Pionero.\n\nAdemás, hemos añadido 500 cristales a tu cuenta por ayudarnos a pulir el juego en una fase tan temprana.\n\n¡Disfruta de tu travesía por la galaxia de Hades! ¡Gracias por apoyarnos desde nuestros inicios!\n\nEl equipo de Hades' Star"
"TID_SUPPORT_CRYSTALS_ADDED","Hemos revisado tu incidencia y hemos añadido {0} cristales a tu cuenta. Disculpa las molestias.\n\n- Asistencia al jugador de Hades' Star"
"TID_RELIC","RELIQUIA"
"TID_RELIC_DLG_TITLE","RELIQUIAS"
"TID_NO_SHIPMENTS_WHITE_STAR","No hay reliquias disponibles."
"TID_MORE_RELICS_TIMER","Siguiente reliquia en:"
"TID_PLANET_DESCR_GENERATING_RELIC","Generando reliquia"
"TID_STATUS_LOADING_RELIC","Cargando reliquia"
"TID_NEW_RELIC_CREATED","Nueva reliquia creada"
"TID_NEW_RELICS_CREATED","{0} nuevas reliquias creadas"
"TID_PARTIAL_PROGRESS_TO_NEW_RELIC","+{0} % de progreso hacia la siguiente reliquia"
"TID_STAR_GOALS_DESCR_WHITESTAR","Trabaja con los miembros de tu corporación para recuperar reliquias de esta estrella blanca agonizante.\n\nTodos los planetas generan reliquias con el tiempo. Las reliquias se reclaman cuando la nave de transporte que las porta sale del sistema.\n\nLas naves mineras pueden acelerar la generación de reliquias depositando hidrógeno en los planetas.\n\nPuede que otra corporación esté operando en esta zona. Las naves de combate abrirán fuego sobre las naves de otras corporaciones."
"TID_WHITE_STAR_FOUND_HINT","Coordínate con tu corporación y decide qué naves vas a enviar a esta estrella blanca para ayudar a recuperar reliquias.\n\nLas naves se mueven muy despacio en las estrellas blancas. Cualquier nave que envíes puede que no vuelva en días."
"TID_WHITE_STAR_SPECTATOR_INFO","Como espectador, no puedes enviar naves a esta estrella blanca.\n\nPara participar activamente en una estrella blanca, tienes que estar en la lista de participantes en el momento de la búsqueda."
"TID_WHITE_STAR_SCAN_HINT","Las estrellas blancas funcionan mejor cuando todos los participantes envían dos naves."
"TID_WHITE_STAR_LBL_PARTICIPANTS","PARTICIPANTES APTOS"
"TID_WHITE_STAR_LBL_ACTIVE_PARTICIPANTS","PARTICIPANTES"
"TID_WS_PARTICIPANTS_HINT","Algunos participantes aptos al final de la lista pueden quedar fuera para coincidir con el tamaño de la estrella detectada."
"TID_WS_NEXT_PARTICIPANT_LEVEL","Aumenta el número de participantes aptos a {0} para reclamar más recompensas de una estrella blanca exitosa."
"TID_SCANNING_WS","ESCANEANDO ESTRELLA BLANCA"
"TID_WS_SCAN_TIME_HINT","La búsqueda puede tardar muchas horas. La misión comenzará {0} horas después de encontrar la estrella."
"TID_UNABLE_TO_USE_WS_SCANNER","NO SE PUEDE ESCANEAR"
"TID_WS_NO_CORP","Antes de utilizar el escáner de estrellas blancas, debes unirte a una corporación."
"TID_WS_DIALOG_FIND_CORP","BUSCAR CORPORACIÓN"
"TID_WS_CANCEL_SEARCH","CANCELAR BÚSQUEDA"
"TID_WS_CANCEL_SEARCH_CONFIRM","¿Seguro que quieres cancelar la búsqueda de una estrella blanca?"
"TID_WS_CANTSCAN_REASON_MEMBERS","Necesitas al menos {0} participantes aptos para poder iniciar una estrella blanca."
"TID_WS_CANTSCAN_REASON_NOT_OFFICER","Cuando quieras, pídele a un oficial de tu corporación que empiece a escanear en busca de estrellas blancas."
"TID_JUMP_CONFIRM_WS_CARGO_LOST","Las naves de transporte y las naves mineras perderán todo su cargamento cuando salten a una estrella blanca. ¿Continuar?"
"TID_PLANET_INFO_RELIC_GENERATION_RATE","RELIQUIAS POR DÍA"
"TID_PLANET_INFO_RELIC_GENERATION_RATE_DESCR","La cantidad de reliquias que genera este planeta por sí mismo, ajustada por día."
"TID_PLANET_INFO_HYDRO_PER_RELIC","HIDRÓGENO POR RELIQUIA"
"TID_PLANET_INFO_HYDRO_PER_RELIC_DESCR","La cantidad de hidrógeno que hay que depositar en este planeta para que cree una nueva reliquia. Las cantidades más pequeñas depositadas también acelerarán la regeneración de reliquias."
"TID_WHITE_STAR_PLANET_DESCR","Este planeta genera una cantidad constante de reliquias cada día. Las reliquias se pueden cargar en naves de transporte. Depositar hidrógeno con naves mineras en este planeta acelerará la generación de reliquias."
"TID_JUMP_CMD_ERROR_TRANSPORT_TOO_SMALL_FOR_WS","Las naves de transporte deben tener una capacidad de carga de al menos {0} antes de poder saltar a una estrella blanca."
"TID_WHITE_STAR_SEARCH_HINT_1","El tiempo pasa muy despacio en las estrellas blancas. Usa el tiempo extra para coordinar tu estrategia con otros colegas de la corporación."
"TID_WHITE_STAR_SEARCH_HINT_2","Las naves mineras acelerarán la creación de reliquias al depositar hidrógeno en los planetas de estrellas blancas. Asegúrate de que tus operaciones mineras están protegidas de forma adecuada frente al fuego enemigo."
"TID_WHITE_STAR_SEARCH_HINT_3","Solo puedes enviar una cantidad pequeña de naves a las estrellas blancas. Puede que tu corporación quiera discutir antes quién hace saltar qué nave y cuándo."
"TID_WHITE_STAR_SEARCH_HINT_4","Las naves atracadas en el portal estelar de retorno de la corporación volverán automáticamente a estar seguras cuando la estrella blanca se convierta en supernova."
"TID_WHITE_STAR_SEARCH_HINT_5","Usa la máquina del tiempo para prever los resultados del combate y ver el estado en que quedará el sistema cuando tus naves lleguen a su destino."
"TID_WHITE_STAR_SEARCH_HINT_6","El escudo Delta puede permitir que tu nave de combate llegue a posiciones estratégicas más rápido que otras naves con escudos más pesados."
"TID_WHITE_STAR_SEARCH_HINT_7","Los jugadores que puedan participar en una nueva búsqueda de estrellas blancas tendrán un icono borroso de estrella blanca alrededor de su número de jugador en la lista de miembros de la corporación. Los jugadores que ya estén participando en una estrella blanca activa tendrán un icono nítido."
"TID_WHITE_STAR_SEARCH_HINT_8","Cuantos más miembros participantes tengas en tu corporación, más probabilidades tendrás de detectar estrellas blancas más ricas."
"TID_WHITE_STAR_SEARCH_HINT_9","Tus naves de transporte son vulnerables mientras cargan reliquias. Prepara un plan para protegerlas durante todo el proceso de carga."
"TID_WHITE_STAR_SEARCH_HINT_10","Usa la pestaña Sistema estelar del chat mientras estés en la estrella blanca para comunicarte en privado con los miembros de tu corporación. Los jugadores de otras corporaciones no pueden ver tus mensajes."
"TID_WHITE_STAR_SEARCH_HINT_11","No puedes mejorar tus naves ni sus módulos mientras estén en la estrella blanca. Las mejoras pendientes se aplicarán cuando las naves vuelvan a casa."
"TID_CMD_ERROR_CANT_TELEPORT_IN_BARRIER","No se puede teletransportar dentro de una zona de barrera enemiga."
"TID_WSDIALOG_OPTIN_LABEL","PARTICIPA EN BÚSQUEDAS DE ESTRELLAS BLANCAS:"
"TID_WSDIALOG_OPTOUT_CONFIRM","¿Seguro que quieres dejar las búsquedas de estrellas blancas? No se te incluirá en las búsquedas futuras de tu corporación."
"TID_WS_PREPARATION_PERIOD","PERIODO DE PREPARACIÓN"
"TID_WS_PREPARATION_ENDS_IN","Acaba en {0}"
"TID_WS_PREPARATION_PERIOD_DESCR","Durante el periodo de preparación, puedes hacer saltar las naves dentro y darles una orden de movimiento inicial. Las naves comienzan a moverse cuando finaliza la preparación.\n\nUsa este tiempo para discutir tácticas con los miembros de tu corporación. También puedes programar órdenes futuras para tus naves mediante la máquina del tiempo."
"TIC_CMD_CANT_USE_MODULE_IN_PREPARATION","No se pueden activar los módulos durante la preparación."
"TID_WS_CANNOT_JUMP_MORE","Por ahora, no puedes hacer saltar más naves de este tipo."
"TID_WS_CANNOT_JUMP_COOLDOWN","Debes esperar a que termine el enfriamiento antes de hacer saltar más naves de este tipo."
"TID_WS_JUMP_SHIP_WARNING","El tiempo pasa muy despacio en las estrellas blancas. Puede que no tengas la nave de vuelta hasta dentro de unos días."
"TID_WS_HISTORIC_RESULTS","RESULTADOS HISTÓRICOS DE ESTRELLAS BLANCAS"
"TID_WS_ACTIVATE_MODULE_CONFIRM","¿Activar {0} ahora?"
"TID_WS_REWARDS_MSG_WINNER","¡Enhorabuena! Tu corporación ha ganado la misión de estrellas blancas. Has recibido los recursos siguientes:\n\n<quad class=''cr''> <c1>{0}</color>    <quad class=''fuel''> <c2>{1}</color> "
"TID_WS_REWARDS_MSG_LOSS","La misión de estrellas blancas ha finalizado. Has recibido los recursos siguientes:\n\n<quad class=''cr''> <c1>{0}</color>    <quad class=''fuel''> <c2>{1}</color>"
"TID_WS_REWARDS_CRYSTALS","Algunas recompensas de tu reciente misión de estrellas blancas no caben en tu almacenamiento. Se han convertido en cristales a una tarifa reducida. Has ganado: <quad class=''pc''> <c3>{0}</color>"
"TID_WS_REWARDS_OVERFLOW","Algunas recompensas de tu reciente misión de estrellas blancas no caben en tu almacenamiento. Puedes hacer algo de sitio y reclamarlas en un plazo de 3 días.\n\n<quad class=''cr''><c1>{0}</color><quad class=''fuel''><c2>{1}</color>"
"TID_WS_REWARDS_MSG_DELETE_CONFIRM","Este mensaje contiene recompensas sin reclamar. ¿Seguro que quieres borrarlo?"
"TID_WS_REWARDS_OVERFLOW_WARNING","No tienes suficiente capacidad para almacenar todas las recompensas. ¿Seguro que quieres reclamarlas ahora?"
"TID_INFLUENCE_DECAY","Has perdido influencia debido a la falta de victorias en estrellas rojas. Asegúrate de ganar en al menos una estrella roja del nivel máximo que te permita tu escáner cada 3 días para evitar esta penalización.\n\n<quad class=''influence''><c5>-{0}</color>"
"TID_JUMP_FAIL_NOT_IN_CORP","No se puede saltar. No formas parte de la corporación participante."
"TID_JUMP_FAIL_DISABLED","No puedes saltar con una nave deshabilitada."
"TID_JUMP_FAILED_MODULE_PREP","No se puede hacer saltar una nave mientras se activa un módulo."
"TID_STAR_TIME_SLOWDOWN","RALENTIZACIÓN DEL TIEMPO"
"TID_STAR_TIME_SLOWDOWN_DESCR","El tiempo pasa más despacio de lo normal en esta estrella. Un segundo en una estrella amarilla equivale a {0} segundos aquí."
"TID_SHOW_WS_STAT_VALUES","MOSTRAR VALORES DE ESTRELLAS BLANCAS"
"TID_SHOW_BS_STAT_VALUES","VER VALORES ESTRELLAS AZULES"
"TID_WS_VERSUS_BRACKET","{0} contra {0}"
"TID_CORP_LEVELS_LABEL","NIVELES DE CORPORACIÓN"
"TID_CORP_LEVEL_TITLE","NIVEL {0}"
"TID_CORP_MAX_MEMBERS","Máximo de miembros"
"TID_CORP_PASSIVE_INCOME_BONUS","Bonificación de ingresos pasivos"
"TID_CORP_ARTIFACT_YIELD_BONUS","Bonificación de investigación de artefactos de estrellas rojas privadas"
"TID_CORP_MAX_FLAGSHIP_LEVEL","Nivel máx. de la nave insignia"
"TID_CORP_NEW_FLAGSHIP_MODULE","Nuevo módulo de la nave insignia"
"TID_MSG_WHITE_STAR_BRACKET_NOT_SUPPORTED","Se ha cancelado tu búsqueda de estrellas blancas debido a que el {0} contra {0} ya no está disponible. Si quiere más información, consulta las notas de la versión en blog.hadesstar.com"
"TID_WS_SCANNER_SLOT_1","RANURA 1"
"TID_WS_SCANNER_SLOT_2","RANURA 2"
"TID_WS_LABEL_STANDINGS","PUNTUACIÓN"
"TID_WS_LABEL_REWARDS_PROGRESS","PROGRESO DE RECOMPENSAS"
