"TID_INTRO_MESSAGE_TITLE","BIENVENUE DANS HADES' STAR"
"TID_WHITE_STAR_SPECTATOR_INFO","En tant que spectateur, vous ne pouvez pas envoyer de vaisseaux vers cette étoile blanche.\n\nAfin de pouvoir participer à une mission d'étoile blanche, vous devez être inclus dans la liste des participants au moment de la recherche."
"TID_WHITE_STAR_LBL_PARTICIPANTS","PARTICIPANTS ADMISSIBLES"
"TID_WHITE_STAR_LBL_ACTIVE_PARTICIPANTS","PARTICIPANTS"
"TID_WS_PARTICIPANTS_HINT","Certains participants admissibles en bas de la liste ont pu être exclus pour correspondre à la taille de l'étoile détectée."
"TID_SCANNING_WS","RECHERCHE D'ÉTOILE BLANCHE EN COURS"
"TID_WS_SCAN_TIME_HINT","Cette recherche peut prendre plusieurs heures. La mission commencera {0} heures après la découverte de l'étoile."
"TID_UNABLE_TO_USE_WS_SCANNER","RECHERCHE IMPOSSIBLE"
"TID_WS_NO_CORP","Vous devez rejoindre une corporation avant de pouvoir utiliser le scanner d'étoile blanche."
"TID_WS_DIALOG_FIND_CORP","TROUVER UNE CORPORATION"
"TID_WS_CANCEL_SEARCH","ANNULER LA RECHERCHE"
"TID_WS_CANCEL_SEARCH_CONFIRM","Voulez-vous vraiment annuler la recherche d'étoile blanche ?"
"TID_WS_CANTSCAN_REASON_MEMBERS","Il vous faut au moins {0} participants admissibles avant de pouvoir lancer une mission d'étoile blanche."
"TID_WS_CANTSCAN_REASON_NOT_OFFICER","Lorsque vous êtes prêt, demandez à un officier de votre corporation de lancer la recherche d'étoile blanche."
"TID_JUMP_CONFIRM_WS_CARGO_LOST","Les vaisseaux de transport et de forage perdent toute leur cargaison lorsqu'ils se téléportent vers une étoile blanche. Continuer ?"
"TID_JUMP_CONFIRM_MINER","Votre vaisseau de forage perdra tout l'hydrogène récupéré une fois qu'il sera téléporté. Continuer ?"
"TID_PLANET_INFO_HYDRO_PER_RELIC","HYDROGÈNE PAR RELIQUE ({0} PREMIÈRES RELIQUES)"
"TID_PLANET_INFO_HYDRO_PER_RELIC_2","HYDROGÈNE PAR RELIQUE ({0} PROCHAINES RELIQUES)"
"TID_PLANET_INFO_HYDRO_PER_RELIC_3","HYDROGÈNE PAR RELIQUE (RELIQUES SUPPLÉMENTAIRES)"
"TID_PLANET_INFO_NUM_RELICS_GENERATED","TOTAL DE RELIQUES GÉNÉRÉES"
"TID_PLANET_INFO_HYDRO_PER_RELIC_DESCR","La quantité d'hydrogène qui doit être déposée sur cette planète afin de pouvoir créer une nouvelle relique. Le dépôt de quantités plus petites contribuera à l'obtention de la prochaine relique."
"TID_WHITE_STAR_PLANET_DESCR","Les planètes de l'Étoile Blanche permettent aux vaisseaux de Forage de générer des Reliques. Toute quantité d'hydrogène déposée sur une planète de l'Étoile Blanche contribuera à la génération de la prochaine Relique. Déposez de grandes quantités d'hydrogène pour générer plusieurs Reliques en même temps.\n\nUne fois générées, les Reliques sont stockées sur la planète jusqu'à ce qu'elles soient ramassées par les vaisseaux de Transport. Les Reliques qui sont transportées en toute sécurité hors du système contribuent au score de votre Corporation pour ce match. La Corporation avec le plus grand nombre de Reliques récupérées lors de la Supernova remporte la partie.\n\nL'efficacité de la planète à générer des Reliques se détériore à mesure que davantage de Reliques sont créées. Visez à contrôler plusieurs planètes de l'Étoile Blanche pour récupérer la quantité maximale possible de Reliques."
"TID_JUMP_CMD_ERROR_TRANSPORT_TOO_SMALL_FOR_WS","Les vaisseaux de transport doivent avoir un espace de cargaison d'au moins {0} avant de pouvoir se téléporter à une étoile blanche."
"TID_WHITE_STAR_SEARCH_HINT_1","Le temps s'écoule très lentement sur les étoiles blanches. Utilisez ce temps pour organiser des stratégies avec les membres de votre corporation."
"TID_WHITE_STAR_SEARCH_HINT_2","Les vaisseaux de forage accélèrent la création de reliques en déposant de l'hydrogène sur les planètes étoile blanche. Assurez-vous que vos opérations de forage soient protégées des attaques ennemies."
"TID_WHITE_STAR_SEARCH_HINT_3","Vous ne pouvez envoyer qu'un petite nombre de vaisseaux vers une étoile blanche. Votre corporation voudra probablement établir par avance quel membre utilisera quel vaisseau et à quel moment."
"TID_WHITE_STAR_SEARCH_HINT_4","Les vaisseaux garés dans la porte de saut de retour de la corporation se téléporteront automatiquement à l'abri lorsque l'étoile blanche passe en supernova."
"TID_WHITE_STAR_SEARCH_HINT_5","Utilisez la machine temporelle pour avoir un aperçu des résultats de bataille et voir dans quel état sera le système une fois vos vaisseaux arrivés à destination."
"TID_WHITE_STAR_SEARCH_HINT_6","Le BOUCLIER À IMPULSION permet à votre Cuirassé d'atteindre des positions stratégiques plus rapidement que les vaisseaux équipés de boucliers plus lourds"
"TID_WHITE_STAR_SEARCH_HINT_7","Les joueurs pouvant participer à une nouvelle recherche d'étoile blanche sont signalés par une icône d'étoile blanche en transparence autour de leur numéro de joueur dans la liste de membres de la corporation. Les joueurs participant à une mission d'étoile blanche active sont indiqués par une icône pleine."
"TID_WHITE_STAR_SEARCH_HINT_8","Si l'ennemi protège intensément une planète, réfléchissez attentivement si une attaque totale est judicieuse. Parfois, la bonne réponse consiste à se concentrer sur une autre partie de la carte."
"TID_WHITE_STAR_SEARCH_HINT_9","Vos vaisseaux de transport sont vulnérables lorsqu'ils chargent des reliques. Vous devez penser à les protéger tout au long de ce processus."
"TID_WHITE_STAR_SEARCH_HINT_10","Utilisez le panneau de chat de système stellaire pour communiquer en privé avec les membres de votre corporation dans une étoile blanche. Les joueurs des corporations adverses ne pourront pas voir vos messages."
"TID_WHITE_STAR_SEARCH_HINT_11","Vous ne pouvez pas améliorer vos vaisseaux et leurs modules lorsqu'ils sont en transit vers l'étoile blanche. Les améliorations prévues seront appliquées lorsque les vaisseaux seront rentrés."
"TID_CMD_ERROR_CANT_TELEPORT_IN_BARRIER","Vous ne pouvez pas vous téléporter dans une zone de barrière ennemie."
"TID_WSDIALOG_OPTIN_LABEL","PARTICIPEZ À DES MISSIONS D'ÉTOILE BLANCHE :"
"TID_WSDIALOG_OPTOUT_CONFIRM","Voulez-vous vraiment refuser de participer aux missions d'étoile blanche ? Vous ne ferez pas partie des prochaines missions de votre corporation."
"TID_WS_PREPARATION_PERIOD","PÉRIODE DE PRÉPARATION"
"TID_WS_PREPARATION_ENDS_IN","Se termine dans {0}"
"TID_WS_PREPARATION_PERIOD_DESCR","Pendant la période de préparation, vous pouvez téléporter des vaisseaux et leurs donner un ordre de mouvement initial. Les vaisseaux commencent à se déplacer lorsque la période de préparation est terminée.\n\nProfitez de ce temps pour discuter de vos stratégies avec les membres de votre corporation. Vous pouvez également établir des ordres futurs pour vos vaisseaux grâce à la machine temporelle."
"TIC_CMD_CANT_USE_MODULE_IN_PREPARATION","Impossible d'activer les modules pendant la période de préparation."
"TID_WS_CANNOT_JUMP_MORE","Vous ne pouvez plus téléporter de vaisseaux de ce type pour l'instant."
"TID_WS_CANNOT_JUMP_COOLDOWN","Vous devez attendre que le temps de récupération soit écoulé avant de pouvoir téléporter d'autres vaisseaux de ce type."
"TID_WS_JUMP_SHIP_WARNING","Le temps s'écoule très lentement sur les étoiles blanches. Votre vaisseau pourrait bien ne pas revenir pendant plusieurs jours."
"TID_WS_HISTORIC_RESULTS","RÉSULTATS HISTORIQUES D'ÉTOILE BLANCHE"
"TID_WS_HISTORIC_ITEM_XP_POPUP","La quantité d'EXP reçue par une corporation sur chaque étoile blanche dépend du résultat de la compétition. Dans certains cas, le nombre d'EXP reçu peut augmenter si tous les membres de la corporation participent activement."
"TID_WS_ACTIVATE_MODULE_CONFIRM","Activer {0} maintenant ?"
"TID_WS_REWARDS_MSG_WINNER","Félicitations, votre corporation a réussi la mission d'étoile blanche ! Vous avez reçu les ressources suivantes :\n\n<sprite name=''cr''> <c1>{0}</color>    <sprite name=''fuel''> <c2>{1}</color> "
"TID_WS_REWARDS_MSG_LOSS","La mission d'étoile blanche est terminée. Vous avez reçu les ressources suivantes :\n\n<sprite name=''cr''> <c1>{0}</color>    <sprite name=''fuel''> <c2>{1}</color>"
"TID_WS_REWARDS_CRYSTALS","Vous manquez d'espace pour récupérer certaines récompenses de votre dernière mission d'étoile blanche. Elles ont été converties en cristaux à un taux réduit. Vous avez reçu <sprite name=''pc''><c3>{0}</color>"
"TID_WS_REWARDS_OVERFLOW","Vous manquez d'espace pour récupérer certaines récompenses de votre dernière mission d'étoile blanche. Vous avez 3 jours pour faire de la place et les obtenir.\n\n<sprite name=''cr''> <c1>{0}</color>    <sprite name=''fuel''> <c2>{1}</color>"
"TID_WS_REWARDS_MSG_DELETE_CONFIRM","Ce message contient des récompenses non réclamées. Voulez-vous vraiment le supprimer ?"
"TID_WS_REWARDS_OVERFLOW_WARNING","Vous n'avez pas assez d'espace pour stocker toutes les récompenses. Voulez-vous vraiment les obtenir maintenant ?"
"TID_INFLUENCE_DECAY","Vous avez perdu de l'influence à cause de votre manque de victoires aux étoiles rouges. Pour éviter cette pénalité, assurez-vous de remporter au moins une mission d'étoile rouge au niveau maximum permis par votre scanner tous les 3 jours.\n\n<sprite name=''influence''> <c5>-{0}</color>"
"TID_JUMP_FAIL_NOT_IN_CORP","Téléportation impossible. Vous ne faites pas partie de la corporation participante."
"TID_JUMP_FAIL_DISABLED","Les vaisseaux désactivés ne peuvent pas être téléportés."
"TID_JUMP_FAILED_MODULE_PREP","Impossible de téléporter un vaisseau pendant l'installation d'un module."
"TID_STAR_TIME_SLOWDOWN","RALENTISSEMENT DU TEMPS"
"TID_STAR_TIME_SLOWDOWN_DESCR","Le temps s'écoule plus lentement que d'habitude sur cette étoile. Une seconde dans une étoile jaune dure {0} secondes ici."
"TID_SHOW_WS_STAT_VALUES","AFFICHER VALEURS ÉTOILE BLANCHE"
"TID_SHOW_BS_STAT_VALUES","AFFICHER LES VALEURS D'ÉTOILE BLEUE"
"TID_WS_VERSUS_BRACKET"," {0} vs {0}"
"TID_CORP_LEVELS_LABEL","NIVEAUX DE CORPORATION"
"TID_CORP_LEVELS_PROGRESS_TO_NEXT_LEVEL","PASSER AU NIVEAU SUPÉRIEUR"
"TID_CORP_LEVELS_PROGRESS_TO_NEXT_LEVEL_INFO","Récupérez de l'EXP de corporation sur les étoiles blanches pour faire passer cette dernière au niveau supérieur. Une fois que vous aurez atteint le seuil d'EXP requis, la corporation sera automatiquement améliorée."
"TID_CORP_LEVEL_TITLE","NIVEAU {0}"
"TID_CORP_MAX_MEMBERS","Nombre de membres max"
"TID_CORP_MAX_MEMBERS_HINT","Le nombre maximum de membres que la corporation peut accepter. Votre corporation aura plus de PUISSANCE si elle compte plus de membres."
"TID_CORP_PASSIVE_INCOME_BONUS","Bonus de revenu passif"
"TID_CORP_PASSIVE_INCOME_BONUS_HINT","Lorsque vous êtes membre d'une corporation, un bonus est appliqué à vos revenus de crédits et d'hydrogène par heure."
"TID_CORP_ARTIFACT_YIELD_BONUS","BONUS D'ARTÉFACT MAX"
"TID_CORP_ARTIFACT_YIELD_BONUS_HINT","Les artéfacts trouvés sur les étoiles rouges par n'importe lequel des membres de la corporation procureront un bonus de recherche. La corporation doit gagner une étoile blanche de façon régulière pour maintenir les bonus possibles au maximum."
"TID_CORP_MAX_FLAGSHIP_LEVEL","Niveau max. de vaisseau amiral"
"TID_CORP_MAX_FLAGSHIP_LEVEL_HINT","Le niveau maximum que peut avoir un vaisseau amiral de la corporation. Les membres doivent donner des crédits afin d'améliorer le vaisseau amiral à ce niveau."
"TID_CORP_NEW_FLAGSHIP_MODULE","Nouveau module de vaisseau amiral"
"TID_MSG_WHITE_STAR_BRACKET_NOT_SUPPORTED","Votre recherche d'étoile blanche a été annulée puisque le mode {0}c{0} n'est plus disponible. Pour en savoir plus, consultez la liste des changements sur blog.hadesstar.com"
"TID_WS_SCANNER_SLOT_1","EMPLACEMENT 1"
"TID_WS_SCANNER_SLOT_2","EMPLACEMENT 2"
"TID_WS_LABEL_STANDINGS","SCORE"
"TID_WS_LABEL_SPECTATE","DIFFUSER"
"TID_WS_TOGGLE_SPECTATE","Autoriser les spectateurs"
"TID_WS_TOGGLE_SPECTATE_DESCR","Si les deux corporations participantes l'activent, cette étoile apparaîtra dans la fenêtre des ÉTOILES BLANCHES ACTIVES et pourra être consultée par tous."
"TID_ARTIFACT_BONUS_CORP_LABEL","BONUS D'ARTÉFACT"
"TID_ARTIFACT_NO_BONUS_CORP_HINT","Récupérez votre première relique sur une étoile blanche pour conférer un bonus d’artéfact à votre corporation."
"TID_ARTIFACT_BONUS_CORP_HINT","Le bonus actuel appliqué aux artéfacts trouvés sur les étoiles rouges par n'importe lequel des membres de la corporation."
"TID_ARTIFACT_BONUS_CORP_LOW","Votre corporation doit gagner une étoile blanche pour augmenter ce bonus pendant une période fixe."
"TID_ARTIFACT_BONUS_CORP_HIGH","Le bonus va diminuer dans {0}. Gagner une nouvelle étoile blanche réinitialisera le minuteur."
"TID_CORP_FLAGSHIP_LABEL","VAISSEAU AMIRAL DE LA CORPORATION"
"TID_CORP_FLAGSHIP_0_BUTTON","VAISSEAU AMIRAL 1"
"TID_CORP_FLAGSHIP_1_BUTTON","VAISSEAU AMIRAL 2"
"TID_CORP_FLAGSHIP_CURRENT_LOCATION","ÉTOILE ACTUELLE"
"TID_CORP_GO_TO_FLAGSHIP_ACTION","ALLER AU VAISSEAU AMIRAL"
"TID_CORP_FLAGSHIP_NO_LOCATION","AUCUNE"
"TID_CORP_FLAGSHIP_NO_LOCATION_LABEL","PRÊT À TÉLÉPORTER"
"TID_CORP_FLAGSHIP_NO_LOCATION_HINT","Tout officier peut appeler le vaisseau amiral vers une étoile blanche active via la porte de saut d'arrivée de la corporation."
"TID_CORP_FLAGSHIP_LOCKED","Récupérez votre première relique sur une étoile blanche pour avoir une chance de débloquer le vaisseau amiral de votre propre corporation !\n\nCe vaisseau est un vaisseau de combat qui peut soutenir une seule mission d'étoile blanche à la fois. N'importe quel officier de corporation peut contrôler le vaisseau amiral."
"TID_CORP_FLAGSHIP_UNLOCK_TITLE","PROGRESSION DU DÉBLOCAGE"
"TID_CORP_FLAGSHIP_UPGRADE_TITLE","PROGRESSION DE L'AMÉLIORATION"
"TID_CORP_FLAGSHIP_UPGRADE_PROMPT","Tous les membres de la corporation peuvent donner des crédits pour aider à améliorer le vaisseau amiral. Cette amélioration sera appliquée lors du prochain déploiement du vaisseau amiral une fois les crédits nécessaires rassemblés. Si les crédits donnés dépassent le nombre de crédits requis, l'excès servira à l'amélioration suivante."
"TID_CORP_FLAGSHIP_UNLOCK_PROMPT","Tous les membres de la corporation peuvent donner des crédits pour aider à débloquer le vaisseau amiral. Le vaisseau amiral sera débloqué automatiquement une fois le nombre de crédits requis atteint. Si les crédits donnés dépassent le nombre de crédits requis, l'excès servira à l'amélioration suivante."
"TID_CORP_FLAGSHIP_CONTRIBUTE_CONFIRM","Voulez-vous vraiment donner des crédits au vaisseau amiral ? Ces crédits ne vous seront pas rendus si vous quittez la corporation."
"TID_CORP_FLAGSHIP_CONTRIB_SHOW_CHAT_ENTRY","Afficher votre contribution sur la discussion de la corporation."
"TID_CORP_FLAGSHIP_UPGRADE_RELIC_PROGRESS","Récupérez plus d'EXP de corporation pour avoir la chance de déverrouiller un nouveau niveau pour le vaisseau amiral."
"TID_CORP_FLAGSHIP_TIMEOUT_LABEL","DISPONIBLE DANS : {0}"
"TID_CORP_FLAGSHIP_TIMEOUT_TITLE","TEMPS DE RÉCUPÉRATION DU VAISSEAU AMIRAL"
"TID_CORP_FLAGSHIP_TIMEOUT_HINT","Le vaisseau amiral subira un court temps de récupération après avoir sauté hors d'une étoile blanche et un temps de récupération plus long s'il est détruit. Le vaisseau amiral sera entièrement réparé lors du temps de récupération."
"TID_FLAGSHIP_LEVEL","NIVEAU {0}"
"TID_FLAGSHIP_LOCKED","BLOQUÉ"
"TID_CORP_FLAGSHIP_STATS_LABEL","STATS DE L'AMÉLIORATION"
"TID_CORP_FLAGSHIP_STAT_MODULE_LEVEL","NIVEAU DU MODULE ({0})"
"TID_WS_UNDERDOG_LABEL","OUTSIDER"
"TID_WS_UNDERDOG_DESCR","Indique que votre opposant dans cette compétition est une corporation plus forte que la vôtre. Récupérez au moins une relique pour gagner de l'EXP de corporation supplémentaire, même si vous perdez la compétition."
"TID_WS_ONGOING_TITLE","ÉTOILES BLANCHES ACTIVES"
"TID_WS_ONGOING_NOSTARS","Aucune étoile trouvée."
"TID_WS_ENDED","La compétition est terminée"
"TID_WS_VISIT","Voir étoile"
"TID_WS_REPLAY","Voir replay"
"TID_TIME_MACHINE","MACHINE TEMPORELLE"
"TID_TIME_MACHINE_MINUTES_INTO_FUTURE","Dans {0} minutes"
"TID_TIME_MACHINE_HOURS_INTO_FUTURE","Dans {0} heures"
"TID_TIME_MACHINE_MINUTES_INTO_PAST","Il y a {0} minutes"
"TID_TIME_MACHINE_HOURS_INTO_PAST","Il y a {0} heures"
"TID_TIME_MACHINE_HINT","La machine temporelle vous indiquera l'un des avenirs possibles de cette étoile blanche. Elle ne prend pas en compte les tactiques Cerbère, les actions des autres joueurs ou bien les modules imprévisibles comme Destinée.\n\nVous pouvez également utiliser cet écran pour prévoir des ordres futurs pour vos vaisseaux. La machine temporelle prend en compte les ordres prévus des membres de votre corporation."
"TID_FCMD_CANT_SCHEDULE","Cet ordre ne peut pas être prévu."
"TID_FCMD_ORDER_LIMIT_REACHED","Vous ne pouvez plus prévoir d'autres ordres."
"TID_FCMD_WAYPOINT_DOESNT_EXIST_YET","Vous ne pouvez pas fixer de point de virage vers une destination qui n'existe pas encore"
"TID_FCMD_UNKNOWN_SHIP","[Vaisseau manquant]"
"TID_FCMD_MOVE_TO","DÉPLACER VERS {0}"
"TID_FCMD_ACTIVATE_MODULE","ACTIVER {0}"
"TID_FCMD_JUMP_OUT","SAUTER"
"TID_SCHEDULED_ORDERS","ORDRES PRÉVUS"
"TID_TIMEMACHINE_BUTTON_NOW","HEURE ACTUELLE"
"TID_TM_COMMAND_TOO_EARLY","Impossible de programmer un ordre si peu de temps avant son exécution."
"TID_FCMD_LINK_WEAPON","ARME DE SOUTIEN"
"TID_FCMD_UNLINK_WEAPON","RETIRER LE SOUTIEN"
"TID_WS_SCORE_HINT","Le nombre de reliques récupérées par votre corporation, comparé au nombre de reliques récupérées par la corporation ennemie. Obtenez plus de reliques que vos ennemis pour gagner la compétition et recevoir une récompense d'EXP de corporation bien plus importante."
"TID_EMPIRE_OBJECTIVES","OBJECTIFS"
"TID_OBJ_CLAIM_REWARD","RÉCUPÉRER LA RÉCOMPENSE"
"TID_OBJ_CLAIM_WARNING","Vous n'avez pas assez de place pour toutes les récompenses. Des ressources seront perdues. Voulez-vous vraiment récupérer les récompenses maintenant ?"
"TID_OBJ_PROGRESS_TITLE","PROGRESSION :"
"TID_OBJ_REPLACEMENT_OBJECTIVE_IN","Objectif de remplacement disponible dans :"
"TID_OBJ_REPLACE","REMPLACER MAINTENANT"
"TID_OBJ_DELETE","SUPPRIMER L'OBJECTIF"
"TID_OBJ_DELETE_CONFIRM","Voulez-vous vraiment supprimer cet objectif de façon permanente ? Il ne vous sera pas reproposé."
"TID_NEW_OBJECTIVE_TIMER","NOUVEL OBJECTIF DANS :"
"TID_NEW_OBJECTIVE_RUSH","NOUVEL OBJECTIF MAINTENANT"
"TID_NEW_OBJECTIVE_RUSH_CONFIRM","Voulez-vous vraiment remplacer cet objectif par un autre ?"
"TID_OBJECTIVE_SHOW_HOW","COMMENT FAIRE ?"
"TID_OBJ_SHOWHOW_HINT","Activez COMMENT FAIRE si vous avez besoin d'un peu plus d'aide avec les premiers objectifs"
"TID_NO_OBJECTIVES","Vous n'avez actuellement aucun objectif disponible."
"TID_SPECIAL_OBJECTIVE_WIN_BLUE_STAR","REMPORTEZ UNE ÉTOILE BLEUE"
"TID_SPECIAL_OBJECTIVE_WIN_BLUE_STAR_DESCR","Utilisez votre meilleur cuirassé pour gagner votre première compétition sur une étoile bleue."
"TID_SPECIAL_OBJECTIVE_GET_ARTIFACT_FROM_DRS","RÉCUPÉREZ UN ARTÉFACT SUR UNE ÉTOILE ROUGE SOMBRE"
"TID_SPECIAL_OBJECTIVE_GET_ARTIFACT_FROM_DRS_DESCR","Scannez pour trouver une étoile rouge sombre et récupérez votre premier artéfact."
"TID_OBJ_UPGRADE_BUILDING","AMÉLIORER LA STATION SPATIALE"
"TID_OBJ_UPGRADE_BUILDING_DESCR","Améliorez votre {0} au niveau {1}."
"TID_OBJ_UPGRADE_TRADE_STATION","Commencez à améliorer n'importe laquelle de vos stations d'échange."
"TID_OBJ_BUILD_NEW_TRADE_STATION","Construisez une nouvelle station d'échange."
"TID_OBJ_JOIN_CORP","REJOINDRE UNE CORPORATION"
"TID_OBJ_JOIN_CORP_DESCR","Rejoignez une corporation ou créez-en une nouvelle."
"TID_OBJ_JOIN_CORP_HINT","Ouvrez la fenêtre de discussion en cliquant sur la flèche bleue située au bord de l'écran, puis sélectionnez l'onglet CORPORATION."
"TID_OBJ_RESEARCH_ARTIFACTS","ÉTUDE D'ARTÉFACT"
"TID_OBJ_RESEARCH_ARTIFACTS_DESCR","Étudiez {0} x {1} (ou supérieur)."
"TID_OBJ_SALVAGE_ARTIFACTS","DÉMANTÈLEMENT D'ARTÉFACT"
"TID_OBJ_SALVAGE_ARTIFACTS_DESCR","Démantelez {0} x artéfacts de niveau {1} (ou supérieur)."
"TID_OBJ_SALVAGE_ANY_ARTIFACT","Démantelez n'importe quel artéfact."
"TID_OBJ_SALVAGE_TOTAL","Démantelez un total de {0} artéfacts."
"TID_OBJ_DESTROY_CERBERUS","DÉTRUIRE DES VAISSEAUX CERBÈRES"
"TID_OBJ_DESTROY_CERBERUS_DESCR","Détruisez {0} x {1}."
"TID_OBJ_MINE","EXTRAIRE DE L'HYDROGÈNE"
"TID_OBJ_MINE_DESC","Déposez un total de {0} d'hydrogène sur vos planètes."
"TID_OBJ_USE_HYDRO_RS","UTILISEZ DE L'HYDROGÈNE SUR LES ÉTOILES ROUGES"
"TID_OBJ_USE_HYDRO_RS_DESCR","Utiliser un total de {0} d'hydrogène en activant des modules de forage sur une étoile rouge."
"TID_OBJ_MINE_HINT","Envoyez un vaisseau de forage dans une ceinture d'astéroïdes. Le vaisseau de forage travaillera automatiquement, même quand vous êtes hors-ligne."
"TID_USE_TRADE_MODULE","UTILISER LE MODULE DE TRANSPORT"
"TID_USE_SUPPORT_MODULE","UTILISER LE MODULE DE COMBAT"
"TID_USE_MINING_MODULE","UTILISER LE MODULE DE FORAGE"
"TID_USE_SHIELD_MODULE","UTILISEZ LE MODULE DE BOUCLIER"
"TID_USE_DRONE_MODULE","UTILISEZ UN MODULE DE DRONE"
"TID_USE_SHIPMENT_COMPUTER","Utilisez l'I.A. DE CARGAISON pour ramasser automatiquement {0} cargaisons."
"TID_USE_SHIPMENT_DRONE","Utilisez le DRONE DE CARGAISON pour obtenir {0} crédits bonus lors des livraisons."
"TID_USE_TRADEBOOST","Collectez {0} crédits de bonus de POUSSÉE D'ÉCHANGES."
"TID_USE_TRADEBOOST_HINT","Déverrouillez le module POUSSÉE D'ÉCHANGES et installez-le sur un vaisseau de transport. Utilisez le vaisseau de transport pour livrer des cargaisons alors que le module installé est activé."
"TID_USE_EMP","Utilisez l'IEM pour désactiver {0} vaisseaux ennemis."
"TID_USE_REPAIR","Utilisez RÉPARATION À DISTANCE pour redonner {0} PV aux vaisseaux des autres joueurs."
"TID_UPLOAD_HYDRO_RS","Utilisez TRANSFERT D'HYDROGÈNE pour transférer un total de {0} d'hydrogène depuis les étoiles rouges."
"TID_USE_CRUNCH","Récupérez un total de {0} d'hydrogène en utilisant PÉNURIE."
"TID_OBJECTIVE_EXPLORE_SECTOR","S'étendre dans de nouveaux secteurs de votre système stellaire est important pour maintenir une économie saine. Tous les nouveaux secteurs contiendront plus de ceintures d'astéroïdes où extraire de l'hydrogène et certains contiendront des planètes que vous pouvez coloniser."
"TID_OBJECTIVE_DELIVER_SHIPMENTS","Vous pouvez utiliser vos vaisseaux de transport pour livrer des cargaisons entre des planètes, des lunes et des stations spatiales.\n\nLa livraison de cargaisons vous fait gagner de précieuses ressources pour améliorer votre infrastructure et voyager plus loin."
"TID_OBJECTIVE_RS_TITLE","TERMINER UNE MISSION D'ÉTOILE ROUGE"
"TID_OBJECTIVE_RS_MSG","Utilisez un cuirassé et un vaisseau de transport pour récupérer un artéfact sur une étoile rouge avant qu'elle ne se transforme en supernova."
"TID_OBJECTIVE_RS_DETAILS","Mener régulièrement des missions d'étoile rouge est vital pour l'avancée de votre économie et de votre technologie. Les artéfacts récupérés au cours de ces missions peuvent être étudiés pour débloquer de nouveaux modules à équiper sur vos vaisseaux."
"TID_OBJECTIVE_BLS_DETAILS","Les étoiles bleues proposent de courtes compétitions contre les cuirassés d'autres joueurs. Participez quotidiennement pour améliorer votre économie et automatiser partiellement les cargaisons dans votre étoile d'origine grâce à la station RELAIS DE CARGAISON."
"TID_OBJECTIVE_DRS_DETAILS","Les étoiles rouges sombres constituent un défi plus important et offrent plus de récompenses. Les vaisseaux détruits sur une étoile rouge sombre sont perdus à tout jamais."
"TID_OBJECTIVE_UPGRADE_RS_SCANNER_DETAILS","Améliorer votre scanner d'étoile rouge est important pour accéder à de nouvelles étoiles. Les artéfacts de niveau supérieur que vous trouverez dans ces étoiles vous aideront à déverrouiller des modules avancés."
"TID_OBJECTIVE_SALVAGE_DETAILS","Lorsque vous avez plus d'artéfacts que ce que peut contenir la station de recherche, vous pouvez en démanteler certains pour améliorer votre revenu."
"TID_OBJECTIVE_DO_RESEARCH","ÉTUDIER UN ARTÉFACT"
"TID_OBJECTIVE_DO_RESEARCH_DESCR","Construisez une station de recherche où livrer et étudier l'artéfact que vous avez récupéré sur l'étoile rouge."
"TID_OBJECTIVE_DO_RESEARCH_TUT_TEXT","Une station de recherche peut servir à entreposer les artéfacts récupérés sur les étoiles rouges. Une fois les artéfacts entreposés, l'étude commencera automatiquement."
"TID_OBJECTIVE_USE_RELAY_TEXT","Le RELAIS DE CARGAISON peut être utilisé pour livrer instantanément toutes les cargaisons stockées dans un secteur, mais il y aura des coûts supplémentaires en hydrogène. Gérer vous-même vos vaisseaux de transport pour effectuer des livraisons manuelles reste une bonne solution pour maximiser votre revenu quotidien."
"TID_OBJECTIVE_DO_INSTALL_MODULE","INSTALLEZ UN MODULE"
"TID_OBJECTIVE_DO_INSTALL_MODULE_DESCR","Installez le module EXTENSION DE L'AIRE DE CHARGEMENT récemment découvert sur 2 vaisseaux de transport."
"TID_OBJECTIVE_DO_INSTALL_MODULE_TUT_TEXT","Les modules qui ont été étudiés doivent tout de même être installés individuellement sur les vaisseaux."
"TID_OBJECTIVE_UPGRADE_ALL_PLANETS_TEXT","Améliorer vos planètes est essentiel pour le bien-être de votre économie. L'écran qui liste les planètes peut vous aider à organiser vos améliorations."
"TID_OBJ_DELIVER_SHIPMENTS","LIVRER DES CARGAISONS"
"TID_OBJ_DELIVER_SHIPMENTS_DESCR","Utilisez des vaisseaux de transport pour livrer {0} cargaisons de planète."
"TID_OBJECTIVE_UPGRADE_PLANET","AMÉLIORER VOTRE PLANÈTE"
"TID_OBJECTIVE_UPGRADE_PLANET_DESCR","Améliorez {0} au niveau {1}."
"TID_OBJECTIVE_UPGRADE_PLANET_HINT","Sélectionnez votre planète, puis cliquez sur le bouton Améliorer en bas de l'écran."
"TID_OBJECTIVE_UPGRADE_SHIPYARD_HINT","Sélectionnez votre chantier spatial, puis cliquez sur le bouton Améliorer en bas de l'écran."
"TID_OBJECTIVE_UPGRADE_TO_RS","DÉBLOQUER DES ÉTOILES ROUGES DE NIVEAU SUPÉRIEUR"
"TID_OBJECTIVE_UPGRADE_TO_RS_DESCR","Améliorez votre scanner d'étoile rouge au niveau {0}."
