"TID_INTRO_MESSAGE_TITLE","BOAS-VINDAS AO HADES' STAR"
"NOTIF_NEW_BLUE_STAR","Uma nova Estrela Azul foi descoberta"
"NOTIF_RED_STAR_JOINED","Você se juntou a uma Estrela Vermelha em andamento."
"NOTIF_RED_STAR_ENDING","Sua Estrela Vermelha em breve entrará em supernova."
"NOTIF_MODULE_DONE","Melhoria de módulo concluída."
"NOTIF_HYDROGEN_FULL","Armazenamento de Hidrogênio lotado. Sua Mineradora parou de minerar."
"NOTIF_NEW_CRYSTAL_SHIPMENT","Novo carregamento de Cristais disponível no seu planeta."
"NOTIF_WHITE_STAR_JOINED","Uma nova Estrela Branca foi descoberta."
"NOTIF_WHITE_STAR_PREP_OVER","Terminou o período de preparação para a Estrela Branca detectada"
"NOTIF_WHITE_STAR_ENDING","A Estrela Branca expira em 48 horas"
"NOTIF_OBJECTIVE_REFRESH","Um novo Objetivo está disponível"
"NOTIF_DAY1","Seu Império precisa de novas ordens para continuar a expandir na Estrela Amarela"
"NOTIF_BLUE_STAR_UPDATE","Estrelas Azuis disponíveis! Confira a Anomalia que apareceu na sua Estrela Amarela para mais informações."
"NOTIF_PRIVATE_RS","{0} iniciou uma nova busca por Estrela Vermelha de nível {1}"
"NOTIF_PLAYER_NAME_AND_MESSAGE","{0} enviou uma mensagem: {1}"
"NOTIF_NEW_FRIEND","Você agora é amigo de {0}"
"NOTIF_RS_INVITE","{0} convidou você a entrar em uma Estrela Vermelha nível {1}"
"NOTIF_DRS_INVITE","{0} convidou você a entrar em uma Estrela Vermelha Sombria nível {1}"
"TID_MONTH_1","{0} JAN"
"TID_MONTH_2","{0} FEV"
"TID_MONTH_3","{0} MAR"
"TID_MONTH_4","{0} ABR"
"TID_MONTH_5","{0} MAI"
"TID_MONTH_6","{0} JUN"
"TID_MONTH_7","{0} JUL"
"TID_MONTH_8","{0} AGO"
"TID_MONTH_9","{0} SET"
"TID_MONTH_10","{0} OUT"
"TID_MONTH_11","{0} NOV"
"TID_MONTH_12","{0} DEZ"
"TID_ALPHA_RETURN_GIFT","Que bom que voltou!\n\nPor ser um participante Alpha que retornou ao jogo, você desbloqueou a honraria Desbravador.\n\nVocê recebeu também 500 Cristais, como agradecimento por nos ajudar a aprimorar o jogo desde cedo.\n\nEsperamos que aproveite sua jornada na galáxia de Hades. Obrigado por estar com a gente desde o início!\n\n- equipe Hades' Star"
"TID_DN_RETURN_AWARD","Obrigado por testar o Hades' Star: DARK NEBULA antes de ele ser lançado oficialmente. Sua conta foi premiada com uma Distinção especial."
"TID_SUPPORT_CRYSTALS_ADDED","Analisamos o seu tíquete de suporte e adicionamos {0} Cristais à sua conta. Sentimos muito pela inconveniência.\n\n- equipe de suporte Hades' Star"
"TID_RELIC","RELÍQUIA"
"TID_RELIC_DLG_TITLE","RELÍQUIAS"
"TID_NO_SHIPMENTS_WHITE_STAR","Nenhuma Relíquia disponível."
"TID_MORE_RELICS_TIMER","Próxima Relíquia em:"
"TID_PLANET_DESCR_GENERATING_RELIC","Aguardando depósito de Hidrogênio."
"TID_STATUS_LOADING_RELIC","Carregando Relíquia"
"TID_NEW_RELIC_CREATED","Nova Relíquia criada"
"TID_NEW_RELICS_CREATED","{0} novas Relíquias criadas"
"TID_STAR_GOALS_DESCR_WHITESTAR","Coopere com os membros da sua Corporação para recuperar relíquias desta Estrela Branca moribunda.\n\nTodos os planetas geram Relíquias ao longo do tempo. Relíquias são conquistadas assim que o Cargueiro que as transporta salta para fora do sistema.\n\nA geração de Relíquias pode ser acelerada através do depósito de Hidrogênio no planeta por Mineradoras.\n\nOutras Corporações podem estar agindo nesta área. Encouraçados abrirão fogo em naves de outras Corporações."
"TID_WHITE_STAR_FOUND_HINT","Coordene com sua Corporação e decida quais naves mandar para esta Estrela Branca para recuperar Relíquias.\n\nNaves voam muito lentamente em Estrelas Brancas. Naves que você enviar podem demorar dias para voltar."
"TID_WHITE_STAR_SPECTATOR_INFO","Como espectador, você não pode enviar naves para esta Estrela Branca.\n\nPara participar da próxima Estrela Branca, você deve estar na lista de participantes no momento da busca."
"TID_WHITE_STAR_LBL_PARTICIPANTS","PARTICIPANTES POSSÍVEIS"
"TID_WHITE_STAR_LBL_ACTIVE_PARTICIPANTS","PARTICIPANTES"
"TID_WS_PARTICIPANTS_HINT","Os participantes no fim da lista podem ser excluídos da missão devido ao tamanho da Estrela detectada."
"TID_SCANNING_WS","BUSCANDO ESTRELA BRANCA"
"TID_WS_SCAN_TIME_HINT","A busca pode tomar várias horas. A missão é inicia {0} horas depois de encontrar a Estrela."
"TID_UNABLE_TO_USE_WS_SCANNER","NÃO FOI POSSÍVEL ESCANEAR"
"TID_WS_NO_CORP","Para usar o Sensor de Estrelas Brancas, você precisa fazer parte de uma Corporação."
"TID_WS_DIALOG_FIND_CORP","ENCONTRAR CORPORAÇÃO"
"TID_WS_CANCEL_SEARCH","CANCELAR BUSCA"
"TID_WS_CANCEL_SEARCH_CONFIRM","Deseja mesmo cancelar a busca por uma Estrela Branca?"
"TID_WS_CANTSCAN_REASON_MEMBERS","Pelo menos {0} participantes possíveis são necessários para iniciar uma missão de Estrela Branca."
"TID_WS_CANTSCAN_REASON_NOT_OFFICER","Quando estiverem prontos, peça a um Oficial da sua Corporação para começar a busca pela Estrela Branca."
"TID_JUMP_CONFIRM_WS_CARGO_LOST","Cargueiros e Mineradoras perderão toda a sua carga ao saltar para uma Estrela Branca. Prosseguir?"
"TID_JUMP_CONFIRM_MINER","Sua mineradora vai perder todo o Hidrogênio coletado depois de saltar. Prosseguir?"
"TID_PLANET_INFO_HYDRO_PER_RELIC","HIDROGÊNIO POR RELÍQUIA (PRIMEIRAS {0} RELÍQUIAS)"
"TID_PLANET_INFO_HYDRO_PER_RELIC_2","HIDROGÊNIO POR RELÍQUIA (PRÓXIMAS {0} RELÍQUIAS)"
"TID_PLANET_INFO_HYDRO_PER_RELIC_3","HIDROGÊNIO POR RELÍQUIA (RELÍQUIAS ADICIONAIS)"
"TID_PLANET_INFO_NUM_RELICS_GENERATED","TOTAL DE RELÍQUIAS GERADAS"
"TID_PLANET_INFO_HYDRO_PER_RELIC_DESCR","A quantidade de Hidrogênio que precisa ser depositada neste planeta para ela criar uma nova Relíquia. Quantidades menores depositadas vão contribuir para a próxima Relíquia."
"TID_WHITE_STAR_PLANET_DESCR","As planetas da Estrela Branca permitem que as naves Mineradoras gerem Relíquias. Qualquer quantidade de Hidrogênio depositada em um planeta da Estrela Branca contribuirá para a geração da próxima Relíquia. Deposite grandes quantidades de Hidrogênio para gerar múltiplas Relíquias de uma vez.\n\nUma vez geradas, as Relíquias são armazenadas no planeta até serem recolhidas pelas naves de Carga. Relíquias que são transportadas com segurança para fora do sistema contribuem para a pontuação de sua Corporação nesta partida. A Corporação com a maior quantidade de Relíquias recuperadas na Supernova vence o jogo.\n\nA eficiência do planeta em gerar Relíquias se deteriora à medida que mais Relíquias são criadas. Busque controlar vários planetas da Estrela Branca para recuperar a quantidade máxima possível de Relíquias."
"TID_JUMP_CMD_ERROR_TRANSPORT_TOO_SMALL_FOR_WS","Os Cargueiros precisam ter uma capacidade de carga de, no mínimo, {0} antes de poderem saltar para uma Estrela Branca."
"TID_WHITE_STAR_SEARCH_HINT_1","O tempo passa muito lentamente em Estrelas Brancas. Use o tempo extra para coordenar sua estratégia com seus companheiros de Corporação."
"TID_WHITE_STAR_SEARCH_HINT_2","Mineradoras aceleram a criação de Relíquias ao depositar Hidrogênio nos planetas de uma Estrela Branca. Tenha certeza que sua operação mineradora esteja bem protegida contra ataques inimigos."
"TID_WHITE_STAR_SEARCH_HINT_3","Só é possível mandar um pequeno contingente de naves para Estrelas Brancas. Pode ser do interesse da sua Corporação discutir de antemão quem enviará que nave, e quando."
"TID_WHITE_STAR_SEARCH_HINT_4","Naves atracadas no Portal Estelar de retorno da Corporação saltam de volta automaticamente quando a Estrela Branca entra em supernova."
"TID_WHITE_STAR_SEARCH_HINT_5","Use a Máquina do Tempo para prever os resultados do combate e ver em que estado seu sistema estará quando as naves chegarem ao destino."
"TID_WHITE_STAR_SEARCH_HINT_6","O ESCUDO DE IMPULSO pode permitir que seu Encouraçado chegue a posições estratégicas mais rápido do que navios com escudos mais pesados."
"TID_WHITE_STAR_SEARCH_HINT_7","Os jogadores que puderem participar de uma nova busca por Estrelas Brancas terão um ícone de Estrela Branca apagado ao redor de seu número de jogador na lista de membros da Corporação. Jogadores que estiverem participando de uma Estrela Branca ativa terão um ícone aceso."
"TID_WHITE_STAR_SEARCH_HINT_8","Se o inimigo estiver protegendo intensamente um planeta, pense cuidadosamente se um ataque completo faz sentido. Às vezes, a resposta certa é focar em uma parte diferente do mapa."
"TID_WHITE_STAR_SEARCH_HINT_9","Seus Cargueiros ficam vulneráveis enquanto estão carregando Relíquias. Forme um plano para protegê-los durante toda a operação de carga."
"TID_WHITE_STAR_SEARCH_HINT_10","Use a aba de bate-papo S. ESTELAR em uma Estrela Branca para se comunicar, em particular, com membros da sua Corporação. Jogadores de Corporações rivais não podem ver suas mensagens."
"TID_WHITE_STAR_SEARCH_HINT_11","Não é possível melhorar naves ou módulos dentro de uma Estrela Branca. Melhorias pendentes serão aplicadas no seu sistema solar."
"TID_CMD_ERROR_CANT_TELEPORT_IN_BARRIER","Não é possível se teletransportar para dentro de uma Barreira inimiga."
"TID_WSDIALOG_OPTIN_LABEL","PARTICIPAR EM BUSCAS DE ESTRELA BRANCA:"
"TID_WSDIALOG_OPTOUT_CONFIRM","Deseja mesmo sair das buscas por estrelas brancas? Você não será incluído nas buscas futuras realizadas pela Corporação."
"TID_WS_PREPARATION_PERIOD","PERÍODO DE PREPARAÇÃO"
"TID_WS_PREPARATION_ENDS_IN","Termina em {0}"
"TID_WS_PREPARATION_PERIOD_DESCR","Durante o período de preparação, você pode enviar naves ao sistema e dar ordens de movimento iniciais. As naves começam a se mover quando a preparação termina.\n\nUse este intervalo para discutir táticas com seus companheiros de Corporação. Você também pode programar ordens futuras para suas naves usando a Máquina do Tempo."
"TIC_CMD_CANT_USE_MODULE_IN_PREPARATION","Não é possível ativar módulos durante a preparação."
"TID_WS_CANNOT_JUMP_MORE","Por enquanto, você não pode enviar mais naves deste tipo."
"TID_WS_CANNOT_JUMP_COOLDOWN","Você precisa esperar a reativação terminar antes de enviar mais naves deste tipo."
"TID_WS_JUMP_SHIP_WARNING","O tempo passa muito lentamente em Estrelas Brancas. Sua nave pode demorar dias para voltar."
"TID_WS_HISTORIC_RESULTS","HISTÓRICO DE RESULTADOS DE ESTRELAS BRANCAS"
"TID_WS_HISTORIC_ITEM_XP_POPUP","A quantidade de EXP da Corporação concedida em cada Estrela Branca depende do resultado da partida. Todos os membros da Corporação que participarem ativamente poderão aumentar a EXP em alguns casos."
"TID_WS_ACTIVATE_MODULE_CONFIRM","Ativar {0} agora?"
"TID_WS_REWARDS_MSG_WINNER","Parabéns, sua Corporação venceu a missão na Estrela Branca! Você recebeu os seguintes recursos:\n\n<sprite name=''cr''> <c1>{0}</color>    <sprite name=''fuel''> <c2>{1}</color> "
"TID_WS_REWARDS_MSG_LOSS","A missão na Estrela Branca terminou. Você recebeu os seguintes recursos:\n\n<sprite name=''cr''> <c1>{0}</color>    <sprite name=''fuel''> <c2>{1}</color>"
"TID_WS_REWARDS_CRYSTALS","Algumas recompensas da sua última missão em uma Estrela Branca não couberam na sua armazenagem. Elas foram convertidas em Cristais, em razão reduzida. Você recebeu <sprite name=''pc''> <c3>{0}</color>"
"TID_WS_REWARDS_OVERFLOW","Algumas recompensas da sua última missão em uma Estrela Branca não couberam na sua armazenagem. Você pode liberar espaço e resgatá-las dentro de 3 dias.\n\n<sprite name=''cr''> <c1>{0}</color>    <sprite name=''fuel''> <c2>{1}</color>"
"TID_WS_REWARDS_MSG_DELETE_CONFIRM","Esta mensagem contém recompensas não resgatadas. Deseja mesmo excluir?"
"TID_WS_REWARDS_OVERFLOW_WARNING","Você não tem capacidade suficiente para guardar as recompensas. Deseja mesmo resgatar agora?"
"TID_INFLUENCE_DECAY","Você perdeu Influência devido à falta de vitórias em Estrela Vermelha. Lembre-se de ter pelo menos uma vitória a cada 3 dias em Estrela Vermelha no nível máximo que o seu sensor pode encontrar para evitar esta penalização.\n\n<sprite name=''influence''> <c5>-{0}</color>"
"TID_JUMP_FAIL_NOT_IN_CORP","Impossível saltar. Você não faz parte da Corporação participante."
"TID_JUMP_FAIL_DISABLED","Não é possível saltar uma nave desativada."
"TID_JUMP_FAILED_MODULE_PREP","Não é possível saltar a nave durante a ativação de um módulo."
"TID_STAR_TIME_SLOWDOWN","COMPRESSÃO TEMPORAL"
"TID_STAR_TIME_SLOWDOWN_DESCR","O tempo passa mais lentamente nesta estrela. Um segundo em uma Estrela Amarela dura {0} segundos aqui."
"TID_SHOW_WS_STAT_VALUES","MOSTRAR VALORES DA ESTRELA BRANCA"
"TID_SHOW_BS_STAT_VALUES","EXIBIR VALOR DAS ESTRELAS AZUIS"
"TID_WS_VERSUS_BRACKET","{0} vs. {0}"
"TID_CORP_LEVELS_LABEL","NÍVEIS DA CORPORAÇÃO"
"TID_CORP_LEVELS_PROGRESS_TO_NEXT_LEVEL","PROGRESSO ATÉ O PRÓXIMO NÍVEL"
"TID_CORP_LEVELS_PROGRESS_TO_NEXT_LEVEL_INFO","Colete EXP da Corporação em Estrelas Brancas para melhorar a sua Corporação para o próximo nível. Quando você alcançar a EXP necessária, a Corporação será melhorada automaticamente."
"TID_CORP_LEVEL_TITLE","NÍVEL {0}"
"TID_CORP_MAX_MEMBERS","Limite de membros"
"TID_CORP_MAX_MEMBERS_HINT","A quantidade máxima de membros que a Corporação pode aceitar. Ter mais membros aumenta a pontuação de PODER da Corporação."
"TID_CORP_PASSIVE_INCOME_BONUS","Bônus de renda passiva"
"TID_CORP_PASSIVE_INCOME_BONUS_HINT","Enquanto você está na Corporação, um bônus será aplicado à sua renda de Créditos e Hidrogênio por hora."
"TID_CORP_ARTIFACT_YIELD_BONUS","BÔNUS MÁX. DE ARTEFATOS"
"TID_CORP_ARTIFACT_YIELD_BONUS_HINT","Artefatos encontrados em Estrelas Vermelhas por qualquer membro da Corporação terão um bônus aplicado à sua pesquisa. Para manter o máximo possível de bônus, a Corporação precisa ganhar em uma Estrela Branca regularmente."
"TID_CORP_MAX_FLAGSHIP_LEVEL","Nv. máx da nave-chefe"
"TID_CORP_MAX_FLAGSHIP_LEVEL_HINT","O nível máximo para o qual a nave-chefe da Corporação pode ser melhorada. Membros precisam contribuir com Créditos para melhorar a nave-chefe até este nível."
"TID_CORP_NEW_FLAGSHIP_MODULE","Novo módulo de nave-chefe"
"TID_MSG_WHITE_STAR_BRACKET_NOT_SUPPORTED","Sua busca por Estrela Branca foi cancelada, pois {0}vs{0} não tem mais suporte. Para mais informações, confira as notas da atualização em blog.hadesstar.com"
"TID_WS_SCANNER_SLOT_1","NICHO 1"
"TID_WS_SCANNER_SLOT_2","NICHO 2"
"TID_WS_LABEL_STANDINGS","PONTUAÇÃO"
"TID_WS_LABEL_SPECTATE","TRANSMITISSÃO"
"TID_WS_TOGGLE_SPECTATE","Permitir espectadores"
"TID_WS_TOGGLE_SPECTATE_DESCR","Se ativada por ambas Corporações participantes, esta estrela será exibida na janela ESTRELAS BRANCAS ATIVAS e poderá ser vista por qualquer pessoa."
"TID_ARTIFACT_BONUS_CORP_LABEL","BÔNUS DE ARTEFATO"
"TID_ARTIFACT_NO_BONUS_CORP_HINT","Recupere a sua primeira Relíquia de uma Estrela Branca para habilitar o bônus de Artefato para a sua Corporação."
"TID_ARTIFACT_BONUS_CORP_HINT","O bônus atual aplicado a Artefatos encontrados em Estrelas Vermelhas por qualquer membro da Corporação."
"TID_ARTIFACT_BONUS_CORP_LOW","Para aumentar o bônus por um período fixo, a sua Corporação precisa ganhar em uma Estrela Branca."
"TID_ARTIFACT_BONUS_CORP_HIGH","O bônus vai diminuir em {0}. Ganhar em outra Estrela Branca vai encher o contador."
"TID_CORP_FLAGSHIP_LABEL","NAVE-CHEFE DA CORPORAÇÃO"
"TID_CORP_FLAGSHIP_0_BUTTON","NAVE-CHEFE 1"
"TID_CORP_FLAGSHIP_1_BUTTON","NAVE-CHEFE 2"
"TID_CORP_FLAGSHIP_CURRENT_LOCATION","ESTRELA ATUAL"
"TID_CORP_GO_TO_FLAGSHIP_ACTION","IR PARA A NAVE-CHEFE"
"TID_CORP_FLAGSHIP_NO_LOCATION","NENHUMA"
"TID_CORP_FLAGSHIP_NO_LOCATION_LABEL","PRONTO PARA SALTAR"
"TID_CORP_FLAGSHIP_NO_LOCATION_HINT","Qualquer Oficial pode chamar a nave-chefe a uma Estrela Branca ativa por meio do portal de salto da Corporação."
"TID_CORP_FLAGSHIP_LOCKED","Recupere sua primeira Relíquia de uma Estrela Branca para a chance de desbloquear uma nave-chefe para sua Corporação!\n\nA nave-chefe é uma nave de combate que pode auxiliar em apenas uma missão em Estrela Branca de cada vez. Todo Oficial da Corporação pode controlar a nave-chefe."
"TID_CORP_FLAGSHIP_UNLOCK_TITLE","PROGRESSO DO DESBLOQUEIO"
"TID_CORP_FLAGSHIP_UPGRADE_TITLE","PROGRESSO DA MELHORIA"
"TID_CORP_FLAGSHIP_UPGRADE_PROMPT","Todos os membros da Corporação podem contribuir com Créditos para as melhorias da nave-chefe. É possível aplicar a melhoria após atingir a quantidade de Créditos necessária na próxima mobilização da nave-chefe. O excesso das contribuições será salvo para a próxima melhoria."
"TID_CORP_FLAGSHIP_UNLOCK_PROMPT","Todos os membros da Corporação podem contribuir com Créditos para desbloquear a nave-chefe. Ao atingir a quantidade necessária, a nave-chefe é desbloqueada automaticamente. O excesso das contribuições será salvo para a próxima melhoria."
"TID_CORP_FLAGSHIP_CONTRIBUTE_CONFIRM","Deseja mesmo contribuir para a nave-chefe? Caso saia da Corporação, você não receberá reembolso."
"TID_CORP_FLAGSHIP_CONTRIB_SHOW_CHAT_ENTRY","Exibe a contribuição no bate-papo da Corporação."
"TID_CORP_FLAGSHIP_UPGRADE_RELIC_PROGRESS","Colete mais EXP da Corporação para a chance de desbloquear um novo nível da nave-chefe."
"TID_CORP_FLAGSHIP_TIMEOUT_LABEL","DISPONÍVEL EM: {0}"
"TID_CORP_FLAGSHIP_TIMEOUT_TITLE","REATIVAÇÃO DA NAVE-CHEFE"
"TID_CORP_FLAGSHIP_TIMEOUT_HINT","A nave-chefe entrará em um breve período de reativação após saltar de uma Estrela Branca, e um período maior se for destruída. A nave-chefe será totalmente restaurada durante a reativação."
"TID_FLAGSHIP_LEVEL","NÍVEL {0}"
"TID_FLAGSHIP_LOCKED","BLOQUEADA"
"TID_CORP_FLAGSHIP_STATS_LABEL","ESTATÍSTICAS DA MELHORIA"
"TID_CORP_FLAGSHIP_STAT_MODULE_LEVEL","NÍVEL DO MÓDULO ({0})"
"TID_WS_UNDERDOG_LABEL","DESFAVORECIDO"
"TID_WS_UNDERDOG_DESCR","Indica que esta é uma partida contra uma Corporação mais forte. Recupere pelo menos uma Relíquia para ganhar EXP da Corporação adicional, mesmo se perder a partida."
"TID_WS_ONGOING_TITLE","ESTRELAS BRANCAS ATIVAS"
"TID_WS_ONGOING_NOSTARS","Nenhuma estrela encontrada."
"TID_WS_ENDED","Partida encerrada"
"TID_WS_VISIT","Ver estrela"
"TID_WS_REPLAY","Ver reprise"
"TID_TIME_MACHINE","MÁQUINA DO TEMPO"
"TID_TIME_MACHINE_MINUTES_INTO_FUTURE","Daqui a {0} minutos"
"TID_TIME_MACHINE_HOURS_INTO_FUTURE","Daqui a {0} horas"
"TID_TIME_MACHINE_MINUTES_INTO_PAST","{0} minutos atrás"
"TID_TIME_MACHINE_HOURS_INTO_PAST","{0} horas atrás"
"TID_TIME_MACHINE_HINT","A Máquina do Tempo mostrará um dos vários futuros possíveis desta Estrela Branca. Ela não considera as táticas Cerberus, as ações de outros jogadores, ou módulos imprevisíveis como o Destino.\n\nVocê também pode usar esta tela para programar ordens futuras para suas naves. A Máquina do Tempo considera todas as ordens programadas de membros da sua Corporação."
"TID_FCMD_CANT_SCHEDULE","Esta ordem não pode ser programada."
"TID_FCMD_ORDER_LIMIT_REACHED","Não é possível programar mais ordens."
"TID_FCMD_WAYPOINT_DOESNT_EXIST_YET","Você não pode definir uma parada para um destino que não existe ainda"
"TID_FCMD_UNKNOWN_SHIP","[Nave desconhecida]"
"TID_FCMD_MOVE_TO","MOVER PARA {0}"
"TID_FCMD_ACTIVATE_MODULE","ATIVAR {0}"
"TID_FCMD_JUMP_OUT","SALTAR PARA LONGE"
"TID_SCHEDULED_ORDERS","ORDENS PROGRAMADAS"
"TID_TIMEMACHINE_BUTTON_NOW","TEMPO ATUAL"
"TID_TM_COMMAND_TOO_EARLY","Não é possível programar um comando tão próximo do tempo real."
"TID_FCMD_LINK_WEAPON","ARMA DE SUPORTE"
"TID_FCMD_UNLINK_WEAPON","REMOVER SUPORTE"
"TID_WS_SCORE_HINT","Relíquias recuperadas pela sua Corporação, comparadas com as Relíquias recuperadas pela Corporação inimiga. Colete mais Relíquias que o inimigo para ganhar esta partida e obter uma recompensa de EXP da Corporação muito maior."
"TID_EMPIRE_OBJECTIVES","OBJETIVOS"
"TID_OBJ_CLAIM_REWARD","RESGATAR RECOMPENSA"
"TID_OBJ_CLAIM_WARNING","Não há armazenamento suficiente para todas as recompensas. Alguns recursos serão perdidos. Tem certeza que deseja resgatar as recompensas agora?"
"TID_OBJ_PROGRESS_TITLE","PROGRESSO:"
"TID_OBJ_REPLACEMENT_OBJECTIVE_IN","Objetivo substituto disponível em:"
"TID_OBJ_REPLACE","SUBSTITUIR AGORA"
"TID_OBJ_DELETE","EXCLUIR OBJETIVO"
"TID_OBJ_DELETE_CONFIRM","Deseja mesmo excluir permanentemente este Objetivo? Ele nunca mais será oferecido."
"TID_NEW_OBJECTIVE_TIMER","NOVO OBJETIVO EM:"
"TID_NEW_OBJECTIVE_RUSH","NOVO OBJETIVO AGORA"
"TID_NEW_OBJECTIVE_RUSH_CONFIRM","Tem certeza de que deseja substituir o Objetivo por um novo?"
"TID_OBJECTIVE_SHOW_HOW","MOSTRE-ME COMO"
"TID_OBJ_SHOWHOW_HINT","Ative MOSTRE-ME COMO se precisar de ajuda com os primeiros Objetivos"
"TID_NO_OBJECTIVES","Você não tem Objetivos disponíveis no momento."
"TID_SPECIAL_OBJECTIVE_WIN_BLUE_STAR","VENÇA EM UMA ESTRELA AZUL"
"TID_SPECIAL_OBJECTIVE_WIN_BLUE_STAR_DESCR","Use o seu melhor encouraçado para vencer a sua primeira partida de Estrela Azul."
"TID_SPECIAL_OBJECTIVE_GET_ARTIFACT_FROM_DRS","RECUPERE UM ARTEFATO DE UMA ESTRELA VERMELHA SOMBRIA"
"TID_SPECIAL_OBJECTIVE_GET_ARTIFACT_FROM_DRS_DESCR","Procure por uma Estrela Vermelha Sombria e recupere o seu primeiro Artefato."
"TID_OBJ_UPGRADE_BUILDING","MELHORAR ESTAÇÃO ESPACIAL"
"TID_OBJ_UPGRADE_BUILDING_DESCR","Melhore {0} para o nível {1}."
"TID_OBJ_UPGRADE_TRADE_STATION","Comece uma melhoria em qualquer uma das suas Estações Comerciais."
"TID_OBJ_BUILD_NEW_TRADE_STATION","Construa uma nova Estação Comercial."
"TID_OBJ_JOIN_CORP","ENTRAR EM UMA CORPORAÇÃO"
"TID_OBJ_JOIN_CORP_DESCR","Entre em uma Corporação existente ou crie uma nova."
"TID_OBJ_JOIN_CORP_HINT","Abra a janela de Bate-papo clicando na seta azul no extremo da tela, depois selecione a aba CORPORAÇÃO."
"TID_OBJ_RESEARCH_ARTIFACTS","PESQUISA DE ARTEFATOS"
"TID_OBJ_RESEARCH_ARTIFACTS_DESCR","Pesquise {0} x {1} (ou de nível maior)."
"TID_OBJ_SALVAGE_ARTIFACTS","RECICLAGEM DE ARTEFATOS"
"TID_OBJ_SALVAGE_ARTIFACTS_DESCR","Recicle {0} x Artefatos de nível {1} (ou de nível maior)."
"TID_OBJ_SALVAGE_ANY_ARTIFACT","Recicle qualquer Artefato."
"TID_OBJ_SALVAGE_TOTAL","Recicle um total de {0} Artefatos."
"TID_OBJ_DESTROY_CERBERUS","DESTRUA NAVES CERBERUS"
"TID_OBJ_DESTROY_CERBERUS_DESCR","Destrua {0} x {1}."
"TID_OBJ_MINE","MINERE HIDROGÊNIO"
"TID_OBJ_MINE_DESC","Deposite um total de {0} de Hidrogênio nos seus planetas."
"TID_OBJ_USE_HYDRO_RS","USE HIDROGÊNIO EM ESTRELAS VERMELHAS"
"TID_OBJ_USE_HYDRO_RS_DESCR","Use um total de {0} Hidrogênio ativando módulos de mineração em uma Estrela Vermelha."
"TID_OBJ_MINE_HINT","Envie uma nave mineradora a um campo de asteroides. A mineradora trabalhará automaticamente mesmo quando você estiver offline."
"TID_USE_TRADE_MODULE","USE O MÓDULO DE CARGUEIRO"
"TID_USE_SUPPORT_MODULE","USE O MÓDULO DE COMBATE"
"TID_USE_MINING_MODULE","USE O MÓDULO DE MINERADORA"
"TID_USE_SHIELD_MODULE","USAR MÓDULO DE PROTEÇÃO"
"TID_USE_DRONE_MODULE","USE O MÓDULO DE DRONE"
"TID_USE_SHIPMENT_COMPUTER","Use o COMPUTADOR DE CARGA para recolher automaticamente {0} carregamentos."
"TID_USE_SHIPMENT_DRONE","Use o DRONE DE CARGA para ganhar {0} Créditos em bônus de entregas."
"TID_USE_TRADEBOOST","Colete {0} Créditos de bônus de IMPULSO COMERCIAL."
"TID_USE_TRADEBOOST_HINT","Desbloqueie o módulo de IMPULSO COMERCIAL e instale-o no seu cargueiro. Use o cargueiro para entregar carregamentos enquanto o módulo instalado está ativo."
"TID_USE_EMP","Use PEM para incapacitar {0} naves inimigas."
"TID_USE_REPAIR","Use o REPARO REMOTO para recuperar {0} de PV para as naves de outro jogador."
"TID_UPLOAD_HYDRO_RS","Use o ENVIO DE HIDROGÊNIO para transferir um total de {0} de Hidrogênio de Estrelas Vermelhas."
"TID_USE_CRUNCH","Colete um total de {0} de Hidrogênio usando CRISE."
"TID_OBJECTIVE_EXPLORE_SECTOR","Expandir para novos setores no seu sistema estelar é importante para manter uma economia forte. Todos os novos setores conterão mais campos de asteroides para a mineração de Hidrogênio, e alguns terão planetas que você poderá colonizar."
"TID_OBJECTIVE_DELIVER_SHIPMENTS","Use Cargueiros para entregar carregamentos em outros planetas, luas e estações espaciais.\n\nAo fazer essas entregas, você recebe recursos cruciais para melhorar sua infraestrutura e viajar ainda mais longe no sistema estelar."
"TID_OBJECTIVE_RS_TITLE","CONCLUA UMA MISSÃO EM UMA ESTRELA VERMELHA"
"TID_OBJECTIVE_RS_MSG","Use um encouraçado e um cargueiro para recuperar um Artefato de uma Estrela Vermelha antes que ela entre em supernova."
"TID_OBJECTIVE_RS_DETAILS","Fazer missões comuns em Estrelas Vermelhas é essencial para desenvolver sua economia e tecnologia. Os Artefatos recuperados nestas missões podem ser pesquisados para desbloquear novos módulos, com os quais pode equipar suas naves."
"TID_OBJECTIVE_BLS_DETAILS","Estrelas Azuis oferecem partidas mais curtas contra encouraçados de outros jogadores. Participe diariamente para melhorar a sua economia e parcialmente automatizar carregamentos na sua estrela de origem pela estação de TRANSMISSOR DE CARGA."
"TID_OBJECTIVE_DRS_DETAILS","Estrelas Vermelhas Sombrias oferecem um desafio maior e mais recompensas. Naves destruídas em Estrelas Vermelhas Sombrias são perdidas para sempre."
"TID_OBJECTIVE_UPGRADE_RS_SCANNER_DETAILS","Melhorar o Sensor de Estrelas Vermelhas é importante para acessar novas estrelas. Os Artefatos de nível alto encontrados nessas estrelas ajudam a desbloquear módulos avançados."
