"TID_INTRO_MESSAGE_TITLE","欢迎来到HADES' STAR"
"TID_PLANET_AT_MAX_LEVEL","最高升级等级"
"TID_ECONOMY_EXPENSES_PER_STAR_TYPE","显示每种类型恒星的费用"
"TID_PLANET_LIST_ITEM_BUILD_NEW_TRADE_STATION","建造新的太空贸易站"
"TID_PLANET_UPGRADE_TITLE","升级{0}至等级{1}"
"TID_PLANET_UPG_CREDIT_STORE","星币储存空间"
"TID_PLANET_UPG_CREDIT_STORE_DESCR","您的帝国最大星币储存量的组成部分"
"TID_PLANET_UPG_HYDROGEN_STORE","氢气储存空间"
"TID_PLANET_UPG_HYDROGEN_STORE_DESCR","您的帝国最大氢气储存量的组成部分"
"TID_PLANET_UPG_SHIPMENT_YIELD","货物产量"
"TID_PLANET_UPG_CURRENT_SHIPMENT_VALUE","货物价值"
"TID_PLANET_UPG_CURRENT_SHIPMENT_VALUE_DESCR","该星球当前储存货物的星币奖励总量。"
"TID_PLANET_UPG_SHIPMENT_YIELD_DESCR","这颗星球的货物出货每天经过调整所产生的总星币奖励。还包括对该星球的卫星（如果有的话）的星币奖励。"
"TID_PLANET_UPG_CREDIT_YIELD","星币产量"
"TID_PLANET_UPG_CREDIT_YIELD_DESCR","该星球每小时为您赚取的星币量"
"TID_PLANET_UPG_HYDROGEN_YIELD","氢气产量"
"TID_PLANET_UPG_HYDROGEN_YIELD_DESCR","该星球每小时为您赚取的氢气量"
"TID_PLANET_UPG_SPEED_UP_CONFIRM","立刻完成星球升级？"
"TID_CHANGE_NAME_TITLE","更改姓名"
"TID_CHANGE_NAME_PROMPT","输入您希望宇宙中其他玩家看到的名字："
"TID_CHANGE_NAME_WARNING","警告：玩家名只能修改一次"
"TID_CHANGE_PLANET_NAME_PROMPT","为该星球输入您希望的名称："
"TID_CHANGE_STATION_NAME_PROMPT","为太空站输入您希望的名称："
"TID_CHANGE_SHIP_NAME_PROMPT","为该船舰输入您希望的名称："
"TID_ERROR_NAME_TOO_SHORT","名称过短"
"TID_ERROR_NAME_TOO_LONG","名称过长"
"TID_ERROR_SHIP_TOO_LOW_LEVEL_TO_RENAME","您只能重新命名等级为{0}或更高等级的船舰"
"TID_ERROR_SERVER_OP_FAIL","操作失败。请稍后再试。"
"TID_ERROR_NAME_CHANGE_BAD","您不能使用该名称。请尝试不同名称。"
"TID_SOCIAL_TITLE","社交"
"TID_SOCIAL_MSG_JUST_ARRIVED","刚才"
"TID_SOCIAL_TAB_INCOMING","收件箱"
"TID_SOCIAL_NEWS_TAB","新闻"
"TID_SOCIAL_TIMESTAMP","{0}之前"
"TID_SOCIAL_NO_MESSAGES","您没有收到消息。"
"TID_SOCIAL_INCOMING_DIPLOMACY_REQUEST","{0}想与您建立外交关系。通过您的太空外交站回应。"
"TID_SOCIAL_DIPLOMACY_REQUEST_ACCEPTED","{0}接受了您建立外交关系的请求"
"TID_SOCIAL_DIPLOMACY_REQUEST_REJECTED","{0}拒绝了您建立外交关系的请求"
"TID_SOCIAL_DIPLOMACY_TERMINATED","{0}想与您建立外交关系"
"TID_SOCIAL_DELETE_MESSAGE","删除"
"TID_SOCIAL_KICKED","{0}已将您移出{1}星际集团"
"TID_SOCIAL_ALLIANCE_INVITE","{0}已邀请您加入其星际集团，<style=Link><link=''corp''>{1}</link></style>"
"TID_SOCIAL_FRIENDS_TAB","好友"
"TID_SOCIAL_FRIENDS_TAB_PENDING_REQUESTS_HEADER","待处理申请"
"TID_SOCIAL_NO_FRIENDS","添加好友后可以启用私人红巨星邀请，并让受信任的玩家访问您的本地黄星聊天选项卡。\n\n您可以打开任意玩家的“玩家档案”窗口并向其发送好友申请。"
"TID_SOCIAL_REPLY_TO_FRIEND_BUTTON","回复"
"TID_RS_INVITE_ERROR_RS_LEVEL","该玩家无法访问该等级的红巨星。"
"TID_RS_INVITE_ERROR_IN_OTHER_RS","该玩家已加入其他红巨星。"
"TID_RS_INVITE_SUCCESS","邀请发送成功。"
"TID_RS_INVITE_TEXT","我邀请您加入我的等级{0}红巨星。"
"TID_RS_INVITE_BUTTON","邀请其加入当前红巨星"
"TID_INBOX_SYSTEM_MESSAGE_SENDER","系统消息"
"TID_BLOCKED_PLAYERS_TITLE","已屏蔽玩家"
"TID_BLOCKED_PLAYERS_LABEL","已屏蔽玩家发送的消息不会显示在聊天中。已屏蔽玩家发送的好友申请会被自动拒绝。"
"TID_BLOCKED_PLAYERS_UNBLOCK","解除屏蔽"
"TID_DISTINCTION_LEGACY_TITLE","（遗留）"
"TID_DISTINCTION_PIONEER","先锋"
"TID_DISTINCTION_PIONEER_DESCR","该玩家在Hades宇宙发现之初就参与探索了"
"TID_DISTINCTION_TOP1","上将"
"TID_DISTINCTION_TOP1_DESCR","该玩家曾达到全球排行第1名"
"TID_DISTINCTION_TOP1_10D","督查"
"TID_DISTINCTION_TOP1_10D_DESCR","该玩家曾保持全球第1名的排名10天以上"
"TID_DISTINCTION_TOP1_30D","帝王"
"TID_DISTINCTION_TOP1_30D_DESCR","该玩家曾保持全球第1名的排名30天以上"
"TID_DISTINCTION_TOP10","总管"
"TID_DISTINCTION_TOP10_DESCR","该玩家曾达到全球排行前10名"
"TID_DISTINCTION_TOP50","指挥"
"TID_DISTINCTION_TOP50_DESCR","该玩家曾达到全球排行前50名"
"TID_INBOX_MESSAGE_DISTINCTION_UNLOCKED","恭喜，您已解锁了新头衔：{0}"
"TID_DISTINCTION_TOP1_DURATION","第1名排行已保持：{0}"
"TID_DISTINCTION_BS_TOP1","蓝星大师"
"TID_DISTINCTION_BS_TOP1_DESCR","该玩家在一个蓝星赛季中排行第1名。"
"TID_DISTINCTION_BS_TOP10","蓝星英雄"
"TID_DISTINCTION_BS_TOP10_DESCR","该玩家在一个蓝星赛季中打进了排行前10名。"
"TID_DISTINCTION_BS_TOP50","蓝星精英"
"TID_DISTINCTION_BS_TOP50_DESCR","该玩家在一个蓝星赛季中打进了排行前50名。"
"TID_DISTINCTION_WS_TOP1","白星大师"
"TID_DISTINCTION_WS_TOP1_DESCR","该玩家在一个遗留白星赛季中排名第1。"
"TID_DISTINCTION_WS_TOP10","白星英雄"
"TID_DISTINCTION_WS_TOP10_DESCR","该玩家在一个遗留白星赛季中进入了前10名。"
"TID_DISTINCTION_WS_TOP50","白星老兵"
"TID_DISTINCTION_WS_TOP50_DESCR","该玩家在一个遗留白星赛季中进入了前50名。"
"TID_DISTINCTION_DN_PIONEER","暗星云开拓者"
"TID_DISTINCTION_DN_PIONEER_DESCR","该玩家是最早前往暗星云冒险的开拓者之一。"
"TID_DISTINCTION_WS_WINS_TOP","白星大师"
"TID_DISTINCTION_WS_WINS_TOP_DESCR","该玩家一个赛季内在白星中获胜四次。"
"TID_DISTINCTION_WS_WINS_2","白星英雄"
"TID_DISTINCTION_WS_WINS_2_DESCR","该玩家一个赛季内在白星中获胜三次。"
"TID_DISTINCTION_WS_WINS_3","白星老兵"
"TID_DISTINCTION_WS_WINS_3_DESCR","该玩家一个赛季内在白星中获胜两次。"
"TID_REPLAY_FAILED","该回放已不可用"
"TID_REPLAY_ERROR","播放回放时发生了一个错误"
"TID_REPLAY_TIME_REMAINING","回放完成时间："
"NOTIF_PLANET_UPGRADE","星球已完成等级{0}升级"
"NOTIF_DIPLOMACY_REQUEST","{0}想与您的帝国建立外交关系"
"NOTIF_DIPLOMACY_ACCEPT","{0}接受了您建立外交关系的请求"
"NOTIF_DIPLOMACY_END","{0}中断了与您帝国之间的外交关系"
"NOTIF_MINER","您的采矿舰需要新的指令"
"NOTIF_SHIPMENTS","您所有星球上的货物均已满"
"NOTIF_NEW_SECTOR","您的恒星系统中已有新星区可用"
"NOTIF_ARTIFACT","您的太空研究站已完成所有神器的研究"
"NOTIF_NEW_RED_STAR","发现了新的红巨星"
"NOTIF_NEW_BLUE_STAR","发现了新的蓝星！"
"NOTIF_RED_STAR_JOINED","您已加入了正在进行中的红巨星行动"
"NOTIF_RED_STAR_ENDING","您的红巨星很快将发生超新星爆炸"
"NOTIF_MODULE_DONE","模组升级已完成"
"NOTIF_HYDROGEN_FULL","氢气储量已满。您的采矿舰已停止工作。"
"NOTIF_NEW_CRYSTAL_SHIPMENT","您的星球上有新的水晶货物可用"
"NOTIF_WHITE_STAR_JOINED","发现了新的白星"
"NOTIF_WHITE_STAR_PREP_OVER","已发现的白星的准备时间已结束"
"NOTIF_WHITE_STAR_ENDING","白星将在48小时内结束"
"NOTIF_OBJECTIVE_REFRESH","有新的目标可用"
"NOTIF_DAY1","您的帝国需要新的命令才能继续拓展黄星"
"NOTIF_BLUE_STAR_UPDATE","蓝星现已可访问！查看黄星中出现异象的详情。"
"NOTIF_PRIVATE_RS","{0}开始了新的等级{1}红巨星搜索"
"NOTIF_PLAYER_NAME_AND_MESSAGE","{0}发送了一条消息：{1}"
"NOTIF_NEW_FRIEND","您已与{0}成为好友"
"NOTIF_RS_INVITE","{0}邀请您加入等级{1}红巨星"
"NOTIF_DRS_INVITE","{0}邀请您加入等级{1}暗红巨星"
"TID_MONTH_1","1月{0}日"
"TID_MONTH_2","2月{0}日"
"TID_MONTH_3","3月{0}日"
"TID_MONTH_4","4月{0}日"
"TID_MONTH_5","5月{0}日"
"TID_MONTH_6","6月{0}日"
"TID_MONTH_7","7月{0}日"
"TID_MONTH_8","8月{0}日"
"TID_MONTH_9","9月{0}日"
"TID_MONTH_10","10月{0}日"
"TID_MONTH_11","11月{0}日"
"TID_MONTH_12","12月{0}日"
"TID_ALPHA_RETURN_GIFT","欢迎回来！\n\n作为回归的A测版本参与者，您已解锁“先锋”头衔。\n\n我们也向您的账户额外添加了500水晶，特别感谢您在早期帮助我们优化游戏。\n\n祝您享受在Hades宇宙中的旅程。感谢您的早期支持！\n\n- Hades' Star团队"
"TID_DN_RETURN_AWARD","感谢您在Hades' Star: DARK NEBULA正式发布之前进行测试。您的账户已被授予特殊的荣誉。"
"TID_SUPPORT_CRYSTALS_ADDED","我们已审阅了您提交给客服的请求，并向您的账户添加了{0}水晶。非常抱歉为您造成了不便。\n\n- Hades' Star支持团队"
"TID_RELIC","圣物"
"TID_RELIC_DLG_TITLE","圣物"
"TID_NO_SHIPMENTS_WHITE_STAR","无可用圣物"
"TID_MORE_RELICS_TIMER","下个圣物出现时间："
"TID_PLANET_DESCR_GENERATING_RELIC","等待氢气存入。"
"TID_STATUS_LOADING_RELIC","正在装载圣物"
"TID_NEW_RELIC_CREATED","已生成新的圣物"
"TID_NEW_RELICS_CREATED","已生成{0}个新圣物"
"TID_STAR_GOALS_DESCR_WHITESTAR","与您的星际集团成员合作，从这个濒死的白星上获取圣物。\n\n所有星球都会随时间逐渐生成圣物。搭载的运输舰跳跃出星系后，圣物即被视为已获取。\n\n采矿舰可通过在星球上存入氢气来加速圣物生成。\n\n该区域中可能有另一个星际集团活动。战斗舰将会向其他星际集团的船舰开火。"
"TID_WHITE_STAR_FOUND_HINT","与您的星际集团协调，决定向该白星派遣哪些船舰，帮助获取圣物。\n\n船舰在白星系统中移动十分缓慢。您派遣的船舰可能好多天都回不来。"
"TID_WHITE_STAR_SPECTATOR_INFO","作为旁观者，您不能向该白星派遣船舰。\n\n在搜索白星时，您必须名列参与者名单中，才能主动参与白星任务。"
"TID_WHITE_STAR_LBL_PARTICIPANTS","合格参与者"
"TID_WHITE_STAR_LBL_ACTIVE_PARTICIPANTS","参与者"
"TID_WS_PARTICIPANTS_HINT","为了匹配侦测到的恒星大小，可能会排除列表底部的一些合格参与者。"
"TID_SCANNING_WS","正在扫描白星"
"TID_WS_SCAN_TIME_HINT","搜索可能要花费数小时。白星任务将在找到白星{0}小时后开始。"
"TID_UNABLE_TO_USE_WS_SCANNER","无法扫描"
"TID_WS_NO_CORP","您必须加入一个星际集团才能使用白星扫描仪。"
"TID_WS_DIALOG_FIND_CORP","寻找星际集团"
"TID_WS_CANCEL_SEARCH","取消搜索"
"TID_WS_CANCEL_SEARCH_CONFIRM","您确定要取消搜索白星吗？"
"TID_WS_CANTSCAN_REASON_MEMBERS","您需要至少{0}位合格参与者才能开始白星任务。"
"TID_WS_CANTSCAN_REASON_NOT_OFFICER","准备就绪后，请您星际集团中的一位干事开始白星扫描。"
"TID_JUMP_CONFIRM_WS_CARGO_LOST","运输舰和采矿舰在跳跃至白星时会失去搭载的所有货物。是否确定？"
"TID_JUMP_CONFIRM_MINER","星际跃迁后，您的采掘舰将丢失已收集的全部氢气。进行下一步？"
"TID_PLANET_INFO_HYDRO_PER_RELIC","每圣物所需氢气（前{0}个圣物）"
"TID_PLANET_INFO_HYDRO_PER_RELIC_2","每圣物所需氢气（之后{0}个圣物）"
"TID_PLANET_INFO_HYDRO_PER_RELIC_3","每圣物所需氢气（额外圣物）"
"TID_PLANET_INFO_NUM_RELICS_GENERATED","生成圣物总数"
"TID_PLANET_INFO_HYDRO_PER_RELIC_DESCR","在该星球上创造新圣物所需存入的氢气量。您可以多次小批量提供氢气以制造下一圣物。"
"TID_WHITE_STAR_PLANET_DESCR","白星的行星允许采矿舰生成圣物。在白星的行星上存入的任何数量的氢都将有助于生成下一个圣物。存入大量氢气以一次生成多个圣物。\n\n一旦生成，圣物将存储在行星上，直到被运输舰捡起。安全运输出系统的圣物将有助于您的星际集团在本场比赛中的得分。超新星时，回收的圣物数量较多的星际集团获胜。\n\n生成圣物的行星效率会随着生成更多圣物而下降。努力控制多个白星行星，以获取最大可能数量的圣物。"
"TID_JUMP_CMD_ERROR_TRANSPORT_TOO_SMALL_FOR_WS","运输舰必须至少有{0}的货物容量才能跳跃至白星。"
"TID_WHITE_STAR_SEARCH_HINT_1","白星中的时间流逝非常缓慢。利用富余的时间与您的星际集团成员协调战略。"
"TID_WHITE_STAR_SEARCH_HINT_2","用采矿舰在白星星球上存入氢气会加速圣物生成。请确保您的采矿行动不受敌军火力威胁。"
"TID_WHITE_STAR_SEARCH_HINT_3","您只能向白星派遣少量船舰。建议您的星际集团提前协商好跳跃舰船的阵容与时间安排。"
"TID_WHITE_STAR_SEARCH_HINT_4","泊靠在星际集团返程星门的船舰会在白星发生超新星爆炸时自动跳跃回安全地带。"
"TID_WHITE_STAR_SEARCH_HINT_5","使用时间机器预览战斗结果，看看自己的船舰到达目的地时，恒星系统将处于何种状态。"
"TID_WHITE_STAR_SEARCH_HINT_6","脉冲护盾可以使您的战斗舰比拥有更重护盾的船只更快地到达战略位置。"
"TID_WHITE_STAR_SEARCH_HINT_7","如果玩家能够参与新白星搜索，在星际集团成员列表中，他们的玩家序号旁边会出现一个淡色的白星图标。正在参加当前白星任务的玩家，序号旁会显示实色图标。"
"TID_WHITE_STAR_SEARCH_HINT_8","如果敌人在一个星球上设下了严密的防守，要仔细考虑是否有意义进行全面进攻。有时候，正确的反应是将注意力集中在地图的其他部分。"
"TID_WHITE_STAR_SEARCH_HINT_9","您的运输舰在装载圣物时非常脆弱。做好计划，保护他们在整个装载期间不受伤害。"
"TID_WHITE_STAR_SEARCH_HINT_10","在白星中时，要与您星际集团的成员私密交流，请使用恒星系统聊天选项卡。这样，竞争集团的玩家就看不到您的消息。"
"TID_WHITE_STAR_SEARCH_HINT_11","您不能升级尚处于白星中的船舰和其模组。待处理的升级会在船舰返回后生效。"
"TID_CMD_ERROR_CANT_TELEPORT_IN_BARRIER","您无法瞬间传送至敌人屏障范围内"
"TID_WSDIALOG_OPTIN_LABEL","参与白星搜索："
"TID_WSDIALOG_OPTOUT_CONFIRM","您确定要退出白星搜索吗？您将不能参与自己星际集团未来的搜索。"
"TID_WS_PREPARATION_PERIOD","准备阶段"
"TID_WS_PREPARATION_ENDS_IN","结束于：{0}"
"TID_WS_PREPARATION_PERIOD_DESCR","在准备阶段，您可以让船舰先跳跃入系统，下达初步移动指令。准备时间结束后，船舰就会开始移动。\n\n使用这段时间与您的星际集团成员讨论战术。您也可以使用时间机器计划未来船舰指令。"
"TIC_CMD_CANT_USE_MODULE_IN_PREPARATION","在准备时无法激活模组"
"TID_WS_CANNOT_JUMP_MORE","您暂时不能跳跃更多此类船舰"
"TID_WS_CANNOT_JUMP_COOLDOWN","您必须等待冷却完成才能跳跃更多此类船舰"
"TID_WS_JUMP_SHIP_WARNING","白星中的时间流逝非常缓慢。您的船舰可能好多天都回不来。"
"TID_WS_HISTORIC_RESULTS","白星历史成果"
"TID_WS_HISTORIC_ITEM_XP_POPUP","每颗白星奖励的星际集团经验总数取决于比赛结果。在某些情况下，所有星际集团成员全部活跃参与比赛可提高经验获取。"
"TID_WS_ACTIVATE_MODULE_CONFIRM","立刻激活{0}？"
"TID_WS_REWARDS_MSG_WINNER","恭喜，您的星际集团取得了白星任务的胜利！您已获得下列资源：\n\n<sprite name=''cr''> <c1>{0}</color>    <sprite name=''fuel''> <c2>{1}</color>      "
"TID_WS_REWARDS_MSG_LOSS","白星任务已结束。您已获得下列资源：\n\n<sprite name=''cr''> <c1>{0}</color>    <sprite name=''fuel''> <c2>{1}</color>     "
"TID_WS_REWARDS_CRYSTALS","您的储存空间不足，无法储存在上次白星任务中获得的部分奖励。这些奖励已按较低的比率转换为水晶。您已获得<sprite name=''pc''><c3>{0}</color>"
"TID_WS_REWARDS_OVERFLOW","您的储存空间不足，无法储存在上次白星任务中获得的部分奖励。您可以先腾出些空间，在3天之内领取这些奖励。\n\n<sprite name=''cr''> <c1>{0}</color>   <sprite name=''fuel''> <c2>{1}</color>"
"TID_WS_REWARDS_MSG_DELETE_CONFIRM","此消息中包含尚未领取的奖励。您确定要删除吗？"
"TID_WS_REWARDS_OVERFLOW_WARNING","您的储存空间不足，无法容纳所有奖励。您确定要现在领取奖励吗？"
"TID_INFLUENCE_DECAY","由于过久未取得红巨星胜利，您已失去部分影响力。请务必每三天取得至少一次红巨星胜利，该红巨星须为您的扫描仪能搜索到的最高等级，以避免影响力惩罚。\n\n<sprite name=''influence''> <c5>-{0}</color>"
"TID_JUMP_FAIL_NOT_IN_CORP","无法进行跳跃。您不属于任何正在参与的星际集团。"
"TID_JUMP_FAIL_DISABLED","已瘫痪船舰无法进行跳跃。"
"TID_JUMP_FAILED_MODULE_PREP","模组激活时无法进行星际跳跃。"
"TID_STAR_TIME_SLOWDOWN","时间放缓"
"TID_STAR_TIME_SLOWDOWN_DESCR","这颗恒星中的时间流逝比正常速度慢。黄星上的一秒钟相当于这里的{0}秒钟。"
"TID_SHOW_WS_STAT_VALUES","显示白星数据"
"TID_SHOW_BS_STAT_VALUES","显示蓝星价值"
"TID_WS_VERSUS_BRACKET","{0} vs {0}"
"TID_CORP_LEVELS_LABEL","星际集团等级"
"TID_CORP_LEVELS_PROGRESS_TO_NEXT_LEVEL","提升至下一等级"
"TID_CORP_LEVELS_PROGRESS_TO_NEXT_LEVEL_INFO","在白星收集星际集团经验以将您的星际集团提升至下一等级。达到经验需求后，星际集团将自动升级。"
"TID_CORP_LEVEL_TITLE","等级{0}"
"TID_CORP_MAX_MEMBERS","最大成员数"
"TID_CORP_MAX_MEMBERS_HINT","星际集团可容纳的最大成员数量。在允许范围内，成员数越多，星际集团力量得分就越高。"
"TID_CORP_PASSIVE_INCOME_BONUS","被动额外收入"
"TID_CORP_PASSIVE_INCOME_BONUS_HINT","当您处于星际集团内时，每小时星币与氢气收入将获得加成。"
"TID_CORP_ARTIFACT_YIELD_BONUS","最高神器加成"
"TID_CORP_ARTIFACT_YIELD_BONUS_HINT","星际集团的任何成员在红巨星发现的神器均会对其本人产生研究加成。为了最大限度地获取加成，星际集团需要定期在白星中获胜。"
"TID_CORP_MAX_FLAGSHIP_LEVEL","最大旗舰等级"
"TID_CORP_MAX_FLAGSHIP_LEVEL_HINT","星际集团旗舰可提升至的最高等级。需要成员捐献星币才能将旗舰提升至该等级。"
"TID_CORP_NEW_FLAGSHIP_MODULE","新旗舰模组"
"TID_MSG_WHITE_STAR_BRACKET_NOT_SUPPORTED","白星任务已不再支持{0}对{0}槽位，您的白星搜索已取消。欲知更多信息，请参见blog.hadesstar.com上的发布说明。"
"TID_WS_SCANNER_SLOT_1","槽位1"
"TID_WS_SCANNER_SLOT_2","槽位2"
"TID_WS_LABEL_STANDINGS","得分"
"TID_WS_LABEL_SPECTATE","广播"
"TID_WS_TOGGLE_SPECTATE","允许旁观"
"TID_WS_TOGGLE_SPECTATE_DESCR","如果两个参与星际集团均启用这个选项，该恒星将出现在已激活白星对话中，可供任何人查看。"
"TID_ARTIFACT_BONUS_CORP_LABEL","神器加成"
"TID_ARTIFACT_NO_BONUS_CORP_HINT","从白星取回您的第一件圣物，让您的星际集团获得神器加成。"
"TID_ARTIFACT_BONUS_CORP_HINT","任意星际集团成员在红巨星发现神器的当前加成。"
"TID_ARTIFACT_BONUS_CORP_LOW","为了在一段固定时间内提高加成，您的星际集团必须在一次白星行动中获胜。"
"TID_ARTIFACT_BONUS_CORP_HIGH","加成将于{0}后衰减。在另一次白星行动中获胜将重置计时器。"
"TID_CORP_FLAGSHIP_LABEL","星际集团旗舰"
"TID_CORP_FLAGSHIP_0_BUTTON","旗舰1"
"TID_CORP_FLAGSHIP_1_BUTTON","旗舰2"
"TID_CORP_FLAGSHIP_CURRENT_LOCATION","当前恒星"
"TID_CORP_GO_TO_FLAGSHIP_ACTION","前往旗舰"
"TID_CORP_FLAGSHIP_NO_LOCATION","无"
"TID_CORP_FLAGSHIP_NO_LOCATION_LABEL","跃迁准备就绪"
"TID_CORP_FLAGSHIP_NO_LOCATION_HINT","任何干事都可以召唤旗舰，通过星际集团的入口星际跳跃门，前往当前活动的白星。"
"TID_CORP_FLAGSHIP_LOCKED","从白星中取得您第一件圣物，就有机会解锁属于自己星际集团的旗舰！\n\n旗舰是一种战斗舰，可以派往白星任务作战，每次只能部署给一个白星任务。任何星际集团干事都能控制旗舰。"
"TID_CORP_FLAGSHIP_UNLOCK_TITLE","解锁办法"
"TID_CORP_FLAGSHIP_UPGRADE_TITLE","升级办法"
"TID_CORP_FLAGSHIP_UPGRADE_PROMPT","每一位星际集团成员都可以贡献星币，用于升级旗舰。在达到所需的星币量后，旗舰下一次部署时就会应用升级。超过所需的捐款会被存储起来，用于下一次升级。"
"TID_CORP_FLAGSHIP_UNLOCK_PROMPT","每一位星际集团成员都可以贡献星币，用于解锁旗舰。在达到所需的星币量后，旗舰就会自动解锁。超过所需的捐款会被存储起来，用于下一次升级。"
"TID_CORP_FLAGSHIP_CONTRIBUTE_CONFIRM","您确定想为旗舰捐献星币吗？如果您离开星际集团，将无法获得退款。"
"TID_CORP_FLAGSHIP_CONTRIB_SHOW_CHAT_ENTRY","在星际集团聊天中显示捐献情况。"
"TID_CORP_FLAGSHIP_UPGRADE_RELIC_PROGRESS","获取更多的星际集团经验，就有机会解锁新的旗舰等级。"
"TID_CORP_FLAGSHIP_TIMEOUT_LABEL","距离可用：{0}"
"TID_CORP_FLAGSHIP_TIMEOUT_TITLE","旗舰冷却"
"TID_CORP_FLAGSHIP_TIMEOUT_HINT","跳跃出白星后，旗舰会进行一次小型冷却，如果被摧毁，冷却时间会延长。在冷却期间，旗舰会被完全修复。"
"TID_FLAGSHIP_LEVEL","等级{0}"
"TID_FLAGSHIP_LOCKED","锁定"
"TID_CORP_FLAGSHIP_STATS_LABEL","升级属性"
"TID_CORP_FLAGSHIP_STAT_MODULE_LEVEL","模组等级（{0}）"
"TID_WS_UNDERDOG_LABEL","劣势方"
"TID_WS_UNDERDOG_DESCR","表示该比赛的对手星际集团更加强大。只要能取回至少一件圣物，即使输掉比赛仍然能获得额外的星际集团经验。"
"TID_WS_ONGOING_TITLE","已激活白星"
"TID_WS_ONGOING_NOSTARS","找不到恒星。"
"TID_WS_ENDED","比赛已结束"
"TID_WS_VISIT","查看恒星"
"TID_WS_REPLAY","查看回放"
"TID_TIME_MACHINE","时间机器"
"TID_TIME_MACHINE_MINUTES_INTO_FUTURE","现在起{0}分钟后"
"TID_TIME_MACHINE_HOURS_INTO_FUTURE","现在起{0}小时后"
"TID_TIME_MACHINE_MINUTES_INTO_PAST","{0}分钟之前"
"TID_TIME_MACHINE_HOURS_INTO_PAST","{0}小时之前"
"TID_TIME_MACHINE_HINT","时间机器会向您展示白星的许多可能未来之一。机器不考虑冥犬舰队战术、其他玩家行为或不可预测的模组，如命中注定模组。\n\n您也可以使用该界面计划未来船舰指令。时间机器会考虑您星际集团成员的所有计划指令。"
"TID_FCMD_CANT_SCHEDULE","无法计划该指令。"
"TID_FCMD_ORDER_LIMIT_REACHED","您无法计划更多指令"
"TID_FCMD_WAYPOINT_DOESNT_EXIST_YET","不可将路径点设至尚不存在的目的地。"
"TID_FCMD_UNKNOWN_SHIP","[未知船舰]"
"TID_FCMD_MOVE_TO","移动至{0}"
"TID_FCMD_ACTIVATE_MODULE","激活{0}"
"TID_FCMD_JUMP_OUT","跳跃离开"
"TID_SCHEDULED_ORDERS","已计划指令"
"TID_TIMEMACHINE_BUTTON_NOW","当前时间"
"TID_TM_COMMAND_TOO_EARLY","命令时间过于接近当前时间，无法计划命令。"
"TID_FCMD_LINK_WEAPON","支持武器"
"TID_FCMD_UNLINK_WEAPON","移除支持"
"TID_WS_SCORE_HINT","您所在星际集团与敌方星际集团所取回圣物的对比。比敌方收集更多的圣物以赢得比赛，并获得更高的星际集团经验奖励。"
"TID_EMPIRE_OBJECTIVES","目标"
"TID_OBJ_CLAIM_REWARD","获取奖励"
"TID_OBJ_CLAIM_WARNING","储存空间不足，无法获取所有奖励。部分资源将会失去。您确定要立刻获取奖励吗？"
"TID_OBJ_PROGRESS_TITLE","进度："
"TID_OBJ_REPLACEMENT_OBJECTIVE_IN","替换目标可用时间："
"TID_OBJ_REPLACE","立刻替换"
"TID_OBJ_DELETE","删除目标"
"TID_OBJ_DELETE_CONFIRM","您确定要永久删除该目标吗？该目标将不会再出现。"
"TID_NEW_OBJECTIVE_TIMER","新目标可用时间："
"TID_NEW_OBJECTIVE_RUSH","立即刷新新目标"
"TID_NEW_OBJECTIVE_RUSH_CONFIRM","您确定要替换该目标吗？"
"TID_OBJECTIVE_SHOW_HOW","立刻显示"
"TID_OBJ_SHOWHOW_HINT","如果在进行最初几个目标时，您需要额外的帮助，请启用“向我展示”"
"TID_NO_OBJECTIVES","您当前没有目标可用。"
"TID_SPECIAL_OBJECTIVE_WIN_BLUE_STAR","赢得一场蓝星行动"
"TID_SPECIAL_OBJECTIVE_WIN_BLUE_STAR_DESCR","派出最得力的战斗舰，赢下您的第一场蓝星比赛。"
"TID_SPECIAL_OBJECTIVE_GET_ARTIFACT_FROM_DRS","从暗红巨星取回一件神器"
"TID_SPECIAL_OBJECTIVE_GET_ARTIFACT_FROM_DRS_DESCR","扫描暗红巨星并取回您的第一件神器。"
"TID_OBJ_UPGRADE_BUILDING","升级太空站"
"TID_OBJ_UPGRADE_BUILDING_DESCR","升级您的{0}至等级{1}。"
"TID_OBJ_UPGRADE_TRADE_STATION","开始升级您的任意太空贸易站。"
"TID_OBJ_BUILD_NEW_TRADE_STATION","建造一个新的太空贸易站。"
"TID_OBJ_JOIN_CORP","加入一个星际集团"
"TID_OBJ_JOIN_CORP_DESCR","加入一个已有的星际集团，或创建新集团。"
"TID_OBJ_JOIN_CORP_HINT","点击屏幕边缘的蓝色箭头打开聊天窗口，然后选择星际集团选项卡。"
"TID_OBJ_RESEARCH_ARTIFACTS","神器研究"
"TID_OBJ_RESEARCH_ARTIFACTS_DESCR","研究{0} x {1}（或更高等级）。"
"TID_OBJ_SALVAGE_ARTIFACTS","神器分解"
"TID_OBJ_SALVAGE_ARTIFACTS_DESCR","分解{0}个等级{1}（或更高等级）神器。"
"TID_OBJ_SALVAGE_ANY_ARTIFACT","分解任意神器。"
"TID_OBJ_SALVAGE_TOTAL","分解总计{0}个神器。"
"TID_OBJ_DESTROY_CERBERUS","摧毁冥犬船舰"
