"TID_INTRO_MESSAGE_TITLE","BIENVENIDO A HADES' STAR"
"TID_MONTH_2","{0} FEB"
"TID_MONTH_3","{0} MAR"
"TID_MONTH_4","{0} ABR"
"TID_MONTH_5","{0} MAY"
"TID_MONTH_6","{0} JUN"
"TID_MONTH_7","{0} JUL"
"TID_MONTH_8","{0} AGO"
"TID_MONTH_9","{0} SEP"
"TID_MONTH_10","{0} OCT"
"TID_MONTH_11","{0} NOV"
"TID_MONTH_12","{0} DIC"
"TID_ALPHA_RETURN_GIFT","¡Hola de nuevo!\n\nPor ser un participante de la fase Alfa que regresa, has desbloqueado la distinción Pionero.\n\nAdemás, hemos añadido 500 cristales a tu cuenta por ayudarnos a pulir el juego en una fase tan temprana.\n\n¡Disfruta de tu travesía por la galaxia de Hades! ¡Gracias por apoyarnos desde nuestros inicios!\n\nEl equipo de Hades' Star"
"TID_DN_RETURN_AWARD","Gracias por probar Hades' Star: DARK NEBULA antes de su lanzamiento oficial. Tu cuenta ha sido galardonada con una Distinción especial."
"TID_SUPPORT_CRYSTALS_ADDED","Hemos revisado tu incidencia y hemos añadido {0} cristales a tu cuenta. Disculpa las molestias.\n\n- Asistencia al jugador de Hades' Star"
"TID_RELIC","RELIQUIA"
"TID_RELIC_DLG_TITLE","RELIQUIAS"
"TID_NO_SHIPMENTS_WHITE_STAR","No hay reliquias disponibles."
"TID_MORE_RELICS_TIMER","Siguiente reliquia en:"
"TID_PLANET_DESCR_GENERATING_RELIC","Esperando depósito de hidrógeno."
"TID_STATUS_LOADING_RELIC","Cargando reliquia"
"TID_NEW_RELIC_CREATED","Nueva reliquia creada"
"TID_NEW_RELICS_CREATED","{0} nuevas reliquias creadas"
"TID_STAR_GOALS_DESCR_WHITESTAR","Trabaja con los miembros de tu corporación para recuperar reliquias de esta estrella blanca agonizante.\n\nTodos los planetas generan reliquias con el tiempo. Las reliquias se reclaman cuando la nave de transporte que las porta sale del sistema.\n\nLas naves mineras pueden acelerar la generación de reliquias depositando hidrógeno en los planetas.\n\nPuede que otra corporación esté operando en esta zona. Las naves de combate abrirán fuego sobre las naves de otras corporaciones."
"TID_WHITE_STAR_FOUND_HINT","Coordínate con tu corporación y decide qué naves vas a enviar a esta estrella blanca para ayudar a recuperar reliquias.\n\nLas naves se mueven muy despacio en las estrellas blancas. Cualquier nave que envíes puede que no vuelva en días."
"TID_WHITE_STAR_SPECTATOR_INFO","Como espectador, no puedes enviar naves a esta estrella blanca.\n\nPara participar activamente en una estrella blanca, tienes que estar en la lista de participantes en el momento de la búsqueda."
"TID_WHITE_STAR_LBL_PARTICIPANTS","PARTICIPANTES APTOS"
"TID_WHITE_STAR_LBL_ACTIVE_PARTICIPANTS","PARTICIPANTES"
"TID_WS_PARTICIPANTS_HINT","Algunos participantes aptos al final de la lista pueden quedar fuera para coincidir con el tamaño de la estrella detectada."
"TID_SCANNING_WS","ESCANEANDO ESTRELLA BLANCA"
"TID_WS_SCAN_TIME_HINT","La búsqueda puede tardar muchas horas. La misión comenzará {0} horas después de encontrar la estrella."
"TID_UNABLE_TO_USE_WS_SCANNER","NO SE PUEDE ESCANEAR"
"TID_WS_NO_CORP","Antes de utilizar el escáner de estrellas blancas, debes unirte a una corporación."
"TID_WS_DIALOG_FIND_CORP","BUSCAR CORPORACIÓN"
"TID_WS_CANCEL_SEARCH","CANCELAR BÚSQUEDA"
"TID_WS_CANCEL_SEARCH_CONFIRM","¿Seguro que quieres cancelar la búsqueda de una estrella blanca?"
"TID_WS_CANTSCAN_REASON_MEMBERS","Necesitas al menos {0} participantes aptos para poder iniciar una estrella blanca."
"TID_WS_CANTSCAN_REASON_NOT_OFFICER","Cuando quieras, pídele a un oficial de tu corporación que empiece a escanear en busca de estrellas blancas."
"TID_JUMP_CONFIRM_WS_CARGO_LOST","Las naves de transporte y las naves mineras perderán todo su cargamento cuando salten a una estrella blanca. ¿Continuar?"
"TID_JUMP_CONFIRM_MINER","Al saltar, tu nave minera perderá todo el hidrógeno recogido. ¿Continuar?"
"TID_PLANET_INFO_HYDRO_PER_RELIC","HIDRÓGENO POR RELIQUIA (PRIMERAS {0} RELIQUIAS)"
"TID_PLANET_INFO_HYDRO_PER_RELIC_2","HIDRÓGENO POR RELIQUIA (SIGUIENTES {0} RELIQUIAS)"
"TID_PLANET_INFO_HYDRO_PER_RELIC_3","HIDRÓGENO POR RELIQUIA (RELIQUIAS ADICIONALES)"
"TID_PLANET_INFO_NUM_RELICS_GENERATED","TOTAL DE RELIQUIAS GENERADAS"
"TID_PLANET_INFO_HYDRO_PER_RELIC_DESCR","La cantidad de hidrógeno que hay que depositar en este planeta para que cree una nueva reliquia. Las cantidades depositadas más pequeñas contribuirán a conseguir la próxima reliquia."
"TID_WHITE_STAR_PLANET_DESCR","Los planetas de Estrella Blanca permiten que las naves mineras generen Reliquias. Cualquier cantidad de hidrógeno depositado en un planeta de Estrella Blanca contribuirá a la generación de la siguiente Reliquia. Deposita grandes cantidades de hidrógeno para generar varias Reliquias a la vez.\n\nUna vez generadas, las Reliquias se almacenan en el planeta hasta que las recojan las naves de transporte. Las Reliquias que se transportan de manera segura fuera del sistema contribuyen al puntaje de tu Corporación en esta partida. La Corporación con la mayor cantidad de Reliquias recuperadas en la Supernova gana el juego.\n\nLa eficiencia del planeta en la generación de Reliquias se deteriora a medida que se crean más Reliquias. Apunta a controlar varios planetas de Estrella Blanca para recuperar la cantidad máxima posible de Reliquias."
"TID_JUMP_CMD_ERROR_TRANSPORT_TOO_SMALL_FOR_WS","Las naves de transporte deben tener una capacidad de carga de al menos {0} antes de poder saltar a una estrella blanca."
"TID_WHITE_STAR_SEARCH_HINT_1","El tiempo pasa muy despacio en las estrellas blancas. Usa el tiempo extra para coordinar tu estrategia con otros colegas de la corporación."
"TID_WHITE_STAR_SEARCH_HINT_2","Las naves mineras acelerarán la creación de reliquias al depositar hidrógeno en los planetas de estrellas blancas. Asegúrate de que tus operaciones mineras están protegidas de forma adecuada frente al fuego enemigo."
"TID_WHITE_STAR_SEARCH_HINT_3","Solo puedes enviar una cantidad pequeña de naves a las estrellas blancas. Puede que tu corporación quiera discutir antes quién hace saltar qué nave y cuándo."
"TID_WHITE_STAR_SEARCH_HINT_4","Las naves atracadas en el portal estelar de retorno de la corporación volverán automáticamente a estar seguras cuando la estrella blanca se convierta en supernova."
"TID_WHITE_STAR_SEARCH_HINT_5","Usa la máquina del tiempo para prever los resultados del combate y ver el estado en que quedará el sistema cuando tus naves lleguen a su destino."
"TID_WHITE_STAR_SEARCH_HINT_6","El ESCUDO DE IMPULSO puede permitir que tu Nave de combate llegue a posiciones estratégicas más rápido que las naves con escudos más pesados."
"TID_WHITE_STAR_SEARCH_HINT_7","Los jugadores que puedan participar en una nueva búsqueda de estrellas blancas tendrán un icono borroso de estrella blanca alrededor de su número de jugador en la lista de miembros de la corporación. Los jugadores que ya estén participando en una estrella blanca activa tendrán un icono nítido."
"TID_WHITE_STAR_SEARCH_HINT_8","Si el enemigo está resguardando intensamente un planeta, piensa cuidadosamente si un asalto completo tiene sentido. A veces, la respuesta adecuada es centrarse en una parte diferente del mapa."
"TID_WHITE_STAR_SEARCH_HINT_9","Tus naves de transporte son vulnerables mientras cargan reliquias. Prepara un plan para protegerlas durante todo el proceso de carga."
"TID_WHITE_STAR_SEARCH_HINT_10","Usa la pestaña Sistema estelar del chat mientras estés en la estrella blanca para comunicarte en privado con los miembros de tu corporación. Los jugadores de otras corporaciones no pueden ver tus mensajes."
"TID_WHITE_STAR_SEARCH_HINT_11","No puedes mejorar tus naves ni sus módulos mientras estén en la estrella blanca. Las mejoras pendientes se aplicarán cuando las naves vuelvan a casa."
"TID_CMD_ERROR_CANT_TELEPORT_IN_BARRIER","No se puede teletransportar dentro de una zona de barrera enemiga."
"TID_WSDIALOG_OPTIN_LABEL","PARTICIPA EN BÚSQUEDAS DE ESTRELLAS BLANCAS:"
"TID_WSDIALOG_OPTOUT_CONFIRM","¿Seguro que quieres dejar las búsquedas de estrellas blancas? No se te incluirá en las búsquedas futuras de tu corporación."
"TID_WS_PREPARATION_PERIOD","PERIODO DE PREPARACIÓN"
"TID_WS_PREPARATION_ENDS_IN","Acaba en {0}"
"TID_WS_PREPARATION_PERIOD_DESCR","Durante el periodo de preparación, puedes hacer saltar las naves dentro y darles una orden de movimiento inicial. Las naves comienzan a moverse cuando finaliza la preparación.\n\nUsa este tiempo para discutir tácticas con los miembros de tu corporación. También puedes programar órdenes futuras para tus naves mediante la máquina del tiempo."
"TIC_CMD_CANT_USE_MODULE_IN_PREPARATION","No se pueden activar los módulos durante la preparación."
"TID_WS_CANNOT_JUMP_MORE","Por ahora, no puedes hacer saltar más naves de este tipo."
"TID_WS_CANNOT_JUMP_COOLDOWN","Debes esperar a que termine el enfriamiento antes de hacer saltar más naves de este tipo."
"TID_WS_JUMP_SHIP_WARNING","El tiempo pasa muy despacio en las estrellas blancas. Puede que no tengas la nave de vuelta hasta dentro de unos días."
"TID_WS_HISTORIC_RESULTS","RESULTADOS HISTÓRICOS DE ESTRELLAS BLANCAS"
"TID_WS_HISTORIC_ITEM_XP_POPUP","La cantidad de EXP de corporación que se gana en las estrellas blancas depende del resultado de la partida. En algunas ocasiones, la EXP aumentará si todos los miembros de la corporación participan activamente."
"TID_WS_ACTIVATE_MODULE_CONFIRM","¿Activar {0} ahora?"
"TID_WS_REWARDS_MSG_WINNER","¡Enhorabuena! Tu corporación ha ganado la misión de estrellas blancas. Has recibido los recursos siguientes:\n\n<sprite name=''cr''> <c1>{0}</color>    <sprite name=''fuel''> <c2>{1}</color> "
"TID_WS_REWARDS_MSG_LOSS","La misión de estrellas blancas ha finalizado. Has recibido los recursos siguientes:\n\n<sprite name=''cr''> <c1>{0}</color>    <sprite name=''fuel''> <c2>{1}</color>"
"TID_WS_REWARDS_CRYSTALS","Algunas recompensas de tu reciente misión de estrellas blancas no caben en tu almacenamiento. Se han convertido en cristales a una tarifa reducida. Has ganado: <sprite name=''pc''> <c3>{0}</color>"
"TID_WS_REWARDS_OVERFLOW","Algunas recompensas de tu reciente misión de estrellas blancas no caben en tu almacenamiento. Puedes hacer algo de sitio y reclamarlas en un plazo de 3 días.\n\n<sprite name=''cr''><c1>{0}</color><sprite name=''fuel''><c2>{1}</color>"
"TID_WS_REWARDS_MSG_DELETE_CONFIRM","Este mensaje contiene recompensas sin reclamar. ¿Seguro que quieres borrarlo?"
"TID_WS_REWARDS_OVERFLOW_WARNING","No tienes suficiente capacidad para almacenar todas las recompensas. ¿Seguro que quieres reclamarlas ahora?"
"TID_INFLUENCE_DECAY","Has perdido influencia debido a la falta de victorias en estrellas rojas. Asegúrate de ganar en al menos una estrella roja del nivel máximo que te permita tu escáner cada 3 días para evitar esta penalización.\n\n<sprite name=''influence''><c5>-{0}</color>"
"TID_JUMP_FAIL_NOT_IN_CORP","No se puede saltar. No formas parte de la corporación participante."
"TID_JUMP_FAIL_DISABLED","No puedes saltar con una nave deshabilitada."
"TID_JUMP_FAILED_MODULE_PREP","No se puede hacer saltar una nave mientras se activa un módulo."
"TID_STAR_TIME_SLOWDOWN","RALENTIZACIÓN DEL TIEMPO"
"TID_STAR_TIME_SLOWDOWN_DESCR","El tiempo pasa más despacio de lo normal en esta estrella. Un segundo en una estrella amarilla equivale a {0} segundos aquí."
"TID_SHOW_WS_STAT_VALUES","MOSTRAR VALORES DE ESTRELLAS BLANCAS"
"TID_SHOW_BS_STAT_VALUES","VER VALORES ESTRELLAS AZULES"
"TID_WS_VERSUS_BRACKET","{0} contra {0}"
"TID_CORP_LEVELS_LABEL","NIVELES DE CORPORACIÓN"
"TID_CORP_LEVELS_PROGRESS_TO_NEXT_LEVEL","PROGRESAR AL SIGUIENTE NIVEL"
"TID_CORP_LEVELS_PROGRESS_TO_NEXT_LEVEL_INFO","Obtén EXP de corporación en estrellas blancas para que tu corporación suba de nivel. Cuando llegas al umbral de EXP necesario, la corporación mejora automáticamente."
"TID_CORP_LEVEL_TITLE","NIVEL {0}"
"TID_CORP_MAX_MEMBERS","Máximo de miembros"
"TID_CORP_MAX_MEMBERS_HINT","El máximo número de miembros que puede aceptar la corporación. Tener más miembros aumentará la puntuación de PODER de tu corporación."
"TID_CORP_PASSIVE_INCOME_BONUS","Bonificación de ingresos pasivos"
"TID_CORP_PASSIVE_INCOME_BONUS_HINT","Mientras estés en la corporación, obtendrás una bonificación de ingresos por hora de créditos e hidrógeno."
"TID_CORP_ARTIFACT_YIELD_BONUS","BONIFICACIÓN DE ARTEFACTO MÁXIMA"
"TID_CORP_ARTIFACT_YIELD_BONUS_HINT","Se aplicará una bonificación a la investigación de los artefactos que encuentre cualquier miembro de la corporación en estrellas rojas. Para mantener la máxima bonificación posible, la corporación debe ganar una estrella blanca a menudo."
"TID_CORP_MAX_FLAGSHIP_LEVEL","Nivel máx. de la nave insignia"
"TID_CORP_MAX_FLAGSHIP_LEVEL_HINT","El nivel máximo al que se puede mejorar la nave insignia de la corporación. Los miembros tienen que donar créditos para mejorar la nave insignia hasta que alcance este nivel."
"TID_CORP_NEW_FLAGSHIP_MODULE","Nuevo módulo de la nave insignia"
"TID_MSG_WHITE_STAR_BRACKET_NOT_SUPPORTED","Se ha cancelado tu búsqueda de estrellas blancas debido a que el {0} contra {0} ya no está disponible. Si quiere más información, consulta las notas de la versión en blog.hadesstar.com"
"TID_WS_SCANNER_SLOT_1","RANURA 1"
"TID_WS_SCANNER_SLOT_2","RANURA 2"
"TID_WS_LABEL_STANDINGS","PUNTUACIÓN"
"TID_WS_LABEL_SPECTATE","RETRANSMITIR"
"TID_WS_TOGGLE_SPECTATE","Permitir espectadores"
"TID_WS_TOGGLE_SPECTATE_DESCR","Si las dos corporaciones que participan lo permiten, esta estrella mostrará el diálogo de las ESTRELLAS BLANCAS ACTIVAS y cualquiera lo podrá ver."
"TID_ARTIFACT_BONUS_CORP_LABEL","BONIFICACIÓN DE ARTEFACTO"
"TID_ARTIFACT_NO_BONUS_CORP_HINT","Consigue tu primera reliquia de una estrella blanca para habilitar la bonificación de artefacto de tu corporación."
"TID_ARTIFACT_BONUS_CORP_HINT","La bonificación que se aplica a los artefactos que cualquier miembro de la corporación encuentra en las estrellas rojas."
"TID_ARTIFACT_BONUS_CORP_LOW","Para aumentar la bonificación durante un periodo de tiempo determinado, tu corporación debe ganar una estrella blanca."
"TID_ARTIFACT_BONUS_CORP_HIGH","La bonificación disminuirá en {0}. Ganar otra estrella blanca hará que el temporizador se vuelva a llenar."
"TID_CORP_FLAGSHIP_LABEL","NAVE INSIGNIA DE LA CORPORACIÓN"
"TID_CORP_FLAGSHIP_0_BUTTON","NAVE INSIGNIA 1"
"TID_CORP_FLAGSHIP_1_BUTTON","NAVE INSIGNIA 2"
"TID_CORP_FLAGSHIP_CURRENT_LOCATION","ESTRELLA ACTUAL"
"TID_CORP_GO_TO_FLAGSHIP_ACTION","IR A LA NAVE INSIGNIA"
"TID_CORP_FLAGSHIP_NO_LOCATION","NINGUNA"
"TID_CORP_FLAGSHIP_NO_LOCATION_LABEL","LISTA PARA SALTAR"
"TID_CORP_FLAGSHIP_NO_LOCATION_HINT","Cualquier oficial puede convocar la nave insignia en una estrella blanca que esté activa a través del portal de salto de la corporación."
"TID_CORP_FLAGSHIP_LOCKED","¡Recupera tu primera reliquia de una estrella blanca para tener la posibilidad de desbloquear tu propia nave insignia de la corporación!\n\nLa nave insignia es una nave de combate que se puede enviar a ayudar en una misión de estrellas blancas cada vez. Cualquier oficial de la corporación puede controlar la nave insignia."
"TID_CORP_FLAGSHIP_UNLOCK_TITLE","PROGRESO DE DESBLOQUEO"
"TID_CORP_FLAGSHIP_UPGRADE_TITLE","PROGRESO DE MEJORA"
"TID_CORP_FLAGSHIP_UPGRADE_PROMPT","Todos los miembros de la corporación pueden contribuir con créditos para mejorar la nave insignia. La mejora se aplicará en el próximo despliegue de la nave insignia después de que se haya alcanzado la cantidad de créditos necesaria. Las contribuciones que excedan la cantidad necesaria se guardarán para la próxima mejora."
"TID_CORP_FLAGSHIP_UNLOCK_PROMPT","Todos los miembros de la corporación pueden contribuir con créditos para desbloquear la nave insignia. La nave insignia se desbloqueará automáticamente cuando se alcance la cantidad necesaria. Las contribuciones que excedan la cantidad necesaria se guardarán para la próxima mejora."
"TID_CORP_FLAGSHIP_CONTRIBUTE_CONFIRM","¿Seguro que quieres contribuir a la nave insignia? No se reembolsará esta cantidad si abandonas la corporación."
"TID_CORP_FLAGSHIP_CONTRIB_SHOW_CHAT_ENTRY","Mostrar la contribución en el chat de la corporación."
"TID_CORP_FLAGSHIP_UPGRADE_RELIC_PROGRESS","Recoge más EXP de corporación para tener la posibilidad de desbloquear un nuevo nivel de la nave insignia."
"TID_CORP_FLAGSHIP_TIMEOUT_LABEL","DISPONIBLE EN: {0}"
"TID_CORP_FLAGSHIP_TIMEOUT_TITLE","ENFRIAMIENTO DE LA NAVE INSIGNIA"
"TID_CORP_FLAGSHIP_TIMEOUT_HINT","La nave insignia requerirá un breve periodo de enfriamiento tras saltar desde una estrella blanca y un periodo un más largo si es destruida. La nave insignia se reparará por completo durante el tiempo de enfriamiento."
"TID_FLAGSHIP_LEVEL","NIVEL {0}"
"TID_FLAGSHIP_LOCKED","BLOQUEADO"
"TID_CORP_FLAGSHIP_STATS_LABEL","ESTADÍSTICAS DE MEJORA"
"TID_CORP_FLAGSHIP_STAT_MODULE_LEVEL","NIVEL DEL MÓDULO ({0})"
"TID_WS_UNDERDOG_LABEL","PERDEDOR"
"TID_WS_UNDERDOG_DESCR","Indica que esta es una partida contra una corporación más fuerte. Recupera al menos una reliquia para ganar EXP de corporación adicional, aunque pierdas la partida."
"TID_WS_ONGOING_TITLE","ESTRELLAS BLANCAS ACTIVAS"
"TID_WS_ONGOING_NOSTARS","No se han encontrado estrellas."
"TID_WS_ENDED","La partida ha finalizado"
"TID_WS_VISIT","Ver estrella"
"TID_WS_REPLAY","Ver repetición"
"TID_TIME_MACHINE","MÁQUINA DEL TIEMPO"
"TID_TIME_MACHINE_MINUTES_INTO_FUTURE","{0} minutos desde ahora"
"TID_TIME_MACHINE_HOURS_INTO_FUTURE","{0} horas desde ahora"
"TID_TIME_MACHINE_MINUTES_INTO_PAST","Hace {0} minutos"
"TID_TIME_MACHINE_HOURS_INTO_PAST","Hace {0} horas"
"TID_TIME_MACHINE_HINT","La máquina del tiempo te mostrará uno de los muchos posibles futuros en esta estrella blanca. No tiene en cuenta las tácticas de Cerbero, las acciones de otros jugadores ni módulos imprevisibles como Destino.\n\nTambién puedes usar esta pantalla para programar órdenes futuras para tus naves. La máquina del tiempo tiene en cuenta todas las órdenes programadas por los miembros de tu corporación."
"TID_FCMD_CANT_SCHEDULE","Esta orden no se puede programar."
"TID_FCMD_ORDER_LIMIT_REACHED","No puedes programar más órdenes."
"TID_FCMD_WAYPOINT_DOESNT_EXIST_YET","No puedes fijar un punto de ruta a un destino que todavía no existe"
"TID_FCMD_UNKNOWN_SHIP","[Falta nave]"
"TID_FCMD_MOVE_TO","MOVER A {0}"
"TID_FCMD_ACTIVATE_MODULE","ACTIVAR {0}"
"TID_FCMD_JUMP_OUT","SALTAR FUERA"
"TID_SCHEDULED_ORDERS","ÓRDENES PROGRAMADAS"
"TID_TIMEMACHINE_BUTTON_NOW","HORA ACTUAL"
"TID_TM_COMMAND_TOO_EARLY","No puedes programar una orden tan cerca del tiempo real."
"TID_FCMD_LINK_WEAPON","ARMA DE APOYO"
"TID_FCMD_UNLINK_WEAPON","ELIMINAR APOYO"
"TID_WS_SCORE_HINT","Las reliquias que consiguió tu corporación, en comparación con las reliquias que consiguió la corporación enemiga. Consigue más reliquias que el enemigo para ganar esta partida y conseguir una recompensa de EXP de corporación mucho mayor."
"TID_EMPIRE_OBJECTIVES","OBJETIVOS"
"TID_OBJ_CLAIM_REWARD","RECLAMAR RECOMPENSA"
"TID_OBJ_CLAIM_WARNING","No hay suficiente espacio de almacenamiento para todas las recompensas. Se perderán algunos recursos. ¿Seguro que quieres reclamar las recompensas ahora?"
"TID_OBJ_PROGRESS_TITLE","PROGRESO:"
"TID_OBJ_REPLACEMENT_OBJECTIVE_IN","Hay reemplazos de objetivos disponibles en:"
"TID_OBJ_REPLACE","REEMPLAZAR AHORA"
"TID_OBJ_DELETE","ELIMINAR OBJETIVO"
"TID_OBJ_DELETE_CONFIRM","¿Seguro que quieres eliminar permanentemente este objetivo? No se te volverá a ofrecer."
"TID_NEW_OBJECTIVE_TIMER","NUEVO OBJETIVO EN:"
"TID_NEW_OBJECTIVE_RUSH","NUEVO OBJETIVO DISPONIBLE"
"TID_NEW_OBJECTIVE_RUSH_CONFIRM","¿Seguro que quieres reemplazar este objetivo por uno nuevo?"
"TID_OBJECTIVE_SHOW_HOW","MOSTRAR CÓMO"
"TID_OBJ_SHOWHOW_HINT","Activa MOSTRAR CÓMO si necesitas más orientación con los primeros objetivos."
"TID_NO_OBJECTIVES","No hay objetivos disponibles en este momento."
"TID_SPECIAL_OBJECTIVE_WIN_BLUE_STAR","GANAR UNA ESTRELLA AZUL"
"TID_SPECIAL_OBJECTIVE_WIN_BLUE_STAR_DESCR","Usa tu mejor nave de combate para ganar tu primera partida en estrella azul."
"TID_SPECIAL_OBJECTIVE_GET_ARTIFACT_FROM_DRS","RECUPERAR UN ARTEFACTO EN UNA ESTRELLA ROJA OSCURA"
"TID_SPECIAL_OBJECTIVE_GET_ARTIFACT_FROM_DRS_DESCR","Realiza un escaneo en una estrella roja oscura y recupera tu primer artefacto."
"TID_OBJ_UPGRADE_BUILDING","MEJORAR LA ESTACIÓN ESPACIAL"
"TID_OBJ_UPGRADE_BUILDING_DESCR","Mejora tu {0} al nivel {1}."
"TID_OBJ_UPGRADE_TRADE_STATION","Empieza una mejora en cualquiera de tus estaciones comerciales."
"TID_OBJ_BUILD_NEW_TRADE_STATION","Construye una nueva estación comercial."
"TID_OBJ_JOIN_CORP","UNIRSE A UNA CORPORACIÓN"
"TID_OBJ_JOIN_CORP_DESCR","Únete a una corporación que ya exista o crea una nueva."
"TID_OBJ_JOIN_CORP_HINT","Haz clic en la flecha del borde de la pantalla para abrir la ventana Chat y selecciona la pestaña de CORPORACIÓN."
"TID_OBJ_RESEARCH_ARTIFACTS","INVESTIGAR ARTEFACTO"
"TID_OBJ_RESEARCH_ARTIFACTS_DESCR","Investiga {0} x {1} (o de nivel superior)."
"TID_OBJ_SALVAGE_ARTIFACTS","RESCATAR ARTEFACTO"
"TID_OBJ_SALVAGE_ARTIFACTS_DESCR","Rescata {0} artefactos de nivel {1} (o superior)."
"TID_OBJ_SALVAGE_ANY_ARTIFACT","Rescata algún artefacto."
"TID_OBJ_SALVAGE_TOTAL","Rescata un total de {0} artefactos."
"TID_OBJ_DESTROY_CERBERUS","DESTRUIR NAVES CERBERO"
"TID_OBJ_DESTROY_CERBERUS_DESCR","Destruye {0} x {1}."
"TID_OBJ_MINE","EXTRAER HIDRÓGENO"
"TID_OBJ_MINE_DESC","Deposita un total de {0} de hidrógeno en tus planetas."
"TID_OBJ_USE_HYDRO_RS","USAR HIDRÓGENO EN ESTRELLAS ROJAS"
"TID_OBJ_USE_HYDRO_RS_DESCR","Usa un total de {0} de hidrógeno activando módulos de extracción en una estrella roja."
"TID_OBJ_MINE_HINT","Envía una nave minera a un campo de asteroides. Esta trabajará de forma automática incluso cuando no estés conectado."
"TID_USE_TRADE_MODULE","USAR MÓDULO DE TRANSPORTE"
"TID_USE_SUPPORT_MODULE","USAR MÓDULO DE COMBATE"
"TID_USE_MINING_MODULE","USAR MÓDULO DE EXTRACCIÓN"
"TID_USE_SHIELD_MODULE","USAR MÓDULO DE ESCUDO"
"TID_USE_DRONE_MODULE","USAR MÓDULO DE DRON"
"TID_USE_SHIPMENT_COMPUTER","Usa un ORDENADOR DE ENVÍOS para recoger de forma automática {0} envíos."
"TID_USE_SHIPMENT_DRONE","Usa el DRON DE ENVÍOS para conseguir {0} créditos en bonificaciones de envío."
"TID_USE_TRADEBOOST","Recoge {0} créditos de las bonificaciones de ESTALLIDO COMERCIAL."
"TID_USE_TRADEBOOST_HINT","Desbloquea el módulo de ESTALLIDO COMERCIAL e instálalo en tu nave de transporte. Usa la nave de transporte para entregar envíos mientras el módulo instalado está activado."
"TID_USE_EMP","Usa PEM para deshabilitar {0} naves enemigas."
"TID_USE_REPAIR","Usa REPARACIÓN REMOTA para restaurar {0} PV de las naves de otro jugador."
"TID_UPLOAD_HYDRO_RS","Usa CARGA DE HIDRÓGENO para transferir un total de {0} de hidrógeno de estrellas rojas."
"TID_USE_CRUNCH","Recoge un total de {0} de hidrógeno usando CRUJIDO."
"TID_OBJECTIVE_EXPLORE_SECTOR","Es importante expandirse a nuevos sectores de tu sistema estelar para mantener una economía sana. Todos los sectores nuevos albergan más campos de asteroides de los que se puede extraer hidrógeno y algunos hasta contendrán planetas que se pueden colonizar."
"TID_OBJECTIVE_DELIVER_SHIPMENTS","Puedes usar naves de transporte para entregar envíos entre planetas, lunas y estaciones espaciales.\n\nAl entregar envíos, obtienes recursos clave para aumentar tus infraestructuras y viajar más lejos en el sistema estelar."
"TID_OBJECTIVE_RS_TITLE","COMPLETAR UNA MISIÓN DE ESTRELLAS ROJAS"
"TID_OBJECTIVE_RS_MSG","Usa una nave de combate y una de transporte para recuperar un artefacto de una estrella roja antes de que la estrella se convierta en supernova."
"TID_OBJECTIVE_RS_DETAILS","Completar misiones de estrellas rojas normales es crucial para que tu economía y tecnología avancen. Se pueden investigar los artefactos que se recuperen en estas misiones para desbloquear nuevos módulos, con los que puedes equipar a tus naves."
"TID_OBJECTIVE_BLS_DETAILS","Las estrellas azules ofrecen partidas cortas contra las naves de combate de otros jugadores. Participa todos los días para mejorar tu economía y automatizar de forma parcial los envíos de tu estrella natal a través de la estación del RELÉ DE ENVÍOS."
"TID_OBJECTIVE_DRS_DETAILS","Las estrellas rojas oscuras ofrecen un desafío mayor y más recompensas. Las naves destruidas en una estrella roja oscura desaparecen para siempre."
"TID_OBJECTIVE_UPGRADE_RS_SCANNER_DETAILS","Mejorar el escáner de estrellas rojas es importante para acceder a estrellas nuevas. Los artefactos de mayor nivel que encuentres en esas estrellas te ayudarán a desbloquear módulos avanzados."
"TID_OBJECTIVE_SALVAGE_DETAILS","Cuando tengas más artefactos que los que caben en la estación de investigación, rescatar algunos de ellos puede hacer que tus ingresos aumenten."
"TID_OBJECTIVE_DO_RESEARCH","INVESTIGAR UN ARTEFACTO"
"TID_OBJECTIVE_DO_RESEARCH_DESCR","Construye una estación de investigación para entregar e investigar el artefacto que recuperes de la estrella roja."
"TID_OBJECTIVE_DO_RESEARCH_TUT_TEXT","Se puede usar una estación de investigación para depositar artefactos que se recuperen de estrellas rojas. Cuando se depositen, la investigación de los artefactos comenzará de forma automática."
"TID_OBJECTIVE_USE_RELAY_TEXT","El RELÉ DE ENVÍOS se puede usar para entregar al instante todos los envíos almacenados en un sector a cambio de coste de hidrógeno extra. Aun así, microgestionar tus naves de transporte en las entregas manuales puede venirte bien si quieres maximizar tus ingresos diarios."
"TID_OBJECTIVE_DO_INSTALL_MODULE","INSTALAR UN MÓDULO"
"TID_OBJECTIVE_DO_INSTALL_MODULE_DESCR","Instala el recién descubierto módulo de AMPLIACIÓN DE BODEGA en 2 naves de transporte."
"TID_OBJECTIVE_DO_INSTALL_MODULE_TUT_TEXT","Los módulos que se han investigado todavía se tienen que instalar en las naves de forma individual."
"TID_OBJECTIVE_UPGRADE_ALL_PLANETS_TEXT","Mejorar tus planetas resulta vital para tu economía. La pantalla con la lista de planetas puede ayudarte a organizar las mejoras."
"TID_OBJ_DELIVER_SHIPMENTS","ENTREGAR ENVÍOS"
