"TID_INTRO_MESSAGE_TITLE","BENVENUTO A HADES' STAR"
"TID_PURCHASING_FAILED_UNKNOWN_GAME","Acquisti non disponibili: app sconosciuta"
"TID_PURCHASING_NOT_INITIALIZED","Gli acquisti non sono ancora disponibili, riprova più tardi"
"TID_PURCHASE_IN_PROGRESS","C'è già un ordine in corso, aspetta che sia completato"
"TID_PURCHASE_FAIL_EXISTING_PENDING","Acquisto non riuscito: acquisto precedente in sospeso"
"TID_PURCHASE_FAIL_PAYMENTDECLINED","Acquisto non riuscito: pagamento rifiutato"
"TID_PURCHASE_FAIL_PRODUCTUNAVAILABLE","Acquisto non riuscito: prodotto non disponibile"
"TID_PURCHASE_FAIL_PURCHASINGUNAVAILABLE","Acquisto non riuscito: acquisti non disponibili"
"TID_PURCHASE_FAIL_SIGNATUREINVALID","Acquisto non riuscito: firma non valida"
"TID_PURCHASE_FAIL_USERCANCELLED","Acquisto non riuscito: annullato dall'utente"
"TID_PURCHASE_FAIL_UNKNOWN","Acquisto non riuscito: motivo sconosciuto"
"TID_PURCHASE_STEAM_NO_OVERLAY","Gli acquisti richiedono la funzione Overlay di Steam per essere attivati."
"TID_PURCHASE_OFFER_EXPIRED","Questa offerta è scaduta"
"TID_SETTINGS_DLG_TITLE","IMPOSTAZIONI"
"TID_SETTINGS_DLG_ACCOUNT","ACCOUNT"
"TID_SETTINGS_DLG_NOT_SIGNED_IN","Non connesso"
"TID_SETTINGS_DLG_NOT_SIGNED_IN_APPLE","Accedi a GameCenter per salvare i progressi di gioco e accedere al tuo account da un altro iPhone o iPad"
"TID_SETTINGS_DLG_NOT_SIGNED_IN_GOOGLE","Accedi a Google Play Games per salvare i progressi di gioco e accedere al tuo account da un altro dispositivo Android."
"TID_SETTINGS_DLG_SIGN_IN","Accedi"
"TID_SETTINGS_DLG_SIGN_OUT","Esci"
"TID_SETTINGS_DLG_CONTACT_SUPPORT","Aiuto e supporto"
"TID_SETTINGS_DLG_LINK_DEVICE","Collega un altro dispositivo"
"TID_LINK_DEVICE_ERR_SIGN_GP","Devi accedere a Google Play per poter collegare un altro dispositivo"
"TID_LINK_DEVICE_ERR_SIGN_GC","Devi accedere a GameCenter per poter collegare un altro dispositivo"
"TID_SETTINGS_FULLSCREEN","Schermo intero"
"TID_SETTINGS_DLG_CREDITS","Riconoscimenti"
"TID_CREDITS_SCREEN_SPECIAL_THANKS","RINGRAZIAMENTI SPECIALI"
"TID_CREDITS_SCREEN_DESIGN_SECTION","DESIGN DELL'UI E DEL MARCHIO"
"TID_CREDITS_SCREEN_FOOTER","(c) 2016-2020 Parallel Space Inc. Tutti i diritti riservati"
"TID_CREDITS_PC_MUSIC","Musiche originali di\nWinifred Phillips\n\nMusica prodotta da Winnie Waldron"
"TID_SETTINGS_SUPPORT_EMAIL_HEADER","Richiesta assistenza di gioco"
"TID_SETTINGS_SUPPORT_EMAIL_BODY1","Descrivi qui il tuo problema:"
"TID_SETTINGS_SUPPORT_EMAIL_BODY2","Non cancellare il contenuto al di sotto di questa riga"
"TID_SETTINGS_DLG_MUSIC","Musica"
"TID_SETTINGS_DLG_BATTERY_SAVER","Risparmia batteria"
"TID_SETTINGS_DLG_LANDSCAPE","Modalità Panorama"
"TID_HIGH_QUALITY_RENDERING","Grafica ad alta qualità"
"TID_SETTINGS_DLG_SFX","Effetti sonori"
"TID_SETTINGS_DLG_BTN_PRIVACY","Informativa sulla privacy"
"TID_SETTINGS_DLG_BTN_TERMS","Condizioni di servizio"
"TID_SETTINGS_DLG_SIGN_IN_TO_GAMECENTER","Accedi a GameCenter prima di avviare il gioco per salvare i tuoi progressi e giocare da più dispositivi"
"TID_SETTINGS_DLG_SIGN_IN_TO_GOOGLE_PLAY","Accedi a Google Play Games prima di avviare il gioco per salvare i tuoi progressi e giocare da più dispositivi"
"TID_SETTINGS_DLG_ACCOUNT_STATUS_SYNCED","Salvataggio progressi di gioco"
"TID_SETTINGS_DLG_LANGUAGE","Cambia lingua"
"TID_SETTINGS_QUIT_GAME","Esci dal gioco"
"TID_SETTINGS_DLG_RATE_US","Valuta Hades' Star"
"TID_LANDSCAPE_WARNING","La modalità Panorama è sperimentale e potrebbe dare dei problemi. È consigliata solo per dispositivi più grandi, come tablet."
"TID_LANDSCAPE_CONFIRM","Vuoi davvero cambiare l’orientamento dello schermo? Sarà necessario riavviare il gioco."
"TID_UNLINK_STEAM","Azzera il gioco"
"TID_UNLINK_STEAM_DONE","Ora il gioco terminerà. Riavvia Hades' Star da Steam per iniziare a giocare nella tua nuova stella."
"TID_UNLINK_STEAM_PROMPT_1","Questa procedura elimina ogni tuo progresso su Steam e avvia il nuovo gioco con il tuo account Steam. Perderai definitivamente l'accesso al gioco."
"TID_UNLINK_STEAM_PROMPT_2","Non potrai trasferire nessuna risorsa al nuovo gioco, incluse quelle ottenute dagli acquisti in-app."
"TID_UNLINK_STEAM_PROMPT_3","Verranno azzerati solo i tuoi progressi su Steam. Se hai altre piattaforme associate a questo gioco, potrai comunque usarle per effettuare l'accesso. Non è possibile riavviare il gioco da altre piattaforme. Per ulteriori informazioni, consulta il collegamento ad AIUTO E SUPPORTO nella finestra delle IMPOSTAZIONI."
"TID_UNLINK_STEAM_PROMPT_4","Questa è la tua conferma definitiva. Se continui, i progressi di gioco attuali andranno persi."
"TID_UNLINK_STEAM_PROMPT_TOGGLE","Ho capito e scelgo di continuare."
"TID_SETTINGS_SCREEN_RES","Risoluzione"
"TID_RESOLUTION_DIALOG_TITLE","SELEZIONA RISOLUZIONE"
"TID_CURRENT_RESOLUTION","Risoluzione attuale:\n{0} x {1}"
"TID_SETTINGS_DLG_NEWSLETTER","Newsletter"
"TID_LANG_DLG_TITLE","SELEZIONA LINGUA"
"TID_CHANGE_LANGUAGE_CONFIRM","Vuoi davvero cambiare lingua? Sarà necessario riavviare il gioco."
"TID_LINK_DEVICE_DLG_TITLE","COLLEGA UN ALTRO DISPOSITIVO"
"TID_LINK_DEVICE_DLG_FIRSTPAGE_DESCR","Tramite questa pagina potrai accedere al tuo account da un altro dispositivo.\n\nQuale dispositivo stai usando ora?"
"TID_LINK_DEVICE_DLG_FIRSTPAGE_OLD_DEVICE_BUTTON","Questo è il VECCHIO dispositivo"
"TID_LINK_DEVICE_DLG_FIRSTPAGE_NEW_DEVICE_BUTTON","Questo è il NUOVO dispositivo"
"TID_LINK_DEVICE_DLG_PLATFORM_SELECTION_PROMPT","Che tipo di dispositivo vuoi collegare?"
"TID_LINK_DEVICE_TYPE_IOS","iPhone o iPad"
"TID_LINK_DEVICE_TYPE_ANDROID","Android"
"TID_LINK_DEVICE_TYPE_PC_OR_MAC","PC o Mac"
"TID_LINK_DEVICE_TYPE_OTHER","Altro"
"TID_LINK_DEVICE_DLG_INFO_ANDROID","Per giocare su più di un dispositivo Android, assicurati di accedere al tuo account Google dalla finestra delle impostazioni.\n\nSul nuovo dispositivo, usa lo stesso account Google per accedere, ti verrà chiesto se vuoi passare all'altro account. Seleziona OK e i tuoi progressi di gioco saranno sincronizzati."
"TID_LINK_DEVICE_DLG_INFO_IOS","Per giocare su più di un dispositivo iOS, innanzitutto devi accedere a GameCenter.\n\nPrima di avviare il gioco sul nuovo dispositivo, accedi a GameCenter con lo stesso account, ti verrà chiesto se vuoi passare all'altro account. Seleziona OK e i tuoi progressi di gioco saranno sincronizzati."
"TID_LINK_DEVICE_DLG_INFO_STEAM","Puoi accedere al gioco da qualunque PC o Mac su cui sia installato Steam. Accedi con il tuo account Steam e avvia il gioco."
"TID_LINK_DEVICE_ENTER_CODE_PAGE_PROMPT","Inserisci il codice di collegamento:"
"TID_LINK_DEVICE_ENTER_CODE_PAGE_HINT","Per ottenere un codice di collegamento, vai alla finestra delle impostazioni sul vecchio dispositivo, seleziona 'Collega un dispositivo' e poi 'Questo è il VECCHIO dispositivo'"
"TID_LINK_DEVICE_DLG_VIEW_CODE_PROMPT","Lascia aperta questa schermata. Vai alla schermata di collegamento sul nuovo dispositivo e seleziona l'opzione Questo è il NUOVO dispositivo.\n\nInfine, inserisci questo codice:"
"TID_LINK_DEVICE_DLG_CODE_EXPIRES","Il codice scade tra: "
"TID_MSG_DEVICE_LINK_CODE_NOT_FOUND","Codice di collegamento non trovato, riprova"
"TID_MSG_ACCOUNT_ALREADY_LINKED","Account già collegato"
"TID_MSG_CANT_LINK_NOT_LOGGEDIN","Collegamento non riuscito, accesso non effettuato"
"TID_MSG_ERROR_GENERATING_CODE","Errore nella creazione codice di collegamento"
"TID_LINK_DEVICE_DLG_SUBMIT_CODE_BTN","INVIA"
"TID_LINK_DEVICE_WARNING","La tua attuale situazione di gioco andrà persa (<color>{0}</color>, livello <color>{1}</color>).\n\nVuoi procedere con l'operazione Collega un altro dispositivo?"
"TID_CORP_DIALOG_TITLE","CORPORAZIONE"
"TID_CORP_TAB_MY_CORP","LA MIA CORPORAZIONE"
"TID_CORP_TAB_OTHER_CORP","INFO CORPORAZIONE"
"TID_CORP_TAB_SEARCH_CORP","CONSIGLIATE"
"TID_CORP_TAB_SEARCH_NEW","CERCA"
"TID_CORP_TAB_CREATE_CORP","CREA"
"TID_CORP_CREATE_BUTTON","CREA"
"TID_CORP_APPLY_CHANGES_BUTTON","APPLICA"
"TID_HUD_CORP_NAME_TOO_SHORT","Il nome selezionato è troppo breve"
"TID_CORP_NAME_LABEL","NOME"
"TID_CORP_DESCR_LABEL","DESCRIZIONE"
"TID_CORP_JOIN_TYPE_LABEL","PARTECIPAZIONE"
"TID_CORP_REGION_LABEL","REGIONE"
"TID_CORP_MININFLUENCE_LABEL","INFLUENZA RICHIESTA"
"TID_CORP_INFO_MININFLUENCE_VAL","INFLUENZA RICHIESTA: {0}"
"TID_CORP_INFO_WS_WINS","VITTORIE STELLA BIANCA: {0}"
"TID_CORP_SELECT_REGION","SELEZIONA REGIONE"
"TID_RECOMMENDED_CORPS_REGION","REGIONE:"
"TID_NO_RECOMMENDED_FOUND","Non sono state trovate corporazioni consigliate.\n\nProva a selezionare un'altra regione."
"TID_CORP_TYPE_OPEN","APERTA A TUTTI"
"TID_CORP_TYPE_REQUEST","SU RICHIESTA"
"TID_CORP_TYPE_CLOSED","CHIUSA"
"TID_CORP_EMBLEM_LABEL","EMBLEMA"
"TID_ALLIANCE_ITEM_MEMBERS_COUNT","{0} membri"
"TID_ALLIANCE_ITEM_VIEW","VEDI"
"TID_CORP_DIALOG_EDIT","MODIFICA"
"TID_CORP_DIALOG_LEAVE","ABBANDONA"
"TID_CORP_LEAVE_WS_WARNING","Se abbandoni la corporazione mentre partecipi a una stella bianca potresti perdere le ricompense della stella bianca, anche se dovessi ritornare in un secondo momento. Continuare?"
"TID_CORP_DIALOG_JOIN","PARTECIPA"
"TID_CORP_DIALOG_SEND_MESSAGE","MESSAGGIA"
"TID_CORP_LEAVE_CONFIRM","Vuoi davvero abbandonare questa corporazione?"
"TID_CORP_EDIT_BADGE","MODIFICA"
"TID_CORP_EDIT_BADGE_DONE","APPLICA"
"TID_CORP_EDIT_BADGE_SYMBOL","SIMBOLO"
"TID_CORP_EDIT_BADGE_SHAPE","FORMA"
"TID_CORP_EDIT_BADGE_COLOR1","COLORE 1"
"TID_CORP_EDIT_BADGE_COLOR2","COLORE 2"
"TID_CORP_SEND_MESSAGE_TITLE","INVIA MESSAGGIO"
"TID_CORP_SEND_MESSAGE_HINT","Scrivi un messaggio da inviare a tutti i membri della corporazione:"
"TID_CORP_MESSAGE_ERROR_TOO_SHORT","Messaggio troppo breve"
"TID_CORP_MESSAGE_ERROR_TOO_LONG","Messaggio troppo lungo"
"TID_CORP_MESSAGE_SENT","Messaggio inviato"
"TID_CORP_SEARCH_NAME_CONTAINS","IL NOME CONTIENE"
"TID_CORP_SEARCH_INFLUENCE_RANGE","INFLUENZA"
"TID_CORP_SEARCH_MEMBERS_RANGE","MEMBRI"
"TID_CORP_SEARCH_RECENT_ACTIVITY","ATTIVITÀ RECENTE"
"TID_CORP_BUTTON_SEARCH","CERCA"
"TID_CORP_NO_SEARCH_RESULTS_FOUND","Nessun risultato."
"TID_CORP_REGION_ANY","QUALSIASI"
"TID_CORP_LEVEL","CORPORAZIONE LIVELLO {0}"
"TID_INACTIVITY_TOLERANCE","TOLLERANZA INATTIVITÀ"
"TID_INACTIVITY_TOLERANCE_NONE","Consenti qualunque inattività"
"TID_INACTIVITY_RESET_WARNING","Impostare la tolleranza di inattività a un livello più rigido azzererà il timer di inattività per tutti i membri della corporazione. Desideri continuare?"
"TID_PLAYER_INFO_DLG_TAB_EMPIRE_OVERVIEW","IL TUO IMPERO"
"TID_SHIP_PLANET_PLAYER_RENAME_BUTTON","Rinomina"
"TID_PLAYER_INFO_XP_TITLE","LIVELLO DI XP"
"TID_PLAYER_INFO_XP_DESCR","Il livello di XP indica i progressi generali del giocatore nella Galassia. Consegnare carichi e migliorare i pianeti aumenta il livello di XP."
"TID_PLAYER_INFO_INFLUENCE_TITLE","INFLUENZA"
"TID_PLAYER_INFO_INFLUENCE_DESCR","L'influenza indica la capacità operativa di un giocatore. L'influenza può essere ottenuta (o persa) partecipando alle missioni stella rossa."
"TID_PLAYER_INFO_DLG_TAB_ACHIEVEMENTS","TRAGUARDI"
"TID_PLAYER_INFO_CORP_NONE","NESSUNA"
"TID_PLAYER_INFO_CORP_VIEW","VEDI"
"TID_PLAYER_INFO_DLG_CREDIT_INCOME","CREDITI: ENTRATE E USCITE"
"TID_PLAYER_INFO_DLG_HYDRO_INCOME","IDROGENO: ENTRATE E USCITE"
"TID_ACHIEVEMENT_COMPLETE","Questo traguardo è stato raggiunto"
"TID_PLAYER_INFO_SECTION_BADGES","DISTINTIVI"
"TID_ACHIEVEMENT_CLAIM_REWARD","RISCUOTI"
"TID_ACHIEVEMENT_REWARD_LABEL","RICOMPENSE:"
"TID_ACHIEVEMENT_REWARD_XP_LABEL","XP:"
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_WEAPONS","ARMI"
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_SHIELDS","SCUDI"
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_TRADE","COMMERCIO"
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_MINING","ESTRAZIONE"
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_SUPPORT","SUPPORTO"
"TID_MODULE_BLUEPRINT_POPUP_MAX_LEVEL","Livello massimo: {0}"
"TID_MODULE_CANT_UPGRADE_NOT_ENOUGH_BLUEPRINTS","Ti servono più progetti per far salire il livello massimo di questo modulo"
"TID_MODULE_BLUEPRINTS_TITLE","MODULI SBLOCCATI: <color>{0}/{1}</color>"
"TID_MODULE_BLUEPRINTS_LOCKED_MODULE_INFO","Studia più manufatti {0} per aumentare le possibilità di scoprire questo modulo"
"TID_MODULE_BLUEPRINTS_DLG_TITLE","PROGETTI DEI MODULI"
"TID_MODULE_BLUEPRINTS_INFO","Questa schermata mostra i moduli disponibili.\n\nPer scoprire nuovi moduli oppure migliorare i moduli attuali, sono necessari i loro progetti, che potrai trovare studiando i manufatti recuperati nelle stelle rosse.\n\nPer installare un modulo appena scoperto, dovrai prima avviare una ricerca."
"TID_MODULE_DETAILS_UPGRADE_PROGRESS","Progresso ricerca progetto per il prossimo miglioramento:"
"TID_MODULE_UPGRADE_IN_PROGRESS","MIGLIORAMENTO IN CORSO"
"TID_MODULE_UPGRADE_FINISH_NOW","TERMINA SUBITO"
"TID_MODULE_FULLY_UPGRADED","Questo modulo è migliorato al massimo"
"TID_MODULE_UPGRADE_NEEDS_BLUEPRINTS","Devi raccogliere {0} progetti prima di poter migliorare questo modulo"
"TID_MODULE_SPEED_UP_CONFIRM","Vuoi davvero terminare subito il miglioramento?"
"TID_MODULE_CANT_UPGRADE_OTHER_IN_PROGRESS","Non è possibile migliorare un modulo quando c'è già un altro miglioramento in corso"
"TID_MODULE_LEVEL_0_DESCR","SBLOCCA"
"TID_ACHIEVEMENT_LIST_VIEW_ON_GOOGLE_PLAY","Vedi su Google Play"
"TID_PLAYER_INFO_STAR_FRAGMENTS_TITLE","FRAMMENTI DI STELLA"
"TID_PLAYER_INFO_STAR_FRAGMENTS_DESCR","I frammenti di stella si ottengono partecipando alle missioni nelle stelle blu. Possono essere usati per scalare le classifiche mensili delle stelle blu e per ricevere ricompense di cristallo al termine di ciascuna stagione delle stelle blu."
"TID_PLAYER_INFO_WS_POINTS_TITLE","PUNTI STELLA BIANCA"
"TID_PLAYER_INFO_WS_POINTS_DESCR","Per ricevere dei punti stella bianca dovrai dare un contributo nelle suddette missioni. Possono essere usati per scalare le classifiche mensili della stella bianca e per ricevere ricompense di cristallo al termine di ciascuna stagione delle stella bianca."
"TID_OTHER_PLAYER_INFO_PAGE_TITLE","PROFILO GIOCATORE"
"TID_OTHER_PLAYER_INFO_PAGE_STAR_SECTION","STELLA"
"TID_OTHER_PLAYER_INFO_PAGE_CORP_SECTION","CORPORAZIONE"
"TID_OTHER_PLAYER_INFO_PAGE_ACHIEVEMENTS_SECTION","TRAGUARDI"
"TID_OTHER_PLAYER_INFO_VISIT_STAR_BUTTON","VISITA"
"TID_OTHER_PLAYER_INFO_INVITE","INVITA"
"TID_OTHER_PLAYER_DIPLOMACY_SECTION","DIPLOMAZIA"
"TID_OTHER_PLAYER_DIPLOMACY_REQUEST_BTN","RICHIEDI RELAZIONI DIPLOMATICHE"
"TID_OTHER_PLAYER_DIPLOMACY_CANNOT_LINK_NO_BUILDING","Hai bisogno di una stazione diplomatica libera per inviare la richiesta"
"TID_PRODUCTION_DLG_TITLE","PRODUZIONE"
"TID_PRODUCTION_DLG_SHIPS","NAVI"
"TID_PRODUCTION_DLG_STATIONS","STAZIONI SPAZIALI"
"TID_PRODUCTION_BUILDING_LOCKED","Per poter costruire questa stazione, devi prima migliorare uno dei tuoi pianeti fino al livello {0}."
"TID_PRODUCTION_SPEED_UP_CONFIRM","Terminare subito la produzione?"
"TID_PRODUCTION_SHIPS_BUILT","COSTRUITE"
"TID_PRODUCTION_STATIONS_BUILT","COSTRUITE"
"TID_PRODUCTION_DLG_FLEET_CAPACITY","CAPACITÀ FLOTTA"
"TID_PRODUCTION_DLG_FINISH_SHIP_NOW","TERMINA SUBITO"
"TID_PRODUCTION_DLG_UPGRADE_SHIP","Miglioramento design"
"TID_UPGRADE_TRANSPORT_DESIGN","MIGLIORARE PER SEMPRE LE NAVI CARGO\nAL LIVELLO {0}?"
"TID_UPGRADE_MINER_DESIGN","MIGLIORARE PER SEMPRE LE NAVI MINERARIE\nAL LIVELLO {0}?"
"TID_UPGRADE_BS_DESIGN","MIGLIORARE PER SEMPRE LE NAVI DA GUERRA\nAL LIVELLO {0}?"
"TID_MSG_SHIP_DESIGN_UPGRADE_COMPLETE","Il design della nave è stato migliorato"
"TID_STAT_SHIP_DESIGN_BUILD_COST","COSTO PRODUZIONE"
"TID_STAT_SHIP_DESIGN_BUILD_COST_DESCR","Il costo in crediti per costruire una nuova nave di questo tipo."
"TID_FINISH_SHIP_UPG_CONFIRM","Terminare subito il miglioramento del design della nave?"
"TID_CANNOT_UPGRADE_SHIP_OTHER_IN_PROGRESS","Un miglioramento è già in corso; non puoi iniziarne un altro."
"TID_STARTER_PACK_ACTIVE","SCONTO PACCHETTO INIZIALE ATTIVO (-{0}%)"
"TID_TRADE_DLG_TITLE","CARICHI"
"TID_TRADE_DLG_TITLE_REDSTAR","MANUFATTI"
"TID_TRADE_DLG_ARTIFACTS_TITLE","MANUFATTI SUL PIANETA"
"TID_TRADE_DLG_NO_TRANSPORT_IN_ORBIT","Nessuna nave cargo in orbita."
"TID_TRADE_DLG_BRING_TRANSPORT","Devi portare una nave cargo sulla superficie del pianeta prima di poter imbarcare carichi."
"TID_TRADE_DLG_NOT_ENOUGH_CAPACITY","Spazio insufficiente per imbarcare questo carico"
"TID_TRADE_DLG_CONFIRM_REFRESH","Aggiungere subito altri carichi a questo pianeta?"
"TID_TRADE_DLG_ITEM_WEIGHT","{0} tonnellate"
"TID_TRADE_DLG_ITEM_WEIGHT_1","1 tonne"
"TID_TRADE_DLG_ITEM_DISTANCE","{0} UA di distanza"
"TID_TRADE_DLG_CANNOT_PICK_SHIPMENTS","Non potrai raccogliere carichi da questo pianeta fino a quando non avrai stabilito delle relazioni diplomatiche con il suo proprietario."
"TID_TRADE_DLG_MORE_SHIPMENTS_PROMPT","Nuovi carichi tra:"
"TID_TRADE_DLG_ADD_MORE_NOW","AGGIUNGI"
"TID_NO_SHIPMENTS_INFO","Nessun carico disponibile. Col passare del tempo compaiono nuovi carichi.\n\nIl miglioramento di un pianeta aggiunge più carichi allo stesso e alle sue lune."
"TID_NO_SHIPMENTS_RED_STAR","Non ci sono manufatti disponibili."
"TID_MUST_WAIT_UNTIL_ARTIFACT_LOADS","Devi aspettare che il primo manufatto sia stato imbarcato"
"TID_TRADE_DLG_OTHER_PLAYER_SHIPMENTS_TITLE","CARICHI NEL SISTEMA DIPLOMATICO"
"TID_TRADE_DLG_OTHER_PLAYER_SHIPMENTS_HINT","Questi carichi provengono dall'avamposto di un altro giocatore. Se consegni un carico, riceverai un piccola commissione, mentre il proprietario continuerà a ricevere la ricompensa completa."
"TID_TRADE_DLG_SHIPMENT_COLUMN","CARICO"
"TID_TRADE_DLG_DESTINATION_COLUMN","DESTINAZIONE"
"TID_TRADE_DLG_DISTANCE_COLUMN","DISTANZA"
"TID_TRADE_DLG_REWARD_COLUMN","RICOMPENSA"
"TID_TRADE_DLG_COMISSION_COLUMN","COMMISSIONE"
"TID_STORING_ARTIFACT_WARNING","Gli avamposti in cui sono depositati uno o più manufatti non producono nuovi carichi"
"TID_CAPACITY_FULL_WARNING","Carichi al completo. Imbarca alcuni dei carichi esistenti per consentirne la produzione di nuovi."
"TID_LOADALL_TOOLTIP","Imbarca quanti più carichi possibile, fino alla capienza massima del Cargo. I carichi vengono imbarcanti in base all'ordine nell'elenco qui sopra."
"TID_UNLOADALL_TOOLTIP","Scarica tutti i carichi del Cargo"
"TID_ARTIFACT_QUEUED","IN CODA"
"TID_RESEARCH_DLG_TITLE","STUDIA"
"TID_RESEARCH_DLG_HINT","I manufatti che trovi durante le missioni sono automaticamente depositati e studiati qui, uno alla volta.\n\nPiù raro è il manufatto, più preziosa sarà la ricompensa."
"TID_RESEARCH_ITEM_START_RESEARCH","INIZIA STUDIO"
"TID_RESEARCH_ITEM_VIEW_RESULTS","VEDI RISULTATI"
"TID_RESEARCH_ITEM_RUSH","TERMINA SUBITO"
"TID_RESEARCH_ITEM_RUSH_CONFIRM","Completare subito lo studio di questo manufatto?"
"TID_RESEARCH_REWARDS_LABEL_XP","XP GUADAGNATI:"
"TID_RESEARCH_REWARDS_LABEL_CREDITS","CREDITI GUADAGNATI:"
"TID_RESEARCH_REWARDS_LABEL_FUEL","IDROGENO GUADAGNATO:"
"TID_RESEARCH_REWARDS_LABEL_MODULE_UNLOCKED","C'È UN NUOVO MODULO DA STUDIARE!"
"TID_RESEARCH_REWARDS_LABEL_MODULE_BLUEPRINTS","PROGETTI DEI MODULI RECUPERATI:"
"TID_RESEARCH_ITEM_SALVAGE","RECUPERA"
"TID_RESEARCH_ITEM_SALVAGE_CONFIRM","Vuoi distruggere questo manufatto per una minore ricompensa in crediti e idrogeno?"
"TID_SALVAGE_DOCKED_SHIP_ARTIFACTS_BUTTON","Recupera tutti i manufatti dalle navi ormeggiate"
"TID_SALVAGE_SHIP_ARTIFACTS_CONFIRM","Vuoi davvero recuperare tutti manufatti trasportati sulle navi ormeggiate? Riceverai le seguenti risorse:\n\n<quad class=''cr''> <c1>{0}</color>    <quad class=''fuel''> <c2>{1}</color>"
"TID_TECH_DLG_TITLE","TECNOLOGIA"
"TID_MODULE_DETAILS_LOCKED_LABEL","BLOCCATO"
"TID_MODULE_DETAILS_UNLOCK_BUTTON","SBLOCCA"
"TID_BUY_ARTIFACT_DLG_TITLE","ACQUISTA MANUFATTO"
"TID_BUY_ARTIFACT_DLG_HINT","Seleziona un manufatto da aggiungere a uno slot della stazione di ricerca"
"TID_BUY_ARTIFACT_YIELD_BONUS","I manufatti portati qui forniranno un {0}% aggiuntivo di ricompense quando studiati."
"TID_BUY_ARTIFACT_DLG_DESCR_ORB","Lo studio produrrà un totale di <color>{0}</color> progetti per i moduli arma o scudo"
"TID_BUY_ARTIFACT_CONFIRM","Comprare questo manufatto adesso?"
"TID_BUY_ARTIFACT_DLG_DESCR_BLUECRYSTAL","Lo studio produrrà un totale di <color>{0}</color> progetti per i moduli di commercio o di estrazione"
"TID_BUY_ARTIFACT_DLG_DESCR_TETRAHEDRON","Lo studio produrrà un totale di <color>{0}</color> progetti per i moduli di supporto"
"TID_BUY_ARTIFACT_FAILED_NO_FREE_SLOTS","Impossibile acquistare il manufatto: nessuno slot disponibile"
"TID_BUY_ARTIFACT_FAILED_RS_LEVEL","Per acquistare questo manufatto è necessario uno scanner di stelle rosse di livello {0} "
"TID_SHIP_UPGRADE_DLG_TITLE","MODULI"
"TID_SHIP_UPGRADE_DLG_MODULE_INSTALL_BTN","INSTALLA"
"TID_SHIP_UPGRADE_DLG_MODULE_UPGRADE_BTN","MIGLIORA"
"TID_SHIP_UPGRADE_DLG_CANT_UPGRADE_WHILE_MOVING","Attendi che la nave si fermi prima di iniziare il miglioramento."
"TID_SHIP_UPGRADE_CANT_INSTALL_SAME_MODULE_TWICE","Non è possibile installare lo stesso modulo due volte"
"TID_MODULE_ONLY_FOR_BS","Questo modulo può essere installato solo su una nave da guerra"
"TID_SHIP_UPGRADE_MODULE_ALREADY_INSTALLED","Il modulo è già stato installato"
"TID_SHIP_UPGRADE_DLG_FINISH_NOW_BUTTON","TERMINA SUBITO"
"TID_SHIP_UPGRADE_EFFECT_JOB_PAYOUT_INCREASE","BONUS RICOMPENSA CARICO"
"TID_SHIP_UPGRADE_EFFECT_TRADE_SLOTS","SLOT EXTRA"
"TID_MODULE_MINERAL_STORAGE_STAT","SPAZIO EXTRA"
"TID_MODULE_MINING_SPEED_STAT","VELOCITÀ DI ESTRAZIONE"
"TID_MODULE_COOLDOWN_STAT","RICARICA"
"TID_MODULE_AOE_STAT","DANNO AD AREA"
"TID_MODULE_REPAIR_STAT","PV RIPRISTINATI"
"TID_MODULE_TIME_WARP_STAT","FATTORE TEMPORALE"
"TID_MODULE_RED_STAR_EXTENSION_STAT","PROLUNGAMENTO VITA"
"TID_MODULE_INSTALL_PRICE_STAT","PREZZO D'INSTALLAZIONE"
"TID_MODULE_MAX_TARGETS","BERSAGLI MASSIMI"
"TID_SHIP_UPGRADE_EFFECT_BONUS_REWARD","RICOMPENSA BONUS"
"TID_SHIP_UPGRADE_EFFECT_SPEED_INCREASE","VELOCITÀ DI VIAGGIO"
"TID_SHIP_UPGRADE_EFFECT_FUEL_INCREASE","USO EXTRA DI IDROGENO"
"TID_MODULE_DESCR_ACTIVATION_COST","COSTO DI ATTIVAZIONE"
"TID_MODULE_DESCR_DPS","DANNO AL SECONDO"
"TID_MODULE_DESCR_DPS_PER_HR","DANNO ALL’ORA"
"TID_MODULE_DESCR_DPADT","DANNO EXTRA"
"TID_MODULE_DESCR_DPADT_VALUE","+{0}/nemico"
"TID_MODULE_DESCR_MAX_DPS","DANNO MASSIMO AL SECONDO"
"TID_MODULE_DESCR_TARGET_SWITCH_DELAY","RITARDO MODIFICA BERSAGLIO"
"TID_MODULE_DESCR_MAX_DPS_HR","DANNO MASSIMO ALL’ORA"
"TID_MODULE_DESCR_MAX_DPS_TIME","TEMPO PER DANNO MASSIMO"
"TID_MODULE_SALVAGE_HULL_DESCR","SCAFO RIPARATO PER OGNI NAVE DISTRUTTA"
"TID_MODULE_DESCR_UNITY","AUMENTO DANNO PER GIOCATORE"
