"TID_INTRO_MESSAGE_TITLE","BIENVENUE DANS HADES' STAR"
"TID_CHAT_GLOBAL_INFO","Les messages envoyés ici peuvent être lus par tous les joueurs. Ne divulguez jamais d'informations personnelles. Soyez toujours poli et respectueux."
"TID_CHAT_WHITESTAR_INFO","Les messages envoyés ici ne peuvent être lus que par les membres de votre corporation."
"TID_CHAT_PLAYER_JOIN","Un nouveau joueur a rejoint la corporation."
"TID_CHAT_PLAYER_LEFT","Ce joueur a quitté la corporation."
"TID_CHAT_JOINCORP_INFO","Rejoignez une corporation pour partager vos connaissances et tactiques avec d'autres joueurs.\n\nLes corporations permettent aussi d'accéder à des étoiles blanches et étoiles rouges privées."
"TID_CORP_UNLOCK_INFO","Corporations débloquées au niveau {0}"
"TID_CHAT_SEARCH_ALLIANCES_BUTTON","Corporations suggérées"
"TID_CHAT_ENTRY_JUMP","a envoyé un nouveau vaisseau dans le système, près de {0}."
"TID_CHAT_ENTRY_JOIN","a rejoint la corporation."
"TID_CHAT_ENTRY_LEFT","a quitté la corporation."
"TID_CHAT_ENTRY_PROMOTED","a été promu(e) par {0}."
"TID_CHAT_ENTRY_DEMOTED","a été relégué(e) par {0}."
"TID_CHAT_ENTRY_KICK","a été exclu(e) de la corporation par {0}."
"TID_CHAT_ENTRY_CORP_SETTINGS_CHANGED","a modifié les paramètres de la corporation."
"TID_CHAT_ENTRY_REQUEST_JOIN","a envoyé une requête pour rejoindre la corporation."
"TID_CHAT_ENTRY_DESTROYED_BASE","a détruit la base Cerbère près de {0}."
"TID_CHAT_ENTRY_COLONIZED","a colonisé la planète {0}."
"TID_CHAT_ENTRY_LOST_FLEET","a perdu un {0} près de {1}."
"TID_CHAT_ENTRY_DESTROYED_CERB_FLEET","a détruit une flotte Cerbère près de {0}."
"TID_CHAT_ENTRY_ABANDONED_SYSTEM","a abandonné ce système stellaire."
"TID_CHAT_ENTRY_SEARCH_PVP","a lancé une recherche d'étoile blanche."
"TID_CHAT_ENTRY_FLAGSHIP_CONTRIB","a donné {0} crédits au vaisseau amiral."
"TID_CHAT_ENTRY_SHARE_VIEW","a partagé une vue de système stellaire."
"TID_CHAT_ENTRY_SEARCH_PVP_COMPLETE","Votre corporation a découvert une nouvelle étoile blanche."
"TID_CHAT_ENTRY_CORP_LEVEL_UP","Votre corporation a été améliorée au niveau {0}."
"TID_CHAT_ENTRY_FLAGSHIP_LEVEL_UP","Votre vaisseau amiral de corporation sera amélioré au niveau {0} la prochaine fois qu'il sera déployé."
"TID_CHAT_ENTRY_FLAGSHIP_UNLOCKED","Votre vaisseau amiral de corporation peut maintenant être déployé."
"TID_CHAT_ENTRY_SEARCH_PVP_CANCELLED","a annulé la recherche d'étoile blanche."
"TID_CHAT_REQUEST_ACCEPT","Acceptée par {0}"
"TID_CHAT_REQUEST_REJECT","Refusée par {0}"
"TID_CHAT_REQUEST_CORP_FULL","Échec - Corporation pleine"
"TID_CHAT_REQUEST_FAIL_PLAYER_JOINED_ANOTHER","Échec - Le joueur fait partie d'une autre corporation."
"TID_CHAT_POPUP_VIEW_LOCATION","Voir lieu"
"TID_STREAMENTRY_ALLIANCE_REQUEST_ACCEPT","ACCEPTER"
"TID_STREAMENTRY_ALLIANCE_REQUEST_REJECT","REFUSER"
"TID_STREAMENTRY_ALLIANCE_SHARE_SYSTEM_VIEW","VOIR"
"TID_CHAT_POPUP_REPORT_PLAYER","Signaler"
"TID_CHAT_POPUP_BLOCK_PLAYER","Bloquer"
"TID_CHAT_POPUP_REPORT_PLAYER_CONFIRM","Voulez-vous vraiment signaler {0} pour comportement offensant ou déplacé ?"
"TID_CHAT_POPUP_VIEW_WS_SHIPS","Vaisseau suivant"
"TID_HUD_MSG_NO_SHIPS","Le joueur n'a pas de vaisseaux dans ce système"
"TID_CHAT_REPORT_PLAYER_MODERATOR","En tant que modérateur, votre action bannira immédiatement le joueur du chat de la galaxie pour une durée de 24 heures"
"TID_CHAT_POPUP_REPORT_SENT","Votre signalement a été envoyé."
"TID_CHAT_POPUP_PLAYER_BLOCKED","Vous ne verrez plus de messages de {0} jusqu'à la prochaine connexion à l'application."
"TID_CHAT_LOCAL_CHAT_LOCKED","DISCUSSION IMPOSSIBLE"
"TID_CHAT_LOCAL_LOCKED_INFO","Vous n'avez pas établi de relations diplomatiques avec le propriétaire de ce système stellaire."
"TID_CHAT_WS_LOCKED_INFO","Seules les corporations participantes peuvent utiliser la discussion d'étoile blanche."
"TID_CHAT_CORP_RED_STAR_SEARCH_IN_PROGRESS","Recherche en cours..."
"TID_CHAT_CORP_RED_STAR_IN_PROGRESS","Étoile rouge en cours..."
"TID_CHAT_JOIN_IN_PROGRESS_CONFIRM","Cette étoile rouge est déjà en cours. Voulez-vous vraiment rejoindre cette partie ?"
"TID_CHAT_CORP_RED_STAR_ENDED","L'étoile rouge s'est transformée en supernova."
"TID_CHAT_ENTRY_STARTED_RED_STAR_SEARCH","a commencé une recherche d'étoile rouge de niveau {0}."
"TID_CHAT_ENTRY_JOIN_RED_STAR_SEARCH","REJOINDRE"
"TID_CHAT_CANNOT_JOIN_RED_STAR_LEVEL","Vous devez améliorer votre scanner d'étoile rouge avant de pouvoir rejoindre cette recherche de niveau supérieur."
"TID_CHAT_CANNOT_JOIN_RED_STAR_ALREADY_IN","Vous participez déjà à une étoile rouge."
"TID_CHAT_CANNOT_JOIN_TIMER","Vous ne pouvez pas rejoindre cette étoile rouge si proche de la supernova"
"TID_CHAT_CANNOT_JOIN_FULL","Cette étoile rouge est pleine"
"TID_CHAT_ENTRY_VIEW_RED_STAR_IN_PROGRESS","VOIR"
"TID_CHAT_ENTRY_WATCH_OLD_RED_STAR_REPLAY","VOIR REPLAY"
"TID_CHAT_ENTRY_REPLAY_SHARED","a partagé un replay."
"TID_SELECT_PING_LOCATION","Sélectionnez une destination dans ce système stellaire pour alerter les autres joueurs"
"TID_PING_DEFAULT_MESSAGE","Envoyez nos vaisseaux là-bas !"
"TID_PING_RATE_LIMITED","Vous ne pouvez pas lancer d'alertes aussi fréquemment"
"TID_CHAT_ENTRY_PING","a lancé une alerte"
"TID_LOCAL_STAR_CHAT_DISABLED","Ce type d'étoile n'est pas compatible avec la discussion locale."
"TID_CORP_NOTIFICATIONS_TITLE","NOTIFICATIONS DE CORPORATION"
"TID_CORP_PRS_NOTIFICATION_LBL","M'informer des évènements suivants :"
"TID_CORP_PRS_NEW_RS_NOTIF","Nouvelle recherche d'étoile rouge (niveau {0})"
"TID_CORP_PRS_NEW_MESSAGE_NOTIF","Nouveau message aux membres de la corporation"
"TID_STAR_DLG_TITLE","ÉTOILE ACTUELLE"
"TID_STAR_DLG_OBJECTIVES_TAB","INFOS ÉTOILE"
"TID_STAR_DLG_STARLOG_TAB","JOURNAL STELLAIRE"
"TID_STAR_GOALS_DESCR_HOMESTAR","Cette étoile vous a été assignée comme base de départ de vos opérations dans la galaxie d'Hades. Votre but est d'explorer cette étoile dans ses moindres recoins, d'éliminer les forces Cerbères qui s'y trouvent et de fonder une infrastructure économique viable."
"TID_STAR_GOALS_DESCR_OTHER_PLAYER_HOMESTAR","Cette étoile appartient à un autre joueur. Si vous avez des relations diplomatiques avec ce joueur, vous pouvez envoyer un nombre limité de vaisseaux dans ce secteur pour faire des échanges ou bien aider le joueur à vaincre des forces Cerbères."
"TID_STAR_GOALS_DESCR_REDSTAR","Coopérez avec les autres joueurs pour détruire des vaisseaux Cerbères et récupérer des artéfacts sur cette étoile rouge. Les vaisseaux Cerbères détruits et les artéfacts récupérés augmenteront votre barre de progression. Remplissez la barre de progression au-dessus du seuil pour gagner de l'influence lorsque l'étoile rouge explose."
"TID_STAR_GOALS_HOMESTAR_PCT_EXPLORED","Exploration : {0} %"
"TID_STAR_DLG_NO_LOG_ENTRIES","Aucune entrée de journal n'est disponible dans ce système stellaire."
"TID_STAR_TOTAL_CREDITS","Dans ce système stellaire, <color>{0} crédits</color> sont stockées dans des cargaisons."
"TID_STAR_TOTAL_HYDRO","Dans ce système stellaire, <color>{0} hydrogènes</color> sont stocké dans des ceintures d'astéroïdes."
"TID_STAR_GOALS_DESCR_BLUESTAR","Faites en sorte que votre vaisseau survive jusqu'à ce que les cuirassés de tous les autres joueurs soient détruits. Le système stellaire est sous l'effet d'un effondrement gravitationnel perpétuel qui commence à ses frontières, et vient se répercuter vers son centre. Les vaisseaux pris dans la zone où l'effondrement agit sont immédiatement détruits."
"TID_BOMBER_HEATMAP_ENABLED","Carte thermique d'emplacement des bombardiers ACTIVÉE"
"TID_BOMBER_HEATMAP_DISABLED","Carte thermique d'emplacement des bombardiers DÉSACTIVÉE"
"TID_RELINK_WARP_LANE_SINGLE","RECONNECTER 1 LIGNE DE SAUT"
"TID_RELINK_WARP_LANES_MULTIPLE","RECONNECTER {0} LIGNES DE SAUT"
"TID_RELINK_WARP_LANE_CONFIRM","Reconnecter tous les nœuds de lignes de saut à leur dernière connexion ? Seuls les nœuds qui ont déjà été connectés et qui sont dans une position valide seront reconnectés."
"TID_RELINK_SUCCESS","Reconnexion des lignes de saut terminée"
"TID_LOG_ENTRY_FLAGSHIP_SUMMONED","a appelé un vaisseau amiral"
"TID_LOG_ENTRY_FLAGSHIP_JUMP_AWAY","a fait sauter le vaisseau amiral"
"TID_LOG_ENTRY_FLAGSHIP_DEPART_NOW","a ordonné au vaisseau amiral de partir"
"TID_LOG_ENTRY_FLAGSHIP_CANCEL_WAYPOINT","a supprimé un point de virage du vaisseau amiral"
"TID_LOG_ENTRY_FLAGSHIP_CANCEL_DEPART","a annulé le départ du vaisseau amiral"
"TID_LOG_ENTRY_FLAGSHIP_ADD_WAYPOINT","a ajouté un point de virage pour le vaisseau amiral"
"TID_LOG_ENTRY_FLAGSHIP_USE_MODULE","a activé le module {0} sur le vaisseau amiral"
"TID_PLANET_UPGRADE_TITLE","Améliorez votre {0} au niveau {1}."
"TID_PLANET_UPG_CREDIT_STORE","STOCKAGE DE CRÉDITS"
"TID_PLANET_UPG_CREDIT_STORE_DESCR","Contribue à la quantité maximale de crédits que votre empire peut stocker."
"TID_PLANET_UPG_HYDROGEN_STORE","STOCKAGE D'HYDROGÈNE"
"TID_PLANET_UPG_HYDROGEN_STORE_DESCR","Contribue à la quantité maximale d'hydrogène que votre empire peut stocker."
"TID_PLANET_UPG_SHIPMENT_YIELD","BÉNÉFICE DE CARGAISONS"
"TID_PLANET_UPG_SHIPMENT_YIELD_DESCR","Les crédits que les cargaisons de cette planète génèrent par heure."
"TID_PLANET_UPG_CREDIT_YIELD","BÉNÉFICE DE CRÉDITS"
"TID_PLANET_UPG_CREDIT_YIELD_DESCR","La quantité de crédits par heure que cette planète vous rapporte."
"TID_PLANET_UPG_HYDROGEN_YIELD","BÉNÉFICE D'HYDROGÈNE"
"TID_PLANET_UPG_HYDROGEN_YIELD_DESCR","La quantité d'hydrogène par heure que cette planète vous rapporte."
"TID_PLANET_UPG_SPEED_UP_CONFIRM","Terminer l'amélioration de planète dès maintenant ?"
"TID_CHANGE_NAME_TITLE","CHANGER DE NOM"
"TID_CHANGE_NAME_PROMPT","Entrez le nom qui sera affiché aux autres joueurs de la galaxie :"
"TID_CHANGE_NAME_WARNING","AVERTISSEMENT : Vous ne pouvez changer de nom qu'une seule fois."
"TID_CHANGE_PLANET_NAME_PROMPT","Donnez un nom à cette planète :"
"TID_CHANGE_STATION_NAME_PROMPT","Donnez un nom à cette station :"
"TID_CHANGE_SHIP_NAME_PROMPT","Donnez un nom à ce vaisseau :"
"TID_ERROR_NAME_TOO_SHORT","Nom trop court"
"TID_ERROR_NAME_TOO_LONG","Nom trop long"
"TID_ERROR_SHIP_TOO_LOW_LEVEL_TO_RENAME","Vous ne pouvez renommer que des vaisseaux de niveau {0} ou supérieur."
"TID_INBOX_TITLE","MESSAGES"
"TID_INBOX_MSG_JUST_ARRIVED","À l'instant"
"TID_INBOX_TAB_INCOMING","BOÎTE DE RÉCEPTION"
"TID_INBOX_NEWS_TAB","NOUVELLES"
"TID_INBOX_TIMESTAMP","Il y a {0}"
"TID_INBOX_NO_MESSAGES","Vous n'avez pas de messages."
"TID_INBOX_INCOMING_DIPLOMACY_REQUEST","{0} veut établir des relations diplomatiques avec vous. Envoyez une réponse depuis votre station diplomatique."
"TID_INBOX_DIPLOMACY_REQUEST_ACCEPTED","{0} a accepté votre requête de relations diplomatiques."
"TID_INBOX_DIPLOMACY_REQUEST_REJECTED","{0} a refusé votre requête de relations diplomatiques."
"TID_INBOX_DIPLOMACY_TERMINATED","{0} a mis fin à vos relations diplomatiques."
"TID_INBOX_DELETE_MESSAGE","SUPPRIMER"
"TID_INBOX_KICKED","{0} vous a renvoyé(e) de la corporation {1}."
"TID_INBOX_ALLIANCE_INVITE","{0} vous invite à rejoindre sa corporation, <a name=''corp''>{1}</a>"
"TID_DISTINCTION_PIONEER","PIONNIER"
"TID_DISTINCTION_PIONEER_DESCR","Ce joueur fait partie de la galaxie d'Hades depuis sa découverte."
"TID_DISTINCTION_TOP1","Amiral"
"TID_DISTINCTION_TOP1_DESCR","Ce joueur a atteint la 1re position au niveau mondial."
"TID_DISTINCTION_TOP1_10D","Gouverneur"
"TID_DISTINCTION_TOP1_10D_DESCR","Ce joueur a atteint la 1re position au niveau mondial pendant plus de 10 jours."
"TID_DISTINCTION_TOP1_30D","Empereur"
"TID_DISTINCTION_TOP1_30D_DESCR","Ce joueur a atteint la 1re position au niveau mondial pendant plus de 30 jours."
"TID_DISTINCTION_TOP10","Directeur"
"TID_DISTINCTION_TOP10_DESCR","Ce joueur s'est classé parmi les 10 meilleurs joueurs mondiaux."
"TID_DISTINCTION_TOP50","Commandant"
"TID_DISTINCTION_TOP50_DESCR","Ce joueur s'est classé parmi les 50 meilleurs joueurs mondiaux."
"TID_INBOX_MESSAGE_DISTINCTION_UNLOCKED","Félicitations, vous avez débloqué une nouvelle distinction : {0}."
"TID_DISTINCTION_TOP1_DURATION","1re position tenue pendant : {0}"
"TID_DISTINCTION_BS_TOP1","MAÎTRE DES ÉTOILES BLEUES"
"TID_DISTINCTION_BS_TOP1_DESCR","Ce joueur a atteint la 1re position durant une saison d'étoile bleue."
"TID_DISTINCTION_BS_TOP10","HÉROS DES ÉTOILES BLEUES"
"TID_DISTINCTION_BS_TOP10_DESCR","Ce joueur s'est classé parmi les 10 meilleurs joueurs durant une saison d'étoile bleue."
"TID_DISTINCTION_BS_TOP50","VÉTÉRAN DES ÉTOILES BLEUES"
"TID_DISTINCTION_BS_TOP50_DESCR","Ce joueur s'est classé parmi les 50 meilleurs joueurs durant une saison d'étoile bleue."
"TID_DISTINCTION_WS_TOP1","MAÎTRE DES ÉTOILES BLANCHES"
"TID_DISTINCTION_WS_TOP1_DESCR","Ce joueur a atteint la 1re position durant une saison d'étoile blanche."
"TID_DISTINCTION_WS_TOP10","HÉROS DES ÉTOILES BLANCHES"
"TID_DISTINCTION_WS_TOP10_DESCR","Ce joueur s'est classé parmi les 10 meilleurs joueurs durant une saison d'étoile blanche."
"TID_DISTINCTION_WS_TOP50","VÉTÉRAN DES ÉTOILES BLANCHES"
"TID_DISTINCTION_WS_TOP50_DESCR","Ce joueur s'est classé parmi les 50 meilleurs joueurs durant une saison d'étoile blanche."
"TID_REPLAY_FAILED","Ce replay n'est plus disponible."
"TID_REPLAY_ERROR","Une erreur est survenue lors de la lecture de ce replay."
"TID_REPLAY_TIME_REMAINING","Fin du replay dans :"
"NOTIF_PLANET_UPGRADE","L'amélioration de planète au niveau {0} est terminée"
"NOTIF_DIPLOMACY_REQUEST","{0} souhaite établir des relations diplomatiques avec votre empire"
"NOTIF_DIPLOMACY_ACCEPT","{0} a accepté votre requête de relations diplomatiques."
"NOTIF_DIPLOMACY_END","{0} a mis fin à ses relations diplomatiques avec votre empire"
"NOTIF_MINER","Votre vaisseau de forage a besoin de nouveaux ordres"
"NOTIF_SHIPMENTS","Toutes vos planètes sont remplies de nouvelles cargaisons"
"NOTIF_NEW_SECTOR","Un nouveau secteur est disponible dans votre système stellaire"
"NOTIF_ARTIFACT","Votre station de recherche a terminé d'étudier tous ses artefacts"
"NOTIF_NEW_RED_STAR","Une nouvelle étoile rouge a été découverte"
"NOTIF_NEW_BLUE_STAR","Une nouvelle étoile bleue a été découverte"
"NOTIF_RED_STAR_JOINED","Vous avez rejoint une étoile rouge en cours"
"NOTIF_RED_STAR_ENDING","Votre étoile rouge deviendra bientôt une supernova"
"NOTIF_MODULE_DONE","Amélioration de module terminée"
"NOTIF_HYDROGEN_FULL","Capacité d'hydrogène pleine. Votre vaisseau de forage a cessé de travailler."
"NOTIF_NEW_CRYSTAL_SHIPMENT","Une nouvelle cargaison de cristaux est disponible sur votre planète"
"NOTIF_WHITE_STAR_JOINED","Une nouvelle étoile blanche a été découverte"
"NOTIF_WHITE_STAR_PREP_OVER","Période de préparation pour l'étoile blanche détectée terminée"
"NOTIF_WHITE_STAR_ENDING","La mission d'étoile blanche se termine dans 48 heures"
"NOTIF_OBJECTIVE_REFRESH","Un nouvel objectif est désormais disponible"
"NOTIF_DAY1","Votre empire a besoin de nouveaux ordres afin de poursuivre son expansion au sein de l'étoile jaune."
"NOTIF_BLUE_STAR_UPDATE","Vous pouvez désormais accéder aux étoiles bleues ! Consultez l'anomalie qui est apparue dans votre étoile jaune pour obtenir plus d'informations."
"NOTIF_PRIVATE_RS","{0} a commencé une nouvelle recherche d'étoile rouge de niveau {1}"
"NOTIF_PLAYER_NAME_AND_MESSAGE","{0} a envoyé un message : {1}"
"TID_MONTH_1","{0} JAN"
"TID_MONTH_2","{0} FÉV"
"TID_MONTH_3","{0} MARS"
"TID_MONTH_4","{0} AVR"
"TID_MONTH_5","{0} MAI"
"TID_MONTH_6","{0} JUIN"
"TID_MONTH_7","{0} JUIL"
"TID_MONTH_8","{0} AOÛT"
"TID_MONTH_9","{0} SEP"
"TID_MONTH_10","{0} OCT"
"TID_MONTH_11","{0} NOV"
"TID_MONTH_12","{0} DÉC"
"TID_ALPHA_RETURN_GIFT","Heureux de vous revoir !\n\nEn tant que participant de l'alpha, vous avez débloqué la citation « Pionnier ».\n\nNous avons ajouté 500 cristaux supplémentaires à votre compte en remerciement de nous avoir aidé à peaufiner le jeu depuis ses débuts.\n\nNous espérons que vous profiterez bien de vos aventures dans la galaxie d'Hades. Merci de nous avoir soutenus depuis le début !\n\nL'équipe d'Hades' Star."
"TID_SUPPORT_CRYSTALS_ADDED","Nous avons examiné votre ticket d'assistance et avons ajouté {0} cristaux à votre compte. Veuillez nous excuser pour la gêne occasionnée.\n\n- L'équipe d'assistance d'Hades' Star"
"TID_RELIC","RELIQUE"
"TID_RELIC_DLG_TITLE","RELIQUES"
"TID_NO_SHIPMENTS_WHITE_STAR","Aucune relique disponible."
"TID_MORE_RELICS_TIMER","Prochaine relique dans :"
"TID_PLANET_DESCR_GENERATING_RELIC","Création de relique"
"TID_STATUS_LOADING_RELIC","Chargement de relique"
"TID_NEW_RELIC_CREATED","Nouvelle relique créée"
"TID_NEW_RELICS_CREATED","{0} nouvelles reliques créées"
"TID_PARTIAL_PROGRESS_TO_NEW_RELIC","+{0} % de progression vers votre relique suivante"
"TID_STAR_GOALS_DESCR_WHITESTAR","Coopérez avec les membres de votre corporation pour récupérer les reliques de cette étoile blanche mourante.\n\nToutes les planètes génèrent des reliques au fil du temps. Une relique n'est récupérée que lorsque le vaisseau de transport sur laquelle elle se trouve quitte le système.\n\nLa création de reliques peut être accélérée grâce au dépôt d'hydrogène sur d'autres planètes par les vaisseaux de forage.\n\nUne autre corporation peut être active dans cette zone. Les cuirassés attaquent les vaisseaux de corporations adverses."
"TID_WHITE_STAR_FOUND_HINT","Organisez-vous avec votre corporation et décidez quels vaisseaux envoyer récupérer des reliques sur les étoiles blanches.\n\nLes vaisseaux se déplacent très lentement dans ces étoiles. Les vaisseaux que vous envoyez pourraient donc être occupés pendant plusieurs jours."
"TID_WHITE_STAR_SPECTATOR_INFO","En tant que spectateur, vous ne pouvez pas envoyer de vaisseaux vers cette étoile blanche.\n\nAfin de pouvoir participer à une mission d'étoile blanche, vous devez être inclus dans la liste des participants au moment de la recherche."
"TID_WHITE_STAR_SCAN_HINT","Le meilleur moyen d'exploiter une étoile blanche est d'envoyer deux vaisseaux par participant."
"TID_WHITE_STAR_LBL_PARTICIPANTS","PARTICIPANTS ADMISSIBLES"
"TID_WHITE_STAR_LBL_ACTIVE_PARTICIPANTS","PARTICIPANTS"
"TID_WS_PARTICIPANTS_HINT","Certains participants admissibles en bas de la liste ont pu être exclus pour correspondre à la taille de l'étoile détectée."
"TID_WS_NEXT_PARTICIPANT_LEVEL","Augmenter à {0} le nombre de participants admissibles pour obtenir plus de récompenses en réussissant une étoile blanche."
"TID_SCANNING_WS","RECHERCHE D'ÉTOILE BLANCHE EN COURS"
"TID_WS_SCAN_TIME_HINT","Cette recherche peut prendre plusieurs heures. La mission commencera {0} heures après la découverte de l'étoile."
"TID_UNABLE_TO_USE_WS_SCANNER","RECHERCHE IMPOSSIBLE"
"TID_WS_NO_CORP","Vous devez rejoindre une corporation avant de pouvoir utiliser le scanner d'étoile blanche."
"TID_WS_DIALOG_FIND_CORP","TROUVER UNE CORPORATION"
"TID_WS_CANCEL_SEARCH","ANNULER LA RECHERCHE"
"TID_WS_CANCEL_SEARCH_CONFIRM","Voulez-vous vraiment annuler la recherche d'étoile blanche ?"
"TID_WS_CANTSCAN_REASON_MEMBERS","Il vous faut au moins {0} participants admissibles avant de pouvoir lancer une mission d'étoile blanche."
"TID_WS_CANTSCAN_REASON_NOT_OFFICER","Lorsque vous êtes prêt, demandez à un officier de votre corporation de lancer la recherche d'étoile blanche."
"TID_JUMP_CONFIRM_WS_CARGO_LOST","Les vaisseaux de transport et de forage perdent toute leur cargaison lorsqu'ils se téléportent vers une étoile blanche. Continuer ?"
"TID_PLANET_INFO_RELIC_GENERATION_RATE","RELIQUES PAR JOUR"
"TID_PLANET_INFO_RELIC_GENERATION_RATE_DESCR","La quantité de reliques générées au quotidien par cette planète de façon autonome."
"TID_PLANET_INFO_HYDRO_PER_RELIC","HYDROGÈNE PAR RELIQUE"
"TID_PLANET_INFO_HYDRO_PER_RELIC_DESCR","La quantité d'hydrogène qui doit être déposée sur cette planète afin de pouvoir créer une nouvelle relique. Une quantité plus faible accélérera tout de même la création de relique."
"TID_WHITE_STAR_PLANET_DESCR","Cette planète génère une quantité constante de reliques chaque jour. Les reliques peuvent être chargées sur les vaisseaux de transport. Déposer de l'hydrogène sur cette planète avec les vaisseaux de forage accélérera la création de reliques."
"TID_JUMP_CMD_ERROR_TRANSPORT_TOO_SMALL_FOR_WS","Les vaisseaux de transport doivent avoir un espace de cargaison d'au moins {0} avant de pouvoir se téléporter à une étoile blanche."
"TID_WHITE_STAR_SEARCH_HINT_1","Le temps s'écoule très lentement sur les étoiles blanches. Utilisez ce temps pour organiser des stratégies avec les membres de votre corporation."
"TID_WHITE_STAR_SEARCH_HINT_2","Les vaisseaux de forage accélèrent la création de reliques en déposant de l'hydrogène sur les planètes étoile blanche. Assurez-vous que vos opérations de forage soient protégées des attaques ennemies."
"TID_WHITE_STAR_SEARCH_HINT_3","Vous ne pouvez envoyer qu'un petite nombre de vaisseaux vers une étoile blanche. Votre corporation voudra probablement établir par avance quel membre utilisera quel vaisseau et à quel moment."
"TID_WHITE_STAR_SEARCH_HINT_4","Les vaisseaux garés dans la porte de saut de retour de la corporation se téléporteront automatiquement à l'abri lorsque l'étoile blanche passe en supernova."
"TID_WHITE_STAR_SEARCH_HINT_5","Utilisez la machine temporelle pour avoir un aperçu des résultats de bataille et voir dans quel état sera le système une fois vos vaisseaux arrivés à destination."
"TID_WHITE_STAR_SEARCH_HINT_6","Le bouclier delta peut permettre à votre cuirassé d'arriver à des positions stratégiques plus vite que les vaisseaux avec des boucliers plus lourds."
"TID_WHITE_STAR_SEARCH_HINT_7","Les joueurs pouvant participer à une nouvelle recherche d'étoile blanche sont signalés par une icône d'étoile blanche en transparence autour de leur numéro de joueur dans la liste de membres de la corporation. Les joueurs participant à une mission d'étoile blanche active sont indiqués par une icône pleine."
"TID_WHITE_STAR_SEARCH_HINT_8","Plus de membres de votre corporation participent à la mission, plus vous avez de chances de détecter une étoile blanche riche."
"TID_WHITE_STAR_SEARCH_HINT_9","Vos vaisseaux de transport sont vulnérables lorsqu'ils chargent des reliques. Vous devez penser à les protéger tout au long de ce processus."
"TID_WHITE_STAR_SEARCH_HINT_10","Utilisez le panneau de chat de système stellaire pour communiquer en privé avec les membres de votre corporation dans une étoile blanche. Les joueurs des corporations adverses ne pourront pas voir vos messages."
"TID_WHITE_STAR_SEARCH_HINT_11","Vous ne pouvez pas améliorer vos vaisseaux et leurs modules lorsqu'ils sont en transit vers l'étoile blanche. Les améliorations prévues seront appliquées lorsque les vaisseaux seront rentrés."
"TID_CMD_ERROR_CANT_TELEPORT_IN_BARRIER","Vous ne pouvez pas vous téléporter dans une zone de barrière ennemie."
"TID_WSDIALOG_OPTIN_LABEL","PARTICIPEZ À DES MISSIONS D'ÉTOILE BLANCHE :"
"TID_WSDIALOG_OPTOUT_CONFIRM","Voulez-vous vraiment refuser de participer aux missions d'étoile blanche ? Vous ne ferez pas partie des prochaines missions de votre corporation."
"TID_WS_PREPARATION_PERIOD","PÉRIODE DE PRÉPARATION"
"TID_WS_PREPARATION_ENDS_IN","Se termine dans {0}"
"TID_WS_PREPARATION_PERIOD_DESCR","Pendant la période de préparation, vous pouvez téléporter des vaisseaux et leurs donner un ordre de mouvement initial. Les vaisseaux commencent à se déplacer lorsque la période de préparation est terminée.\n\nProfitez de ce temps pour discuter de vos stratégies avec les membres de votre corporation. Vous pouvez également établir des ordres futurs pour vos vaisseaux grâce à la machine temporelle."
"TIC_CMD_CANT_USE_MODULE_IN_PREPARATION","Impossible d'activer les modules pendant la période de préparation."
"TID_WS_CANNOT_JUMP_MORE","Vous ne pouvez plus téléporter de vaisseaux de ce type pour l'instant."
"TID_WS_CANNOT_JUMP_COOLDOWN","Vous devez attendre que le temps de récupération soit écoulé avant de pouvoir téléporter d'autres vaisseaux de ce type."
"TID_WS_JUMP_SHIP_WARNING","Le temps s'écoule très lentement sur les étoiles blanches. Votre vaisseau pourrait bien ne pas revenir pendant plusieurs jours."
"TID_WS_HISTORIC_RESULTS","RÉSULTATS HISTORIQUES D'ÉTOILE BLANCHE"
"TID_WS_ACTIVATE_MODULE_CONFIRM","Activer {0} maintenant ?"
"TID_WS_REWARDS_MSG_WINNER","Félicitations, votre corporation a réussi la mission d'étoile blanche ! Vous avez reçu les ressources suivantes :\n\n<quad class=''cr''> <c1>{0}</color>    <quad class=''fuel''> <c2>{1}</color> "
"TID_WS_REWARDS_MSG_LOSS","La mission d'étoile blanche est terminée. Vous avez reçu les ressources suivantes :\n\n<quad class=''cr''> <c1>{0}</color>    <quad class=''fuel''> <c2>{1}</color>"
"TID_WS_REWARDS_CRYSTALS","Vous manquez d'espace pour récupérer certaines récompenses de votre dernière mission d'étoile blanche. Elles ont été converties en cristaux à un taux réduit. Vous avez reçu <quad class=''pc''><c3>{0}</color>"
"TID_WS_REWARDS_OVERFLOW","Vous manquez d'espace pour récupérer certaines récompenses de votre dernière mission d'étoile blanche. Vous avez 3 jours pour faire de la place et les obtenir.\n\n<quad class=''cr''> <c1>{0}</color>    <quad class=''fuel''> <c2>{1}</color>"
"TID_WS_REWARDS_MSG_DELETE_CONFIRM","Ce message contient des récompenses non réclamées. Voulez-vous vraiment le supprimer ?"
"TID_WS_REWARDS_OVERFLOW_WARNING","Vous n'avez pas assez d'espace pour stocker toutes les récompenses. Voulez-vous vraiment les obtenir maintenant ?"
