"TID_INTRO_MESSAGE_TITLE","WILLKOMMEN ZU HADES STAR"
"TID_BOOSTER_PACK_ACTIVE","KRISTALLWAREN sind aktiviert"
"TID_WAIT_FOR_BOOSTER_PACK","Du musst warten, dass die Wartezeit für die Waren abläuft, bevor du diesen Gegenstand nochmals kaufen kannst"
"TID_BOOSTER_PACK_FIRST_FREE","KOSTENLOS"
"TID_PURCHASE_SUCCESSFUL","Dein Einkauf wurde erfolgreich abgeschlossen"
"TID_CHAT_TAB_STAR_SYSTEM","STERNENSYSTEM"
"TID_CHAT_TAB_CORPORATION","KONZERN"
"TID_CHAT_TAB_GLOBAL","GALAXIE"
"TID_CHAT_SEND","SENDEN"
"TID_CHAT_INPUT_PROMPT","Für Chat hier klicken"
"TID_CHAT_GLOBAL_INFO","Hier gesendete Nachrichten können von allen Spielern gesehen werden. Teile nie persönliche Informationen mit anderen. Bitte verhalte dich höflich und respektvoll."
"TID_CHAT_WHITESTAR_INFO","Hier gesendete Nachrichten können nur von Mitgliedern deines Konzerns gesehen werden."
"TID_CHAT_PLAYER_JOIN","Ein neuer Spieler ist dem Konzern beigetreten."
"TID_CHAT_PLAYER_LEFT","Dieser Spieler hat den Konzern verlassen."
"TID_CHAT_JOINCORP_INFO","Tritt einem Konzern bei, um Wissen und Strategien mit anderen Spielern auszutauschen.\n\nMit Konzernen hast du außerdem Zugang zu weißen Zwergen und zu privaten roten Riesen."
"TID_CORP_UNLOCK_INFO","Konzerne werden mit Stufe {0} freigeschaltet"
"TID_CHAT_SEARCH_ALLIANCES_BUTTON","Empfohlene Konzerne"
"TID_CHAT_ENTRY_JUMP","hat ein neues Schiff nahe {0} in das System springen lassen."
"TID_CHAT_ENTRY_JOIN","ist dem Konzern beigetreten."
"TID_CHAT_ENTRY_LEFT","hat den Konzern verlassen."
"TID_CHAT_ENTRY_PROMOTED","wurde von {0} befördert."
"TID_CHAT_ENTRY_DEMOTED","wurde von {0} degradiert."
"TID_CHAT_ENTRY_KICK","wurde von {0} aus dem Konzern entlassen."
"TID_CHAT_ENTRY_CORP_SETTINGS_CHANGED","hat den Konzern bearbeitet."
"TID_CHAT_ENTRY_REQUEST_JOIN","bittet darum, dem Konzern beizutreten."
"TID_CHAT_ENTRY_DESTROYED_BASE","hat eine Cerberus-Basis nahe {0} zerstört."
"TID_CHAT_ENTRY_COLONIZED","hat den Planeten {0} kolonisiert."
"TID_CHAT_ENTRY_LOST_FLEET","hat 1 {0} nahe {1} verloren."
"TID_CHAT_ENTRY_DESTROYED_CERB_FLEET","hat eine Cerberus-Flotte nahe {0} zerstört."
"TID_CHAT_ENTRY_ABANDONED_SYSTEM","hat dieses Sternensystem aufgegeben."
"TID_CHAT_ENTRY_SEARCH_PVP","hat die Suche nach einem weißen Zwerg gestartet."
"TID_CHAT_ENTRY_FLAGSHIP_CONTRIB","hat {0} Credits zum Flaggschiff beigesteuert."
"TID_CHAT_ENTRY_SHARE_VIEW","hat einen Systemausschnitt geteilt."
"TID_CHAT_ENTRY_SEARCH_PVP_COMPLETE","Dein Konzern hat einen neuen weißen Zwerg entdeckt."
"TID_CHAT_ENTRY_CORP_LEVEL_UP","Dein Konzern wurde auf Stufe {0} aufgewertet."
"TID_CHAT_ENTRY_FLAGSHIP_LEVEL_UP","Dein Konzern-Flaggschiff wird beim nächsten Einsatz auf Stufe {0} aufgewertet."
"TID_CHAT_ENTRY_FLAGSHIP_UNLOCKED","Dein Konzern-Flaggschiff ist jetzt bereit für den Einsatz."
"TID_CHAT_ENTRY_SEARCH_PVP_CANCELLED","hat den WZ-Scan abgebrochen."
"TID_CHAT_REQUEST_ACCEPT","Von {0} akzeptiert"
"TID_CHAT_REQUEST_REJECT","Von {0} abgelehnt"
"TID_CHAT_REQUEST_CORP_FULL","Fehlgeschlagen – Konzern ist voll"
"TID_CHAT_REQUEST_FAIL_PLAYER_JOINED_ANOTHER","Fehlgeschlagen – Spieler ist Teil eines anderen Konzerns"
"TID_CHAT_POPUP_VIEW_LOCATION","Ort anzeigen"
"TID_STREAMENTRY_ALLIANCE_REQUEST_ACCEPT","AKZEPTIEREN"
"TID_STREAMENTRY_ALLIANCE_REQUEST_REJECT","ABLEHNEN"
"TID_STREAMENTRY_ALLIANCE_SHARE_SYSTEM_VIEW","ANZEIGEN"
"TID_CHAT_POPUP_REPORT_PLAYER","Melden"
"TID_CHAT_POPUP_BLOCK_PLAYER","Blocken"
"TID_CHAT_POPUP_REPORT_PLAYER_CONFIRM","Möchtest du {0} wirklich wegen unangebrachtem oder beleidigendem Verhalten melden?"
"TID_CHAT_POPUP_VIEW_WS_SHIPS","Nächstes Schiff"
"TID_HUD_MSG_NO_SHIPS","Dieser Spieler hat keine Schiffe in diesem System"
"TID_CHAT_REPORT_PLAYER_MODERATOR","Da du Moderator bist, wird diese Aktion den Spieler sofort für 24 Stunden aus dem Galaxie-Chat verbannen"
"TID_CHAT_POPUP_REPORT_SENT","Deine Meldung wurde verschickt."
"TID_CHAT_POPUP_PLAYER_BLOCKED","Du wirst bis zum erneuten Laden der App keine Nachrichten von {0} mehr sehen."
"TID_CHAT_LOCAL_CHAT_LOCKED","STERNENCHAT NICHT VERFÜGBAR"
"TID_CHAT_LOCAL_LOCKED_INFO","Du hast mit dem Besitzer dieses Sternensystems noch keine diplomatischen Beziehungen aufgenommen."
"TID_CHAT_WS_LOCKED_INFO","Nur teilnehmende Konzerne können den WZ-Chat verwenden."
"TID_CHAT_CORP_RED_STAR_SEARCH_IN_PROGRESS","Suche wird durchgeführt …"
"TID_CHAT_CORP_RED_STAR_IN_PROGRESS","Roter Riese wird durchgeführt …"
"TID_CHAT_JOIN_IN_PROGRESS_CONFIRM","Dieser rote Riese wird bereits durchgeführt. Möchtest du wirklich dorthin springen?"
"TID_CHAT_CORP_RED_STAR_ENDED","Der rote Riese wurde zu einer Supernova"
"TID_CHAT_ENTRY_STARTED_RED_STAR_SEARCH","hat einen RR-Scan der Stufe {0} begonnen"
"TID_CHAT_ENTRY_JOIN_RED_STAR_SEARCH","BEITRETEN"
"TID_CHAT_CANNOT_JOIN_RED_STAR_LEVEL","Du musst deinen RR-Scanner aufwerten, um diesem höherstufigen Scan beizutreten"
"TID_CHAT_CANNOT_JOIN_RED_STAR_ALREADY_IN","Du nimmst schon an einer RR-Mission teil"
"TID_CHAT_CANNOT_JOIN_TIMER","Du kannst nicht so nah an der Supernova zum roten Riesen springen."
"TID_CHAT_CANNOT_JOIN_FULL","Dieser rote Riese ist voll."
"TID_CHAT_ENTRY_VIEW_RED_STAR_IN_PROGRESS","ANZEIGEN"
"TID_CHAT_ENTRY_WATCH_OLD_RED_STAR_REPLAY","WIEDERHOLUNG ANSEHEN"
"TID_CHAT_ENTRY_REPLAY_SHARED","hat eine Wiederholung geteilt"
"TID_SELECT_PING_LOCATION","Wähle einen Ort des Sternensystems, um andere Spieler zu alarmieren"
"TID_PING_DEFAULT_MESSAGE","Lasst uns unsere Schiffe hierhin schicken!"
"TID_PING_RATE_LIMITED","Du kannst einen Alarm nicht so oft senden"
"TID_CHAT_ENTRY_PING","hat einen Alarm gesendet"
"TID_LOCAL_STAR_CHAT_DISABLED","Dieser Sternentyp unterstützt keinen lokalen Chat."
"TID_CORP_NOTIFICATIONS_TITLE","KONZERNBENACHRICHTIGUNGEN"
"TID_CORP_PRS_NOTIFICATION_LBL","Benachrichtige mich bei folgenden Ereignissen:"
"TID_CORP_PRS_NEW_RS_NOTIF","Neuer RR-Scan (Stufe {0})"
"TID_CORP_PRS_NEW_MESSAGE_NOTIF","Neue Nachricht an Konzernmitglieder"
"TID_STAR_DLG_TITLE","AKTUELLER STERN"
"TID_STAR_DLG_OBJECTIVES_TAB","STERNENINFO"
"TID_STAR_DLG_STARLOG_TAB","STERNENPROTOKOLL"
"TID_STAR_GOALS_DESCR_HOMESTAR","Dieser Stern wurde dir als Heimatbasis für all deine Missionen in der Hadesgalaxie zugewiesen. Deine Aufgabe ist es, den Stern vollständig zu erkunden, alle Cerberus-Streitkräfte zu eliminieren und eine stabile Infrastruktur aufzubauen."
"TID_STAR_GOALS_DESCR_OTHER_PLAYER_HOMESTAR","Dieser Stern gehört bereits einem anderen Spieler. Nimm diplomatische Beziehungen zu diesem Spieler auf, um ihm eine begrenzte Anzahl an Schiffen zu schicken und Handel zu treiben oder ihn im Kampf gegen Cerberus zu unterstützen."
"TID_STAR_GOALS_DESCR_REDSTAR","Arbeite mit anderen Spielern zusammen, um Cerberus-Schiffe zu zerstören und Artefakte von diesem roten Riesen zu bergen. Zerstörte Cerberus-Schiffe und geborgene Artefakte erhöhen die Fortschrittsanzeige. Wenn die Fortschrittsanzeige den Mindestwert übersteigt, gewinnst du am Ende des roten Riesen an Einfluss."
"TID_STAR_GOALS_HOMESTAR_PCT_EXPLORED","{0} % erkundet"
"TID_STAR_DLG_NO_LOG_ENTRIES","Für dieses Sternensystem sind keine Protokolleinträge verfügbar."
"TID_STAR_TOTAL_CREDITS","Waren im Wert von <color>{0} Credits</color> sind in diesem Sternensystem vorhanden."
"TID_STAR_TOTAL_HYDRO","<color>{0} Wasserstoff</color> sind in den Asteroidenfeldern dieses Sternensystems vorhanden."
"TID_STAR_GOALS_DESCR_BLUESTAR","Sorge dafür, dass dein Schlachtschiff intakt bleibt, bis die Schlachtschiffe aller anderen Spieler zerstört wurden. Das Sternensystem zerfällt laufend von außen nach innen. Schiffe im zerfallenden Bereich werden sofort zerstört."
"TID_BOMBER_HEATMAP_ENABLED","Bomber-Reichweitenanzeige AN"
"TID_BOMBER_HEATMAP_DISABLED","Bomber-Reichweitenanzeige AUS"
"TID_RELINK_WARP_LANE_SINGLE","VERBINDE 1 WARP-HUB NEU"
"TID_RELINK_WARP_LANES_MULTIPLE","VERBINDE {0} WARP-HUBS NEU"
"TID_RELINK_WARP_LANE_CONFIRM","Letzte Verbindungen aller Warp-Hubs wiederherstellen? Nur Hubs, die zuvor verbunden waren und sich an einer gültigen Position befinden, werden wieder verbunden."
"TID_RELINK_SUCCESS","Warp-Hubs wiederverbunden"
"TID_LOG_ENTRY_FLAGSHIP_SUMMONED","hat das Flaggschiff gerufen"
"TID_LOG_ENTRY_FLAGSHIP_JUMP_AWAY","hat das Flaggschiff wegspringen lassen"
"TID_LOG_ENTRY_FLAGSHIP_DEPART_NOW","hat dem Flaggschiff befohlen aufzubrechen"
"TID_LOG_ENTRY_FLAGSHIP_CANCEL_WAYPOINT","hat einen Flaggschiff-Wegpunkt aufgelöst"
"TID_LOG_ENTRY_FLAGSHIP_CANCEL_DEPART","hat das Ablegen des Flaggschiffs abgebrochen"
"TID_LOG_ENTRY_FLAGSHIP_ADD_WAYPOINT","hat einen Wegpunkt für das Flaggschiff hinzugefügt"
"TID_LOG_ENTRY_FLAGSHIP_USE_MODULE","hat das Modul {0} auf dem Flaggschiff aktiviert"
"TID_PLANET_UPGRADE_TITLE","Werte {0} auf Stufe {1} auf."
"TID_PLANET_UPG_CREDIT_STORE","CREDIT-LAGER"
"TID_PLANET_UPG_CREDIT_STORE_DESCR","Trägt zur maximalen Menge an Credits bei, die dein Imperium lagern kann."
"TID_PLANET_UPG_HYDROGEN_STORE","WASSERSTOFFLAGER"
"TID_PLANET_UPG_HYDROGEN_STORE_DESCR","Trägt zur maximalen Menge an Wasserstoff bei, die dein Imperium lagern kann."
"TID_PLANET_UPG_SHIPMENT_YIELD","WARENERTRAG"
"TID_PLANET_UPG_SHIPMENT_YIELD_DESCR","Die gesamte Credit-Belohnung für Waren, die dieser Planet pro Stunde erzeugt."
"TID_PLANET_UPG_CREDIT_YIELD","CREDIT-ERTRAG"
"TID_PLANET_UPG_CREDIT_YIELD_DESCR","Die Menge an Credits, die dieser Planet jede Stunde generiert."
"TID_PLANET_UPG_HYDROGEN_YIELD","WASSERSTOFFERTRAG"
"TID_PLANET_UPG_HYDROGEN_YIELD_DESCR","Die Menge an Wasserstoff, die dieser Planet jede Stunde generiert."
"TID_PLANET_UPG_SPEED_UP_CONFIRM","Planetenaufwertung jetzt abschließen?"
"TID_CHANGE_NAME_TITLE","NAME ÄNDERN"
"TID_CHANGE_NAME_PROMPT","Wie lautet der Name, unter dem dich ab sofort alle Spieler dieser Galaxie kennen werden?"
"TID_CHANGE_NAME_WARNING","ACHTUNG: Du kannst deinen Namen nur einmal ändern."
"TID_CHANGE_PLANET_NAME_PROMPT","Wie lautet der Name, den dieser Planet ab sofort tragen soll?"
"TID_CHANGE_STATION_NAME_PROMPT","Wie lautet der Name, den diese Station ab sofort tragen soll?"
"TID_CHANGE_SHIP_NAME_PROMPT","Wie lautet der Name, den dieses Schiff ab sofort tragen soll?"
"TID_ERROR_NAME_TOO_SHORT","Name zu kurz"
"TID_ERROR_NAME_TOO_LONG","Name zu lang"
"TID_ERROR_SHIP_TOO_LOW_LEVEL_TO_RENAME","Du kannst nur den Namen von Schiffen der Stufe {0} oder höher ändern."
"TID_INBOX_TITLE","NACHRICHTEN"
"TID_INBOX_MSG_JUST_ARRIVED","Gerade eben"
"TID_INBOX_TAB_INCOMING","POSTEINGANG"
"TID_INBOX_NEWS_TAB","NEUIGKEITEN"
"TID_INBOX_TIMESTAMP","Vor {0}"
"TID_INBOX_NO_MESSAGES","Du hast keine Nachrichten."
"TID_INBOX_INCOMING_DIPLOMACY_REQUEST","{0} möchte diplomatische Beziehungen zu dir aufnehmen. Antworte ihm von der interstellaren Botschaft aus."
"TID_INBOX_DIPLOMACY_REQUEST_ACCEPTED","{0} hat deine Anfrage zur Aufnahme diplomatischer Beziehungen akzeptiert."
"TID_INBOX_DIPLOMACY_REQUEST_REJECTED","{0} hat deine Anfrage zur Aufnahme diplomatischer Beziehungen abgelehnt."
"TID_INBOX_DIPLOMACY_TERMINATED","{0} hat die diplomatischen Beziehungen zu dir beendet."
"TID_INBOX_DELETE_MESSAGE","LÖSCHEN"
"TID_INBOX_KICKED","{0} hat dich aus dem Konzern ‚{1}‘ entlassen."
"TID_INBOX_ALLIANCE_INVITE","{0} hat dich eingeladen, seinem Konzern <a name=''corp''>{1}</a> beizutreten"
"TID_DISTINCTION_PIONEER","PIONIER"
"TID_DISTINCTION_PIONEER_DESCR","Dieser Spieler ist seit ihrer Entdeckung in der Hadesgalaxie."
"TID_DISTINCTION_TOP1","Admiral"
"TID_DISTINCTION_TOP1_DESCR","Dieser Spieler hat weltweit den ersten Platz erreicht"
"TID_DISTINCTION_TOP1_10D","Gouverneur"
"TID_DISTINCTION_TOP1_10D_DESCR","Dieser Spieler hat weltweit für mehr als 10﻿ Tage den ersten Platz gehalten"
"TID_DISTINCTION_TOP1_30D","Imperator"
"TID_DISTINCTION_TOP1_30D_DESCR","Dieser Spieler hat weltweit für mehr als 30 ﻿Tage den ersten Platz gehalten"
"TID_DISTINCTION_TOP10","Direktor"
"TID_DISTINCTION_TOP10_DESCR","Dieser Spieler hat die weltweite Top﻿10 erreicht"
"TID_DISTINCTION_TOP50","Kommandeur"
"TID_DISTINCTION_TOP50_DESCR","Dieser Spieler hat die weltweite Top﻿50 erreicht"
"TID_INBOX_MESSAGE_DISTINCTION_UNLOCKED","Gratulation, du hast eine neue Auszeichnung freigeschaltet: {0}"
"TID_DISTINCTION_TOP1_DURATION","1. Platz gehalten für: {0}"
"TID_DISTINCTION_BS_TOP1","BR-MEISTER"
"TID_DISTINCTION_BS_TOP1_DESCR","Dieser Spieler hat in einer BR-Saison den ersten Platz erreicht."
"TID_DISTINCTION_BS_TOP10","BR-HELD"
"TID_DISTINCTION_BS_TOP10_DESCR","Dieser Spieler hat in einer BR-Saison die Top 10 erreicht."
"TID_DISTINCTION_BS_TOP50","BR-VETERAN"
"TID_DISTINCTION_BS_TOP50_DESCR","Dieser Spieler hat in einer BR-Saison die Top 50 erreicht."
"TID_DISTINCTION_WS_TOP1","WZ-MEISTER"
"TID_DISTINCTION_WS_TOP1_DESCR","Dieser Spieler hat in einer WZ-Saison den ersten Platz erreicht."
"TID_DISTINCTION_WS_TOP10","WZ-HELD"
"TID_DISTINCTION_WS_TOP10_DESCR","Dieser Spieler hat in einer WZ-Saison die Top 10 erreicht."
"TID_DISTINCTION_WS_TOP50","WZ-VETERAN"
"TID_DISTINCTION_WS_TOP50_DESCR","Dieser Spieler hat in einer WZ-Saison die Top 50 erreicht."
"TID_REPLAY_FAILED","Diese Wiederholung ist nicht länger verfügbar"
"TID_REPLAY_ERROR","Es gab einen Fehler beim Abspielen dieser Wiederholung"
"TID_REPLAY_TIME_REMAINING","Wiederholung fertig in:"
"NOTIF_PLANET_UPGRADE","Planetenaufwertung auf Stufe {0} abgeschlossen."
"NOTIF_DIPLOMACY_REQUEST","{0} möchte diplomatische Beziehungen zu deinem Imperium aufnehmen."
"NOTIF_DIPLOMACY_ACCEPT","{0} hat deine Anfrage zur Aufnahme diplomatischer Beziehungen akzeptiert."
"NOTIF_DIPLOMACY_END","{0} hat die diplomatischen Beziehungen zu deinem Imperium beendet."
"NOTIF_MINER","Dein Bergbauschiff braucht neue Befehle."
"NOTIF_SHIPMENTS","Deine Planeten haben keinen Platz für neue Waren."
"NOTIF_NEW_SECTOR","Ein neuer Sektor ist in deinem Sternensystem verfügbar."
"NOTIF_ARTIFACT","Deine Forschungsstation hat alle Artefakte erforscht."
"NOTIF_NEW_RED_STAR","Ein neuer roter Riese wurde entdeckt."
"NOTIF_NEW_BLUE_STAR","Ein neuer blauer Riese wurde entdeckt."
"NOTIF_RED_STAR_JOINED","Du bist zu einem roten Riesen gesprungen, der gerade durchgeführt wird"
"NOTIF_RED_STAR_ENDING","Der rote Riese wird bald zu einer Supernova."
"NOTIF_MODULE_DONE","Modulaufwertung abgeschlossen."
"NOTIF_HYDROGEN_FULL","Wasserstofflager ist voll. Dein Bergbauschiff arbeitet nicht mehr."
"NOTIF_NEW_CRYSTAL_SHIPMENT","Neue Kristallwaren sind auf deinem Planeten verfügbar"
"NOTIF_WHITE_STAR_JOINED","Ein neuer weißer Zwerg wurde entdeckt"
"NOTIF_WHITE_STAR_PREP_OVER","Die Vorbereitungsphase für den entdeckten weißen Zwerg ist vorbei"
"NOTIF_WHITE_STAR_ENDING","Der weiße Zwerg endet in 48 Stunden"
"NOTIF_OBJECTIVE_REFRESH","Ein neues Ziel ist jetzt verfügbar."
"NOTIF_DAY1","Dein Imperium braucht neue Befehle, um innerhalb des gelben Zwergs weiter zu expandieren."
"NOTIF_BLUE_STAR_UPDATE","Blaue Riesen sind nun verfügbar! Sieh dir die Anomalie für weitere Informationen in deinem gelben Zwerg an."
"NOTIF_PRIVATE_RS","{0} hat einen neuen RR-SCAN der Stufe {1} begonnen"
"NOTIF_PLAYER_NAME_AND_MESSAGE","{0} hat eine Nachricht geschickt: {1}"
"TID_MONTH_1","{0}. JAN"
"TID_MONTH_2","{0}. FEB"
"TID_MONTH_3","{0}. MÄRZ"
"TID_MONTH_4","{0}. APR"
"TID_MONTH_5","{0}. MAI"
"TID_MONTH_6","{0}. JUN"
"TID_MONTH_7","{0}. JUL"
"TID_MONTH_8","{0}. AUG"
"TID_MONTH_9","{0}. SEP"
"TID_MONTH_10","{0}. OKT"
"TID_MONTH_11","{0}. NOV"
"TID_MONTH_12","{0}. DEZ"
"TID_ALPHA_RETURN_GIFT","Willkommen zurück!\n\nAls Alpha-Teilnehmer hast du die Pionier-Auszeichnung freigeschaltet.\n\nWir haben deinem Account zusätzlich 500 Extra-Kristalle hinzugefügt, um uns bei dir für deine Mitarbeit am Spiel zu bedanken.\n\nHoffentlich gefällt dir deine Reise durch die Hadesgalaxie. Danke, dass du uns von Anfang an unterstützt hast!\n\n – dein Team von Hades Star."
"TID_SUPPORT_CRYSTALS_ADDED","Wir haben dein Support-Ticket erhalten und deinem Account {0} Kristalle hinzugefügt. Wir entschuldigen uns für mögliche Unannehmlichkeiten.\n\n– Das Support-Team von Hades Star"
"TID_RELIC","RELIKT"
"TID_RELIC_DLG_TITLE","RELIKTE"
"TID_NO_SHIPMENTS_WHITE_STAR","Keine Relikte verfügbar."
"TID_MORE_RELICS_TIMER","Nächstes Relikt in:"
"TID_PLANET_DESCR_GENERATING_RELIC","Relikt wird erzeugt"
"TID_STATUS_LOADING_RELIC","Relikt wird geladen"
"TID_NEW_RELIC_CREATED","Neues Relikt erstellt"
"TID_NEW_RELICS_CREATED","{0} neue Relikte erstellt"
"TID_PARTIAL_PROGRESS_TO_NEW_RELIC","+{0} % Fortschritt bis zum nächsten Relikt"
"TID_STAR_GOALS_DESCR_WHITESTAR","Arbeite mit den Mitgliedern deines Konzerns zusammen, um Relikte von diesem sterbenden weißen Zwerg zu bergen.\n\nAuf allen Planeten bilden sich mit der Zeit Relikte. Man erhält Relikte, wenn das Transportschiff, das sie transportiert, aus dem System gesprungen ist.\n\nBergbauschiffe können Wasserstoff auf Planeten abladen. So bilden sich Relikte schneller.\n\nAndere Konzerne können ebenfalls in dem Bereich aktiv sein. Schlachtschiffe greifen die Schiffe von anderen Konzernen an."
"TID_WHITE_STAR_FOUND_HINT","Sprich dich mit deinem Konzern ab und entscheide, welche Schiffe zu diesem weißen Zwerg gesendet werden sollen, um Relikte zu bergen.\n\nSchiffe bewegen sich in der Nähe von weißen Zwergen sehr langsam. Wenn du Schiffe zu ihnen sendest, kehren sie vielleicht tagelang nicht zurück."
"TID_WHITE_STAR_SPECTATOR_INFO","Du kannst als Zuschauer keine Schiffe zu diesem weißen Zwerg schicken.\n\nUm an der nächsten WZ-Mission teilnehmen zu können, musst du zum Zeitpunkt des Scans auf der Mitgliederliste stehen."
"TID_WHITE_STAR_SCAN_HINT","WZ-Missionen funktionieren am besten, wenn jeder Teilnehmer zwei Schiffe sendet."
"TID_WHITE_STAR_LBL_PARTICIPANTS","BERECHTIGTE TEILNEHMER"
"TID_WHITE_STAR_LBL_ACTIVE_PARTICIPANTS","TEILNEHMER"
"TID_WS_PARTICIPANTS_HINT","Einige der berechtigten Teilnehmer auf der Liste können unter Umständen wegen der Größe des entdeckten Sterns nicht teilnehmen."
"TID_WS_NEXT_PARTICIPANT_LEVEL","Erhöhe die Anzahl berechtigter Teilnehmer auf {0}, um mehr Belohnungen aus einem erfolgreichen weißen Zwerg zu erhalten."
"TID_SCANNING_WS","SCANNE NACH WEISSEM ZWERG"
"TID_WS_SCAN_TIME_HINT","Der Scan kann mehrere Stunden dauern. Die Mission beginnt {0} Stunden, nachdem der Stern entdeckt wurde."
"TID_UNABLE_TO_USE_WS_SCANNER","SCANNEN NICHT MÖGLICH"
"TID_WS_NO_CORP","Bevor du einen WZ-Scanner benutzen kannst, musst du einem Konzern beitreten."
"TID_WS_DIALOG_FIND_CORP","KONZERN FINDEN"
"TID_WS_CANCEL_SEARCH","SCAN ABBRECHEN"
"TID_WS_CANCEL_SEARCH_CONFIRM","Möchtest du den Scan nach einem weißen Zwerg wirklich abbrechen?"
"TID_WS_CANTSCAN_REASON_MEMBERS","Du benötigst mindestens {0} Teilnehmer, bevor du eine WZ-Mission starten kannst."
"TID_WS_CANTSCAN_REASON_NOT_OFFICER","Wenn du bereit bist, kannst du einen Offizier deines Konzerns darum bitten, den WZ-Scan zu starten."
"TID_JUMP_CONFIRM_WS_CARGO_LOST","Transportschiffe und Bergbauschiffe verlieren alle Ladungen, wenn sie zu einem weißen Zwerg springen. Fortfahren?"
"TID_PLANET_INFO_RELIC_GENERATION_RATE","RELIKTE PRO TAG"
"TID_PLANET_INFO_RELIC_GENERATION_RATE_DESCR","Die Anzahl der Relikte, die der Planet von selbst an jedem Tag bildet."
"TID_PLANET_INFO_HYDRO_PER_RELIC","WASSERSTOFF PRO RELIKT"
"TID_PLANET_INFO_HYDRO_PER_RELIC_DESCR","Die Menge an Wasserstoff, die auf dem Planet abgeladen werden muss, um ein neues Relikt zu erstellen. Wenn kleinere Mengen abgeladen werden, bilden sich Relikte dennoch schneller."
"TID_WHITE_STAR_PLANET_DESCR","Der Planet bildet pro Tag eine feste Zahl an Relikten. Relikte können auf Transportschiffe geladen werden. Wenn man Wasserstoff mit Bergbauschiffen auf dem Planeten ablädt, bilden sich Relikte schneller."
"TID_JUMP_CMD_ERROR_TRANSPORT_TOO_SMALL_FOR_WS","Bevor ein Transportschiff zu einem weißen Zwerg springen kann, benötigt es mindestens eine Laderaumkapazität von {0}."
"TID_WHITE_STAR_SEARCH_HINT_1","Die Zeit vergeht sehr langsam in der Nähe von weißen Zwergen. Nutze diese zusätzliche Zeit, um Strategien mit den Mitgliedern deines Konzerns abzusprechen."
"TID_WHITE_STAR_SEARCH_HINT_2","Wenn Bergbauschiffe Wasserstoff auf den Planeten eines weißen Zwergs abladen, bilden sich Relikte schneller. Stelle sicher, dass deine Bergbauarbeiten ausreichend vor feindlichem Beschuss geschützt werden."
"TID_WHITE_STAR_SEARCH_HINT_3","Du kannst nur eine kleine Zahl von Schiffen zu einem weißen Zwerg senden. Dein Konzern sollte im Voraus festlegen, wer mit welchen Schiffen und wann springt."
"TID_WHITE_STAR_SEARCH_HINT_4","Schiffe, die an das Sternentor des Konzerns für die Rückkehr angedockt haben, springen automatisch zurück in Sicherheit, wenn der weiße Zwerg zur Supernova wird."
"TID_WHITE_STAR_SEARCH_HINT_5","Benutze die Zeitmaschine, um vorherzusagen, wie Kämpfe ausgehen, und um zu sehen, wie sich ein System bis zur Ankunft deiner Schiffe verändert haben wird."
"TID_WHITE_STAR_SEARCH_HINT_6","Mit dem Delta-Schild erreicht dein Schlachtschiff strategische Punkte schneller als andere Schiffe mit schwereren Schilden."
"TID_WHITE_STAR_SEARCH_HINT_7","Spieler, die an einem neuen WZ-Scan teilnehmen können, haben ein blasses Symbol für weiße Zwerge neben ihrer Spielernummer in der Liste der Mitglieder des Konzerns. Wenn Spieler gerade an einer aktiven WZ-Mission teilnehmen, wird das Symbol deutlicher angezeigt."
"TID_WHITE_STAR_SEARCH_HINT_8","Je mehr Teilnehmer dein Konzern hat, desto eher werdet ihr ergiebige weiße Zwerge finden."
"TID_WHITE_STAR_SEARCH_HINT_9","Deine Transportschiffe sind leichte Ziele, wenn sie Relikte aufnehmen. Du musst sie beschützen können, während sie verladen."
"TID_WHITE_STAR_SEARCH_HINT_10","Nutze den Chat für das STERNENSYSTEM, um mit den Mitgliedern deines Konzerns privat zu kommunizieren. Spieler von gegnerischen Konzernen können eure Nachrichten nicht lesen."
"TID_WHITE_STAR_SEARCH_HINT_11","Du kannst Schiffe und Module während einer WZ-Mission nicht aufwerten. Ausstehende Aufwertungen werden angewendet, nachdem das Schiff zurückgekehrt ist."
"TID_CMD_ERROR_CANT_TELEPORT_IN_BARRIER","Teleportation ist innerhalb eines feindlichen Barrierebereichs nicht möglich"
"TID_WSDIALOG_OPTIN_LABEL","AN WZ-SCANS TEILNEHMEN:"
"TID_WSDIALOG_OPTOUT_CONFIRM","Möchtest du wirklich von WZ-Missionen zurücktreten? Du wirst nicht an zukünftigen Scans deines Konzerns teilnehmen."
"TID_WS_PREPARATION_PERIOD","VORBEREITUNGSPHASE"
"TID_WS_PREPARATION_ENDS_IN","Endet in {0}"
"TID_WS_PREPARATION_PERIOD_DESCR","Während der Vorbereitungsphase können Schiffe in das Gebiet springen und einen ersten Befehl erhalten. Sobald die Vorbereitung beendet ist, bewegen sich die Schiffe.\n\nKläre in dieser Zeit mit den Mitgliedern deines Konzerns eure Taktik. Mit der Zeitmaschine kannst du außerdem die zukünftigen Befehle deiner Schiffe planen."
"TIC_CMD_CANT_USE_MODULE_IN_PREPARATION","Module können während der Vorbereitungsphase nicht aktiviert werden"
"TID_WS_CANNOT_JUMP_MORE","Weitere Schiffe dieser Art können zurzeit nicht springen"
"TID_WS_CANNOT_JUMP_COOLDOWN","Du musst warten, bis die Abklingzeit abgelaufen ist, bevor weitere Schiffe dieser Art wieder springen können"
